date,MASDM273
2016-07-31,-93038.0
2016-08-31,-75166.0
2016-09-30,-44817.0
2016-10-31,-100741.0
2016-11-30,-69557.0
2016-12-31,-62855.0
2017-01-31,-81472.0
2017-02-28,-55190.0
2017-03-31,-44075.0
2017-04-30,-46137.0
2017-05-31,-47564.0
2017-06-30,-40365.0
2017-07-31,-44389.0
2017-08-31,-31528.0
2017-09-30,-23624.0
2017-10-31,-50919.0
2017-11-30,-40355.0
2017-12-31,-35481.0
2018-01-31,-30591.0
2018-02-28,-28651.0
2018-03-31,-15033.0
2018-04-30,-28910.0
2018-05-31,-41988.0
2018-06-30,-26485.0
2018-07-31,-21549.0
2018-08-31,-21954.0
2018-09-30,-30343.0
2018-10-31,-18387.0
2018-11-30,-16174.0
2018-12-31,-23098.0
2019-01-31,-18778.0
2019-02-28,-16736.0
2019-03-31,-14219.0
2019-04-30,-19122.0
2019-05-31,-4173.0
2019-06-30,-6724.0
2019-07-31,-11844.0
2019-08-31,-24565.0
2019-09-30,-3199.0
2019-10-31,-3683.0
2019-11-30,-11705.0
2019-12-31,-13253.0
2020-01-31,-13542.0
2020-02-29,-18839.0
2020-03-31,-39184.0
2020-04-30,-44957.0
2020-05-31,-143242.0
2020-06-30,-271541.0
2020-07-31,-172592.0
2020-08-31,-127294.0
2020-09-30,-92999.0
2020-10-31,-132950.0
2020-11-30,-139436.0
2020-12-31,-112516.0
2021-01-31,-97612.0
2021-02-28,-58620.0
2021-03-31,-35135.0
2021-04-30,-45154.0
2021-05-31,-34758.0
2021-06-30,-40935.0
2021-07-31,13278.0
2021-08-31,22617.0
2021-09-30,-1049.0
2021-10-31,-43205.0
2021-11-30,-5350.0
2021-12-31,-5275.0
2022-01-31,-33125.0
2022-02-28,-70159.0
2022-03-31,-79467.0
2022-04-30,-47206.0
2022-05-31,-45830.0
2022-06-30,-8975.0
2022-07-31,17967.0
2022-08-31,14564.0
2022-09-30,19433.0
2022-10-31,4820.0
2022-11-30,5590.0
2022-12-31,-11995.0
2023-01-31,-16868.0
2023-02-28,-28205.0
2023-03-31,-25649.0
2023-04-30,-19663.0
2023-05-31,-10313.0
2023-06-30,-2839.0
2023-07-31,19232.0
2023-08-31,19211.0
2023-09-30,22004.0
2023-10-31,13874.0
2023-11-30,4232.0
2023-12-31,-6721.0
2024-01-31,-1595.0
2024-02-29,-8714.0
2024-03-31,-10045.0
2024-04-30,-5242.0
2024-05-31,-2074.0
2024-06-30,13015.0
2024-07-31,25754.0
2024-08-31,36252.0
2024-09-30,51044.0
2024-10-31,40463.0
2024-11-30,34767.0
2024-12-31,19271.0
2025-01-31,815.0
2025-02-28,-2600.0
2025-03-31,-6552.0
2025-04-30,407.0
2025-05-31,431.0
2025-06-30,4505.0
2025-07-31,8452.0
2025-08-31,8493.0
2025-09-30,6569.0
2025-10-31,563.0
2025-11-30,555.0
2025-12-31,673.0
2026-01-31,-19215.0
2026-02-28,-19145.0
2026-03-31,-21048.0
2026-04-30,3894.0
2026-05-31,9888.0
2026-06-30,31965.0
2026-07-31,39871.0
2026-08-31,44096.0
