date,7Y
2023-01-04,0.445
2023-01-05,0.431
2023-01-06,0.416
2023-01-10,0.443
2023-01-11,0.448
2023-01-12,0.487
2023-01-13,0.502
2023-01-16,0.493
2023-01-17,0.506
2023-01-18,0.411
2023-01-19,0.379
2023-01-20,0.337
2023-01-23,0.281
2023-01-24,0.305
2023-01-25,0.317
2023-01-26,0.311
2023-01-27,0.364
2023-01-30,0.361
2023-01-31,0.398
2023-02-01,0.378
2023-02-02,0.374
2023-02-03,0.344
2023-02-06,0.365
2023-02-07,0.375
2023-02-08,0.381
2023-02-09,0.392
2023-02-10,0.401
2023-02-13,0.393
2023-02-14,0.38
2023-02-15,0.382
2023-02-16,0.396
2023-02-17,0.405
2023-02-20,0.407
2023-02-21,0.432
2023-02-22,0.442
2023-02-24,0.416
2023-02-27,0.432
2023-02-28,0.413
2023-03-01,0.407
2023-03-02,0.416
2023-03-03,0.393
2023-03-06,0.4
2023-03-07,0.395
2023-03-08,0.399
2023-03-09,0.429
2023-03-10,0.344
2023-03-13,0.312
2023-03-14,0.208
2023-03-15,0.224
2023-03-16,0.168
2023-03-17,0.173
2023-03-20,0.12
2023-03-22,0.175
2023-03-23,0.157
2023-03-24,0.151
2023-03-27,0.156
2023-03-28,0.166
2023-03-29,0.156
2023-03-30,0.187
2023-03-31,0.212
2023-04-03,0.252
2023-04-04,0.278
2023-04-05,0.274
2023-04-06,0.266
2023-04-07,0.268
2023-04-10,0.276
2023-04-11,0.259
2023-04-12,0.266
2023-04-13,0.265
2023-04-14,0.265
2023-04-17,0.297
2023-04-18,0.293
2023-04-19,0.293
2023-04-20,0.289
2023-04-21,0.273
2023-04-24,0.269
2023-04-25,0.273
2023-04-26,0.248
2023-04-27,0.247
2023-04-28,0.2
2023-05-01,0.208
2023-05-02,0.221
2023-05-08,0.203
2023-05-09,0.222
2023-05-10,0.213
2023-05-11,0.186
2023-05-12,0.176
2023-05-15,0.201
2023-05-16,0.192
2023-05-17,0.165
2023-05-18,0.189
2023-05-19,0.208
2023-05-22,0.193
2023-05-23,0.209
2023-05-24,0.214
2023-05-25,0.229
2023-05-26,0.218
2023-05-29,0.233
2023-05-30,0.224
2023-05-31,0.219
2023-06-01,0.209
2023-06-02,0.2
2023-06-05,0.226
2023-06-06,0.211
2023-06-07,0.201
2023-06-08,0.222
2023-06-09,0.212
2023-06-12,0.208
2023-06-13,0.193
2023-06-14,0.209
2023-06-15,0.214
2023-06-16,0.194
2023-06-19,0.185
2023-06-20,0.181
2023-06-21,0.169
2023-06-22,0.164
2023-06-23,0.16
2023-06-26,0.142
2023-06-27,0.157
2023-06-28,0.177
2023-06-29,0.173
2023-06-30,0.183
2023-07-03,0.189
2023-07-04,0.174
2023-07-05,0.169
2023-07-06,0.19
2023-07-07,0.233
2023-07-10,0.279
2023-07-11,0.259
2023-07-12,0.296
2023-07-13,0.276
2023-07-14,0.298
2023-07-18,0.295
2023-07-19,0.259
2023-07-20,0.259
2023-07-21,0.264
2023-07-24,0.233
2023-07-25,0.234
2023-07-26,0.217
2023-07-27,0.215
2023-07-28,0.311
2023-07-31,0.368
2023-08-01,0.347
2023-08-02,0.373
2023-08-03,0.418
2023-08-04,0.416
2023-08-07,0.395
2023-08-08,0.386
2023-08-09,0.346
2023-08-10,0.366
2023-08-14,0.399
2023-08-15,0.401
2023-08-16,0.397
2023-08-17,0.427
2023-08-18,0.402
2023-08-21,0.422
2023-08-22,0.427
2023-08-23,0.429
2023-08-24,0.395
2023-08-25,0.404
2023-08-28,0.406
2023-08-29,0.385
2023-08-30,0.396
2023-08-31,0.391
2023-09-01,0.372
