date,2Y
2023-01-04,0.025
2023-01-05,0.015
2023-01-06,0.011
2023-01-10,0.026
2023-01-11,0.026
2023-01-12,0.041
2023-01-13,0.032
2023-01-16,0.032
2023-01-17,0.041
2023-01-18,0.006
2023-01-19,-0.001
2023-01-20,-0.004
2023-01-23,-0.015
2023-01-24,-0.005
2023-01-25,-0.01
2023-01-26,-0.009
2023-01-27,0.001
2023-01-30,-0.004
2023-01-31,-0.01
2023-02-01,-0.02
2023-02-02,-0.02
2023-02-03,-0.03
2023-02-06,-0.025
2023-02-07,-0.029
2023-02-08,-0.029
2023-02-09,-0.035
2023-02-10,-0.045
2023-02-13,-0.055
2023-02-14,-0.056
2023-02-15,-0.051
2023-02-16,-0.047
2023-02-17,-0.047
2023-02-20,-0.043
2023-02-21,-0.029
2023-02-22,-0.029
2023-02-24,-0.029
2023-02-27,-0.028
2023-02-28,-0.026
2023-03-01,-0.035
2023-03-02,-0.035
2023-03-03,-0.04
2023-03-06,-0.039
2023-03-07,-0.039
2023-03-08,-0.04
2023-03-09,-0.019
2023-03-10,-0.03
2023-03-13,-0.025
2023-03-14,-0.04
2023-03-15,-0.051
2023-03-16,-0.07
2023-03-17,-0.075
2023-03-20,-0.077
2023-03-22,-0.056
2023-03-23,-0.063
2023-03-24,-0.067
2023-03-27,-0.067
2023-03-28,-0.059
2023-03-29,-0.07
2023-03-30,-0.061
2023-03-31,-0.061
2023-04-03,-0.04
2023-04-04,-0.025
2023-04-05,-0.03
2023-04-06,-0.045
2023-04-07,-0.06
2023-04-10,-0.045
2023-04-11,-0.046
2023-04-12,-0.045
2023-04-13,-0.05
2023-04-14,-0.04
2023-04-17,-0.035
2023-04-18,-0.04
2023-04-19,-0.04
2023-04-20,-0.04
2023-04-21,-0.035
2023-04-24,-0.038
2023-04-25,-0.035
2023-04-26,-0.04
2023-04-27,-0.04
2023-04-28,-0.045
2023-05-01,-0.045
2023-05-02,-0.035
2023-05-08,-0.035
2023-05-09,-0.03
2023-05-10,-0.04
2023-05-11,-0.045
2023-05-12,-0.055
2023-05-15,-0.049
2023-05-16,-0.054
2023-05-17,-0.066
2023-05-18,-0.061
2023-05-19,-0.061
2023-05-22,-0.066
2023-05-23,-0.061
2023-05-24,-0.066
2023-05-25,-0.066
2023-05-26,-0.066
2023-05-29,-0.061
2023-05-30,-0.055
2023-05-31,-0.06
2023-06-01,-0.065
2023-06-02,-0.075
2023-06-05,-0.065
2023-06-06,-0.065
2023-06-07,-0.06
2023-06-08,-0.06
2023-06-09,-0.065
2023-06-12,-0.07
2023-06-13,-0.075
2023-06-14,-0.071
2023-06-15,-0.064
2023-06-16,-0.065
2023-06-19,-0.066
2023-06-20,-0.066
2023-06-21,-0.069
2023-06-22,-0.071
2023-06-23,-0.074
2023-06-26,-0.077
2023-06-27,-0.074
2023-06-28,-0.064
2023-06-29,-0.07
2023-06-30,-0.075
2023-07-03,-0.065
2023-07-04,-0.07
2023-07-05,-0.07
2023-07-06,-0.06
2023-07-07,-0.039
2023-07-10,-0.029
2023-07-11,-0.039
2023-07-12,-0.034
2023-07-13,-0.034
2023-07-14,-0.038
2023-07-18,-0.033
2023-07-19,-0.037
2023-07-20,-0.037
2023-07-21,-0.026
2023-07-24,-0.036
2023-07-25,-0.038
2023-07-26,-0.038
2023-07-27,-0.04
2023-07-28,-0.015
2023-07-31,0.0
2023-08-01,0.0
2023-08-02,0.01
2023-08-03,0.02
2023-08-04,0.021
2023-08-07,0.017
2023-08-08,0.012
2023-08-09,0.006
2023-08-10,0.012
2023-08-14,0.017
2023-08-15,0.016
2023-08-16,0.017
2023-08-17,0.028
2023-08-18,0.022
2023-08-21,0.029
2023-08-22,0.025
2023-08-23,0.024
2023-08-24,0.01
2023-08-25,0.01
2023-08-28,0.011
2023-08-29,0.019
2023-08-30,0.029
2023-08-31,0.025
2023-09-01,0.02
2023-09-04,0.016
2023-09-05,0.016
2023-09-06,0.017
2023-09-07,0.012
2023-09-08,0.007
2023-09-11,0.043
2023-09-12,0.033
2023-09-13,0.028
2023-09-14,0.029
2023-09-15,0.03
2023-09-19,0.035
2023-09-20,0.026
2023-09-21,0.035
2023-09-22,0.035
2023-09-25,0.033
2023-09-26,0.034
2023-09-27,0.034
2023-09-28,0.044
2023-09-29,0.044
2023-10-02,0.055
2023-10-03,0.051
2023-10-04,0.061
2023-10-05,0.061
2023-10-06,0.061
2023-10-10,0.058
2023-10-11,0.058
2023-10-12,0.047
2023-10-13,0.044
2023-10-16,0.043
2023-10-17,0.059
2023-10-18,0.07
2023-10-19,0.081
2023-10-20,0.075
2023-10-23,0.087
2023-10-24,0.082
2023-10-25,0.077
2023-10-26,0.093
2023-10-27,0.094
2023-10-30,0.119
2023-10-31,0.149
2023-11-01,0.155
2023-11-02,0.135
2023-11-06,0.127
2023-11-07,0.127
2023-11-08,0.117
2023-11-09,0.107
2023-11-10,0.108
2023-11-13,0.103
2023-11-14,0.093
2023-11-15,0.069
2023-11-16,0.057
2023-11-17,0.046
2023-11-20,0.046
2023-11-21,0.036
2023-11-22,0.052
2023-11-24,0.068
2023-11-27,0.068
2023-11-28,0.065
2023-11-29,0.048
2023-11-30,0.049
2023-12-01,0.04
2023-12-04,0.031
2023-12-05,0.036
2023-12-06,0.036
2023-12-07,0.087
2023-12-08,0.092
2023-12-11,0.088
2023-12-12,0.067
2023-12-13,0.048
2023-12-14,0.057
2023-12-15,0.087
2023-12-18,0.079
2023-12-19,0.068
2023-12-20,0.033
2023-12-21,0.037
2023-12-22,0.046
2023-12-25,0.038
2023-12-26,0.065
2023-12-27,0.05
2023-12-28,0.037
2023-12-29,0.048
2024-01-04,0.05
2024-01-05,0.035
2024-01-09,0.025
2024-01-10,0.025
2024-01-11,0.015
2024-01-12,0.005
2024-01-15,-0.001
2024-01-16,0.02
2024-01-17,0.025
2024-01-18,0.036
2024-01-19,0.031
2024-01-22,0.025
2024-01-23,0.025
2024-01-24,0.07
2024-01-25,0.067
2024-01-26,0.052
2024-01-29,0.063
2024-01-30,0.074
2024-01-31,0.094
2024-02-01,0.085
2024-02-02,0.1
2024-02-05,0.111
2024-02-06,0.106
2024-02-07,0.101
2024-02-08,0.101
2024-02-09,0.116
2024-02-13,0.128
2024-02-14,0.143
2024-02-15,0.137
2024-02-16,0.143
2024-02-19,0.15
2024-02-20,0.151
2024-02-21,0.155
2024-02-22,0.158
2024-02-26,0.159
2024-02-27,0.173
2024-02-28,0.166
2024-02-29,0.19
2024-03-01,0.18
2024-03-04,0.176
2024-03-05,0.175
2024-03-06,0.186
2024-03-07,0.191
2024-03-08,0.202
2024-03-11,0.202
2024-03-12,0.197
2024-03-13,0.197
2024-03-14,0.198
2024-03-15,0.193
2024-03-18,0.188
2024-03-19,0.178
2024-03-21,0.205
2024-03-22,0.206
2024-03-25,0.206
2024-03-26,0.207
2024-03-27,0.204
2024-03-28,0.196
2024-03-29,0.189
2024-04-01,0.195
2024-04-02,0.2
2024-04-03,0.191
2024-04-04,0.196
2024-04-05,0.211
2024-04-08,0.228
2024-04-09,0.223
2024-04-10,0.233
2024-04-11,0.27
2024-04-12,0.281
2024-04-15,0.275
2024-04-16,0.281
2024-04-17,0.288
2024-04-18,0.278
2024-04-19,0.263
2024-04-22,0.29
2024-04-23,0.297
2024-04-24,0.298
2024-04-25,0.298
2024-04-26,0.298
2024-04-30,0.275
2024-05-01,0.29
2024-05-02,0.29
2024-05-07,0.282
2024-05-08,0.288
2024-05-09,0.313
2024-05-10,0.319
2024-05-13,0.335
2024-05-14,0.346
2024-05-15,0.341
2024-05-16,0.326
2024-05-17,0.337
2024-05-20,0.349
2024-05-21,0.349
2024-05-22,0.356
2024-05-23,0.345
2024-05-24,0.345
2024-05-27,0.357
2024-05-28,0.357
2024-05-29,0.387
2024-05-30,0.399
2024-05-31,0.399
2024-06-03,0.401
2024-06-04,0.386
2024-06-05,0.356
2024-06-06,0.336
2024-06-07,0.351
2024-06-10,0.383
2024-06-11,0.372
2024-06-12,0.343
2024-06-13,0.332
2024-06-14,0.302
2024-06-17,0.291
2024-06-18,0.288
2024-06-19,0.286
2024-06-20,0.292
2024-06-21,0.313
2024-06-24,0.309
2024-06-25,0.306
2024-06-26,0.312
2024-06-27,0.372
2024-06-28,0.353
2024-07-01,0.36
2024-07-02,0.365
2024-07-03,0.35
2024-07-04,0.34
2024-07-05,0.346
2024-07-08,0.362
2024-07-09,0.353
2024-07-10,0.343
2024-07-11,0.343
2024-07-12,0.333
2024-07-16,0.32
2024-07-17,0.33
2024-07-18,0.347
2024-07-19,0.352
2024-07-22,0.348
2024-07-23,0.362
2024-07-24,0.379
2024-07-25,0.403
2024-07-26,0.408
2024-07-29,0.394
2024-07-30,0.374
2024-07-31,0.45
2024-08-01,0.46
2024-08-02,0.41
2024-08-05,0.265
2024-08-06,0.29
2024-08-07,0.27
2024-08-08,0.269
2024-08-09,0.301
2024-08-13,0.3
2024-08-14,0.296
2024-08-15,0.321
2024-08-16,0.357
2024-08-19,0.374
2024-08-20,0.363
2024-08-21,0.352
2024-08-22,0.363
