date,MASDM255
2016-07-31,11933.0
2016-08-31,6890.0
2016-09-30,127176.0
2016-10-31,16277.0
2016-11-30,18935.0
2016-12-31,149379.0
2017-01-31,11680.0
2017-02-28,13207.0
2017-03-31,141319.0
2017-04-30,13424.0
2017-05-31,8006.0
2017-06-30,114931.0
2017-07-31,11961.0
2017-08-31,8000.0
2017-09-30,113318.0
2017-10-31,12912.0
2017-11-30,26816.0
2017-12-31,94970.0
2018-01-31,10913.0
2018-02-28,10110.0
2018-03-31,116792.0
2018-04-30,6755.0
2018-05-31,12567.0
2018-06-30,85397.0
2018-07-31,18580.0
2018-08-31,14866.0
2018-09-30,87698.0
2018-10-31,15420.0
2018-11-30,15267.0
2018-12-31,79557.0
2019-01-31,13299.0
2019-02-28,13095.0
2019-03-31,111272.0
2019-04-30,9356.0
2019-05-31,16675.0
2019-06-30,88396.0
2019-07-31,12166.0
2019-08-31,8788.0
2019-09-30,116277.0
2019-10-31,6987.0
2019-11-30,20184.0
2019-12-31,70749.0
2020-01-31,20823.0
2020-02-29,16720.0
2020-03-31,101594.0
2020-04-30,12414.0
2020-05-31,18643.0
2020-06-30,80063.0
2020-07-31,20702.0
2020-08-31,7357.0
2020-09-30,95148.0
2020-10-31,5475.0
2020-11-30,12749.0
2020-12-31,87093.0
2021-01-31,19452.0
2021-02-28,5372.0
2021-03-31,87836.0
2021-04-30,6330.0
2021-05-31,13962.0
2021-06-30,67824.0
2021-07-31,19912.0
2021-08-31,13000.0
2021-09-30,90482.0
2021-10-31,12580.0
2021-11-30,21536.0
2021-12-31,82707.0
2022-01-31,10286.0
2022-02-28,12516.0
2022-03-31,80087.0
2022-04-30,7295.0
2022-05-31,15739.0
2022-06-30,78878.0
2022-07-31,18412.0
2022-08-31,24141.0
2022-09-30,88526.0
2022-10-31,12453.0
2022-11-30,13078.0
2022-12-31,95255.0
2023-01-31,6450.0
2023-02-28,5574.0
2023-03-31,85657.0
2023-04-30,5983.0
2023-05-31,21869.0
2023-06-30,76292.0
2023-07-31,6914.0
2023-08-31,16426.0
2023-09-30,61854.0
2023-10-31,10612.0
2023-11-30,10101.0
2023-12-31,62705.0
2024-01-31,21825.0
2024-02-29,11595.0
2024-03-31,68409.0
2024-04-30,14353.0
2024-05-31,16725.0
2024-06-30,71778.0
2024-07-31,16073.0
2024-08-31,15438.0
2024-09-30,65052.0
2024-10-31,15049.0
2024-11-30,18507.0
2024-12-31,56976.0
2025-01-31,27990.0
2025-02-28,22223.0
2025-03-31,71291.0
2025-04-30,14960.0
2025-05-31,14897.0
2025-06-30,55612.0
2025-07-31,11499.0
2025-08-31,24195.0
2025-09-30,49825.0
2025-10-31,10611.0
2025-11-30,16951.0
2025-12-31,58280.0
2026-01-31,16511.0
2026-02-28,16209.0
2026-03-31,72588.0
2026-04-30,12680.0
2026-05-31,15740.0
2026-06-30,48164.0
2026-07-31,16035.0
2026-08-31,11393.0
