date,MACAB1043
2016-07-31,227207.0
2016-08-31,223683.0
2016-09-30,221960.0
2016-10-31,236832.0
2016-11-30,251507.0
2016-12-31,231475.0
2017-01-31,225784.0
2017-02-28,230025.0
2017-03-31,225801.0
2017-04-30,252316.0
2017-05-31,237979.0
2017-06-30,260120.0
2017-07-31,257221.0
2017-08-31,248941.0
2017-09-30,256795.0
2017-10-31,246689.0
2017-11-30,240647.0
2017-12-31,256673.0
2018-01-31,272255.0
2018-02-28,261145.0
2018-03-31,264347.0
2018-04-30,293670.0
2018-05-31,281908.0
2018-06-30,290386.0
2018-07-31,297773.0
2018-08-31,302668.0
2018-09-30,313104.0
2018-10-31,318317.0
2018-11-30,318212.0
2018-12-31,316656.0
2019-01-31,333501.0
2019-02-28,323837.0
2019-03-31,326939.0
2019-04-30,328791.0
2019-05-31,334565.0
2019-06-30,353510.0
2019-07-31,325243.0
2019-08-31,303173.0
2019-09-30,324739.0
2019-10-31,327493.0
2019-11-30,306422.0
2019-12-31,323426.0
2020-01-31,339691.0
2020-02-29,337505.0
2020-03-31,342805.0
2020-04-30,363758.0
2020-05-31,367983.0
2020-06-30,380246.0
2020-07-31,355423.0
2020-08-31,357116.0
2020-09-30,389186.0
2020-10-31,355380.0
2020-11-30,342763.0
2020-12-31,309807.0
2021-01-31,330442.0
2021-02-28,323446.0
2021-03-31,341128.0
2021-04-30,332192.0
2021-05-31,329835.0
2021-06-30,333504.0
2021-07-31,325652.0
2021-08-31,322610.0
2021-09-30,314444.0
2021-10-31,306761.0
2021-11-30,294725.0
2021-12-31,299960.0
2022-01-31,316787.0
2022-02-28,301554.0
2022-03-31,342989.0
2022-04-30,374813.0
2022-05-31,361971.0
2022-06-30,406881.0
2022-07-31,397334.0
2022-08-31,384143.0
2022-09-30,373836.0
2022-10-31,363661.0
2022-11-30,330570.0
2022-12-31,366314.0
2023-01-31,401547.0
2023-02-28,384256.0
2023-03-31,388843.0
2023-04-30,393136.0
2023-05-31,390622.0
2023-06-30,404330.0
2023-07-31,403866.0
2023-08-31,442317.0
2023-09-30,467055.0
2023-10-31,471831.0
2023-11-30,446644.0
2023-12-31,437795.0
2024-01-31,473786.0
2024-02-29,473560.0
2024-03-31,509964.0
2024-04-30,500929.0
2024-05-31,492717.0
2024-06-30,541635.0
2024-07-31,527049.0
2024-08-31,502358.0
2024-09-30,531339.0
2024-10-31,525384.0
2024-11-30,499427.0
2024-12-31,530178.0
2025-01-31,575705.0
2025-02-28,553802.0
2025-03-31,523052.0
2025-04-30,556161.0
2025-05-31,585066.0
2025-06-30,592672.0
2025-07-31,581050.0
2025-08-31,587837.0
2025-09-30,583491.0
2025-10-31,603345.0
2025-11-30,623613.0
2025-12-31,618610.0
2026-01-31,644237.0
2026-02-28,595940.0
2026-03-31,609792.0
2026-04-30,629986.0
2026-05-31,617657.0
2026-06-30,657520.0
2026-07-31,653090.0
