date,MACAB1013
2016-07-31,1037951.0
2016-08-31,1045002.0
2016-09-30,1102314.0
2016-10-31,1108036.0
2016-11-30,1106102.0
2016-12-31,1172442.0
2017-01-31,1173982.0
2017-02-28,1174300.0
2017-03-31,1245763.0
2017-04-30,1257494.0
2017-05-31,1258584.0
2017-06-30,1272727.0
2017-07-31,1269579.0
2017-08-31,1269815.0
2017-09-30,1282827.0
2017-10-31,1282124.0
2017-11-30,1281734.0
2017-12-31,1294812.0
2018-01-31,1294218.0
2018-02-28,1254396.0
2018-03-31,1269778.0
2018-04-30,1330374.0
2018-05-31,1332940.0
2018-06-30,1351269.0
2018-07-31,1350744.0
2018-08-31,1370789.0
2018-09-30,1375056.0
2018-10-31,1375074.0
2018-11-30,1371070.0
2018-12-31,1334883.0
2019-01-31,1333513.0
2019-02-28,1331699.0
2019-03-31,1362246.0
2019-04-30,1388251.0
2019-05-31,1387158.0
2019-06-30,1392986.0
2019-07-31,1394633.0
2019-08-31,1394301.0
2019-09-30,1402537.0
2019-10-31,1403868.0
2019-11-30,1399850.0
2019-12-31,1354502.0
2020-01-31,1352838.0
2020-02-29,1349730.0
2020-03-31,1366616.0
2020-04-30,1425731.0
2020-05-31,1473841.0
2020-06-30,1520542.0
2020-07-31,1564042.0
2020-08-31,1547537.0
2020-09-30,1693910.0
2020-10-31,1748164.0
2020-11-30,1726575.0
2020-12-31,1763161.0
2021-01-31,1732747.0
2021-02-28,1740606.0
2021-03-31,1815616.0
2021-04-30,1875644.0
2021-05-31,1848740.0
2021-06-30,1859912.0
2021-07-31,1853318.0
2021-08-31,1859612.0
2021-09-30,1818105.0
2021-10-31,1804069.0
2021-11-30,1777517.0
2021-12-31,1810210.0
2022-01-31,1770238.0
2022-02-28,1750673.0
2022-03-31,1782816.0
2022-04-30,1833304.0
2022-05-31,1793056.0
2022-06-30,1837528.0
2022-07-31,1842775.0
2022-08-31,1772881.0
2022-09-30,1712583.0
2022-10-31,1722360.0
2022-11-30,1672931.0
2022-12-31,1692217.0
2023-01-31,1750585.0
2023-02-28,1819267.0
2023-03-31,1885122.0
2023-04-30,1912729.0
2023-05-31,1868969.0
2023-06-30,1874865.0
2023-07-31,1831324.0
2023-08-31,1853947.0
2023-09-30,1841181.0
2023-10-31,1878055.0
2023-11-30,1843151.0
2023-12-31,1848507.0
2024-01-31,1803797.0
2024-02-29,1790793.0
2024-03-31,2025580.0
2024-04-30,2101545.0
2024-05-31,2069923.0
2024-06-30,2008432.0
2024-07-31,2004974.0
2024-08-31,2004326.0
2024-09-30,1996690.0
2024-10-31,2013485.0
2024-11-30,1978652.0
2024-12-31,1915707.0
2025-01-31,1912947.0
2025-02-28,1946618.0
2025-03-31,1939675.0
2025-04-30,1991120.0
2025-05-31,1939825.0
2025-06-30,1857160.0
2025-07-31,1886220.0
2025-08-31,1862510.0
2025-09-30,1721684.0
2025-10-31,1733139.0
2025-11-30,1639694.0
2025-12-31,1578062.0
2026-01-31,1580698.0
2026-02-28,1560170.0
2026-03-31,1568114.0
2026-04-30,1621530.0
2026-05-31,1567202.0
2026-06-30,1457640.0
2026-07-31,1456860.0
