date,20Y
2023-01-04,1.328
2023-01-05,1.295
2023-01-06,1.282
2023-01-10,1.326
2023-01-11,1.316
2023-01-12,1.38
2023-01-13,1.365
2023-01-16,1.344
2023-01-17,1.344
2023-01-18,1.33
2023-01-19,1.312
2023-01-20,1.294
2023-01-23,1.272
2023-01-24,1.281
2023-01-25,1.299
2023-01-26,1.313
2023-01-27,1.377
2023-01-30,1.386
2023-01-31,1.387
2023-02-01,1.35
2023-02-02,1.314
2023-02-03,1.296
2023-02-06,1.324
2023-02-07,1.329
2023-02-08,1.319
2023-02-09,1.324
2023-02-10,1.346
2023-02-13,1.314
2023-02-14,1.301
2023-02-15,1.292
2023-02-16,1.309
2023-02-17,1.324
2023-02-20,1.333
2023-02-21,1.328
2023-02-22,1.315
2023-02-24,1.293
2023-02-27,1.279
2023-02-28,1.209
2023-03-01,1.205
2023-03-02,1.232
2023-03-03,1.25
2023-03-06,1.251
2023-03-07,1.261
2023-03-08,1.272
2023-03-09,1.286
2023-03-10,1.229
2023-03-13,1.142
2023-03-14,1.023
2023-03-15,1.11
2023-03-16,1.076
2023-03-17,1.095
2023-03-20,1.024
2023-03-22,1.101
2023-03-23,1.092
2023-03-24,1.089
2023-03-27,1.108
2023-03-28,1.061
2023-03-29,1.009
2023-03-30,1.028
2023-03-31,1.044
2023-04-03,1.104
2023-04-04,1.14
2023-04-05,1.143
2023-04-06,1.125
2023-04-07,1.092
2023-04-10,1.096
2023-04-11,1.096
2023-04-12,1.105
2023-04-13,1.081
2023-04-14,1.096
2023-04-17,1.13
2023-04-18,1.122
2023-04-19,1.11
2023-04-20,1.127
2023-04-21,1.121
2023-04-24,1.132
2023-04-25,1.117
2023-04-26,1.086
2023-04-27,1.09
2023-04-28,1.003
2023-05-01,1.027
2023-05-02,1.041
2023-05-08,1.037
2023-05-09,1.051
2023-05-10,1.037
2023-05-11,1.0
2023-05-12,1.02
2023-05-15,1.033
2023-05-16,1.02
2023-05-17,0.977
2023-05-18,0.991
2023-05-19,1.005
2023-05-22,0.982
2023-05-23,1.004
2023-05-24,1.02
2023-05-25,1.043
2023-05-26,1.025
2023-05-29,1.044
2023-05-30,1.03
2023-05-31,1.03
2023-06-01,1.03
2023-06-02,1.036
2023-06-05,1.05
2023-06-06,1.03
2023-06-07,1.024
2023-06-08,1.039
2023-06-09,1.03
2023-06-12,1.035
2023-06-13,1.022
2023-06-14,1.026
2023-06-15,1.02
2023-06-16,1.008
2023-06-19,0.994
2023-06-20,0.985
2023-06-21,0.99
2023-06-22,0.995
2023-06-23,0.986
2023-06-26,0.963
2023-06-27,0.977
2023-06-28,0.986
2023-06-29,0.982
2023-06-30,1.014
2023-07-03,1.015
2023-07-04,1.001
2023-07-05,0.988
2023-07-06,1.002
2023-07-07,1.043
2023-07-10,1.098
2023-07-11,1.075
2023-07-12,1.11
2023-07-13,1.093
2023-07-14,1.12
2023-07-18,1.139
2023-07-19,1.108
2023-07-20,1.093
2023-07-21,1.107
2023-07-24,1.061
2023-07-25,1.071
2023-07-26,1.053
2023-07-27,1.05
2023-07-28,1.127
2023-07-31,1.223
2023-08-01,1.246
2023-08-02,1.269
2023-08-03,1.298
2023-08-04,1.317
2023-08-07,1.304
2023-08-08,1.273
2023-08-09,1.219
2023-08-10,1.252
2023-08-14,1.293
2023-08-15,1.305
2023-08-16,1.288
2023-08-17,1.345
2023-08-18,1.327
2023-08-21,1.357
2023-08-22,1.376
2023-08-23,1.388
2023-08-24,1.353
2023-08-25,1.358
2023-08-28,1.363
2023-08-29,1.34
2023-08-30,1.359
2023-08-31,1.359
2023-09-01,1.325
2023-09-04,1.343
2023-09-05,1.356
2023-09-06,1.352
2023-09-07,1.368
2023-09-08,1.373
2023-09-11,1.426
2023-09-12,1.43
2023-09-13,1.408
2023-09-14,1.404
2023-09-15,1.399
2023-09-19,1.421
2023-09-20,1.421
2023-09-21,1.428
2023-09-22,1.428
2023-09-25,1.425
2023-09-26,1.429
2023-09-27,1.432
2023-09-28,1.441
2023-09-29,1.456
2023-10-02,1.481
2023-10-03,1.485
2023-10-04,1.534
2023-10-05,1.547
2023-10-06,1.547
2023-10-10,1.527
2023-10-11,1.515
2023-10-12,1.478
2023-10-13,1.492
2023-10-16,1.5
2023-10-17,1.545
2023-10-18,1.571
2023-10-19,1.607
2023-10-20,1.616
2023-10-23,1.66
2023-10-24,1.634
2023-10-25,1.621
2023-10-26,1.651
2023-10-27,1.647
