date,8Y
2023-01-04,0.524
2023-01-05,0.51
2023-01-06,0.504
2023-01-10,0.529
2023-01-11,0.535
2023-01-12,0.585
2023-01-13,0.619
2023-01-16,0.599
2023-01-17,0.604
2023-01-18,0.518
2023-01-19,0.477
2023-01-20,0.427
2023-01-23,0.369
2023-01-24,0.391
2023-01-25,0.424
2023-01-26,0.429
2023-01-27,0.485
2023-01-30,0.472
2023-01-31,0.514
2023-02-01,0.491
2023-02-02,0.479
2023-02-03,0.446
2023-02-06,0.47
2023-02-07,0.482
2023-02-08,0.484
2023-02-09,0.495
2023-02-10,0.51
2023-02-13,0.507
2023-02-14,0.498
2023-02-15,0.494
2023-02-16,0.512
2023-02-17,0.527
2023-02-20,0.527
2023-02-21,0.551
2023-02-22,0.552
2023-02-24,0.527
2023-02-27,0.538
2023-02-28,0.523
2023-03-01,0.519
2023-03-02,0.534
2023-03-03,0.523
2023-03-06,0.543
2023-03-07,0.529
2023-03-08,0.529
2023-03-09,0.563
2023-03-10,0.463
2023-03-13,0.415
2023-03-14,0.292
2023-03-15,0.326
2023-03-16,0.263
2023-03-17,0.264
2023-03-20,0.205
2023-03-22,0.27
2023-03-23,0.245
2023-03-24,0.235
2023-03-27,0.246
2023-03-28,0.257
2023-03-29,0.247
2023-03-30,0.276
2023-03-31,0.303
2023-04-03,0.341
2023-04-04,0.373
2023-04-05,0.369
2023-04-06,0.357
2023-04-07,0.352
2023-04-10,0.36
2023-04-11,0.342
2023-04-12,0.348
2023-04-13,0.348
2023-04-14,0.353
2023-04-17,0.388
2023-04-18,0.381
2023-04-19,0.388
2023-04-20,0.384
2023-04-21,0.365
2023-04-24,0.37
2023-04-25,0.37
2023-04-26,0.341
2023-04-27,0.336
2023-04-28,0.281
2023-05-01,0.285
2023-05-02,0.301
2023-05-08,0.282
2023-05-09,0.302
2023-05-10,0.293
2023-05-11,0.268
2023-05-12,0.258
2023-05-15,0.286
2023-05-16,0.274
2023-05-17,0.244
2023-05-18,0.269
2023-05-19,0.293
2023-05-22,0.275
2023-05-23,0.293
2023-05-24,0.298
2023-05-25,0.318
2023-05-26,0.308
2023-05-29,0.324
2023-05-30,0.319
2023-05-31,0.309
2023-06-01,0.3
2023-06-02,0.295
2023-06-05,0.321
2023-06-06,0.305
2023-06-07,0.296
2023-06-08,0.32
2023-06-09,0.311
2023-06-12,0.307
2023-06-13,0.292
2023-06-14,0.307
2023-06-15,0.308
2023-06-16,0.288
2023-06-19,0.278
2023-06-20,0.273
2023-06-21,0.259
2023-06-22,0.25
2023-06-23,0.245
2023-06-26,0.227
2023-06-27,0.246
2023-06-28,0.261
2023-06-29,0.256
2023-06-30,0.27
2023-07-03,0.276
2023-07-04,0.256
2023-07-05,0.252
2023-07-06,0.273
2023-07-07,0.312
2023-07-10,0.365
2023-07-11,0.347
2023-07-12,0.384
2023-07-13,0.371
2023-07-14,0.395
2023-07-18,0.398
2023-07-19,0.364
2023-07-20,0.359
2023-07-21,0.359
2023-07-24,0.324
2023-07-25,0.326
2023-07-26,0.304
2023-07-27,0.299
2023-07-28,0.399
2023-07-31,0.458
2023-08-01,0.439
2023-08-02,0.474
2023-08-03,0.517
2023-08-04,0.513
2023-08-07,0.489
2023-08-08,0.48
2023-08-09,0.436
2023-08-10,0.456
2023-08-14,0.49
2023-08-15,0.495
2023-08-16,0.491
2023-08-17,0.52
2023-08-18,0.491
2023-08-21,0.512
2023-08-22,0.521
2023-08-23,0.526
2023-08-24,0.497
2023-08-25,0.508
2023-08-28,0.509
2023-08-29,0.484
2023-08-30,0.494
2023-08-31,0.489
2023-09-01,0.47
2023-09-04,0.485
2023-09-05,0.505
2023-09-06,0.5
2023-09-07,0.51
2023-09-08,0.495
2023-09-11,0.559
2023-09-12,0.564
2023-09-13,0.564
2023-09-14,0.56
2023-09-15,0.555
2023-09-19,0.571
2023-09-20,0.57
2023-09-21,0.59
2023-09-22,0.59
2023-09-25,0.577
2023-09-26,0.596
2023-09-27,0.596
2023-09-28,0.615
2023-09-29,0.63
2023-10-02,0.644
2023-10-03,0.632
2023-10-04,0.684
2023-10-05,0.67
2023-10-06,0.661
2023-10-10,0.629
2023-10-11,0.623
2023-10-12,0.595
2023-10-13,0.606
2023-10-16,0.597
2023-10-17,0.621
2023-10-18,0.651
2023-10-19,0.688
2023-10-20,0.687
2023-10-23,0.713
2023-10-24,0.69
2023-10-25,0.7
2023-10-26,0.74
2023-10-27,0.727
2023-10-30,0.746
2023-10-31,0.794
2023-11-01,0.798
2023-11-02,0.764
2023-11-06,0.729
2023-11-07,0.736
2023-11-08,0.709
2023-11-09,0.698
2023-11-10,0.713
2023-11-13,0.733
2023-11-14,0.705
2023-11-15,0.648
2023-11-16,0.639
2023-11-17,0.605
2023-11-20,0.593
2023-11-21,0.545
2023-11-22,0.577
2023-11-24,0.614
2023-11-27,0.614
2023-11-28,0.598
2023-11-29,0.523
2023-11-30,0.528
2023-12-01,0.553
2023-12-04,0.536
2023-12-05,0.519
2023-12-06,0.504
2023-12-07,0.606
2023-12-08,0.62
2023-12-11,0.626
2023-12-12,0.598
2023-12-13,0.545
2023-12-14,0.531
2023-12-15,0.564
2023-12-18,0.531
2023-12-19,0.507
2023-12-20,0.426
2023-12-21,0.455
2023-12-22,0.489
2023-12-25,0.475
2023-12-26,0.494
2023-12-27,0.46
2023-12-28,0.442
2023-12-29,0.472
2024-01-04,0.468
2024-01-05,0.459
2024-01-09,0.445
2024-01-10,0.449
2024-01-11,0.431
2024-01-12,0.412
2024-01-15,0.387
2024-01-16,0.417
2024-01-17,0.432
2024-01-18,0.481
2024-01-19,0.491
2024-01-22,0.473
2024-01-23,0.463
2024-01-24,0.545
2024-01-25,0.57
2024-01-26,0.535
2024-01-29,0.542
2024-01-30,0.523
2024-01-31,0.544
2024-02-01,0.506
2024-02-02,0.477
2024-02-05,0.533
2024-02-06,0.53
2024-02-07,0.525
2024-02-08,0.515
2024-02-09,0.54
2024-02-13,0.545
2024-02-14,0.579
2024-02-15,0.546
2024-02-16,0.551
2024-02-19,0.552
2024-02-20,0.556
2024-02-21,0.552
2024-02-22,0.547
2024-02-26,0.518
2024-02-27,0.521
2024-02-28,0.526
2024-02-29,0.545
2024-03-01,0.548
2024-03-04,0.54
2024-03-05,0.526
2024-03-06,0.536
2024-03-07,0.559
2024-03-08,0.561
2024-03-11,0.58
2024-03-12,0.585
2024-03-13,0.575
2024-03-14,0.606
2024-03-15,0.615
2024-03-18,0.586
2024-03-19,0.563
2024-03-21,0.587
2024-03-22,0.588
2024-03-25,0.573
2024-03-26,0.577
2024-03-27,0.556
2024-03-28,0.541
2024-03-29,0.559
2024-04-01,0.574
2024-04-02,0.588
2024-04-03,0.588
2024-04-04,0.6
2024-04-05,0.595
2024-04-08,0.616
2024-04-09,0.612
2024-04-10,0.626
2024-04-11,0.68
2024-04-12,0.697
2024-04-15,0.693
2024-04-16,0.699
2024-04-17,0.723
2024-04-18,0.696
2024-04-19,0.67
2024-04-22,0.719
2024-04-23,0.718
2024-04-24,0.725
2024-04-25,0.729
2024-04-26,0.75
2024-04-30,0.703
2024-05-01,0.722
2024-05-02,0.727
2024-05-07,0.691
2024-05-08,0.701
2024-05-09,0.73
2024-05-10,0.73
2024-05-13,0.759
2024-05-14,0.774
2024-05-15,0.769
2024-05-16,0.736
2024-05-17,0.756
2024-05-20,0.786
2024-05-21,0.79
2024-05-22,0.799
2024-05-23,0.8
2024-05-24,0.81
2024-05-27,0.825
2024-05-28,0.83
2024-05-29,0.868
2024-05-30,0.854
2024-05-31,0.873
2024-06-03,0.86
2024-06-04,0.831
2024-06-05,0.804
2024-06-06,0.762
2024-06-07,0.785
2024-06-10,0.843
2024-06-11,0.838
2024-06-12,0.8
2024-06-13,0.777
2024-06-14,0.738
2024-06-17,0.726
2024-06-18,0.739
2024-06-19,0.731
2024-06-20,0.75
2024-06-21,0.77
2024-06-24,0.779
2024-06-25,0.789
2024-06-26,0.813
2024-06-27,0.862
2024-06-28,0.842
2024-07-01,0.862
2024-07-02,0.89
2024-07-03,0.886
2024-07-04,0.863
2024-07-05,0.85
2024-07-08,0.869
2024-07-09,0.856
2024-07-10,0.865
2024-07-11,0.864
2024-07-12,0.831
2024-07-16,0.809
2024-07-17,0.824
2024-07-18,0.833
2024-07-19,0.843
2024-07-22,0.844
2024-07-23,0.854
2024-07-24,0.865
2024-07-25,0.874
2024-07-26,0.863
2024-07-29,0.836
2024-07-30,0.813
2024-07-31,0.875
2024-08-01,0.851
2024-08-02,0.775
2024-08-05,0.557
2024-08-06,0.673
2024-08-07,0.667
2024-08-08,0.63
2024-08-09,0.655
2024-08-13,0.639
2024-08-14,0.615
2024-08-15,0.638
2024-08-16,0.679
2024-08-19,0.69
2024-08-20,0.685
2024-08-21,0.67
2024-08-22,0.675
2024-08-23,0.695
2024-08-26,0.685
2024-08-27,0.687
2024-08-28,0.701
2024-08-29,0.697
2024-08-30,0.697
2024-09-02,0.712
2024-09-03,0.73
2024-09-04,0.693
2024-09-05,0.679
2024-09-06,0.656
2024-09-09,0.695
2024-09-10,0.695
2024-09-11,0.656
2024-09-12,0.667
2024-09-13,0.648
2024-09-17,0.634
2024-09-18,0.634
2024-09-19,0.658
2024-09-20,0.673
2024-09-24,0.617
2024-09-25,0.625
2024-09-26,0.64
2024-09-27,0.612
2024-09-30,0.661
2024-10-01,0.657
2024-10-02,0.628
2024-10-03,0.638
2024-10-04,0.663
2024-10-07,0.705
2024-10-08,0.706
2024-10-09,0.717
2024-10-10,0.741
2024-10-11,0.728
2024-10-15,0.751
2024-10-16,0.732
2024-10-17,0.746
2024-10-18,0.752
2024-10-21,0.739
2024-10-22,0.766
2024-10-23,0.765
2024-10-24,0.742
2024-10-25,0.731
2024-10-28,0.75
2024-10-29,0.751
2024-10-30,0.735
2024-10-31,0.722
2024-11-01,0.731
2024-11-05,0.719
2024-11-06,0.764
2024-11-07,0.791
2024-11-08,0.786
2024-11-11,0.782
2024-11-12,0.792
2024-11-13,0.835
2024-11-14,0.849
2024-11-15,0.866
2024-11-18,0.867
2024-11-19,0.862
2024-11-20,0.865
2024-11-21,0.894
2024-11-22,0.881
2024-11-25,0.872
2024-11-26,0.863
2024-11-27,0.873
2024-11-28,0.855
2024-11-29,0.85
2024-12-02,0.874
2024-12-03,0.874
2024-12-04,0.85
2024-12-05,0.865
2024-12-06,0.852
2024-12-09,0.838
2024-12-10,0.857
2024-12-11,0.867
2024-12-12,0.852
2024-12-13,0.842
2024-12-16,0.867
2024-12-17,0.882
2024-12-18,0.864
2024-12-19,0.886
2024-12-20,0.855
2024-12-23,0.869
2024-12-24,0.879
2024-12-25,0.879
2024-12-26,0.909
2024-12-27,0.918
2024-12-30,0.914
2025-01-06,0.948
2025-01-07,0.953
2025-01-08,0.988
2025-01-09,0.984
2025-01-10,1.008
2025-01-14,1.052
2025-01-15,1.06
2025-01-16,1.016
2025-01-17,1.019
2025-01-20,1.01
2025-01-21,1.006
2025-01-22,1.019
2025-01-23,1.028
2025-01-24,1.056
2025-01-27,1.039
2025-01-28,1.01
2025-01-29,1.012
2025-01-30,1.027
2025-01-31,1.055
2025-02-03,1.052
2025-02-04,1.082
2025-02-05,1.092
2025-02-06,1.082
2025-02-07,1.125
2025-02-10,1.133
2025-02-12,1.157
2025-02-13,1.171
2025-02-14,1.173
2025-02-17,1.21
2025-02-18,1.253
2025-02-19,1.253
2025-02-20,1.258
2025-02-21,1.238
2025-02-25,1.198
2025-02-26,1.189
2025-02-27,1.208
2025-02-28,1.18
2025-03-03,1.219
2025-03-04,1.233
2025-03-05,1.248
2025-03-06,1.318
2025-03-07,1.313
2025-03-10,1.359
2025-03-11,1.295
2025-03-12,1.319
2025-03-13,1.342
2025-03-14,1.309
2025-03-17,1.297
2025-03-18,1.295
2025-03-19,1.311
2025-03-21,1.32
2025-03-24,1.335
2025-03-25,1.372
2025-03-26,1.384
2025-03-27,1.387
2025-03-28,1.351
2025-03-31,1.287
2025-04-01,1.305
2025-04-02,1.278
2025-04-03,1.159
2025-04-04,0.964
2025-04-07,0.911
2025-04-08,1.041
2025-04-09,1.028
2025-04-10,1.122
2025-04-11,1.057
2025-04-14,1.04
2025-04-15,1.092
2025-04-16,1.029
2025-04-17,1.053
2025-04-18,1.035
2025-04-21,1.046
2025-04-22,1.07
2025-04-23,1.092
2025-04-24,1.074
2025-04-25,1.097
2025-04-28,1.078
2025-04-30,1.079
2025-05-01,1.034
2025-05-02,1.029
2025-05-07,1.063
2025-05-08,1.088
2025-05-09,1.121
2025-05-12,1.156
2025-05-13,1.219
2025-05-14,1.212
2025-05-15,1.24
2025-05-16,1.212
2025-05-19,1.241
2025-05-20,1.259
2025-05-21,1.259
2025-05-22,1.308
2025-05-23,1.301
2025-05-26,1.264
2025-05-27,1.229
2025-05-28,1.286
2025-05-29,1.282
2025-05-30,1.266
2025-06-02,1.272
2025-06-03,1.26
2025-06-04,1.283
2025-06-05,1.247
2025-06-06,1.242
2025-06-09,1.257
2025-06-10,1.262
2025-06-11,1.243
2025-06-12,1.24
2025-06-13,1.183
2025-06-16,1.231
2025-06-17,1.262
2025-06-18,1.242
2025-06-19,1.196
2025-06-20,1.186
2025-06-23,1.196
2025-06-24,1.202
2025-06-25,1.187
2025-06-26,1.207
2025-06-27,1.215
2025-06-30,1.222
2025-07-01,1.2
2025-07-02,1.211
2025-07-03,1.227
2025-07-04,1.216
2025-07-07,1.224
2025-07-08,1.245
2025-07-09,1.266
2025-07-10,1.261
2025-07-11,1.275
2025-07-14,1.337
2025-07-15,1.351
2025-07-16,1.346
2025-07-17,1.339
2025-07-18,1.308
2025-07-22,1.289
2025-07-23,1.383
2025-07-24,1.393
2025-07-25,1.399
2025-07-28,1.362
2025-07-29,1.354
2025-07-30,1.346
2025-07-31,1.345
2025-08-01,1.338
2025-08-04,1.292
2025-08-05,1.265
2025-08-06,1.29
2025-08-07,1.286
2025-08-08,1.291
2025-08-12,1.299
2025-08-13,1.314
2025-08-14,1.353
2025-08-15,1.362
2025-08-18,1.372
2025-08-19,1.391
2025-08-20,1.405
2025-08-21,1.405
2025-08-22,1.411
2025-08-25,1.416
2025-08-26,1.425
2025-08-27,1.431
2025-08-28,1.426
2025-08-29,1.413
2025-09-01,1.436
2025-09-02,1.418
2025-09-03,1.446
2025-09-04,1.414
2025-09-05,1.382
2025-09-08,1.373
2025-09-09,1.369
2025-09-10,1.373
2025-09-11,1.388
2025-09-12,1.407
2025-09-16,1.421
2025-09-17,1.411
2025-09-18,1.418
2025-09-19,1.465
2025-09-22,1.486
2025-09-24,1.48
2025-09-25,1.49
2025-09-26,1.496
2025-09-29,1.486
2025-09-30,1.495
2025-10-01,1.498
2025-10-02,1.504
2025-10-03,1.491
2025-10-06,1.495
2025-10-07,1.501
2025-10-08,1.52
2025-10-09,1.51
2025-10-10,1.501
2025-10-14,1.463
2025-10-15,1.458
2025-10-16,1.478
2025-10-17,1.448
2025-10-20,1.505
2025-10-21,1.486
2025-10-22,1.482
2025-10-23,1.487
2025-10-24,1.482
2025-10-27,1.496
2025-10-28,1.473
2025-10-29,1.483
2025-10-30,1.474
2025-10-31,1.494
2025-11-04,1.512
2025-11-05,1.494
2025-11-06,1.517
2025-11-07,1.517
2025-11-10,1.542
2025-11-11,1.527
2025-11-12,1.526
2025-11-13,1.531
2025-11-14,1.532
2025-11-17,1.551
2025-11-18,1.56
2025-11-19,1.57
2025-11-20,1.628
2025-11-21,1.605
2025-11-25,1.628
2025-11-26,1.637
2025-11-27,1.62
2025-11-28,1.622
2025-12-01,1.698
2025-12-02,1.678
2025-12-03,1.705
2025-12-04,1.742
2025-12-05,1.755
2025-12-08,1.77
2025-12-09,1.761
2025-12-10,1.76
2025-12-11,1.734
2025-12-12,1.756
2025-12-15,1.758
2025-12-16,1.756
2025-12-17,1.777
2025-12-18,1.768
2025-12-19,1.819
2025-12-22,1.872
2025-12-23,1.829
2025-12-24,1.834
2025-12-25,1.843
2025-12-26,1.842
2025-12-29,1.856
2025-12-30,1.875
2026-01-05,1.922
2026-01-06,1.929
2026-01-07,1.92
2026-01-08,1.865
2026-01-09,1.884
2026-01-13,1.943
2026-01-14,1.96
2026-01-15,1.944
2026-01-16,1.958
2026-01-19,2.026
2026-01-20,2.066
2026-01-21,2.032
2026-01-22,2.0
2026-01-23,2.018
2026-01-26,2.006
2026-01-27,2.044
2026-01-28,1.994
2026-01-29,2.011
2026-01-30,2.004
2026-02-02,1.992
2026-02-03,2.022
2026-02-04,2.014
2026-02-05,2.005
2026-02-06,2.014
2026-02-09,2.069
2026-02-10,2.021
2026-02-12,2.017
2026-02-13,1.995
2026-02-16,1.99
2026-02-17,1.911
2026-02-18,1.925
2026-02-19,1.934
2026-02-20,1.908
2026-02-24,1.905
2026-02-25,1.916
2026-02-26,1.932
2026-02-27,1.902
2026-03-02,1.857
2026-03-03,1.919
2026-03-04,1.902
2026-03-05,1.948
2026-03-06,1.946
2026-03-09,1.966
2026-03-10,1.963
2026-03-11,1.941
2026-03-12,1.968
2026-03-13,2.021
2026-03-16,2.046
2026-03-17,2.041
2026-03-18,1.993
2026-03-19,2.034
2026-03-23,2.079
2026-03-24,2.053
2026-03-25,2.044
2026-03-26,2.07
2026-03-27,2.161
2026-03-30,2.14
2026-03-31,2.139
2026-04-01,2.086
2026-04-02,2.159
2026-04-03,2.155
2026-04-06,2.195
2026-04-07,2.179
2026-04-08,2.14
2026-04-09,2.161
2026-04-10,2.204
2026-04-13,2.232
2026-04-14,2.189
2026-04-15,2.184
2026-04-16,2.177
2026-04-17,2.196
2026-04-20,2.175
2026-04-21,2.157
2026-04-22,2.173
2026-04-23,2.195
2026-04-24,2.202
2026-04-27,2.233
2026-04-28,2.234
2026-04-30,2.283
2026-05-01,2.266
2026-05-07,2.242
2026-05-08,2.247
2026-05-11,2.282
2026-05-12,2.305
2026-05-13,2.343
2026-05-14,2.37
2026-05-15,2.426
2026-05-18,2.454
2026-05-19,2.507
2026-05-20,2.499
2026-05-21,2.469
2026-05-22,2.469
2026-05-25,2.409
2026-05-26,2.436
2026-05-27,2.4
2026-05-28,2.401
2026-05-29,2.373
2026-06-01,2.397
2026-06-02,2.31
2026-06-03,2.373
2026-06-04,2.395
2026-06-05,2.391
2026-06-08,2.432
2026-06-09,2.398
2026-06-10,2.412
2026-06-11,2.411
2026-06-12,2.373
2026-06-15,2.322
2026-06-16,2.382
2026-06-17,2.335
2026-06-18,2.353
2026-06-19,2.385
2026-06-22,2.407
2026-06-23,2.412
2026-06-24,2.4
2026-06-25,2.365
2026-06-26,2.344
2026-06-29,2.367
2026-06-30,2.398
2026-07-01,2.421
2026-07-02,2.47
2026-07-03,2.461
2026-07-06,2.506
2026-07-07,2.524
2026-07-08,2.552
2026-07-09,2.561
2026-07-10,2.477
2026-07-13,2.5
2026-07-14,2.431
2026-07-15,2.409
2026-07-16,2.436
2026-07-17,2.424
2026-07-21,2.443
2026-07-22,2.458
2026-07-23,2.498
2026-07-24,2.544
2026-07-27,2.502
2026-07-28,2.499
2026-07-29,2.472
2026-07-30,2.521
2026-07-31,2.517
2026-08-03,2.554
2026-08-04,2.563
2026-08-05,2.525
2026-08-06,2.49
2026-08-07,2.53
2026-08-10,2.54
2026-08-12,2.581
2026-08-13,2.599
2026-08-14,2.599
2026-08-17,2.639
2026-08-18,2.642
2026-08-19,2.608
2026-08-20,2.576
2026-08-21,2.601
2026-08-24,2.603
2026-08-25,2.616
2026-08-26,2.612
2026-08-27,2.617
2026-08-28,2.656
2026-08-31,2.67
2026-09-01,2.718
2026-09-02,2.743
2026-09-03,2.704
2026-09-04,2.652
2026-09-07,2.673
2026-09-08,2.639
2026-09-09,2.631
