Ministero dell'Economia e delle Finanze;;;;;;;;;;;;
Debito Pubblico;;;;;;;;;;;;
Scadenze  suddivise per anno;;;;;;;;;;;;
(Dati aggiornati al 31.12.2021);;;;;;;;;;;;
Codice ISIN;Tipo titolo;Emissione;Scadenza;Cedola/Spread;Valuta;Circolante Euro;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 12^ rata;01/08/2021;10/09/1943;n/d; EUR;796,911,767.60;;;;;;
 XS1022037805   ; EMTN;24/01/2014;24/01/1944; 2,970  Cedola reale; EUR;272,720,000.00;;;;;;
 IT0004923998   ; BTP 30;01/03/2013;01/09/1944;4,75; EUR;18,019,363,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 13^ rata;01/08/2021;09/09/1944;n/d; EUR;796,911,767.60;;;;;;
IT0005438004;BTP Green 24;30/10/2020;30/04/1945;1,5; EUR;13,500,000,000.00;;;;;;
 IT0003838031   ; Ispa Obbl;25/04/2005;31/07/1945; Variabile; EUR;1,000,000,000.00;;;;;;
 IT0003805295   ; Ispa Obbl;04/03/2005;31/07/1945; Variabile; EUR;850,000,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 14^ rata;01/08/2021;08/09/1945;n/d; EUR;796,911,767.60;;;;;;
Prestito SURE ;8^ tranche;30/03/2021;02/05/1946;0,45; EUR;1,200,000,000.00;;;;;;
 XS1405801041   ; EMTN;04/05/2016;04/05/1946; 1,483  Cedola reale; EUR;700,337,760.00;;;;;;
 IT0005083057   ; BTP 30;01/09/2014;01/09/1946;3,25; EUR;16,404,325,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 15^ rata;01/08/2021;10/09/1946;n/d; EUR;796,911,767.60;;;;;;
Prestito SURE (2);9^ tranche;25/05/2021;04/01/1947;0,75; EUR;751,000,000.00;;;;;;
 IT0005162828   ; BTP 30;09/02/2016;01/03/1947;2,7; EUR;17,310,969,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 16^ rata;01/08/2021;10/09/1947;n/d; EUR;796,911,767.60;;;;;;
 XS0181673798   ; EMTN;23/01/2020;27/01/1948;5,345; EUR;1,400,000,000.00;;;;;;
 IT0005273013   ; BTP 30;01/03/2017;01/03/1948;3,45; EUR;16,382,254,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 17^ rata;01/08/2021;10/09/1948;n/d; EUR;796,911,767.60;;;;;;
 IT0005363111   ; BTP 30;01/09/2018;01/09/1949;3,85; EUR;13,342,136,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 18^ rata;01/08/2021;10/09/1949;n/d; EUR;796,911,767.60;;;;;;
 US465410BZ07   ; GLOBAL;17/10/2019;17/10/1949;4; USD;2,271,092,612.00;;;;;;
 IT0005398406   ; BTP 30;01/09/2019;01/09/1950;2,45; EUR;15,834,623,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 19^ rata;01/08/2021;09/09/1950;n/d; EUR;796,911,767.60;;;;;;
Prestito SURE ;4^ tranche;17/11/2020;04/11/1950;0,3; EUR;3,400,000,000.00;;;;;;
US465410CC03; GLOBAL;06/05/2021;06/05/1951;3,875; USD;2,126,173,943.62;;;;;;
 IT0005436701; BTP€i 30;15/11/2020;15/05/1951; 0,150  Cedola reale; EUR;7,094,125,687.20;;;;;;
 IT0005425233; BTP 30;01/09/2020;01/09/1951;1,7; EUR;15,720,000,000.00;;;;;;
NGEU ago.2021/set.2051 ;(a) Rimborso 20^ rata;01/08/2021;08/09/1951;n/d; EUR;796,911,767.60;;;;;;
 XS0970703772   ; EMTN;01/09/2013;11/09/1953;5,05; EUR;500,000,000.00;;;;;;
 XS0280146357   ; EMTN;05/01/2007;15/09/1957; 1,850  Cedola reale; EUR;1,244,710,000.00;;;;;;
 XS0342993747   ; EMTN;23/01/2008;15/09/1958; 2,200  Cedola reale; EUR;611,350,000.00;;;;;;
 XS0515753183   ; EMTN;11/06/2010;11/06/1960;4,85; EUR;250,000,000.00;;;;;;
 XS0293217799   ; EMTN;30/03/2007;15/09/1962; 2,000  Cedola reale; EUR;311,245,000.00;;;;;;
 XS0936805612   ; EMTN;28/05/2013;28/05/1963;4,75; EUR;500,000,000.00;;;;;;
 IT0005217390   ; BTP 50;01/09/2016;01/03/1967;2,8; EUR;9,633,214,000.00;;;;;;
IT0005441883;BTP 50;01/03/2021;01/03/1972;2,15; EUR;5,000,000,000.00;;;;;;
;;;;;;2,662,234,682,601.54;;;;;;

