A3 MONETARY POLICY OPERATIONS – ES BALANCES AND REPO AGREEMENTS
Title,Total ES Balances,Surplus ES Balances,Margin applied on ES Balances,SF Repos at the Rate on Surplus ESA Balances,SF Repos at Margin,OMO Reverse Repos,OMO Triparty Reverse Repos,OMO Repos,AGS Collateral Securities,Semi Collateral Securities,Other Government Collateral Securities,ADI Collateral Securities,ABS Collateral Securities,Other Collateral Securities
04-Mar-2024,333954,307332,,2361,,8758,4094,,3275,4907,937,13348,121606,528
05-Mar-2024,334174,307003,,2361,,8760,4094,,3108,5066,955,13343,121563,522
06-Mar-2024,334174,307387,,2361,,8642,3962,,2883,5045,945,13058,122125,515
07-Mar-2024,336077,309422,,2361,,8643,3962,,3012,4921,955,13043,122130,518
08-Mar-2024,337418,310198,,2362,,8644,3963,,3058,4841,1020,13005,122130,517
11-Mar-2024,337555,310344,,2362,,8647,3964,,3169,4632,1013,12981,122115,496
12-Mar-2024,339450,312226,,2363,,8648,3989,,2892,4753,1029,12983,122095,496
13-Mar-2024,338748,311713,,2363,,7766,3879,,2752,4838,936,12131,122098,491
14-Mar-2024,338795,312307,,2363,,7767,3880,,2874,4861,973,12155,122048,500
15-Mar-2024,337103,310205,,2364,,7768,3880,,2897,4917,987,12156,121901,491
18-Mar-2024,335232,309063,,2364,,7771,3882,,3439,4893,947,12068,121717,477
19-Mar-2024,335817,309376,,2365,,7772,3905,,3525,4894,900,12028,121709,475
20-Mar-2024,332759,307718,,2365,,7324,3632,,3061,4766,851,11763,121854,399
21-Mar-2024,325708,304545,,2365,,7325,3632,,2952,4879,801,11790,121872,399
22-Mar-2024,326387,299698,,2365,,7326,3632,,3071,4900,765,11780,122047,399
25-Mar-2024,324569,297578,,2366,,7329,3634,,2937,4811,782,11760,122121,382
26-Mar-2024,327632,300228,,2367,,7329,3634,,2834,4977,794,11762,121937,390
27-Mar-2024,330298,303259,,2367,,8638,3842,,2668,4932,828,12542,121905,482
28-Mar-2024,330036,303501,,2367,,8639,3843,,2464,5022,811,12544,121981,464
02-Apr-2024,325014,299581,,2059,,8644,3845,,2238,5065,820,12415,121964,448
03-Apr-2024,327819,300752,,2059,,8974,4078,,2001,5369,741,12624,121989,448
04-Apr-2024,328614,301726,,2060,,8975,4079,,1979,5145,690,12601,122007,448
05-Apr-2024,327470,300076,,2060,,8977,4079,,2019,5205,689,12642,122006,461
08-Apr-2024,329471,302349,,2061,,8979,4081,,2003,5175,670,12610,121955,465
09-Apr-2024,329301,301935,,2061,,8980,4081,,1938,5203,693,12640,118977,457
10-Apr-2024,330347,303139,,2061,,9722,4429,,1997,5223,664,13071,119372,419
11-Apr-2024,331524,304431,,2061,,9723,4430,,2149,5257,616,13071,119359,442
12-Apr-2024,334154,307088,,2062,,9724,4430,,2137,5052,631,13072,117755,444
15-Apr-2024,333632,306757,,2062,,9728,4432,,2076,5103,638,13025,117447,421
16-Apr-2024,333887,306659,,2062,,9729,4433,,2190,4969,633,13008,117342,465
17-Apr-2024,334370,307684,,2063,,10018,4790,,2117,4988,708,13228,117193,497
18-Apr-2024,333267,307441,,2063,,10019,4791,,2174,4962,681,13224,117290,495
19-Apr-2024,328270,302658,,2063,,10020,4791,,1989,4968,663,13264,117274,496
22-Apr-2024,337522,316233,,2064,,10024,4793,,1944,5094,641,13253,117245,503
23-Apr-2024,337598,311119,,2064,,10025,4794,,1956,4995,647,13156,117077,498
24-Apr-2024,336119,309922,,2064,,9082,4671,,1902,4933,647,12237,117076,480
26-Apr-2024,334692,308920,,2065,,9084,4673,,1696,5105,643,11872,117106,471
29-Apr-2024,333106,307900,,2066,,9087,4674,,1673,4873,685,11746,116990,449
30-Apr-2024,333073,306284,,2066,,9089,4676,,1549,4849,680,11650,116994,442
01-May-2024,335211,308517,,2062,,10302,4527,,1548,5126,667,12753,116944,451
02-May-2024,335033,308336,,2063,,10303,4528,,1791,4995,659,12468,116885,443
03-May-2024,332375,305330,,2063,,10304,4528,,1893,4896,679,12444,116737,425
06-May-2024,329796,303053,,2064,,10308,4530,,1855,4936,714,12436,114794,383
07-May-2024,333498,306322,,2064,,10309,4530,,1788,4962,739,12425,114581,383
08-May-2024,334755,307789,,2064,,10823,4605,,1796,4856,663,12469,115309,305
09-May-2024,335285,308419,,2064,,10825,4605,,1602,9025,666,12465,110433,298
10-May-2024,336703,309611,,2065,,10826,4606,,1905,8743,667,12360,108673,287
13-May-2024,332448,306099,,2065,,10831,4608,,1844,12854,667,12016,101221,292
14-May-2024,330065,303682,,2066,,10831,4608,,1803,12849,672,12011,98518,279
15-May-2024,332138,306154,,2066,,12186,5655,,1813,12648,761,12282,99634,424
16-May-2024,332009,305880,,2066,,12189,5655,,1786,12740,733,12308,99626,423
17-May-2024,327256,300964,,2066,,12189,5656,,1792,12787,722,12313,98337,423
20-May-2024,319247,295414,,2067,,12193,5658,,1629,14869,772,11866,93219,388
21-May-2024,315133,294014,,2067,,12196,5659,,1710,14539,812,11808,90548,408
22-May-2024,315200,289174,,2068,,12492,6187,,1492,16928,1029,11594,88074,397
23-May-2024,313879,288024,,2068,,12497,6188,,1669,16780,1033,11596,88073,394
24-May-2024,314969,288941,,2068,,12495,6189,,1509,16845,1026,11590,86703,409
27-May-2024,303636,279490,,2069,,12499,6191,,1537,21320,1031,11546,71564,360
28-May-2024,297768,273968,,2069,,12502,6192,,1466,21288,984,11525,68814,404
29-May-2024,297228,271412,,2069,,12501,6530,,1607,21307,1086,11064,68809,414
30-May-2024,293648,267591,,2069,,12503,6530,,1601,21272,1089,11060,68813,420
31-May-2024,289811,263346,,2070,,12504,6531,,1540,21435,1041,11060,67571,418
03-Jun-2024,279770,254375,,2062,,12509,6533,,1520,21561,1056,11011,58344,434
04-Jun-2024,275563,248953,,2063,,12511,6534,,1558,19557,1055,10436,58222,427
05-Jun-2024,275605,249070,,2063,,12671,6359,,1447,20311,1042,10051,57251,424
06-Jun-2024,276286,249517,,2063,,12672,6360,,1569,20157,1074,10053,57252,417
07-Jun-2024,282723,255633,,2063,,12674,6360,,1596,20187,1100,9842,55743,423
11-Jun-2024,274224,248112,,2064,,12680,6363,,1523,15796,1103,8931,49194,468
12-Jun-2024,275673,248908,,2065,,13712,6327,,1499,15837,1106,9773,49236,687
13-Jun-2024,275806,249352,,2065,,13714,6327,,1438,15985,1104,9854,49213,689
14-Jun-2024,266363,239390,,2065,,13716,6328,,1501,16053,1012,9515,48034,681
17-Jun-2024,262234,235608,,2066,,13721,6330,,1605,13474,1004,9396,47387,610
18-Jun-2024,257899,231028,,2066,,13723,6331,,1555,13392,1057,9101,41514,643
19-Jun-2024,256688,230657,,2066,,14920,6618,,1740,13645,947,10092,41534,637
20-Jun-2024,253068,228506,,2067,,14922,6618,,1754,13593,950,9740,41558,631
21-Jun-2024,244113,222370,,2067,,14923,6619,,1517,11341,996,9723,40134,628
24-Jun-2024,226252,199735,,2067,,14929,6622,,1650,8872,999,8619,16704,636
25-Jun-2024,221748,194533,,2118,,14931,6622,,1748,6401,997,8334,13728,637
26-Jun-2024,220838,193907,,2118,,16513,6659,,1612,6298,1276,9109,13737,1367
27-Jun-2024,221862,195214,,2118,,16515,6660,,1775,5908,1416,8632,13802,1388
28-Jun-2024,223499,196476,,2119,,16517,6661,,1902,3497,1374,8418,4126,1384
01-Jul-2024,220436,193904,,2551,,16523,6663,,2278,3565,1059,8040,4098,1372
02-Jul-2024,225402,197369,,2551,,16525,6664,,2293,3483,1081,8057,4124,1373
03-Jul-2024,227829,200128,,2551,,17999,7069,,2611,3787,1083,9302,3742,1487
04-Jul-2024,229566,201964,,2551,,18001,7070,,2854,3713,1091,9281,3731,1489
05-Jul-2024,227766,199852,,2552,,18003,7071,,2945,3482,1116,9262,3714,1497
08-Jul-2024,234603,207022,,2553,,18010,7073,,2359,3856,1216,9433,3714,1442
09-Jul-2024,235790,207801,,2553,,18012,7074,,2606,3657,1081,9462,3707,1513
10-Jul-2024,238078,210372,,2553,,19307,8778,,3173,4099,1466,9106,4138,1390
11-Jul-2024,238017,210368,,2554,,19309,8779,,3069,4197,1467,9098,4135,1403
12-Jul-2024,241885,214219,,2554,,19311,8780,,2865,4302,1578,9107,4130,1393
15-Jul-2024,241698,214298,,2555,,19318,8783,,2817,4400,1588,9086,4122,1425
16-Jul-2024,243790,215982,,2555,,19321,8784,,2593,4599,1572,9051,4135,1436
17-Jul-2024,245219,217746,,2555,,19870,9230,,2526,4834,1450,9522,4294,1402
18-Jul-2024,246823,220206,,2556,,19873,9231,,2846,4474,1428,9574,4285,1405
19-Jul-2024,242798,216746,,2556,,19875,9232,,2819,4520,1454,9576,4280,1431
22-Jul-2024,233871,212223,,2557,,19882,9235,,2577,4704,1477,9563,4269,1426
23-Jul-2024,233774,206348,,2557,,19885,9237,,2453,4824,1457,9584,4262,1442
24-Jul-2024,237930,210676,,2557,,22673,11609,,4678,5121,1538,10236,4243,1232
25-Jul-2024,238279,211165,,2558,,22676,11610,,4175,5231,1735,10232,4215,1359
26-Jul-2024,242581,215913,,2558,,22678,11611,,4389,4917,1783,10258,4212,1380
29-Jul-2024,241550,216047,,2559,,22687,11616,,4472,4903,1792,10265,4214,1298
30-Jul-2024,242483,214794,,2559,,22689,11617,,4439,5020,1749,10263,4203,1290
31-Jul-2024,234322,206710,,2559,,27153,14052,,6537,6820,1619,11180,4200,1295
01-Aug-2024,234557,207289,,2262,,27156,14054,,6333,6947,1625,10777,4187,1433
02-Aug-2024,236821,208929,,2262,,27159,14056,,5903,7219,1765,10810,4187,1438
05-Aug-2024,236838,209279,,2263,,27169,14061,,5880,7223,1769,10827,4189,1439
06-Aug-2024,237817,209934,,2263,,27172,14062,,6166,6770,1970,10887,4223,1409
07-Aug-2024,244526,216979,,2263,,31119,17661,,9690,7656,1723,10815,4125,1405
08-Aug-2024,245570,218189,,2264,,31123,17663,,9827,7541,1550,11192,4128,1291
09-Aug-2024,248293,220384,,2264,,31126,17665,,9971,7353,1591,11189,4151,1283
12-Aug-2024,246298,218827,,2265,,31137,17672,,9670,8198,1574,10598,4145,1254
13-Aug-2024,248875,220964,,2265,,31141,17674,,9697,8268,1597,10499,4141,1238
14-Aug-2024,249654,222225,,2265,,31964,17474,,9926,8100,1511,11643,4019,1173
15-Aug-2024,251999,224761,,2265,,31968,17476,,10198,7722,1528,11693,4011,1176
16-Aug-2024,250032,222675,,2266,,31970,17478,,9925,7865,1519,11755,4114,1205
19-Aug-2024,247047,220723,,2266,,31982,17485,,9867,7722,1649,11776,4096,1259
20-Aug-2024,242290,216800,,2267,,31986,17487,,10049,6974,1671,12121,4093,1483
21-Aug-2024,235261,214184,,2267,,31366,15722,,8723,7047,1620,12794,4154,1732
22-Aug-2024,232622,207017,,2267,,31371,15724,,8735,7001,1615,12799,4169,1725
23-Aug-2024,234663,208755,,2267,,31373,15726,,8578,7000,1651,12842,4211,1746
26-Aug-2024,229889,207213,,2268,,31385,15731,,8127,7243,1754,12986,4214,1745
27-Aug-2024,229608,202992,,2269,,31389,15733,,7920,7512,1727,12960,4211,1785
28-Aug-2024,226021,198721,,2269,,26867,14213,,7548,4913,1380,11962,4176,1620
29-Aug-2024,226107,198941,,2269,,26870,14215,,6820,5648,1206,11965,4114,1592
30-Aug-2024,223964,196330,,2269,,26873,14217,,6982,5268,1309,12035,4112,1633
02-Sep-2024,223344,196139,,2262,,26882,14222,,6881,5377,1312,12107,4128,1524
03-Sep-2024,225307,197415,,2262,,26885,14224,,6485,5668,1448,12003,4126,1590
04-Sep-2024,220739,193111,,2262,,21675,8530,,4078,4574,1128,11879,2706,1477
05-Sep-2024,220472,192912,,2263,,21677,8531,,4099,4455,1125,11915,2689,1577
06-Sep-2024,218932,191069,,2263,,21680,8532,,4088,4539,1134,12067,2663,1632
09-Sep-2024,220036,192275,,2264,,21688,8535,,4192,4400,1173,12083,2656,1611
10-Sep-2024,224412,196356,,2264,,21690,8536,,4040,4591,1159,12073,2651,1608
11-Sep-2024,224698,196937,,2264,,20980,8606,,4114,4686,1327,11349,2252,1590
12-Sep-2024,226766,199191,,2264,,20982,8607,,3891,4870,1360,11358,2250,1582
13-Sep-2024,229948,202230,,2315,,20984,8608,,4054,4640,1372,11338,2246,1574
16-Sep-2024,228729,201275,,2315,,20992,8611,,3760,4846,1378,11347,2241,1577
17-Sep-2024,230117,202185,,2316,,20994,8612,,3998,4579,1412,11328,2215,1581
18-Sep-2024,231594,204543,,2316,,22403,10817,,5573,5540,1901,10761,1757,842
19-Sep-2024,230127,203647,,2316,,22407,10818,,5375,5829,1902,10655,1734,856
20-Sep-2024,224775,198666,,2317,,22408,10820,,4664,6324,1956,10814,1720,831
23-Sep-2024,225031,200028,,2317,,22416,10824,,4926,5778,2096,10900,1708,879
24-Sep-2024,220729,194923,,2318,,22419,10825,,5335,5520,2109,10798,1672,877
25-Sep-2024,226909,199242,,2318,,27787,13231,,7760,6636,2158,13536,1068,836
26-Sep-2024,228216,200550,,2318,,27791,13233,,6944,7424,2183,13549,1060,834
27-Sep-2024,233441,205298,,2318,,27794,13234,,6888,7417,2230,13582,1057,858
30-Sep-2024,232617,205028,,2319,,27804,13239,,8160,7047,1813,13089,1052,845
01-Oct-2024,229747,202548,,2312,,27808,13241,,7710,7407,1858,13058,1054,856
02-Oct-2024,235145,207347,,2312,,30988,15376,,8916,7446,2181,14522,1207,1027
03-Oct-2024,234619,207143,,2312,,30992,15378,,9503,6784,2220,14618,1208,1025
04-Oct-2024,232724,204696,,2312,,30995,15380,,9593,6722,2194,14655,1115,1011
07-Oct-2024,232264,204188,,2313,,31006,15385,,9566,6752,2190,14657,1115,1011
08-Oct-2024,241561,213570,,2313,,31010,15387,,9376,6969,2143,14672,1115,1000
09-Oct-2024,242303,214394,,2314,,31110,15128,,10313,7226,1716,13967,1075,999
10-Oct-2024,244360,216635,,2314,,31113,15130,,10335,7188,1701,13996,1076,995
11-Oct-2024,246387,218338,,2314,,31117,15131,,10028,7118,1763,14296,1076,1005
14-Oct-2024,245780,218354,,2315,,31128,15137,,10088,7264,1856,14298,1075,1016
15-Oct-2024,246577,218652,,2315,,31132,15139,,10226,7070,1819,14307,1080,1013
16-Oct-2024,246394,218802,,2316,,30666,14307,,9210,6740,1976,15046,1187,984
17-Oct-2024,246561,219816,,2316,,30669,14309,,8968,6930,1917,14936,1199,1012
18-Oct-2024,242529,216075,,2316,,30673,14310,,9048,7020,1867,14912,1209,1048
21-Oct-2024,237654,216364,,2317,,30684,14316,,9108,6922,1855,14920,1211,1101
22-Oct-2024,237388,210018,,2317,,30687,14317,,8995,7021,1829,14963,1197,1098
23-Oct-2024,232097,204590,,2318,,25228,11711,,6976,5172,1957,12987,1193,1154
24-Oct-2024,232879,205670,,2318,,25233,11712,,7148,4949,1958,13113,1174,1176
25-Oct-2024,230990,203731,,2318,,25234,11713,,6957,5140,1950,13106,1175,1152
28-Oct-2024,229031,202702,,2319,,25243,11718,,6935,5148,1960,13100,1174,1152
29-Oct-2024,229704,201996,,2319,,25246,11719,,7231,5144,1970,12864,1174,1136
30-Oct-2024,230451,202796,,2319,,26375,11812,,7479,4704,2004,13981,1362,1320
31-Oct-2024,229620,202150,,2320,,26378,11813,,7069,4923,2181,13721,1489,1343
01-Nov-2024,228736,200808,,2309,,26381,11815,,6882,4963,2145,13944,1490,1309
04-Nov-2024,230287,202599,,2309,,26390,11819,,7086,4853,1918,14114,1490,1310
05-Nov-2024,231157,203014,,2310,,26393,11820,,7047,4877,1905,14071,1490,1374
06-Nov-2024,233803,206067,,2310,,28672,12241,,7836,5159,1830,14710,1975,1691
07-Nov-2024,238227,210711,,2310,,28675,12243,,7345,5556,1975,14699,1976,1646
08-Nov-2024,242190,214318,,2310,,28678,12244,,7296,5612,1904,14816,1932,1654
11-Nov-2024,240032,212663,,2311,,28689,12249,,7018,5919,1910,14791,1922,1652
12-Nov-2024,242225,214318,,2312,,28692,12250,,7282,5756,1905,14795,1914,1597
13-Nov-2024,242157,214646,,2312,,28204,11971,,8261,4857,1890,13794,2101,1712
14-Nov-2024,242639,215570,,2312,,28207,11972,,7967,5019,1934,13906,2075,1711
15-Nov-2024,240797,213385,,2312,,28210,11974,,7619,5239,2036,13973,2051,1686
18-Nov-2024,238980,212496,,2313,,28220,11978,,7851,5004,2045,14005,2040,1703
19-Nov-2024,237537,211049,,2313,,28224,11980,,7703,5177,2059,13974,2085,1702
20-Nov-2024,234903,209877,,2314,,29602,11776,,7997,5381,1862,14986,2150,1822
21-Nov-2024,257356,237506,,2314,,29606,11778,,7995,5330,1846,15034,2141,1822
22-Nov-2024,256531,231089,,2314,,29609,11779,,8226,5298,1790,14952,2123,1801
25-Nov-2024,251420,228424,,2315,,29619,11783,,8118,5581,1770,14788,2129,1805
26-Nov-2024,250819,224211,,2315,,29621,11785,,7673,5984,1803,14794,2129,1811
27-Nov-2024,249342,222337,,2316,,27038,10217,,6521,5595,1619,13959,1944,1836
28-Nov-2024,247301,220851,,2316,,27042,10219,,6604,5513,1681,13946,1944,1796
29-Nov-2024,241730,215816,,2316,,27044,10220,,6782,5460,1637,13891,1912,1804
02-Dec-2024,232523,207343,,2311,,27054,10224,,6550,5688,1665,13827,1913,1852
03-Dec-2024,237497,209687,,2311,,27057,10225,,6215,5602,1724,13813,1913,1887
04-Dec-2024,238077,210328,,2311,,26717,10549,,6775,5971,1710,13078,1665,1887
05-Dec-2024,241579,213961,,2312,,26721,10550,,6899,5894,1768,13065,1665,1783
06-Dec-2024,239535,211628,,2312,,26723,10552,,6653,6179,1826,12903,1656,1836
09-Dec-2024,241592,214132,,2313,,26731,10555,,6705,6141,1823,12899,1654,1849
10-Dec-2024,244218,216144,,2313,,26734,10557,,6895,6051,1680,12955,1654,1847
11-Dec-2024,241838,214145,,2313,,24818,10028,,5623,5347,1596,13115,1577,1805
12-Dec-2024,240773,213423,,2314,,24820,10029,,5966,4955,1621,13110,1589,1795
13-Dec-2024,245306,217619,,2314,,24823,10030,,5804,5218,1615,13077,1600,1718
16-Dec-2024,244293,216914,,2315,,24832,10034,,5826,5222,1613,13049,1596,1715
17-Dec-2024,247229,219862,,2315,,24835,10035,,6110,5004,1594,12993,1582,1743
18-Dec-2024,249595,222551,,2315,,28121,10423,,5270,6356,1660,15419,1816,2175
19-Dec-2024,246923,221068,,2315,,28124,10424,,5178,6503,1660,15395,1816,2105
20-Dec-2024,239571,215358,,2316,,28127,10426,,5062,6284,1884,15533,1820,2082
23-Dec-2024,247685,223311,,2317,,28138,10429,,5057,6388,1912,15622,1759,2075
24-Dec-2024,247953,220101,,2317,,28141,10431,,5302,6221,1913,15572,1759,2074
27-Dec-2024,246840,218782,,2318,,27065,9865,,5253,5274,1868,14957,2051,2430
30-Dec-2024,247244,219147,,2318,,27075,9869,,5372,5091,1849,14965,2052,2432
31-Dec-2024,246247,218020,,2319,,27078,9870,,4866,5465,1919,15062,2052,2431
02-Jan-2025,245932,217957,,2311,,26137,9473,,4411,5053,1932,14979,1973,2493
03-Jan-2025,245894,219780,,2312,,26140,9474,,4762,4684,1917,15010,1974,2476
06-Jan-2025,243867,216127,,2312,,26149,9477,,4458,4913,1870,14966,2042,2479
07-Jan-2025,261465,233238,,2313,,26153,9478,,3860,5551,1898,14945,2042,2427
08-Jan-2025,261829,233988,,2313,,25171,8891,,3677,4626,2021,14967,1837,2601
09-Jan-2025,263604,235759,,2313,,25174,8892,,3538,4697,2086,15011,1833,2569
10-Jan-2025,264531,236355,,2313,,25177,8894,,3443,4795,2182,14961,1827,2508
13-Jan-2025,263783,235947,,2314,,25186,8897,,3219,4886,2210,14991,1815,2484
14-Jan-2025,265952,238026,,2608,,25189,8898,,3907,4648,2157,15080,1805,2428
15-Jan-2025,265128,237302,,2609,,23271,8480,,3592,4515,2147,14062,1579,2052
16-Jan-2025,265551,238103,,2609,,23275,8481,,3429,4764,2062,14053,1577,2079
17-Jan-2025,262354,234838,,2609,,23277,8482,,3413,4860,2000,14065,1576,2049
20-Jan-2025,261112,235293,,2610,,23285,8485,,3548,4751,1996,14094,1579,1998
21-Jan-2025,255632,232988,,2611,,23287,8486,,3647,4616,2162,13996,1570,1971
22-Jan-2025,255645,228366,,2611,,23597,7771,,3045,5161,2367,14798,1311,1640
23-Jan-2025,255689,228226,,2611,,23599,7772,,3056,5153,2306,14849,1310,1654
24-Jan-2025,254072,226201,,2601,,23602,7773,,2744,5359,2294,15062,1278,1596
28-Jan-2025,254158,226873,,2602,,23613,7776,,2784,5268,2408,15125,1262,1507
29-Jan-2025,255497,227525,,2602,,25023,8705,,2953,5083,2484,16285,1608,1557
30-Jan-2025,256412,228710,,2603,,25026,8706,,3133,4988,2445,16229,1607,1565
31-Jan-2025,260194,232491,,2603,,25029,8707,,3223,5478,2195,15965,1608,1474
03-Feb-2025,259376,230623,,2606,,25038,8710,,3121,5833,2189,15753,1609,1423
04-Feb-2025,262692,233401,,2606,,25041,8711,,3443,5087,2363,15899,1617,1540
05-Feb-2025,265690,236788,,2606,,26742,9366,,3465,5059,2258,17541,1544,2027
06-Feb-2025,265268,237458,,2607,,26745,9367,,3351,5159,2334,17515,1544,1999
07-Feb-2025,265932,236786,,2607,,26748,9368,,3517,4939,2311,17547,1545,2024
10-Feb-2025,265472,237046,,2608,,26758,9371,,3300,5073,2472,17519,1537,1959
11-Feb-2025,252811,223715,,2608,,26761,9372,,3154,5187,2501,17462,1523,2036
12-Feb-2025,252390,223466,,2608,,25716,10031,,3452,4510,2689,16223,1504,2367
13-Feb-2025,253986,225448,,2609,,25719,10032,,3309,4450,2885,16229,1499,2377
14-Feb-2025,254560,225805,,2609,,25722,10033,,3352,4520,2698,16144,1496,2522
17-Feb-2025,252890,224724,,2610,,25731,10037,,3424,4509,2698,16082,1485,2548
18-Feb-2025,252500,224010,,2610,,25734,10038,,3363,4460,2692,16151,1483,2593
19-Feb-2025,249555,222080,,2608,,24468,10100,,3306,4124,2567,15292,1385,2745
20-Feb-2025,243568,217978,,2609,,24471,10101,,3524,3881,3092,14806,1385,2695
21-Feb-2025,234840,212034,,2609,,24473,10102,,3576,3938,3047,14767,1376,2681
24-Feb-2025,233028,206130,,2610,,24482,10106,,3591,4056,2976,14706,1376,2625
25-Feb-2025,232605,204995,,2610,,24484,10107,,3624,4279,2871,14574,1376,2663
26-Feb-2025,231666,204978,,2610,,24980,10222,,3569,5810,3022,13893,836,2677
27-Feb-2025,229278,203934,,2611,,24983,10223,,3615,5768,3134,13755,836,2703
28-Feb-2025,222229,198551,,2611,,24985,10224,,3432,5886,3058,13850,837,2596
03-Mar-2025,219490,192641,,2603,,24994,10228,,3335,6123,3147,13789,811,2577
04-Mar-2025,222921,193442,,3303,,24997,10229,,3617,6514,3074,13945,806,2599
05-Mar-2025,223822,194521,,3304,,25669,10522,,3646,7798,3194,13296,794,2401
06-Mar-2025,223168,193818,,3304,,25672,10523,,3412,7687,3390,13331,794,2503
07-Mar-2025,224539,194848,,3304,,25675,10524,,3419,7656,3378,13377,761,2549
10-Mar-2025,224180,194450,,3305,,25684,10528,,3515,7765,3399,13134,761,2532
11-Mar-2025,225880,196202,,3306,,25687,10529,,3528,7729,3336,13245,759,2533
12-Mar-2025,226542,196920,,3306,,25758,10841,,3057,7996,3308,13659,746,2428
13-Mar-2025,226876,197644,,3306,,25763,10842,,3431,7610,3231,13734,761,2438
14-Mar-2025,227238,197833,,3307,,25764,10843,,3462,7596,3189,13743,761,2463
17-Mar-2025,225866,196897,,3308,,25773,10847,,3350,7877,3216,13608,749,2404
18-Mar-2025,226219,196880,,3308,,25777,10848,,3480,7890,3023,13674,736,2401
19-Mar-2025,225342,197140,,3309,,26363,11100,,3643,7930,2979,13935,714,2635
20-Mar-2025,221835,195055,,3309,,26366,11102,,3912,7701,2971,13923,714,2636
21-Mar-2025,213551,189194,,3309,,26369,11103,,3675,8066,2778,13927,781,2654
24-Mar-2025,214116,185169,,3310,,26378,11107,,3724,7717,2803,14330,716,2607
25-Mar-2025,214582,184790,,3311,,26381,11108,,3742,7590,2800,14431,716,2624
26-Mar-2025,216809,187292,,3311,,27971,11768,,3792,9610,2736,14183,797,2371
27-Mar-2025,217925,188785,,3311,,27975,11769,,3983,9570,2559,14219,796,2361
28-Mar-2025,218417,189075,,3312,,27977,11771,,4013,9488,2501,14326,802,2384
31-Mar-2025,216815,188133,,3313,,27986,11775,,3599,9744,2565,14440,802,2341
01-Apr-2025,214300,184591,,3010,,27990,11776,,3441,9664,2539,14388,790,2415
02-Apr-2025,215095,185724,,3011,,27078,11509,,3768,9021,2323,14046,732,2370
03-Apr-2025,214311,184925,,3011,,27081,11510,,4156,8793,2573,13648,732,2360
04-Apr-2025,211259,181503,,3011,,27084,11511,,4063,8876,2673,13557,732,2381
07-Apr-2025,214656,185566,,3012,,27094,11515,,4021,8868,2768,13479,732,2428
08-Apr-2025,217309,187402,,3013,,27097,11516,,3627,9146,2807,13550,737,2410
09-Apr-2025,219810,190158,,3013,,28557,12832,,3990,9452,3061,14499,736,2092
10-Apr-2025,220167,190682,,3013,,28561,12834,,4052,9287,3272,14405,724,2087
11-Apr-2025,223034,193263,,3014,,28563,12835,,4873,8713,2913,14450,769,2116
14-Apr-2025,220408,191518,,3015,,28573,12840,,4856,8635,2905,14514,769,2162
15-Apr-2025,221986,192557,,3015,,28576,12841,,4282,8991,2912,14654,779,2254
16-Apr-2025,222446,193862,,3015,,29216,12636,,4648,8528,2600,15672,906,2352
17-Apr-2025,219177,192408,,3016,,29220,12637,,4097,8792,2658,15909,889,2408
22-Apr-2025,231259,209112,,3017,,29237,12645,,4142,8809,2622,15912,877,2392
23-Apr-2025,229413,200866,,3018,45,27515,11502,,3475,6496,2573,17408,929,2302
24-Apr-2025,230338,202057,,3018,,27518,11504,,3730,6259,2610,17364,927,2256
28-Apr-2025,223511,196900,,3019,,27531,11509,,3683,6285,2652,17231,927,2385
29-Apr-2025,224789,195479,,3020,,27534,11510,,3514,6483,2634,17206,927,2390
30-Apr-2025,222866,193903,,3020,,26087,11342,,3489,5478,2355,16669,861,2805
01-May-2025,222316,193232,,3010,,26090,11344,,3244,5647,2363,16720,819,2858
02-May-2025,222576,192884,,3011,,26093,11345,,3440,5409,2571,16740,819,2658
05-May-2025,222036,192657,,3012,,26102,11349,,3473,5316,2594,16752,820,2664
06-May-2025,220941,191379,,3012,,26105,11350,,3575,5386,2748,16330,821,2721
07-May-2025,223764,194436,,3012,,24705,11458,,3699,5276,2248,15275,821,2759
08-May-2025,224082,194777,,3013,,24708,11459,,3824,5179,2193,15368,816,2703
09-May-2025,229782,200210,,3013,,24711,11460,,3589,5401,2190,15393,829,2691
12-May-2025,227987,199250,,3014,,24719,11464,,3531,5380,2213,15377,840,2679
13-May-2025,230434,201245,,3014,,24722,11466,,3948,5293,2199,15172,831,2662
14-May-2025,227717,199463,,3015,,23071,11363,,3658,5304,1980,14283,1097,1918
15-May-2025,230832,202933,,3015,,23074,11364,,3523,5410,2080,14200,1091,1909
16-May-2025,227369,198626,,3015,,23077,11366,,3520,5458,2084,14144,1095,1941
19-May-2025,225456,198036,,3866,1,23086,11370,,3944,5887,2011,14156,1101,2000
20-May-2025,221840,194778,,3866,1,23087,11371,,3863,5921,2114,14138,1100,1984
21-May-2025,216707,201163,,3865,1,20418,11428,,3893,4299,2206,12700,1129,2066
22-May-2025,214040,186604,,3865,1,20427,11429,,4082,4176,2158,12646,1186,2057
23-May-2025,220170,199915,,3866,,20422,11430,,4045,4454,2064,12571,1123,2029
26-May-2025,214149,189343,,3867,,20430,11434,,4011,4480,2048,12614,1122,2032
27-May-2025,213929,185364,,3867,,20431,11435,,3744,4708,2049,12639,1121,2057
28-May-2025,212702,183931,,3868,,19956,11292,,3803,4753,1633,12649,1306,1672
