A3 MONETARY POLICY OPERATIONS – ES BALANCES AND REPO AGREEMENTS
Title,Total ES Balances,Surplus ES Balances,Margin applied on ES Balances,SF Repos at the Rate on Surplus ESA Balances,SF Repos at Margin,OMO Reverse Repos,OMO Triparty Reverse Repos,OMO Repos,AGS Collateral Securities,Semi Collateral Securities,Other Government Collateral Securities,ADI Collateral Securities,ABS Collateral Securities,Other Collateral Securities
14-Mar-2017,27781,1888,,26492,,50514,11511,,26234,3602,4597,18116,35764,1006
15-Mar-2017,27662,1868,,26493,,49892,10853,,26258,3567,4517,17517,35743,1016
16-Mar-2017,27566,1872,,26494,,50545,10602,,26968,4141,4527,17009,35733,999
17-Mar-2017,27782,2006,,26495,,50432,10526,,26776,4072,4758,17006,35586,999
20-Mar-2017,26315,1833,,26498,,50426,10472,,27880,3401,4830,16778,35311,1053
21-Mar-2017,24407,2061,,26499,,51937,11083,,29065,3367,4823,17427,35170,1028
22-Mar-2017,27613,2017,,26500,,52364,11138,,29020,3308,4958,17959,35163,1031
23-Mar-2017,27525,1841,,26502,,51108,10765,,28002,3224,4916,17894,35110,1020
24-Mar-2017,27972,1893,,26503,1,51380,10465,,27884,3203,4929,18323,35068,1023
27-Mar-2017,27521,1905,,26506,,51136,10917,,27884,3234,4942,18082,35055,1027
28-Mar-2017,27907,1823,,26507,,51544,11072,,27932,3843,4821,17952,35065,1028
29-Mar-2017,27793,1903,,26508,,50857,11202,,26995,4006,4949,17837,35065,1023
30-Mar-2017,27781,2060,,26509,,50943,11648,,26536,4060,4944,18394,35074,1032
31-Mar-2017,28260,2469,,26510,,52089,11192,,26832,4007,4931,19358,35062,1073
03-Apr-2017,28206,2267,,26558,,53004,11269,,27109,3947,5200,19865,34361,1045
04-Apr-2017,29361,2131,,26559,,53490,11339,,27320,3968,5321,20111,34383,1059
05-Apr-2017,28738,2023,,26560,,52583,11496,,26928,4018,4900,19904,34363,1060
06-Apr-2017,27951,1933,,26561,,52351,11567,,27503,3815,4875,19366,34299,1064
07-Apr-2017,28287,2088,,26562,,51373,11086,,26743,3803,4958,19102,34300,1029
10-Apr-2017,27857,1929,,26565,,51815,11308,,27006,3869,5159,18963,34305,1011
11-Apr-2017,28207,1941,,26567,,50741,11148,,26229,3963,5145,18528,34309,998
12-Apr-2017,27842,1898,,26568,,52015,11728,,26770,4451,5238,18753,34297,1000
13-Apr-2017,27635,1900,,26569,,50337,10960,,25108,4574,5067,18833,34240,999
18-Apr-2017,27401,1905,,26574,,50851,10815,,26372,4233,5027,18250,34154,1000
19-Apr-2017,27776,2092,,26575,,51834,10765,,26693,4334,5087,18859,34173,1000
20-Apr-2017,26456,1902,,26576,,52225,11025,,27844,4303,5177,17875,34167,1000
21-Apr-2017,23939,1902,,26577,,52255,11775,,29067,4697,5140,16325,34169,732
24-Apr-2017,27078,1792,,26581,,53299,12011,,29831,4673,5163,16563,34151,731
26-Apr-2017,26726,1995,,26583,,55439,13266,,32240,4704,4916,16539,34146,775
27-Apr-2017,26307,1867,,26584,,56833,14367,,33870,4056,5226,16735,34147,777
28-Apr-2017,25679,1915,,26585,,56689,14339,,34888,4253,5142,15401,34149,777
01-May-2017,27274,1986,,26428,,56771,14031,,34929,4186,5267,15220,34327,756
02-May-2017,28976,2175,,26429,,57231,14056,,35407,4234,5250,15256,34329,778
03-May-2017,27951,2117,,26430,,56549,13760,,34411,4209,5238,15649,34331,778
04-May-2017,27759,2109,,26432,,55872,13640,,33366,4584,5281,15521,34334,740
05-May-2017,28020,2168,,26433,,56205,13390,,33154,4683,5315,15969,34336,741
08-May-2017,27663,2001,,26436,,55603,13151,,32972,4673,5287,15516,34346,722
09-May-2017,27963,2028,,26437,,55638,12986,,31951,5199,5288,16048,34338,786
10-May-2017,27867,2085,,26438,,55717,13054,,31082,5136,5226,17294,34341,787
11-May-2017,27709,2204,,26439,,55490,12541,,30985,5127,5067,17329,34343,802
12-May-2017,27589,2059,,26440,,55752,13111,,30722,5085,5227,17844,34358,803
15-May-2017,27055,2155,,26443,,55810,12915,,30579,5248,5393,17631,34320,821
16-May-2017,27967,2129,,26445,,57659,13375,,32084,5367,5444,17882,34323,822
17-May-2017,27742,2085,,26446,,57855,14370,,32728,5384,5303,17651,34317,822
18-May-2017,27344,2116,,26447,,58289,14379,,33934,5318,5426,16795,34331,822
19-May-2017,26571,1739,,26448,,58280,14440,,34602,5313,5607,15868,34334,824
22-May-2017,23701,2004,,26447,,59324,15142,,35531,5196,5789,15781,34206,933
23-May-2017,27324,1854,,26448,,60683,15254,,36382,5237,5870,16173,34316,1090
24-May-2017,27373,1969,,26449,,61108,14757,,36408,5307,6013,16313,34342,1090
25-May-2017,26837,1902,,26450,,61584,14747,,37816,5567,6063,16376,33125,1090
26-May-2017,27159,2112,,26451,,61556,15198,,37678,5844,5967,16402,33126,1036
29-May-2017,27026,2150,,26454,,62709,15160,,38577,5889,6046,16345,33286,1086
30-May-2017,27325,1783,,26455,,62587,15260,,38510,5969,6037,16249,33288,1081
31-May-2017,27230,1694,,26457,,62945,15761,,39471,5963,6445,15157,33291,1091
01-Jun-2017,27337,2259,,26305,,62731,15680,,39223,6038,6445,15071,33526,1090
02-Jun-2017,28527,1904,,26306,,62507,15476,,39443,6033,5687,15349,33609,1085
05-Jun-2017,26730,1781,,26309,,62694,15311,,39388,6588,5381,15370,33614,1085
06-Jun-2017,27304,1892,,26310,,63753,15711,,41373,6487,5182,14797,33616,1036
07-Jun-2017,27404,1797,,26311,,63334,15450,,41402,6125,4962,14843,33617,1070
08-Jun-2017,27485,1899,,26312,,62378,15000,,40586,5983,5044,14753,33619,1070
09-Jun-2017,27927,2097,,26313,,61858,15033,,39330,5936,5446,15150,33609,1072
13-Jun-2017,27054,1827,,26318,,61159,15884,,39111,5433,5371,15258,33600,1073
14-Jun-2017,27368,1803,,26319,,62183,15852,,40298,5393,5316,15169,33615,1080
15-Jun-2017,27324,1814,,26320,,62405,15903,,40532,5705,5115,15088,33592,1080
16-Jun-2017,27757,2088,,26321,,61976,15833,,40476,5573,5103,14727,33593,1078
19-Jun-2017,27081,1790,,26324,,61820,15262,,41149,5355,5098,14073,33584,1077
20-Jun-2017,26876,2071,,26325,,62485,15418,,41556,5211,5208,14287,33585,1078
21-Jun-2017,23617,1974,,26326,,63827,15483,,42575,5295,4034,14742,34746,1077
22-Jun-2017,26918,1900,,26327,,64408,16098,370,43263,5007,4137,14889,34749,1079
23-Jun-2017,27705,2027,,26328,,64067,16360,370,43810,5921,4159,12881,34736,1080
26-Jun-2017,27714,2062,,26332,,63670,16442,370,43143,5901,3797,12733,35580,1080
27-Jun-2017,28155,2254,,26333,,60323,15796,370,39831,6161,3623,12572,35590,1080
28-Jun-2017,27621,1813,,26334,,60377,15610,370,40003,5943,3788,12261,35592,1079
29-Jun-2017,27717,2117,,26335,,59841,15610,370,40368,5782,3111,12239,35594,968
30-Jun-2017,28215,2370,,26336,,64004,16011,,43766,6154,3078,12542,35596,1020
03-Jul-2017,27676,1725,,26292,,61996,15524,,42538,6009,2857,11995,36172,1124
04-Jul-2017,30013,1800,,26294,,61009,15298,,42023,5661,2820,12024,36173,1127
05-Jul-2017,27635,1746,,26295,,59993,15278,,40340,6184,2812,12218,36176,1083
06-Jul-2017,27278,1710,,26296,,59879,15343,,39331,6658,3036,12345,36179,1140
07-Jul-2017,27796,1819,,26297,,59303,15372,,38953,6797,3015,11790,36180,1092
10-Jul-2017,27884,2076,,26300,,58451,15159,,38465,6684,3076,11554,36185,1107
11-Jul-2017,27817,1841,,26301,,57786,15167,,38082,6784,3052,11148,36174,1107
12-Jul-2017,27644,1749,,26302,,56971,14562,,37044,7361,3033,10852,36175,1106
13-Jul-2017,27389,1732,,26303,,56744,14392,,35792,7656,3231,11475,36176,1163
14-Jul-2017,27495,1630,,26304,,54983,14055,,33695,7137,4314,11276,36028,1156
17-Jul-2017,27100,1496,,26308,,55321,14072,,34872,6618,4325,10965,35884,1116
18-Jul-2017,27335,1516,,26309,,53599,14245,,32418,6461,4316,11903,35826,1116
19-Jul-2017,26994,1549,,26310,,54069,14345,,33181,6472,4224,11723,35828,1116
20-Jul-2017,26027,1501,,26311,,55443,14893,,33487,6666,4138,12818,35820,1115
21-Jul-2017,23086,1571,,26312,,56435,14318,,35158,6411,4211,12438,35822,1116
24-Jul-2017,26428,1453,48,26315,,57356,14423,,36709,5920,4226,12311,35793,1140
25-Jul-2017,26943,1608,,26316,,57015,15136,,35551,5860,4471,12985,35769,1141
26-Jul-2017,26695,1593,,26317,,56341,14915,,35066,5892,4456,12943,35925,890
27-Jul-2017,26126,1596,,26318,,56358,14431,310,35236,5175,4500,13544,35954,919
28-Jul-2017,25288,1516,,26320,,55672,14255,310,34893,5144,4449,13182,35957,990
31-Jul-2017,26682,1545,,26323,,55167,14349,,34187,5161,4383,13455,35992,991
01-Aug-2017,27637,1569,,26600,,54900,14954,,33992,5032,4738,13065,36437,935
02-Aug-2017,28522,1504,,26602,,54488,14934,,34213,4923,4707,12545,36438,935
03-Aug-2017,27475,1611,,26603,,54625,14653,,34335,5196,4762,12275,36440,935
04-Aug-2017,27825,1640,,26604,,55293,14830,,35541,4877,4503,12432,36442,935
07-Aug-2017,27415,1513,,26607,,54118,14832,,34213,4997,4503,12398,36453,935
08-Aug-2017,27778,1552,,26608,,54119,14670,,34542,4891,4482,12166,36456,937
09-Aug-2017,27712,1572,,26609,,53436,14923,,33872,4856,4256,12529,36383,855
10-Aug-2017,27688,1753,,26610,,53428,15365,,34783,4623,4237,11648,36448,904
11-Aug-2017,27542,1545,,26611,,53380,15544,,34301,4823,4253,12008,36450,910
14-Aug-2017,27163,1415,,26615,,53459,15229,,34587,4612,4286,11912,36453,911
15-Aug-2017,27572,1427,,26616,,53620,15300,,34164,4632,4410,12285,36355,966
16-Aug-2017,27511,1561,,26617,,53935,15338,,34415,4585,4463,12506,36357,806
17-Aug-2017,27136,1561,,26618,,53623,14938,,34195,4698,4425,12353,36339,805
18-Aug-2017,27011,1624,,26619,,53684,14552,,34138,4551,4412,12672,36366,838
21-Aug-2017,22435,1403,,26622,,55043,15106,,35628,4097,4550,12879,36361,838
22-Aug-2017,27091,1556,,26623,,56426,15091,,35614,4109,4632,13175,37457,883
23-Aug-2017,27231,1558,,26625,,57265,15672,,36310,4253,4813,12937,37429,888
24-Aug-2017,26707,1436,,26626,,57197,15982,,35511,4173,4715,14032,37522,886
25-Aug-2017,26313,1488,,26627,,56523,16157,,34283,4293,4780,14444,37525,844
28-Aug-2017,26894,1525,,26630,,56514,16792,,34509,4142,4748,14404,37522,859
29-Aug-2017,27652,1583,,26631,,57242,16441,,35258,4074,4754,14537,37563,859
30-Aug-2017,27409,1398,,26632,,56955,16839,,34437,3938,4802,15112,37566,848
31-Aug-2017,27645,1748,,26633,,58182,17016,,35055,4078,4753,15621,37567,885
01-Sep-2017,27662,1581,,26602,,58344,16903,,36485,3878,4282,15130,37943,827
04-Sep-2017,28528,1539,,26605,,58422,16958,,36612,3785,4265,15152,37948,945
05-Sep-2017,28010,1769,,26607,,56988,16848,,36233,3884,4370,14708,36922,953
06-Sep-2017,27856,1677,,26608,,56317,16657,,35515,3623,4367,15220,36924,905
07-Sep-2017,27665,1536,,26609,,55673,16628,,34113,4150,4318,15214,36924,966
08-Sep-2017,27941,1625,,26610,,56047,17254,,34311,4210,4516,15233,36926,967
11-Sep-2017,27673,1585,,26613,,55880,17766,,34019,4148,4576,15306,36916,983
12-Sep-2017,27888,1592,,26614,,55804,17640,,34128,3991,4753,15094,36857,980
13-Sep-2017,27639,1544,,26615,,56236,18083,,34025,4029,4933,15399,36858,982
14-Sep-2017,27271,1507,,26616,,56358,17754,,34203,4019,4907,15233,36905,978
15-Sep-2017,27670,1485,,26617,,57308,17493,,34950,4242,4852,15336,36883,902
18-Sep-2017,27397,1599,,26621,,57208,17610,,34958,4231,4802,15207,36875,886
19-Sep-2017,27527,1638,,26622,,56537,17524,,34332,4301,4736,15148,36890,884
20-Sep-2017,26848,1687,,26623,,56865,17820,,33688,4966,4617,15619,36892,884
21-Sep-2017,23180,1424,146,26624,,57389,17814,,34061,5189,4747,15584,36894,884
22-Sep-2017,27386,1432,,26625,,57882,17317,,34678,5215,4556,15544,36888,1037
25-Sep-2017,27638,1509,,26628,,59315,18490,,34824,5796,4909,15920,36856,1089
26-Sep-2017,27773,1475,,26630,,58462,17823,,35151,5406,4979,15021,36902,1089
27-Sep-2017,27687,1600,,26631,,58522,17527,,35770,5551,4639,14651,36895,1042
28-Sep-2017,28252,1425,,26632,,58291,18340,,35129,6039,4663,14390,36896,1043
29-Sep-2017,28040,1716,,26633,,56989,17949,,34645,5725,4648,13933,36870,1043
02-Oct-2017,27486,1438,78,26352,,56767,17952,,34678,5288,4615,13933,37582,1043
03-Oct-2017,27658,1647,,26353,,57287,18295,,35005,5254,4619,14234,37587,1029
04-Oct-2017,27342,1365,,26354,,57404,18434,,35110,5349,4626,14275,37590,959
05-Oct-2017,27311,1576,,26375,,58073,17992,,35902,5557,4527,14245,37591,847
06-Oct-2017,27422,1359,,26376,,58320,17597,,36000,5692,4480,14238,37593,847
09-Oct-2017,27391,1580,,26379,,54161,16960,,33702,5650,4051,12678,37666,688
10-Oct-2017,27826,1744,,26380,,53570,17479,,34452,5092,4041,11796,37655,686
11-Oct-2017,27494,1677,,26381,,52572,17389,,33346,5096,4059,11897,37658,686
12-Oct-2017,27214,1567,,26382,,51849,17519,,33045,5419,4217,10927,37658,686
13-Oct-2017,27532,1539,,26383,,51096,17434,,32508,5279,4279,10773,37656,686
16-Oct-2017,27190,1515,,26386,,52090,18026,,33300,5524,4236,10725,37642,685
17-Oct-2017,27394,1489,,26388,,51493,17029,,32152,5784,4132,11127,37630,683
18-Oct-2017,27370,1704,,26389,,51610,17079,,32655,5869,3929,10889,37567,683
19-Oct-2017,26449,1485,,26390,,51530,17394,,32482,5608,4111,10881,37541,867
20-Oct-2017,26141,1405,,26391,,52616,17465,,33211,5623,4133,11202,37576,866
23-Oct-2017,23476,1708,,26394,,53355,17126,200,32874,5818,4042,11800,37994,865
24-Oct-2017,27011,1578,,26390,,54380,17171,200,33173,5788,4041,12642,33962,935
25-Oct-2017,26943,1616,,26391,,53927,17257,200,32378,6004,4089,12717,33982,965
26-Oct-2017,26800,1745,,26392,,53639,17092,,32034,5981,3937,12959,34019,966
27-Oct-2017,26595,1659,,26393,,52926,16065,,31214,5933,3924,13122,33973,966
30-Oct-2017,24973,1741,,26396,,52527,15902,,30781,5830,4013,13241,33974,954
31-Oct-2017,26929,1544,,26397,,52827,15899,,30971,5892,4108,13312,33974,957
01-Nov-2017,27314,1726,,26293,,52846,16394,,31498,5328,4230,13081,33520,960
02-Nov-2017,28099,1546,,26294,,52271,16844,,32067,5671,4125,12906,32512,784
03-Nov-2017,27519,1647,,26295,,52038,17164,,32218,5753,4196,13154,31723,916
06-Nov-2017,27088,1487,,26299,,52623,18726,,32546,5760,4428,13176,31714,921
07-Nov-2017,27701,1701,,26300,,53428,19010,,32793,6460,4382,12937,31738,1027
08-Nov-2017,27196,1547,,26301,,52329,19590,,31885,6264,4496,12747,31737,1045
09-Nov-2017,27185,1563,,26302,,52235,20103,,31895,6160,4643,12419,31726,1164
10-Nov-2017,27217,1497,,26303,,52513,20259,,31628,6010,5064,12573,31726,1188
13-Nov-2017,27187,1599,,26306,,52494,20535,,32494,6273,4684,11893,31726,1084
14-Nov-2017,27195,1519,,26307,,52205,19803,,31789,6240,4664,12223,31727,1089
15-Nov-2017,27536,1834,,26308,,51831,20317,,32510,6597,4527,10892,31615,1093
16-Nov-2017,27042,1604,,26309,,51523,20477,,32451,6865,4446,10433,31614,1066
17-Nov-2017,27054,1578,,26311,,51782,20797,,32715,6712,4450,10615,31600,1066
20-Nov-2017,25854,1652,,26314,,52163,21469,,33329,6751,4396,10419,31542,1073
21-Nov-2017,23103,2001,,26315,,52205,21678,,33202,6814,4488,10416,31624,1068
22-Nov-2017,26860,1796,,26316,,52583,22033,,33582,6693,4514,10580,31601,1076
23-Nov-2017,26496,1600,,26317,,52767,22179,,34962,5906,4504,10164,31646,1069
24-Nov-2017,26743,1671,,26318,,53228,21304,,35596,5906,4515,9979,31646,1068
27-Nov-2017,26385,2012,,26321,,53525,21842,,35475,5951,4616,10255,31647,1068
28-Nov-2017,26994,1729,,26322,2,53358,22357,,35615,5757,4579,10224,31649,1066
29-Nov-2017,27454,1881,,26323,,52648,22453,,35294,5630,4476,10078,31650,1067
30-Nov-2017,26656,1703,,26325,,54641,22447,,37072,5567,4531,9796,32146,1067
01-Dec-2017,27030,1723,,26302,,57687,22968,,37405,8239,4515,9841,32478,1065
04-Dec-2017,27833,2113,,26305,,57785,23415,,36693,9115,4447,9824,32484,1051
05-Dec-2017,27962,2053,,26306,,57587,22994,,36332,9128,4454,9856,32487,1050
06-Dec-2017,27487,1730,,26307,,57513,23299,,37306,7864,4436,10275,32488,1069
07-Dec-2017,27383,1982,,26308,,56307,22117,,36881,7283,4436,10117,32469,966
08-Dec-2017,27861,1754,,26309,,55585,21661,,36479,7165,3924,10257,32469,975
11-Dec-2017,27506,1710,,26313,,55555,21847,,36967,6577,3834,10375,32459,976
12-Dec-2017,27566,1606,,26314,,55054,22063,,36979,6231,3674,10295,32459,1096
13-Dec-2017,27747,1904,,26315,,54441,21502,,36700,6107,3665,10116,32459,1041
14-Dec-2017,27354,1780,,26316,,53954,21117,,36641,6134,3606,9357,32650,1046
15-Dec-2017,27684,1868,,26317,,54017,21512,,36376,6171,3621,9238,34083,1046
18-Dec-2017,27535,1996,,26320,,54443,20599,,37099,6395,3323,9001,34064,1026
19-Dec-2017,27628,2180,,26321,,53958,20449,,36360,6186,3669,8865,34281,1011
20-Dec-2017,28449,2935,,26322,,54619,20153,,36501,6025,3668,9523,34295,1003
21-Dec-2017,23635,2402,,26323,,55246,21697,,37158,6105,3744,9286,34291,1012
22-Dec-2017,28073,2594,,26324,,58227,21522,,39396,6442,3737,9786,34165,1087
27-Dec-2017,28465,2736,,26329,,57944,20965,400,39736,6338,3715,9580,34118,994
28-Dec-2017,28054,2157,,26330,,57617,20159,400,39095,6415,3618,9895,34125,1079
29-Dec-2017,28473,2430,,26332,,60216,19889,,41571,6214,3754,10363,34136,977
02-Jan-2018,28080,2211,,26348,,60752,19581,,41541,6055,3760,10120,34958,978
03-Jan-2018,27724,1703,,26349,,59928,18984,,41161,6104,3395,9949,34942,977
04-Jan-2018,27619,1739,,26350,,59872,19104,,41095,6187,3320,10084,34942,955
05-Jan-2018,27802,1639,,26351,,58802,19105,,39792,6285,3303,10342,34921,976
08-Jan-2018,27647,1651,,26354,,55868,16824,,37182,6045,2916,10294,35135,1026
09-Jan-2018,27940,1831,,26355,,56353,15680,,37113,5893,3068,10835,35123,1026
10-Jan-2018,28024,1978,,26357,,56207,16410,,36444,6116,3180,10952,35123,1025
11-Jan-2018,27700,1779,,26358,,56191,17065,,36424,5773,3236,11247,35123,1020
12-Jan-2018,27681,1690,,26359,,54900,16304,,34737,5609,3291,11748,35123,1018
15-Jan-2018,27396,1683,,26362,,53790,15585,,34174,5705,3265,11500,34645,997
16-Jan-2018,27912,1883,,26363,,53987,16565,,34231,5750,3255,11640,34646,1008
17-Jan-2018,27532,1733,,26376,,53535,16766,,33739,5901,3151,11666,34632,983
18-Jan-2018,26881,1688,,26377,,53881,16486,,33180,6633,3211,11731,34648,1032
19-Jan-2018,26556,1672,,26376,,54034,16707,,33161,6716,3075,11896,34645,1029
22-Jan-2018,23191,1784,,26379,,53412,15520,,33640,6639,2911,11785,34158,865
23-Jan-2018,27522,1830,,26380,,54991,16279,,34644,6992,2934,12104,34133,864
24-Jan-2018,27522,1734,,26382,,54777,15646,,35401,6598,2740,11848,34159,739
25-Jan-2018,27610,1961,,26383,,56070,16085,,35597,7403,2816,11936,34197,839
29-Jan-2018,27487,1683,,26387,,56687,16448,,35969,7573,2925,11900,34177,868
30-Jan-2018,27965,1860,,26388,,56691,16846,,35612,8081,2811,11876,34178,854
31-Jan-2018,27596,1870,,26389,,57887,16579,,37122,8252,2790,11815,34006,800
01-Feb-2018,27557,1853,,26395,,58324,17027,,38019,7235,3181,11946,33484,908
02-Feb-2018,28946,1988,,26396,,58011,17224,,38765,7138,3071,11633,32851,898
05-Feb-2018,27648,1909,,26400,,58066,17953,,38645,7297,3055,11567,32801,795
06-Feb-2018,28081,2019,,26401,,58122,18514,,39338,7315,2922,11271,32810,792
07-Feb-2018,27928,2004,,26402,,56735,19064,,38398,7144,3098,10648,32840,835
08-Feb-2018,27799,1940,,26403,,55269,19268,,37137,7244,3304,10475,32471,746
09-Feb-2018,27991,1943,,26404,,55905,19744,,37810,7340,3171,10554,32461,754
12-Feb-2018,27614,1873,,26407,,56157,20386,,38057,7387,3067,10519,32462,756
13-Feb-2018,27830,1872,,26408,,55812,20545,,39812,5895,2810,10255,32428,729
14-Feb-2018,27401,1794,,26409,,55514,20005,,39205,6231,2810,10198,32452,771
15-Feb-2018,27299,1801,,26410,,55238,19650,,37882,6248,3323,10609,32453,783
16-Feb-2018,27725,1894,,26412,,55154,19655,,38455,5782,3191,10548,32485,781
19-Feb-2018,27232,2169,,26415,,55670,20018,,39063,5816,3117,10581,32469,782
20-Feb-2018,26972,2156,,26416,,56061,20148,,38410,6570,3135,10842,32495,782
21-Feb-2018,23553,2500,,26417,,57217,20113,,39919,6472,2937,10976,32479,707
22-Feb-2018,27179,2400,,26418,,57677,20113,100,40434,6303,3095,10900,32486,717
23-Feb-2018,27673,2228,,26419,,57227,19735,100,39641,6353,2900,11576,32442,686
26-Feb-2018,26153,2155,,26422,,57531,20547,100,40413,6265,2910,11267,32450,698
27-Feb-2018,26237,2352,,26424,,58156,21458,,40264,6915,2934,11402,32450,699
28-Feb-2018,24408,2423,,26424,,58978,21347,,41713,6947,2652,10874,32453,701
01-Mar-2018,27282,2609,,26560,,59821,21218,,42733,6907,2625,10874,33044,700
02-Mar-2018,28513,2633,,26561,,62091,22028,,44319,6765,3056,11305,33054,796
05-Mar-2018,28917,2213,,26564,,61921,22616,,44914,6812,3104,10669,32745,786
06-Mar-2018,28332,2269,,26565,,61985,22917,,44677,6876,3087,10745,32746,785
07-Mar-2018,28135,2170,,26566,,60854,22576,,45196,6680,3006,9475,32396,733
08-Mar-2018,28148,2266,,26567,,60818,22146,,45252,6864,2912,9170,32396,783
09-Mar-2018,28603,2312,,26568,,61168,21846,,45696,6682,2933,9300,32386,783
12-Mar-2018,28305,2279,,26572,,61478,22443,,44493,6766,2947,9654,33508,782
13-Mar-2018,28259,2166,,26573,,61597,22143,,44519,6860,2879,9791,33482,774
14-Mar-2018,27948,2146,,26574,,61897,22069,,45139,6616,2938,9770,33507,782
15-Mar-2018,27857,2159,,26575,,62593,21574,,45323,7157,2879,9702,33492,985
16-Mar-2018,28275,2311,,26576,,63031,21334,,45899,7213,2726,9765,33495,941
19-Mar-2018,27439,2079,,26579,,63667,21586,,46730,7012,2548,9919,34167,900
20-Mar-2018,27287,2265,,26580,,63303,20880,,45614,7502,2697,10026,34167,923
21-Mar-2018,23905,2533,,26582,,64122,22313,350,46135,7425,2995,10055,34179,980
22-Mar-2018,27502,2365,,26583,,64074,22198,350,46267,7179,2984,10050,34172,1030
23-Mar-2018,28541,2481,,26584,,65379,23378,,48486,6459,3056,9922,34170,1032
26-Mar-2018,28053,2227,,26587,,65576,23659,,48684,6541,3060,9779,34167,1033
27-Mar-2018,28918,2812,,26588,,65970,22883,,49280,6672,2885,9640,34156,1009
28-Mar-2018,30323,3467,,26589,,66170,23053,,49185,6911,2962,9722,34195,1034
29-Mar-2018,28514,2893,,26590,,66624,22615,,50169,6587,2999,9263,34195,1038
03-Apr-2018,27712,2366,,26555,,67201,23281,,50517,6593,3033,9444,33750,1016
04-Apr-2018,28221,2208,,26556,,68028,22810,,52033,6412,3018,9025,33750,819
05-Apr-2018,28244,2319,,26557,,68115,22826,,51587,7194,2691,9036,33708,817
06-Apr-2018,28672,2504,,26558,,68159,22389,290,51421,7127,2647,9265,33711,967
09-Apr-2018,28819,2897,,26561,,67851,22790,290,51326,7103,2502,8981,33914,942
10-Apr-2018,28964,2753,,26562,,67514,22833,290,51346,7032,2465,8608,33891,941
11-Apr-2018,28533,2602,,26563,,67181,22682,290,51845,6547,2499,8489,33894,748
12-Apr-2018,28288,2609,,26565,,66980,23062,290,52037,6113,2359,8698,33895,768
13-Apr-2018,28692,2599,,26566,,66019,22327,290,50038,6740,2358,8836,33894,857
16-Apr-2018,28233,2498,,26569,,66030,22174,,49371,6744,2600,8881,33871,930
17-Apr-2018,28594,2557,,26570,,66672,22613,,49920,6669,2660,8988,33859,930
18-Apr-2018,28192,2476,,26571,,66551,22377,,50763,6436,2462,8687,33884,736
19-Apr-2018,27324,2448,,26572,,65228,21712,,49040,6644,2500,8730,33889,753
20-Apr-2018,27226,2516,,26573,,66388,22637,,49406,7009,2688,8986,33885,783
23-Apr-2018,24528,2985,,26577,,66296,21831,,48528,7591,2793,9110,33781,1083
24-Apr-2018,27844,2464,,26578,,65983,21080,,48447,7245,2778,9372,33822,1082
26-Apr-2018,27337,2794,,26580,,65851,21265,,48759,7037,2717,9359,33829,881
27-Apr-2018,27327,2420,,26581,,65084,20639,,47953,7176,2693,9367,33862,881
30-Apr-2018,25447,2548,,26584,,66829,21412,,48738,8631,2711,10144,32801,898
01-May-2018,28105,2456,,26659,,66629,21842,,48780,8767,2609,9896,32263,899
02-May-2018,29459,2525,,26660,,66329,22339,,48401,8616,2693,9953,32264,902
03-May-2018,28227,2336,,26661,,64319,21563,,46729,8662,2692,9568,32264,788
04-May-2018,28592,2433,,26662,,64767,21372,,46853,8893,2680,9755,32315,789
07-May-2018,28237,2383,,26665,,65146,21568,,46065,9644,2706,10108,32316,960
08-May-2018,28425,2298,,26667,,64760,21455,,45946,9907,2768,9484,32315,958
09-May-2018,28221,2314,,26668,,64181,20825,,45526,9776,2870,9387,32301,812
10-May-2018,28147,2411,,26669,,63695,21125,,44635,10198,2827,9387,32301,809
11-May-2018,28369,2392,,26670,,62301,20755,,43574,10058,2919,9046,32300,809
14-May-2018,27329,2221,,26673,,62581,20683,,43568,10160,2907,9119,32300,825
15-May-2018,27600,2163,,26674,,63076,20270,,43557,10823,2860,8881,32274,807
16-May-2018,28064,2328,,26675,,63761,19972,,44156,10673,2897,9052,32245,822
17-May-2018,27995,2403,,26676,,63240,19717,,43701,10847,2919,8663,32272,819
18-May-2018,27653,2540,,26678,,62288,18975,,43180,10510,2851,8745,32287,815
21-May-2018,23196,2208,,26681,,62439,19066,,43607,10473,2806,8578,32282,817
22-May-2018,27597,2064,,26682,,62498,19126,,43885,10423,2765,8554,32281,755
23-May-2018,27951,2241,,26683,,63143,18969,,44054,10739,2824,8772,32258,761
24-May-2018,27463,2090,,26684,,62671,18829,,43598,10948,2770,8679,32206,826
25-May-2018,27515,2141,,26685,,62012,19295,,43093,10786,2802,8725,32181,826
28-May-2018,27078,2294,,26688,,62818,19967,,43929,11127,2768,8544,32142,793
29-May-2018,27981,2224,,26690,,63864,19991,,43957,12177,2882,8464,32183,833
30-May-2018,27517,1849,,26691,,63351,19430,,43746,11972,2935,8367,32183,834
31-May-2018,27634,2150,,26692,,63663,19720,,44136,12122,2809,8185,32184,833
01-Jun-2018,26529,1500,,26671,,64163,19169,,43682,13025,2799,8168,32506,831
04-Jun-2018,28306,2246,,26675,,65456,19310,,45116,13043,2821,7877,32509,830
05-Jun-2018,28057,2523,,26676,,66077,19881,,45340,13098,2956,8099,32513,879
06-Jun-2018,28161,2355,,26677,,67150,20357,,47248,12753,2898,7569,32514,880
07-Jun-2018,28140,2342,,26678,,68865,21182,,48960,12908,2822,7309,32514,879
