02-Apr-2014,75,50,2.510,2.51
03-Apr-2014,28,300,2.510,2.51
03-Apr-2014,29,410,2.510,2.51
03-Apr-2014,69,805,2.511,2.51
04-Apr-2014,11,1040,2.517,2.51
04-Apr-2014,73,160,2.510,2.51
07-Apr-2014,37,250,2.520,2.52
07-Apr-2014,73,1200,2.512,2.51
07-Apr-2014,122,147,2.525,2.52
08-Apr-2014,7,900,2.530,2.53
08-Apr-2014,69,985,2.518,2.51
09-Apr-2014,35,1300,2.522,2.52
09-Apr-2014,71,526,2.510,2.51
09-Apr-2014,90,500,2.510,2.51
10-Apr-2014,14,1030,2.526,2.52
10-Apr-2014,67,580,2.517,2.51
11-Apr-2014,48,300,2.530,2.53
11-Apr-2014,87,670,2.524,2.52
14-Apr-2014,29,645,2.530,2.53,,,3,75,2.500,2.50
14-Apr-2014,64,620,2.523,2.52,,,10,195,2.500,2.50
15-Apr-2014,22,1025,2.532,2.53
15-Apr-2014,62,965,2.526,2.52
15-Apr-2014,183,188,2.537,2.53
16-Apr-2014,22,600,2.548,2.54
17-Apr-2014,19,300,2.540,2.54,,,7,230,2.457,2.30
17-Apr-2014,60,1335,2.526,2.52,,,14,700,2.500,2.50
17-Apr-2014,119,386,2.525,2.52
22-Apr-2014,24,510,2.537,2.53,,,10,-600,2.600,2.60
22-Apr-2014,56,390,2.534,2.52
22-Apr-2014,86,1100,2.524,2.52
23-Apr-2014,9,1200,2.520,2.51
23-Apr-2014,35,1070,2.520,2.51
23-Apr-2014,83,650,2.522,2.52
23-Apr-2014,127,950,2.516,2.51
24-Apr-2014,29,825,2.531,2.51
24-Apr-2014,41,1170,2.518,2.51
24-Apr-2014,99,910,2.512,2.50
28-Apr-2014,32,930,2.514,2.51,,,4,-50,2.600,2.60
28-Apr-2014,79,630,2.515,2.51
28-Apr-2014,122,300,2.520,2.52
29-Apr-2014,28,360,2.520,2.52
29-Apr-2014,64,1060,2.511,2.51
29-Apr-2014,135,500,2.512,2.51
30-Apr-2014,34,850,2.519,2.51
30-Apr-2014,76,545,2.517,2.51
01-May-2014,14,1200,2.520,2.52
01-May-2014,57,620,2.500,2.50
01-May-2014,96,280,2.510,2.51
02-May-2014,5,790,2.550,2.55,,,6,-200,2.600,2.60
02-May-2014,,,,,,,7,-530,2.600,2.60
05-May-2014,24,1150,2.520,2.52
05-May-2014,45,350,2.511,2.51
05-May-2014,87,300,2.522,2.52
06-May-2014,30,1210,2.521,2.52
06-May-2014,58,125,2.520,2.52
07-May-2014,34,670,2.521,2.52
07-May-2014,90,470,2.520,2.52
08-May-2014,41,790,2.528,2.52
09-May-2014,32,1125,2.514,2.51
09-May-2014,62,580,2.520,2.52
09-May-2014,90,315,2.522,2.52
12-May-2014,46,1045,2.512,2.51
12-May-2014,60,300,2.515,2.51
13-May-2014,28,1500,2.510,2.51
13-May-2014,49,430,2.502,2.50
13-May-2014,72,555,2.519,2.51
14-May-2014,14,1070,2.520,2.52
14-May-2014,50,200,2.510,2.51
14-May-2014,86,435,2.522,2.52
15-May-2014,43,230,2.507,2.50
15-May-2014,90,1320,2.516,2.50
15-May-2014,117,100,2.530,2.53
16-May-2014,11,50,2.530,2.53
16-May-2014,26,250,2.490,2.48
16-May-2014,53,150,2.510,2.51
16-May-2014,91,450,2.500,2.50
19-May-2014,29,385,2.524,2.51
20-May-2014,42,140,2.514,2.51
20-May-2014,91,635,2.510,2.51
20-May-2014,184,700,2.507,2.50
21-May-2014,44,925,2.510,2.50
21-May-2014,79,250,2.505,2.50
22-May-2014,5,145,2.510,2.50
22-May-2014,42,1020,2.483,2.48
22-May-2014,98,650,2.504,2.50
23-May-2014,35,200,2.520,2.52
23-May-2014,46,575,2.484,2.48
23-May-2014,63,195,2.495,2.49
23-May-2014,83,200,2.495,2.49
26-May-2014,10,450,2.520,2.52,,,7,340,2.400,2.4
26-May-2014,42,215,2.470,2.47
26-May-2014,87,450,2.482,2.48
26-May-2014,148,250,2.490,2.49
27-May-2014,34,465,2.481,2.45
27-May-2014,73,585,2.477,2.47
28-May-2014,19,50,2.510,2.51
28-May-2014,29,1315,2.469,2.45
28-May-2014,69,650,2.472,2.46
28-May-2014,103,150,2.473,2.47
29-May-2014,33,850,2.472,2.47,,,6,-180,2.580,2.580
29-May-2014,69,300,2.470,2.47
29-May-2014,110,442,2.497,2.47
30-May-2014,7,480,2.482,2.46
02-Jun-2014,14,1100,2.495,2.49
02-Jun-2014,66,40,2.480,2.48
03-Jun-2014,28,800,2.493,2.49,,,3,-200,2.600,2.600
03-Jun-2014,42,400,2.480,2.48
04-Jun-2014,23,560,2.492,2.47
04-Jun-2014,91,230,2.485,2.47
05-Jun-2014,33,775,2.481,2.46
05-Jun-2014,63,703,2.477,2.47
06-Jun-2014,31,600,2.476,2.47,,,6,90,2.467,2.400
06-Jun-2014,67,325,2.498,2.48,,,7,160,2.300,2.300
10-Jun-2014,22,315,2.480,2.48,,,8,-25,2.650,2.650
10-Jun-2014,23,840,2.481,2.48
10-Jun-2014,86,25,2.500,2.50
11-Jun-2014,15,480,2.480,2.48
11-Jun-2014,16,240,2.493,2.48
11-Jun-2014,86,406,2.507,2.50
12-Jun-2014,22,60,2.490,2.49,,,5,180,2.300,2.300
12-Jun-2014,56,920,2.510,2.51
13-Jun-2014,13,310,2.510,2.51,,,5,210,2.400,2.400
13-Jun-2014,14,580,2.502,2.50
13-Jun-2014,96,400,2.506,2.50
16-Jun-2014,21,950,2.507,2.50,,,9,-30,2.700,2.700
16-Jun-2014,49,90,2.490,2.49
17-Jun-2014,22,980,2.490,2.48
17-Jun-2014,59,450,2.500,2.50
18-Jun-2014,14,400,2.480,2.47
19-Jun-2014,8,916,2.503,2.50,,,5,134,2.500,2.50
19-Jun-2014,56,210,2.492,2.48,,,6,360,2.450,2.45
19-Jun-2014,182,40,2.500,2.50
20-Jun-2014,17,360,2.510,2.51
23-Jun-2014,8,300,2.510,2.51,,,3,-50,2.700,2.70
23-Jun-2014,22,1000,2.520,2.52
23-Jun-2014,72,700,2.529,2.52
24-Jun-2014,23,720,2.520,2.52,,,3,-30,2.700,2.70
25-Jun-2014,2,-380,2.550,2.55
26-Jun-2014,4,200,2.530,2.53
26-Jun-2014,6,500,2.520,2.52
26-Jun-2014,47,1400,2.522,2.52
26-Jun-2014,104,26,2.540,2.54
27-Jun-2014,12,625,2.531,2.53
27-Jun-2014,48,440,2.530,2.53
30-Jun-2014,3,200,2.600,2.60
01-Jul-2014,13,1005,2.566,2.55
01-Jul-2014,14,745,2.558,2.55
02-Jul-2014,5,985,2.561,2.56,,,5,-250,2.670,2.67
02-Jul-2014,9,820,2.561,2.56
03-Jul-2014,21,910,2.572,2.56
03-Jul-2014,89,150,2.553,2.55
04-Jul-2014,12,780,2.574,2.57
04-Jul-2014,54,426,2.552,2.54
07-Jul-2014,18,870,2.580,2.58
07-Jul-2014,53,50,2.560,2.56
08-Jul-2014,31,1075,2.583,2.57
08-Jul-2014,56,200,2.558,2.55
09-Jul-2014,14,400,2.610,2.60
09-Jul-2014,36,1400,2.600,2.60
09-Jul-2014,90,50,2.550,2.55
10-Jul-2014,32,1720,2.605,2.60
10-Jul-2014,61,100,2.580,2.58
11-Jul-2014,5,775,2.603,2.60
11-Jul-2014,6,70,2.600,2.60
14-Jul-2014,23,950,2.608,2.58,,,3,-200,2.550,2.55
14-Jul-2014,24,790,2.609,2.58
14-Jul-2014,78,50,2.580,2.58
15-Jul-2014,15,1150,2.578,2.56
16-Jul-2014,30,1290,2.570,2.55
17-Jul-2014,19,360,2.578,2.57,,,5,-255,2.600,2.60
18-Jul-2014,28,650,2.554,2.55
21-Jul-2014,31,1150,2.552,2.55,,,3,-310,2.577,2.55
21-Jul-2014,71,470,2.527,2.52
22-Jul-2014,22,1000,2.550,2.55
22-Jul-2014,55,1050,2.530,2.53
22-Jul-2014,56,435,2.530,2.53
22-Jul-2014,106,315,2.517,2.51
23-Jul-2014,37,1180,2.553,2.54
23-Jul-2014,71,430,2.525,2.52
24-Jul-2014,8,250,2.583,2.58
25-Jul-2014,24,930,2.548,2.54
25-Jul-2014,41,300,2.550,2.55
28-Jul-2014,22,740,2.548,2.54
28-Jul-2014,78,315,2.535,2.53
29-Jul-2014,36,1180,2.533,2.53
29-Jul-2014,66,910,2.527,2.52
30-Jul-2014,13,390,2.545,2.53
30-Jul-2014,36,820,2.530,2.53
30-Jul-2014,57,351,2.533,2.53
31-Jul-2014,36,710,2.537,2.53,,,5,490,2.489,2.30
31-Jul-2014,70,205,2.531,2.53
01-Aug-2014,26,1165,2.549,2.54,,,5,121,2.610,2.61
01-Aug-2014,,,,,,,6,49,2.300,2.30
01-Aug-2014,,,,,,,11,100,2.400,2.40
04-Aug-2014,2,-230,2.650,2.65
05-Aug-2014,35,1105,2.549,2.54
05-Aug-2014,77,385,2.537,2.53
06-Aug-2014,20,1205,2.552,2.55
07-Aug-2014,26,1593,2.555,2.55
08-Aug-2014,11,750,2.557,2.55
08-Aug-2014,63,1405,2.536,2.53
11-Aug-2014,29,685,2.553,2.55
11-Aug-2014,57,565,2.534,2.53
12-Aug-2014,27,1257,2.553,2.54
12-Aug-2014,63,300,2.540,2.54
13-Aug-2014,29,1555,2.550,2.55
13-Aug-2014,69,435,2.562,2.54
14-Aug-2014,21,1215,2.550,2.55
14-Aug-2014,71,500,2.560,2.56
15-Aug-2014,34,1900,2.558,2.55
18-Aug-2014,23,1065,2.559,2.55
18-Aug-2014,59,945,2.557,2.55
19-Aug-2014,37,2315,2.549,2.54
20-Aug-2014,49,1120,2.542,2.54
21-Aug-2014,54,1090,2.547,2.54,,,5,682,2.379,2.30
21-Aug-2014,,,,,,,6,250,2.500,2.50
21-Aug-2014,,,,,,,11,108,2.500,2.50
22-Aug-2014,46,2275,2.523,2.52
25-Aug-2014,60,850,2.524,2.51,,,9,350,2.300,2.30
26-Aug-2014,17,850,2.526,2.50
26-Aug-2014,58,1850,2.520,2.52
26-Aug-2014,185,275,2.500,2.50
27-Aug-2014,19,830,2.510,2.50,,,5,413,2.480,2.45
27-Aug-2014,20,1300,2.518,2.51,,,6,177,2.320,2.32
27-Aug-2014,,,,,,,9,200,2.350,2.35
28-Aug-2014,8,241,2.532,2.53,,,5,242,2.510,2.50
28-Aug-2014,,,,,,,11,428,2.413,2.38
29-Aug-2014,10,135,2.544,2.54,,,11,270,2.388,2.31
29-Aug-2014,11,550,2.544,2.54
01-Sep-2014,10,550,2.535,2.53,,,3,250,2.500,2.50
01-Sep-2014,11,800,2.544,2.53,,,4,100,2.320,2.32
01-Sep-2014,63,550,2.550,2.55
02-Sep-2014,14,490,2.534,2.53
02-Sep-2014,15,1562,2.539,2.53
03-Sep-2014,51,2026,2.550,2.55
04-Sep-2014,53,2030,2.538,2.53,,,6,230,2.320,2.32
05-Sep-2014,53,1930,2.531,2.50
08-Sep-2014,38,1380,2.528,2.52
08-Sep-2014,39,442,2.555,2.53
08-Sep-2014,66,1030,2.531,2.53
09-Sep-2014,35,760,2.525,2.52
09-Sep-2014,36,1054,2.537,2.53
09-Sep-2014,86,605,2.525,2.51
10-Sep-2014,61,1400,2.538,2.53
11-Sep-2014,54,1705,2.546,2.54,,,11,240,2.395,2.31
12-Sep-2014,10,1400,2.550,2.55
15-Sep-2014,51,2000,2.544,2.54
16-Sep-2014,8,1680,2.550,2.55
16-Sep-2014,72,658,2.546,2.53
16-Sep-2014,181,830,2.542,2.52
17-Sep-2014,9,1875,2.551,2.55
18-Sep-2014,60,1152,2.546,2.54
19-Sep-2014,26,530,2.567,2.56
22-Sep-2014,7,675,2.554,2.55,,,3,170,2.342,2.32
22-Sep-2014,8,1660,2.554,2.55,,,8,100,2.425,2.40
23-Sep-2014,8,1298,2.549,2.54
23-Sep-2014,9,1400,2.553,2.55
24-Sep-2014,19,1046,2.556,2.55
25-Sep-2014,14,2165,2.553,2.54
26-Sep-2014,7,1071,2.566,2.56
29-Sep-2014,38,1305,2.563,2.55,,,3,25,2.500,2.50
29-Sep-2014,,,,,,,4,95,2.500,2.50
29-Sep-2014,,,,,,,8,160,2.500,2.50
30-Sep-2014,17,775,2.554,2.55
30-Sep-2014,20,1165,2.554,2.55
01-Oct-2014,8,500,2.550,2.55
01-Oct-2014,30,780,2.555,2.55
02-Oct-2014,35,470,2.552,2.55,,,6,195,2.350,2.35
02-Oct-2014,36,1900,2.560,2.56,,,11,85,2.379,2.35
03-Oct-2014,12,590,2.570,2.57
06-Oct-2014,2,-200,2.650,2.65
07-Oct-2014,7,1100,2.565,2.56,,,9,360,2.350,2.35
07-Oct-2014,8,1050,2.562,2.56
08-Oct-2014,15,1080,2.582,2.57
09-Oct-2014,21,1326,2.583,2.58
09-Oct-2014,56,850,2.587,2.58
10-Oct-2014,27,1735,2.592,2.58
13-Oct-2014,29,2170,2.582,2.58
13-Oct-2014,30,180,2.590,2.59
14-Oct-2014,30,805,2.582,2.58
14-Oct-2014,31,900,2.583,2.58
15-Oct-2014,33,1025,2.586,2.58
15-Oct-2014,34,1555,2.590,2.58
16-Oct-2014,26,870,2.581,2.58
16-Oct-2014,27,1360,2.590,2.58
17-Oct-2014,34,1416,2.585,2.57
20-Oct-2014,18,1800,2.572,2.57,,,3,660,2.386,2.33
20-Oct-2014,,,,,,,4,210,2.500,2.50
20-Oct-2014,,,,,,,8,200,2.350,2.35
21-Oct-2014,29,2075,2.571,2.57,,,3,-200,2.570,2.57
21-Oct-2014,35,1285,2.573,2.57
22-Oct-2014,44,2400,2.574,2.56
22-Oct-2014,93,450,2.566,2.55
22-Oct-2014,175,431,2.562,2.55
23-Oct-2014,76,945,2.562,2.55,,,7,230,2.350,2.35
23-Oct-2014,77,1180,2.552,2.55
24-Oct-2014,7,1000,2.550,2.55
24-Oct-2014,20,930,2.551,2.55
27-Oct-2014,37,525,2.549,2.53
27-Oct-2014,38,743,2.534,2.53
27-Oct-2014,78,1215,2.538,2.53
28-Oct-2014,43,1960,2.538,2.53
28-Oct-2014,168,553,2.533,2.51
29-Oct-2014,36,645,2.538,2.53
29-Oct-2014,37,575,2.550,2.54
30-Oct-2014,46,1020,2.532,2.53
30-Oct-2014,47,685,2.542,2.53
30-Oct-2014,91,646,2.529,2.52
31-Oct-2014,27,1618,2.525,2.52
31-Oct-2014,54,1000,2.520,2.52
31-Oct-2014,119,220,2.519,2.51
03-Nov-2014,30,1070,2.525,2.52
03-Nov-2014,155,700,2.506,2.50
04-Nov-2014,28,1320,2.523,2.52
05-Nov-2014,36,1275,2.527,2.52
05-Nov-2014,79,730,2.525,2.52
06-Nov-2014,32,2165,2.534,2.53
06-Nov-2014,33,20,2.530,2.53
07-Nov-2014,41,2090,2.530,2.51
07-Nov-2014,77,1040,2.526,2.52
10-Nov-2014,32,1634,2.535,2.52
11-Nov-2014,36,1290,2.536,2.53
11-Nov-2014,56,1110,2.530,2.52
12-Nov-2014,27,1141,2.525,2.51
12-Nov-2014,64,1400,2.527,2.52
13-Nov-2014,15,950,2.505,2.50
13-Nov-2014,39,1000,2.500,2.50
13-Nov-2014,88,1080,2.512,2.51
13-Nov-2014,89,740,2.501,2.50
14-Nov-2014,32,415,2.486,2.48
14-Nov-2014,83,1748,2.504,2.48
17-Nov-2014,21,723,2.502,2.48
17-Nov-2014,22,20,2.500,2.50
17-Nov-2014,58,1690,2.501,2.48
18-Nov-2014,8,1280,2.522,2.50
18-Nov-2014,50,290,2.530,2.53
