A3 MONETARY POLICY OPERATIONS – OPEN MARKET OPERATIONS REPO TRANSACTION DETAILS
Title,OMO Terms,OMO Amounts,OMO Fixed Average Rates,OMO Fixed Cut-off Rates,OMO Floating Average Spreads,OMO Floating Cut-off Spreads,Additional OMO Terms,Additional OMO Amounts,Additional OMO Fixed Average Rates,Additional OMO Fixed Cut-off Rates,Additional OMO Floating Average Spreads,Additional OMO Floating Cut-off Spreads
Description,Term,Value dealt,Weighted average rate,Cut-off rate,Weighted average spread,Cut-off spread,Term,Value dealt,Weighted average rate,Cut-off rate,Weighted average spread,Cut-off spread
Frequency,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily
Type,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original,Original
Units,Days,$m,Per cent,Per cent,Basis points,Basis points,Days,$m,Per cent,Per cent,Basis points,Basis points


Source,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA
Publication date,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026,10-Sep-2026
Series ID,AFROMOTD,AFROMOVD,AFROMOWAR,AFROMOCOR,AFROMOWAS,AFROMOCOS,AAROMOTD,AAROMOVD,AAROMOWAR,AAROMOCOR,AAROMOWAS,AAROMOCOS
11-Nov-2013,30,980,2.518,2.51
11-Nov-2013,66,350,2.503,2.50
12-Nov-2013,37,650,2.513,2.51
12-Nov-2013,51,250,2.500,2.50
12-Nov-2013,72,1000,2.500,2.50
13-Nov-2013,33,815,2.501,2.50
13-Nov-2013,54,880,2.500,2.50
13-Nov-2013,90,300,2.500,2.50
14-Nov-2013,22,350,2.510,2.51
14-Nov-2013,63,505,2.500,2.50
15-Nov-2013,6,520,2.520,2.52
15-Nov-2013,32,920,2.510,2.51
18-Nov-2013,28,550,2.520,2.52
18-Nov-2013,58,700,2.511,2.51
19-Nov-2013,30,1105,2.517,2.51
19-Nov-2013,51,420,2.511,2.51
20-Nov-2013,16,930,2.520,2.52
20-Nov-2013,48,630,2.512,2.51
22-Nov-2013,7,1150,2.512,2.51
22-Nov-2013,21,1250,2.502,2.50
22-Nov-2013,47,590,2.500,2.50
22-Nov-2013,48,300,2.515,2.50
25-Nov-2013,8,1150,2.507,2.50
25-Nov-2013,38,550,2.509,2.50
25-Nov-2013,51,630,2.503,2.50
26-Nov-2013,13,180,2.490,2.49,,,6,-260,2.550,2.55
26-Nov-2013,41,1000,2.490,2.48
26-Nov-2013,42,650,2.500,2.50
26-Nov-2013,59,936,2.491,2.48
26-Nov-2013,71,100,2.500,2.50
26-Nov-2013,99,100,2.500,2.50
27-Nov-2013,5,600,2.520,2.52
27-Nov-2013,37,345,2.498,2.49
28-Nov-2013,25,874,2.511,2.51
28-Nov-2013,47,250,2.500,2.50
29-Nov-2013,7,850,2.510,2.51,,,3,535,2.500,2.50
29-Nov-2013,19,105,2.520,2.52
02-Dec-2013,17,1000,2.482,2.48,,,2,265,2.500,2.50
02-Dec-2013,31,1000,2.480,2.48,,,7,410,2.500,2.50
02-Dec-2013,32,300,2.480,2.48
02-Dec-2013,60,50,2.490,2.49
02-Dec-2013,78,260,2.499,2.48
03-Dec-2013,35,950,2.490,2.49,,,3,560,2.500,2.50
04-Dec-2013,35,350,2.506,2.50
04-Dec-2013,55,1045,2.482,2.48
04-Dec-2013,69,275,2.494,2.49
05-Dec-2013,13,690,2.490,2.48,,,5,465,2.500,2.50
05-Dec-2013,40,430,2.494,2.49
05-Dec-2013,41,150,2.497,2.49
06-Dec-2013,27,720,2.490,2.49
09-Dec-2013,3,50,2.530,2.53
09-Dec-2013,29,800,2.490,2.49
09-Dec-2013,30,1125,2.491,2.49
09-Dec-2013,39,100,2.490,2.49
09-Dec-2013,66,100,2.500,2.50
10-Dec-2013,35,1500,2.503,2.50
10-Dec-2013,36,600,2.500,2.50
10-Dec-2013,50,100,2.510,2.51
11-Dec-2013,12,700,2.510,2.51
11-Dec-2013,36,625,2.502,2.50
11-Dec-2013,57,230,2.512,2.51
12-Dec-2013,28,50,2.510,2.51,,,8,-290,2.540,2.54
12-Dec-2013,29,50,2.510,2.51
12-Dec-2013,64,1280,2.508,2.50
13-Dec-2013,34,930,2.511,2.51
13-Dec-2013,35,20,2.510,2.51
13-Dec-2013,67,675,2.513,2.51
16-Dec-2013,17,445,2.520,2.52,,,3,90,2.500,2.50
16-Dec-2013,18,580,2.510,2.51,,,4,180,2.500,2.50
16-Dec-2013,38,96,2.520,2.52
17-Dec-2013,3,500,2.530,2.53
17-Dec-2013,23,870,2.520,2.52
18-Dec-2013,21,640,2.520,2.52
18-Dec-2013,22,390,2.520,2.52
18-Dec-2013,55,705,2.520,2.52
19-Dec-2013,22,1000,2.520,2.52,,,11,290,2.500,2.50
19-Dec-2013,36,850,2.520,2.52
19-Dec-2013,56,200,2.530,2.53
20-Dec-2013,20,680,2.532,2.53
20-Dec-2013,34,400,2.533,2.53
23-Dec-2013,15,775,2.534,2.53
23-Dec-2013,21,754,2.535,2.53
30-Dec-2013,10,595,2.544,2.54
31-Dec-2013,7,200,2.560,2.56,,,3,470,2.500,2.50
31-Dec-2013,17,1100,2.537,2.52,,,10,50,2.500,2.50
02-Jan-2014,8,290,2.557,2.55
03-Jan-2014,13,500,2.558,2.55
03-Jan-2014,26,1200,2.545,2.53
03-Jan-2014,27,600,2.537,2.53
06-Jan-2014,18,1635,2.533,2.53
06-Jan-2014,38,25,2.550,2.55
07-Jan-2014,23,1190,2.540,2.54
07-Jan-2014,49,195,2.540,2.54
08-Jan-2014,23,800,2.540,2.54
08-Jan-2014,57,695,2.540,2.54
09-Jan-2014,28,1165,2.544,2.54
09-Jan-2014,63,1100,2.544,2.54
10-Jan-2014,18,650,2.550,2.55
10-Jan-2014,56,1010,2.543,2.54
13-Jan-2014,16,555,2.550,2.55
13-Jan-2014,25,1024,2.500,2.54
14-Jan-2014,21,1420,2.554,2.55
14-Jan-2014,38,150,2.560,2.56
15-Jan-2014,23,1210,2.557,2.55
16-Jan-2014,15,810,2.561,2.56
16-Jan-2014,28,850,2.552,2.55
17-Jan-2014,18,700,2.560,2.56
17-Jan-2014,19,740,2.549,2.54
17-Jan-2014,35,550,2.545,2.54
20-Jan-2014,21,245,2.546,2.54
20-Jan-2014,22,1190,2.541,2.54
20-Jan-2014,46,960,2.538,2.53
21-Jan-2014,22,790,2.543,2.54,,,3,220,2.500,2.50
21-Jan-2014,23,725,2.540,2.54
21-Jan-2014,42,470,2.534,2.53
22-Jan-2014,15,720,2.540,2.53
22-Jan-2014,16,855,2.534,2.53
22-Jan-2014,29,700,2.520,2.52
22-Jan-2014,30,1430,2.520,2.52
22-Jan-2014,43,200,2.525,2.52
22-Jan-2014,44,700,2.521,2.52
22-Jan-2014,78,256,2.516,2.50
23-Jan-2014,12,360,2.556,2.55
23-Jan-2014,13,450,2.550,2.55
24-Jan-2014,20,985,2.553,2.55
24-Jan-2014,46,1096,2.538,2.53
28-Jan-2014,20,870,2.546,2.54
28-Jan-2014,52,895,2.530,2.53
29-Jan-2014,7,1000,2.570,2.57
29-Jan-2014,8,570,2.550,2.55
29-Jan-2014,43,240,2.540,2.54
30-Jan-2014,6,900,2.560,2.56
30-Jan-2014,33,1065,2.544,2.54
31-Jan-2014,35,650,2.555,2.55
31-Jan-2014,55,700,2.543,2.54
03-Feb-2014,14,240,2.550,2.55,,,3,430,2.506,2.50
03-Feb-2014,15,810,2.550,2.55,,,9,41,2.520,2.52
03-Feb-2014,37,350,2.550,2.55
04-Feb-2014,21,820,2.566,2.56
04-Feb-2014,37,900,2.553,2.55
04-Feb-2014,65,370,2.547,2.54
05-Feb-2014,14,490,2.551,2.55,,,5,-600,2.540,2.54
05-Feb-2014,15,520,2.556,2.55
05-Feb-2014,29,1745,2.550,2.55
05-Feb-2014,61,100,2.550,2.55
06-Feb-2014,4,1045,2.554,2.55
06-Feb-2014,21,620,2.550,2.55
06-Feb-2014,49,550,2.550,2.55
07-Feb-2014,26,1000,2.550,2.55
07-Feb-2014,39,630,2.540,2.54
07-Feb-2014,55,344,2.544,2.53
10-Feb-2014,11,800,2.560,2.56
10-Feb-2014,50,600,2.540,2.54
11-Feb-2014,6,1100,2.555,2.55
11-Feb-2014,56,565,2.540,2.54
12-Feb-2014,15,145,2.562,2.56
12-Feb-2014,50,840,2.541,2.54
13-Feb-2014,19,450,2.560,2.56
13-Feb-2014,40,1050,2.550,2.55
14-Feb-2014,24,990,2.558,2.55
14-Feb-2014,25,325,2.566,2.55
14-Feb-2014,56,100,2.560,2.56
17-Feb-2014,18,795,2.556,2.55
17-Feb-2014,45,1415,2.545,2.54
17-Feb-2014,57,80,2.560,2.56
18-Feb-2014,24,2050,2.548,2.54
18-Feb-2014,48,640,2.546,2.54
19-Feb-2014,27,925,2.538,2.53
20-Feb-2014,34,1010,2.542,2.54
21-Feb-2014,24,1405,2.535,2.53,,,5,520,2.500,2.50
21-Feb-2014,,,,,,,6,420,2.500,2.50
24-Feb-2014,24,1400,2.536,2.52,,,3,-340,2.526,2.53
24-Feb-2014,25,1450,2.517,2.51,,,4,-50,2.580,2.58
24-Feb-2014,57,915,2.524,2.51
25-Feb-2014,8,270,2.530,2.53,,,3,-390,2.550,2.55
25-Feb-2014,51,1586,2.521,2.51
26-Feb-2014,13,350,2.521,2.52,,,5,-260,2.580,2.58
26-Feb-2014,14,400,2.530,2.52
26-Feb-2014,55,770,2.506,2.50
27-Feb-2014,28,1105,2.514,2.51,,,5,-300,2.576,2.60
28-Feb-2014,28,1500,2.502,2.49
28-Feb-2014,68,850,2.497,2.48
28-Feb-2014,69,50,2.500,2.50
03-Mar-2014,35,1450,2.502,2.50
03-Mar-2014,36,1200,2.500,2.50
03-Mar-2014,67,85,2.511,2.49
04-Mar-2014,31,1370,2.501,2.49
04-Mar-2014,72,1500,2.496,2.48
05-Mar-2014,27,625,2.495,2.49
05-Mar-2014,48,735,2.480,2.48
06-Mar-2014,7,605,2.502,2.50
06-Mar-2014,34,920,2.511,2.50
06-Mar-2014,35,475,2.513,2.50
07-Mar-2014,26,1005,2.504,2.50,,,5,-350,2.600,2.60
07-Mar-2014,48,745,2.505,2.50
10-Mar-2014,7,330,2.520,2.52,,,4,-350,2.580,2.58
10-Mar-2014,29,460,2.502,2.49
10-Mar-2014,57,1190,2.505,2.49
11-Mar-2014,30,650,2.502,2.49
11-Mar-2014,63,720,2.503,2.50
12-Mar-2014,13,480,2.520,2.52
13-Mar-2014,29,1020,2.517,2.51
13-Mar-2014,48,400,2.510,2.51
13-Mar-2014,84,290,2.523,2.52
14-Mar-2014,4,110,2.550,2.55
14-Mar-2014,41,750,2.513,2.51
14-Mar-2014,54,1150,2.504,2.50
17-Mar-2014,24,880,2.510,2.51
17-Mar-2014,60,595,2.504,2.50
18-Mar-2014,29,535,2.498,2.49
18-Mar-2014,51,850,2.504,2.50
18-Mar-2014,107,100,2.520,2.52
19-Mar-2014,7,1000,2.500,2.50
19-Mar-2014,19,250,2.460,2.46
19-Mar-2014,43,320,2.461,2.46
19-Mar-2014,106,1725,2.485,2.47
20-Mar-2014,41,315,2.506,2.50,,,5,50,2.500,2.50
20-Mar-2014,90,550,2.485,2.48,,,7,365,2.500,2.50
20-Mar-2014,,,,,,,11,50,2.350,2.35
21-Mar-2014,10,125,2.500,2.50,,,6,400,2.400,2.40
21-Mar-2014,34,550,2.509,2.50,,,7,400,2.400,2.40
21-Mar-2014,60,940,2.483,2.48
24-Mar-2014,73,870,2.487,2.48
25-Mar-2014,14,200,2.520,2.52
25-Mar-2014,57,700,2.474,2.47
25-Mar-2014,184,800,2.486,2.48
26-Mar-2014,36,630,2.470,2.47
26-Mar-2014,77,260,2.488,2.48
26-Mar-2014,127,1100,2.485,2.48
27-Mar-2014,7,300,2.498,2.49
27-Mar-2014,43,500,2.490,2.49
27-Mar-2014,84,500,2.480,2.48
28-Mar-2014,41,700,2.497,2.49,,,5,-260,2.600,2.60
31-Mar-2014,35,1210,2.492,2.49
31-Mar-2014,65,1075,2.490,2.49
31-Mar-2014,136,50,2.500,2.50
01-Apr-2014,8,510,2.536,2.53,,,3,-230,2.550,2.55
02-Apr-2014,37,1020,2.510,2.51
