Series ID,DGFACHM,DGFACH12,DGFACOHM,DGFACOH12,DGFACIHM,DGFACIH12,DGFACOPM,DGFACOP12,DGFACBNFM,DGFACBNF12,DGFACBM,DGFACB12,DGFACBNWM,DGFACBNW12,DGFACNFM,DGFACNF12,DGFACM,DGFAC12,DGFACNWM,DGFACNW12,DGFAM3M,DGFAM312,DGFABMM,DGFABM12
31/10/1990,0.9,13.1,1.0,,0.2,,0.3,4.9,,,0.5,9.9,,,,,0.6,9.9,,,0.6,10.4,0.3,6.3
30/11/1990,0.8,12.8,0.6,,3.4,,-0.8,3.3,,,0.1,8.8,,,,,0.1,9.0,,,1.0,10.7,0.5,6.2
31/12/1990,0.9,12.6,1.0,,1.5,,0.0,2.6,,,0.6,8.6,,,,,0.6,8.7,,,0.8,10.7,0.0,5.1
31/01/1991,1.0,12.3,0.9,11.5,2.6,40.2,0.2,2.4,,,0.1,8.6,,,,,0.3,8.6,,,-0.8,8.6,-0.4,3.9
28/02/1991,1.0,12.1,0.8,11.3,2.4,37.1,0.0,1.9,,,0.1,6.7,,,,,0.3,7.3,,,-0.1,7.2,0.1,3.6
31/03/1991,0.7,11.8,0.8,11.1,1.5,35.1,-0.6,1.2,,,-0.5,4.2,,,,,-0.2,5.6,,,0.4,6.8,0.2,3.5
30/04/1991,0.7,11.3,0.5,10.2,1.4,33.8,0.0,-0.8,,,-0.3,2.5,,,,,0.0,4.1,,,0.0,5.5,-0.5,2.1
31/05/1991,0.8,11.1,0.8,10.0,1.8,33.2,0.0,-1.2,,,-0.7,1.6,,,,,-0.3,3.4,,,0.8,5.7,-0.2,1.6
30/06/1991,0.9,11.1,1.0,10.0,2.2,32.2,-1.1,-2.9,,,-0.4,0.6,,,,,-0.2,2.6,,,0.3,5.4,-0.1,1.3
31/07/1991,0.9,11.0,0.6,10.2,0.6,27.9,-0.9,-4.4,,,-0.5,-0.7,,,,,-0.2,1.6,,,0.3,5.4,-0.2,0.9
31/08/1991,0.7,10.3,1.0,10.2,-0.4,20.3,-0.4,-2.5,,,-0.2,-1.6,,,,,0.0,1.1,,,0.3,4.8,-0.5,-0.3
30/09/1991,0.8,10.6,0.6,10.0,1.5,20.5,-0.3,-3.6,,,-0.4,-1.7,,,,,0.0,1.0,,,0.6,4.2,0.6,-0.1
31/10/1991,1.2,10.9,1.9,11.0,1.2,21.7,-0.5,-4.4,,,-0.8,-3.0,,,,,-0.2,0.1,,,-0.2,3.4,-0.2,-0.6
30/11/1991,1.1,11.3,1.3,11.8,1.7,19.6,-0.3,-3.9,,,-0.4,-3.4,,,,,0.0,0.1,,,-0.1,2.2,-0.4,-1.5
31/12/1991,1.1,11.6,0.9,11.7,1.9,20.0,-0.9,-4.7,,,-0.6,-4.5,,,,,-0.2,-0.7,,,0.6,2.1,-0.2,-1.7
31/01/1992,0.8,11.4,0.9,11.8,0.7,17.8,-0.3,-5.2,,,-0.2,-4.9,,,,,0.0,-1.0,,,0.1,3.0,0.1,-1.3
29/02/1992,0.9,11.3,0.9,11.9,0.7,15.8,-0.5,-5.6,,,-0.3,-5.2,,,,,0.0,-1.3,,,0.4,3.5,0.2,-1.2
31/03/1992,0.9,11.5,0.9,11.9,1.2,15.4,0.1,-4.9,,,-1.1,-5.8,,,,,-0.4,-1.5,,,-0.6,2.5,-0.2,-1.6
30/04/1992,1.0,11.8,0.7,12.2,1.3,15.3,-0.7,-5.6,,,-0.9,-6.4,,,,,-0.3,-1.8,,,0.9,3.4,0.6,-0.5
31/05/1992,1.0,12.0,0.9,12.3,1.9,15.3,-0.5,-6.0,,,-0.4,-6.1,,,,,-0.1,-1.6,,,0.4,3.1,0.3,0.0
30/06/1992,1.0,12.1,0.8,12.0,0.4,13.3,-0.2,-5.1,,,0.0,-5.7,,,,,0.2,-1.2,,,0.1,2.9,-0.2,-0.1
31/07/1992,1.0,12.2,1.2,12.7,0.3,12.9,0.6,-3.8,,,-1.5,-6.7,,,,,-0.5,-1.5,,,0.6,3.2,0.5,0.7
31/08/1992,1.0,12.5,0.9,12.5,1.6,15.2,-0.6,-4.0,,,0.0,-6.5,,,,,0.2,-1.3,,,0.9,3.8,0.9,2.0
30/09/1992,1.0,12.8,0.8,12.7,0.9,14.5,0.1,-3.7,,,0.2,-5.9,,,,,0.5,-0.8,,,0.1,3.2,0.1,1.5
31/10/1992,1.5,13.0,1.3,12.1,1.9,15.3,0.7,-2.5,,,-0.9,-6.0,,,,,0.0,-0.6,,,0.0,3.5,-0.1,1.6
30/11/1992,1.3,13.2,1.2,12.0,2.0,15.7,0.2,-2.0,,,-0.7,-6.3,,,,,0.0,-0.6,,,0.5,4.2,0.1,2.1
31/12/1992,1.2,13.3,1.0,12.0,1.8,15.6,-0.7,-1.8,,,-1.2,-6.9,,,,,-0.4,-0.8,,,0.5,4.0,-0.1,2.3
31/01/1993,1.2,13.6,1.3,12.4,2.3,17.4,-0.4,-1.9,,,0.3,-6.4,,,,,0.5,-0.4,,,0.7,4.7,0.9,3.1
28/02/1993,1.2,14.0,1.0,12.5,1.6,18.6,0.1,-1.3,,,0.1,-6.0,,,,,0.4,0.0,,,0.7,4.9,0.5,3.5
31/03/1993,1.3,14.4,1.3,12.9,1.4,18.8,0.3,-1.1,,,-0.3,-5.3,,,,,0.3,0.7,,,0.4,5.9,0.0,3.6
30/04/1993,1.4,15.0,1.3,13.5,2.5,20.3,-0.5,-1.0,,,-0.2,-4.6,,,,,0.3,1.4,,,0.2,5.2,0.0,3.1
31/05/1993,1.4,15.4,1.4,14.0,2.0,20.5,-0.1,-0.6,,,-0.1,-4.3,,,,,0.3,1.8,,,0.2,5.0,0.4,3.1
30/06/1993,1.5,16.0,1.2,14.6,1.7,22.1,-0.1,-0.5,,,-0.4,-4.7,,,,,0.2,1.8,,,1.2,6.1,0.5,3.9
31/07/1993,1.4,16.5,1.1,14.5,1.9,24.1,-0.1,-1.2,,,-0.3,-3.5,,,,,0.4,2.7,,,0.5,6.0,0.1,3.5
31/08/1993,1.3,16.8,1.1,14.8,1.7,24.2,0.3,-0.2,,,0.0,-3.5,,,,,0.4,2.9,,,-0.2,4.8,-0.1,2.5
30/09/1993,1.5,17.4,1.4,15.5,2.3,26.0,0.4,0.2,,,-0.1,-3.9,,,,,0.5,3.0,,,1.0,5.8,0.4,2.8
31/10/1993,1.4,17.3,1.4,15.5,2.0,26.1,-0.1,-0.6,,,-0.2,-3.3,,,,,0.4,3.3,,,0.5,6.2,0.2,3.1
30/11/1993,1.4,17.4,1.1,15.5,1.7,25.6,0.6,-0.3,,,0.1,-2.4,,,,,0.6,3.9,,,0.5,6.2,0.2,3.2
31/12/1993,1.6,18.0,1.7,16.2,1.5,25.3,0.4,0.8,,,-0.2,-1.4,,,,,0.5,4.9,,,0.6,6.3,0.5,3.7
31/01/1994,1.6,18.4,1.5,16.5,1.5,24.3,0.2,1.3,,,0.0,-1.7,,,,,0.6,5.0,,,1.0,6.6,1.2,4.0
28/02/1994,1.7,19.0,1.6,17.2,2.0,24.7,0.6,1.8,,,-0.3,-2.1,,,,,0.5,5.0,,,0.5,6.4,-0.3,3.2
31/03/1994,1.9,19.7,1.7,17.7,2.5,26.2,0.3,1.8,,,0.1,-1.7,,,,,0.7,5.5,,,1.1,7.2,1.1,4.3
30/04/1994,1.7,20.1,1.8,18.3,2.0,25.5,0.6,3.0,,,0.3,-1.2,,,,,0.9,6.2,,,0.8,7.8,0.6,4.9
31/05/1994,1.8,20.6,1.7,18.7,2.5,26.1,0.2,3.2,,,0.1,-1.0,,,,,0.7,6.6,,,0.6,8.3,0.5,5.1
30/06/1994,1.8,21.0,1.6,19.2,2.4,26.8,0.7,4.1,,,0.2,-0.3,,,,,0.8,7.2,,,0.5,7.6,0.6,5.1
31/07/1994,1.6,21.2,1.6,19.7,2.6,27.8,0.2,4.4,,,0.6,0.6,,,,,1.1,8.0,,,0.8,8.0,1.1,6.1
31/08/1994,1.7,21.7,1.4,19.9,1.9,28.0,0.7,4.8,,,0.3,0.9,,,,,0.9,8.4,,,0.9,9.1,0.7,6.9
30/09/1994,1.4,21.6,1.2,19.8,2.2,27.8,0.5,4.9,,,-0.1,1.0,,,,,0.6,8.5,,,0.2,8.2,0.2,6.7
31/10/1994,1.1,21.3,1.2,19.5,1.4,27.1,0.5,5.6,,,0.9,2.1,,,,,1.0,9.1,,,0.9,8.7,1.0,7.5
30/11/1994,1.4,21.3,1.2,19.6,1.7,27.2,0.9,6.0,,,0.3,2.3,,,,,0.8,9.3,,,0.9,9.2,0.9,8.3
31/12/1994,1.3,20.8,1.2,19.0,2.1,27.8,1.0,6.6,,,-0.1,2.4,,,,,0.6,9.4,,,0.9,9.6,0.5,8.3
31/01/1995,1.2,20.4,1.1,18.5,1.7,28.1,0.8,7.3,,,0.1,2.5,,,,,0.6,9.4,,,-0.3,8.2,0.3,7.3
28/02/1995,1.1,19.7,1.0,17.8,1.6,27.7,0.6,7.3,,,0.6,3.5,,,,,0.8,9.8,,,0.5,8.2,0.3,7.9
31/03/1995,1.1,18.8,0.9,16.9,1.6,26.5,1.1,8.2,,,0.3,3.7,,,,,0.7,9.7,,,1.0,8.1,0.8,7.6
30/04/1995,0.7,17.6,0.8,15.7,0.9,25.1,1.2,8.8,,,0.6,4.0,,,,,0.7,9.6,,,0.5,7.7,0.5,7.5
31/05/1995,0.8,16.5,0.7,14.6,0.6,22.8,1.3,10.0,,,0.9,4.8,,,,,0.9,9.7,,,0.5,7.6,0.8,7.7
30/06/1995,0.7,15.3,0.6,13.5,1.0,21.2,0.8,10.1,,,1.0,5.6,,,,,0.7,9.7,,,0.3,7.3,0.2,7.3
31/07/1995,0.8,14.3,0.6,12.4,1.0,19.2,1.0,10.9,,,0.0,5.0,,,,,0.6,9.2,,,0.5,7.0,0.6,6.8
31/08/1995,0.8,13.3,0.7,11.6,0.9,18.1,0.8,11.1,,,0.9,5.6,,,,,0.8,9.1,,,0.9,7.1,0.7,6.8
30/09/1995,1.0,12.8,0.9,11.2,1.9,17.7,0.7,11.3,,,1.5,7.2,,,,,1.2,9.8,,,1.2,8.1,0.8,7.5
31/10/1995,1.1,12.8,0.9,11.0,2.2,18.5,0.5,11.3,,,0.8,7.1,,,,,0.9,9.8,,,0.8,8.1,0.9,7.5
30/11/1995,1.1,12.4,1.0,10.8,1.4,18.1,0.4,10.8,,,1.4,8.3,,,,,1.2,10.2,,,0.8,7.9,0.8,7.3
31/12/1995,1.2,12.3,1.2,10.8,1.9,18.0,0.6,10.3,,,1.7,10.2,,,,,1.3,11.0,,,1.5,8.5,0.9,7.8
31/01/1996,1.0,12.2,0.9,10.6,1.1,17.3,0.8,10.4,,,1.2,11.3,,,,,1.1,11.5,,,0.3,9.2,0.7,8.2
29/02/1996,0.9,11.9,0.9,10.4,1.1,16.7,0.7,10.4,,,1.8,12.6,,,,,1.4,12.1,,,0.7,9.4,1.3,9.3
31/03/1996,0.9,11.7,0.9,10.5,1.5,16.7,0.8,10.1,,,1.4,13.8,,,,,1.1,12.6,,,0.5,9.0,0.8,9.4
30/04/1996,0.9,11.9,0.8,10.5,1.0,16.8,0.5,9.4,,,1.1,14.4,,,,,1.0,12.9,,,0.6,9.0,0.6,9.6
31/05/1996,0.8,11.9,0.7,10.5,1.2,17.5,1.4,9.5,,,0.3,13.6,,,,,0.5,12.5,,,-0.1,8.4,0.2,8.9
30/06/1996,0.8,12.0,0.7,10.6,1.4,17.9,1.7,10.4,,,0.8,13.4,,,,,0.7,12.5,,,1.3,9.5,0.7,9.4
31/07/1996,1.1,12.3,0.9,10.9,1.0,17.9,2.2,11.7,,,1.4,15.1,,,,,1.6,13.6,,,1.0,10.0,0.8,9.6
31/08/1996,0.9,12.4,0.9,11.1,1.3,18.3,0.9,11.8,,,0.3,14.4,,,,,0.6,13.4,,,0.6,9.6,0.4,9.4
30/09/1996,0.9,12.4,0.9,11.1,1.5,17.9,0.5,11.6,,,0.7,13.5,,,,,0.8,12.9,,,-0.1,8.2,0.3,8.8
31/10/1996,0.8,12.1,0.7,10.9,1.4,16.9,0.6,11.6,,,0.9,13.7,,,,,0.9,12.8,,,1.9,9.4,1.8,9.7
30/11/1996,0.8,11.7,0.7,10.5,1.4,17.0,0.3,11.5,,,0.2,12.4,,,,,0.5,12.0,,,1.1,9.7,0.4,9.3
31/12/1996,0.7,11.3,0.5,9.7,1.7,16.7,0.6,11.5,,,0.8,11.4,,,,,0.7,11.3,,,0.4,8.6,0.6,9.0
31/01/1997,0.9,11.2,0.6,9.5,1.8,17.5,1.0,11.7,,,1.0,11.1,,,,,1.0,11.2,,,0.8,9.2,0.6,8.9
28/02/1997,1.0,11.3,0.8,9.4,2.5,19.0,0.4,11.4,,,0.1,9.3,,,,,0.6,10.3,,,0.9,9.3,0.6,8.2
31/03/1997,0.8,11.1,0.4,8.8,2.0,19.6,0.5,11.0,,,0.5,8.4,,,,,0.6,9.7,,,0.6,9.3,0.6,7.9
30/04/1997,1.1,11.4,0.8,8.8,2.0,20.7,0.5,11.0,,,0.8,8.1,,,,,1.0,9.7,,,0.9,9.7,0.9,8.1
31/05/1997,1.1,11.6,0.7,8.8,2.6,22.4,0.5,10.1,,,1.4,9.3,,,,,1.1,10.3,,,0.8,10.7,1.0,9.0
30/06/1997,1.0,11.9,0.8,8.8,1.7,22.8,0.4,8.7,,,0.8,9.3,,,,,0.7,10.3,,,0.6,9.9,0.7,9.1
31/07/1997,1.1,11.9,0.8,8.8,2.1,24.2,0.9,7.4,,,1.5,9.3,,,,,1.5,10.1,,,0.2,9.0,0.4,8.7
31/08/1997,1.1,12.1,0.8,8.7,2.4,25.5,0.5,7.0,,,1.2,10.3,,,,,1.0,10.6,,,0.4,8.9,0.8,9.0
30/09/1997,1.0,12.1,0.6,8.4,2.1,26.2,1.0,7.5,,,0.6,10.2,,,,,0.8,10.7,,,0.1,9.1,0.5,9.3
31/10/1997,1.0,12.3,0.6,8.3,2.1,27.2,1.5,8.4,,,0.7,9.9,,,,,0.9,10.7,,,0.8,7.9,1.5,8.9
30/11/1997,0.9,12.4,0.4,8.1,2.6,28.7,1.4,9.6,,,1.1,10.9,,,,,1.1,11.4,,,0.5,7.3,0.0,8.5
31/12/1997,0.5,12.2,0.2,7.8,1.6,28.6,1.2,10.2,,,1.4,11.6,,,,,1.0,11.7,,,0.6,7.4,0.4,8.2
31/01/1998,0.8,12.1,0.6,7.8,2.4,29.4,1.0,10.2,,,0.4,11.0,,,,,0.7,11.3,,,0.4,6.9,0.5,8.1
28/02/1998,0.9,11.9,0.5,7.5,2.0,28.8,0.9,10.8,,,0.1,10.9,,,,,0.5,11.3,,,0.5,6.5,0.3,7.7
31/03/1998,1.0,12.1,0.7,7.8,1.5,28.1,0.7,11.0,,,0.8,11.3,,,,,0.8,11.6,,,0.3,6.3,0.6,7.7
30/04/1998,1.0,12.0,0.7,7.8,1.6,27.6,0.6,11.1,,,0.6,11.1,,,,,0.8,11.5,,,0.6,5.9,0.7,7.5
31/05/1998,1.1,12.0,1.0,8.0,1.9,26.7,0.9,11.4,,,0.2,9.7,,,,,0.6,10.8,,,0.4,5.5,0.2,6.6
30/06/1998,1.0,12.1,0.8,8.1,1.8,26.8,0.7,11.8,,,1.4,10.4,,,,,1.0,11.2,,,0.6,5.4,0.6,6.4
31/07/1998,0.9,11.9,0.6,7.9,2.1,26.9,0.9,11.7,,,1.1,9.9,,,,,1.2,10.9,,,1.2,6.4,0.9,7.0
31/08/1998,0.8,11.6,0.5,7.6,1.6,25.9,1.2,12.6,,,0.3,9.0,,,,,0.6,10.4,,,0.7,6.7,0.7,6.9
30/09/1998,0.8,11.3,0.5,7.5,1.6,25.3,1.2,12.8,,,0.8,9.2,,,,,0.8,10.4,,,0.8,7.5,0.7,7.1
31/10/1998,0.8,11.1,0.6,7.5,1.6,24.7,0.9,12.2,,,0.8,9.3,,,,,0.8,10.3,,,0.5,7.1,0.5,6.1
30/11/1998,1.0,11.3,0.7,7.8,2.0,24.0,1.0,11.7,,,0.7,8.9,,,,,0.9,10.1,,,0.4,7.0,0.5,6.6
31/12/1998,1.2,12.0,0.8,8.5,1.9,24.2,1.9,12.5,,,0.8,8.3,,,,,1.0,10.2,,,0.7,7.2,0.9,7.1
31/01/1999,0.9,12.0,0.7,8.6,1.8,23.6,2.2,13.8,,,0.9,8.8,,,,,1.0,10.6,,,0.9,7.7,0.9,7.6
28/02/1999,0.7,11.9,0.6,8.6,1.4,22.9,1.1,14.1,,,0.2,9.0,,,,,0.6,10.7,,,0.6,7.8,0.4,7.8
31/03/1999,1.1,12.0,0.8,8.8,1.5,22.9,1.3,14.8,,,0.9,9.0,,,,,1.0,10.8,,,1.0,8.5,0.5,7.7
30/04/1999,1.3,12.3,0.9,8.9,2.5,24.0,1.0,15.3,,,1.0,9.4,,,,,1.2,11.2,,,1.0,9.0,0.8,8.0
31/05/1999,0.9,12.1,0.7,8.7,1.6,23.7,1.0,15.4,,,0.0,9.2,,,,,0.4,11.1,,,1.0,9.6,0.7,8.5
30/06/1999,1.0,12.0,0.5,8.3,1.8,23.6,1.5,16.3,,,0.5,8.4,,,,,0.7,10.7,,,1.0,10.1,0.9,8.9
31/07/1999,1.3,12.4,1.2,8.9,2.1,23.6,1.4,16.8,,,0.1,7.3,,,,,0.8,10.4,,,0.4,9.3,0.4,8.3
31/08/1999,1.2,12.9,1.0,9.4,1.7,23.7,1.4,17.0,,,0.5,7.5,,,,,0.9,10.7,,,0.6,9.1,0.3,7.9
30/09/1999,1.4,13.7,1.2,10.2,1.9,24.1,0.9,16.7,,,0.8,7.5,,,,,1.1,11.0,,,0.5,8.9,0.1,7.3
31/10/1999,1.2,14.1,1.1,10.7,2.3,24.9,1.5,17.4,,,0.7,7.4,,,,,1.0,11.2,,,0.6,9.0,0.1,6.8
30/11/1999,1.0,14.1,0.7,10.6,2.1,25.1,1.1,17.5,,,0.6,7.3,,,,,0.8,11.1,,,0.9,9.6,0.5,6.8
31/12/1999,1.5,14.4,1.0,10.8,2.4,25.8,0.9,16.4,,,0.8,7.2,,,,,1.0,11.1,,,0.4,9.2,0.3,6.2
31/01/2000,1.6,15.2,1.4,11.5,2.6,26.7,1.4,15.5,,,0.5,6.7,,,,,1.1,11.1,,,0.3,8.6,1.1,6.3
29/02/2000,1.4,15.9,1.2,12.2,2.1,27.5,0.8,15.2,,,1.3,7.8,,,,,1.3,11.9,,,0.4,8.4,0.9,6.8
31/03/2000,1.5,16.4,1.0,12.4,2.9,29.2,1.5,15.4,,,0.6,7.5,,,,,1.0,12.0,,,0.4,7.8,0.2,6.5
30/04/2000,1.2,16.3,0.9,12.4,2.1,28.7,1.4,15.9,,,0.5,7.0,,,,,1.0,11.8,,,0.8,7.5,0.8,6.4
31/05/2000,1.2,16.7,1.0,12.8,1.8,29.0,1.1,16.0,,,1.2,8.3,,,,,1.1,12.6,,,0.8,7.2,0.9,6.6
30/06/2000,1.2,17.0,1.1,13.5,1.6,28.7,1.5,16.1,,,0.9,8.7,,,,,1.1,13.0,,,0.7,7.0,0.9,6.6
31/07/2000,1.1,16.7,0.8,13.0,2.2,28.7,0.2,14.8,,,0.7,9.3,,,,,0.9,13.0,,,0.7,7.3,0.8,7.1
31/08/2000,0.9,16.4,0.9,12.9,0.9,27.7,0.5,13.8,,,1.0,9.9,,,,,0.9,13.0,,,0.7,7.4,0.4,7.2
30/09/2000,0.8,15.7,0.6,12.2,1.4,27.1,0.5,13.3,,,0.4,9.5,,,,,0.6,12.5,,,0.4,7.2,0.5,7.6
31/10/2000,0.8,15.2,0.8,11.8,0.9,25.4,1.0,12.7,,,0.9,9.7,,,,,0.9,12.4,,,0.7,7.3,1.2,8.7
30/11/2000,0.9,15.1,1.0,12.2,0.7,23.6,1.9,13.6,,,-0.1,9.0,,,,,0.6,12.1,,,-1.0,5.3,-0.8,7.4
31/12/2000,0.7,14.2,0.8,12.0,0.2,20.9,1.5,14.2,,,0.4,8.6,,,,,0.6,11.6,,,0.4,5.3,-0.3,6.8
31/01/2001,0.9,13.5,1.0,11.5,1.5,19.7,0.8,13.6,,,1.1,9.2,,,,,1.0,11.5,,,1.2,6.2,0.9,6.6
28/02/2001,1.1,13.2,1.0,11.3,1.6,19.0,1.0,13.8,,,1.3,9.2,,,,,1.2,11.4,,,1.4,7.3,0.9,6.6
31/03/2001,1.0,12.7,1.2,11.6,0.8,16.6,0.6,12.7,,,0.0,8.6,,,,,0.5,10.8,,,0.8,7.7,0.4,6.8
30/04/2001,1.0,12.5,0.9,11.7,1.2,15.6,0.8,12.1,,,-0.2,7.8,,,,,0.5,10.3,,,-0.1,6.8,-0.3,5.7
31/05/2001,1.3,12.6,1.3,12.0,1.3,15.0,0.6,11.5,,,0.7,7.3,,,,,0.9,10.0,,,1.2,7.3,1.1,6.0
30/06/2001,1.2,12.5,1.2,12.1,1.3,14.7,0.7,10.7,,,0.0,6.4,,,,,0.6,9.5,,,1.7,8.2,1.4,6.4
31/07/2001,1.2,12.6,1.4,12.8,1.1,13.5,1.1,11.6,,,-0.9,4.7,,,,,0.3,8.9,,,-0.5,7.0,-0.7,4.9
31/08/2001,1.4,13.2,1.5,13.5,1.1,13.7,0.2,11.3,,,0.0,3.7,,,,,0.7,8.7,,,1.5,7.8,0.3,4.8
30/09/2001,1.3,13.7,1.5,14.5,1.2,13.5,0.1,10.9,,,0.2,3.4,,,,,0.7,8.7,,,2.0,9.6,1.5,5.9
31/10/2001,1.5,14.5,1.5,15.3,1.4,14.1,0.6,10.4,,,-0.3,2.3,,,,,0.6,8.5,,,1.8,10.8,1.8,6.6
30/11/2001,1.5,15.2,1.6,15.9,1.5,15.0,0.6,9.0,,,0.6,3.0,,,,,1.1,9.0,,,1.4,13.5,0.1,7.5
31/12/2001,1.5,16.1,1.7,17.0,0.8,15.7,1.0,8.5,,,-0.4,2.2,,,,,0.6,9.0,,,0.8,14.0,0.6,8.4
31/01/2002,1.8,17.1,2.0,18.2,2.0,16.3,0.4,8.1,,,-0.2,0.9,,,,,0.8,8.9,,,1.1,13.9,0.6,8.0
28/02/2002,1.4,17.5,1.2,18.4,1.9,16.7,0.7,7.7,,,0.5,0.1,,,,,1.0,8.6,,,0.5,12.9,0.4,7.5
31/03/2002,1.3,17.8,1.3,18.4,1.7,17.8,1.2,8.3,,,0.4,0.5,,,,,0.9,9.0,,,0.9,13.1,1.5,8.6
30/04/2002,1.4,18.2,1.1,18.7,1.7,18.4,0.5,8.0,,,0.6,1.3,,,,,1.0,9.6,,,1.1,14.5,0.2,9.2
31/05/2002,1.2,18.1,1.0,18.3,1.8,19.0,1.3,8.7,,,0.1,0.8,,,,,0.7,9.4,,,0.6,13.8,0.5,8.5
30/06/2002,1.1,18.0,1.0,18.1,1.3,19.0,1.3,9.3,,,1.0,1.8,,,,,1.1,9.9,,,-0.7,11.2,0.1,7.2
31/07/2002,1.8,18.7,1.6,18.3,2.3,20.6,0.1,8.2,,,0.6,3.3,,,,,1.1,10.8,,,1.9,13.8,1.2,9.2
31/08/2002,1.4,18.7,1.2,17.9,2.1,21.7,1.2,9.2,,,0.1,3.3,,,,,0.9,11.0,,,1.1,13.4,1.2,10.2
30/09/2002,1.8,19.2,1.6,18.0,2.2,22.9,1.3,10.6,,,1.6,4.8,,,,,1.6,12.0,,,0.4,11.7,0.4,9.1
31/10/2002,1.1,18.8,0.9,17.3,1.7,23.3,0.4,10.2,,,-0.5,4.5,,,,,0.4,11.7,,,0.7,10.4,1.0,8.2
30/11/2002,1.2,18.4,0.9,16.4,1.8,23.7,0.9,10.6,,,0.5,4.4,,,,,0.9,11.5,,,1.1,10.1,1.0,9.2
31/12/2002,1.5,18.4,1.2,15.9,2.3,25.5,0.2,9.7,,,0.3,5.1,,,,,0.8,11.8,,,1.0,10.3,0.7,9.4
31/01/2003,1.1,17.6,0.9,14.6,1.5,24.8,0.9,10.3,,,0.9,6.3,,,,,1.0,12.0,,,1.2,10.3,1.1,9.9
28/02/2003,1.3,17.5,1.2,14.6,1.7,24.6,1.2,10.8,,,0.7,6.5,,,,,1.1,12.1,,,0.7,10.6,0.6,10.0
31/03/2003,1.5,17.7,1.3,14.6,2.3,25.3,1.1,10.8,,,1.6,7.8,,,,,1.5,12.8,,,1.1,10.8,0.5,9.0
30/04/2003,1.5,17.8,1.9,15.4,2.4,26.1,1.9,12.3,,,-0.3,6.8,,,,,0.8,12.6,,,0.9,10.6,1.8,10.8
31/05/2003,1.5,18.3,1.2,15.7,2.1,26.5,1.5,12.6,0.1,,0.2,6.9,,,0.9,,1.0,12.9,,,1.8,11.8,1.3,11.6
30/06/2003,1.8,19.1,1.5,16.2,2.5,28.0,1.1,12.4,0.8,,0.6,6.4,,,1.3,,1.3,13.1,,,0.6,13.3,0.3,11.8
31/07/2003,1.6,18.9,1.3,15.9,2.3,27.9,1.4,13.8,0.8,,1.1,6.9,,,1.4,,1.4,13.4,,,0.0,11.1,0.5,11.1
31/08/2003,1.4,19.0,1.2,16.0,2.1,27.8,0.6,13.2,0.3,,0.6,7.4,,,0.9,,1.1,13.6,,,2.3,12.3,1.9,11.8
30/09/2003,2.0,19.2,1.5,15.9,2.8,28.5,1.6,13.5,0.6,,0.7,6.6,,,1.4,,1.4,13.4,,,1.2,13.3,1.5,12.9
31/10/2003,1.8,20.0,1.5,16.6,2.6,29.7,1.1,14.3,0.6,,0.7,7.9,,,1.3,,1.3,14.5,,,0.9,13.6,-0.2,11.6
30/11/2003,1.7,20.7,1.5,17.3,2.3,30.3,0.5,13.9,1.1,,1.1,8.5,,,1.3,,1.4,15.0,,,0.8,13.2,0.7,11.2
31/12/2003,1.7,20.9,1.3,17.4,2.1,30.1,0.9,14.6,0.8,,0.8,9.0,,,1.3,,1.3,15.5,,,1.2,13.5,1.3,11.9
31/01/2004,1.6,21.5,1.5,18.2,2.2,31.0,1.0,14.8,0.5,,0.6,8.6,,,1.2,,1.2,15.7,,,0.3,12.4,0.5,11.3
29/02/2004,1.6,21.7,1.4,18.4,1.9,31.3,1.1,14.8,-0.4,,-0.4,7.4,,,1.1,,0.8,15.4,,,1.6,13.4,0.9,11.7
31/03/2004,1.7,21.9,1.6,18.8,1.9,30.7,1.0,14.6,1.0,,0.3,6.1,,,1.2,,1.1,14.9,,,1.0,13.2,0.5,11.7
30/04/2004,1.3,21.7,1.1,17.9,1.5,29.6,0.5,13.1,0.7,7.2,0.6,7.1,,,1.0,15.4,1.0,15.2,,,0.7,13.0,0.7,10.4
31/05/2004,1.3,21.5,1.2,17.9,1.5,28.8,0.7,12.3,0.9,8.0,1.1,8.0,,,1.0,15.5,1.2,15.4,,,0.0,11.0,0.2,9.2
30/06/2004,1.2,20.7,1.0,17.4,1.4,27.5,0.7,11.7,1.4,8.6,1.2,8.6,,,1.2,15.4,1.2,15.2,,,1.1,11.6,0.9,9.8
31/07/2004,1.3,20.4,1.2,17.3,1.5,26.6,0.7,11.0,0.3,8.0,0.6,8.1,,,1.0,14.9,1.0,14.8,,,0.8,12.6,0.9,10.2
31/08/2004,1.1,20.0,1.3,17.4,0.9,25.2,1.5,12.0,1.1,8.9,1.2,8.8,,,1.1,15.1,1.2,15.0,,,0.5,10.6,0.3,8.4
30/09/2004,1.5,19.3,1.1,16.9,1.9,24.1,1.0,11.4,0.7,8.9,0.5,8.6,,,1.1,14.8,1.0,14.5,,,0.4,9.7,0.5,7.5
31/10/2004,1.2,18.6,1.3,16.7,1.3,22.5,1.4,11.7,0.7,9.0,1.1,8.9,,,1.1,14.5,1.2,14.3,,,0.9,9.7,1.3,9.0
30/11/2004,1.3,18.2,1.4,16.6,1.3,21.3,1.3,12.6,0.2,8.0,0.2,8.0,,,0.9,14.0,0.9,13.8,,,1.1,10.0,1.1,9.5
