month_end_serial,first_issued,prefix,coupon,maturity_serial,type,total,rbnz_issued,eqc,sresl,market
45169,2/2021,0526,5.0000000000000001E-3,46157,Nominal,8900,150,0,0,8750
45169,7/2014,0427,4.50%,46492,Nominal,15888,250,0,0,15638
45169,10/2020,0528,2.5000000000000001E-3,46888,Nominal,10075,250,0,0,9825
45169,3/2018,0429,0.03,47228,Nominal,15225,250,0,0,14975
45169,3/2023,0530,4.4999999999999998E-2,47618,Nominal,4650,250,0,0,4400
45169,9/2019,0531,1.4999999999999999E-2,47983,Nominal,12525,250,0,0,12275
45169,6/2021,0532,0.02,48349,Nominal,7325,250,0,0,7075
45169,10/2015,0433,3.50%,48683,Nominal,16439,250,0,0,16189
45169,11/2022,0534,4.2500000000000003E-2,49079,Nominal,4625,250,0,0,4375
45169,8/2016,0437,2.75%,50145,Nominal,8075,250,0,0,7825
45169,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5025,250,0,0,4775
45169,9/2021,0551,2.75E-2,55288,Nominal,6175,250,0,0,5925
45169,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45169,10/2013,0930,3.00%,47746,Inflation-Indexed,4680,250,0,0,4430
45169,11/2014,0935,2.50%,49572,Inflation-Indexed,7080,250,0,0,6830
45169,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4730,250,0,0,4480
45199,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45199,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45199,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9100,150,0,0,8950
45199,7/2014,0427,4.50%,46492,Nominal,15988,350,0,0,15638
45199,10/2020,0528,2.5000000000000001E-3,46888,Nominal,10600,350,0,0,10250
45199,3/2018,0429,0.03,47228,Nominal,15325,350,0,0,14975
45199,3/2023,0530,4.4999999999999998E-2,47618,Nominal,4975,350,0,0,4625
45199,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13000,350,0,0,12650
45199,6/2021,0532,0.02,48349,Nominal,7825,350,0,0,7475
45199,10/2015,0433,3.50%,48683,Nominal,16539,350,0,0,16189
45199,11/2022,0534,4.2500000000000003E-2,49079,Nominal,4725,350,0,0,4375
45199,8/2016,0437,2.75%,50145,Nominal,7860,350,0,0,7510
45199,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5325,350,0,0,4975
45199,9/2021,0551,2.75E-2,55288,Nominal,6350,350,0,0,6000
45199,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45199,10/2013,0930,3.00%,47746,Inflation-Indexed,4780,350,0,0,4430
45199,11/2014,0935,2.50%,49572,Inflation-Indexed,7210,350,0,0,6860
45199,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4830,350,0,0,4480
45230,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45230,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45230,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45230,7/2014,0427,4.50%,46492,Nominal,16188,350,0,0,15838
45230,10/2020,0528,2.5000000000000001E-3,46888,Nominal,10825,350,0,0,10475
45230,3/2018,0429,0.03,47228,Nominal,15550,350,0,0,15200
45230,3/2023,0530,4.4999999999999998E-2,47618,Nominal,5175,350,0,0,4825
45230,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13000,350,0,0,12650
45230,6/2021,0532,0.02,48349,Nominal,8050,350,0,0,7700
45230,10/2015,0433,3.50%,48683,Nominal,16964,350,0,0,16614
45230,11/2022,0534,4.2500000000000003E-2,49079,Nominal,5125,350,0,0,4775
45230,8/2016,0437,2.75%,50145,Nominal,7445,350,0,0,7095
45230,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5475,350,0,0,5125
45230,9/2021,0551,2.75E-2,55288,Nominal,6600,350,0,0,6250
45230,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45230,10/2013,0930,3.00%,47746,Inflation-Indexed,4780,350,0,0,4430
45230,11/2014,0935,2.50%,49572,Inflation-Indexed,7210,350,0,0,6860
45230,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4830,350,0,0,4480
45260,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45260,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45260,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45260,7/2014,0427,4.50%,46492,Nominal,16188,350,0,0,15838
45260,10/2020,0528,2.5000000000000001E-3,46888,Nominal,10825,350,0,0,10475
45260,3/2018,0429,0.03,47228,Nominal,15975,350,0,0,15625
45260,3/2023,0530,4.4999999999999998E-2,47618,Nominal,5575,350,0,0,5225
45260,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13000,350,0,0,12650
45260,6/2021,0532,0.02,48349,Nominal,8475,350,0,0,8125
45260,10/2015,0433,3.50%,48683,Nominal,17189,350,0,0,16839
45260,11/2022,0534,4.2500000000000003E-2,49079,Nominal,5300,350,0,0,4950
45260,8/2016,0437,2.75%,50145,Nominal,7180,350,0,0,6830
45260,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5475,350,0,0,5125
45260,9/2021,0551,2.75E-2,55288,Nominal,6800,350,0,0,6450
45260,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45260,10/2013,0930,3.00%,47746,Inflation-Indexed,4780,350,0,0,4430
45260,11/2014,0935,2.50%,49572,Inflation-Indexed,7240,350,0,0,6890
45260,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4830,350,0,0,4480
45291,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45291,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45291,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45291,7/2014,0427,4.50%,46492,Nominal,16438,350,0,0,16088
45291,10/2020,0528,2.5000000000000001E-3,46888,Nominal,10825,350,0,0,10475
45291,3/2018,0429,0.03,47228,Nominal,15975,350,0,0,15625
45291,3/2023,0530,4.4999999999999998E-2,47618,Nominal,5975,350,0,0,5625
45291,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13200,350,0,0,12850
45291,6/2021,0532,0.02,48349,Nominal,8725,350,0,0,8375
45291,10/2015,0433,3.50%,48683,Nominal,17414,350,0,0,17064
45291,11/2022,0534,4.2500000000000003E-2,49079,Nominal,5300,350,0,0,4950
45291,8/2016,0437,2.75%,50145,Nominal,7062,350,0,0,6712
45291,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5475,350,0,0,5125
45291,9/2021,0551,2.75E-2,55288,Nominal,6925,350,0,0,6575
45291,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45291,10/2013,0930,3.00%,47746,Inflation-Indexed,4810,350,0,0,4460
45291,11/2014,0935,2.50%,49572,Inflation-Indexed,6993,350,0,0,6643
45291,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4830,350,0,0,4480
45322,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45322,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45322,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45322,7/2014,0427,4.50%,46492,Nominal,16688,350,0,0,16338
45322,10/2020,0528,2.5000000000000001E-3,46888,Nominal,11100,350,0,0,10750
45322,3/2018,0429,0.03,47228,Nominal,15975,350,0,0,15625
45322,3/2023,0530,4.4999999999999998E-2,47618,Nominal,5975,350,0,0,5625
45322,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13200,350,0,0,12850
45322,6/2021,0532,0.02,48349,Nominal,8725,350,0,0,8375
45322,10/2015,0433,3.50%,48683,Nominal,17329,350,0,0,16979
45322,11/2022,0534,4.2500000000000003E-2,49079,Nominal,5475,350,0,0,5125
45322,8/2016,0437,2.75%,50145,Nominal,7187,350,0,0,6837
45322,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5475,350,0,0,5125
45322,9/2021,0551,2.75E-2,55288,Nominal,6925,350,0,0,6575
45322,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45322,10/2013,0930,3.00%,47746,Inflation-Indexed,4810,350,0,0,4460
45322,11/2014,0935,2.50%,49572,Inflation-Indexed,6888,350,0,0,6538
45322,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4855,350,0,0,4505
45351,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45351,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45351,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45351,7/2014,0427,4.50%,46492,Nominal,16963,350,0,0,16613
45351,10/2020,0528,2.5000000000000001E-3,46888,Nominal,11100,350,0,0,10750
45351,3/2018,0429,0.03,47228,Nominal,15975,350,0,0,15625
45351,3/2023,0530,4.4999999999999998E-2,47618,Nominal,6225,350,0,0,5875
45351,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13475,350,0,0,13125
45351,6/2021,0532,0.02,48349,Nominal,8725,350,0,0,8375
45351,10/2015,0433,3.50%,48683,Nominal,17389,350,0,0,17039
45351,11/2022,0534,4.2500000000000003E-2,49079,Nominal,5475,350,0,0,5125
45351,8/2016,0437,2.75%,50145,Nominal,7262,350,0,0,6912
45351,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5475,350,0,0,5125
45351,9/2021,0551,2.75E-2,55288,Nominal,7075,350,0,0,6725
45351,2/2024,0554,0.05,56384,Nominal,4150,150,0,0,4000
45351,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45351,10/2013,0930,3.00%,47746,Inflation-Indexed,4810,350,0,0,4460
45351,11/2014,0935,2.50%,49572,Inflation-Indexed,6943,350,0,0,6593
45351,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4880,350,0,0,4530
,,,,,,,,,,
45382,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45382,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45382,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45382,7/2014,0427,4.50%,46492,Nominal,17263,350,0,0,16913
45382,10/2020,0528,2.5000000000000001E-3,46888,Nominal,11675,350,0,0,11325
45382,3/2018,0429,0.03,47228,Nominal,15975,350,0,0,15625
45382,3/2023,0530,4.4999999999999998E-2,47618,Nominal,6225,350,0,0,5875
45382,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13725,350,0,0,13375
45382,6/2021,0532,0.02,48349,Nominal,9100,350,0,0,8750
45382,10/2015,0433,3.50%,48683,Nominal,17374,350,0,0,17024
45382,11/2022,0534,4.2500000000000003E-2,49079,Nominal,5475,350,0,0,5125
45382,8/2016,0437,2.75%,50145,Nominal,7262,350,0,0,6912
45382,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5575,350,0,0,5225
45382,9/2021,0551,2.75E-2,55288,Nominal,7075,350,0,0,6725
45382,2/2024,0554,0.05,56384,Nominal,4150,150,0,0,4000
45382,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45382,10/2013,0930,3.00%,47746,Inflation-Indexed,4810,350,0,0,4460
45382,11/2014,0935,2.50%,49572,Inflation-Indexed,6943,350,0,0,6593
45382,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4880,350,0,0,4530
45412,6/2020,0524,5.0000000000000001E-3,45427,Nominal,13950,150,0,0,13800
45412,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45412,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45412,7/2014,0427,4.50%,46492,Nominal,17263,350,0,0,16913
45412,10/2020,0528,2.5000000000000001E-3,46888,Nominal,11675,350,0,0,11325
45412,3/2018,0429,0.03,47228,Nominal,16800,350,0,0,16450
45412,3/2023,0530,4.4999999999999998E-2,47618,Nominal,6500,350,0,0,6150
45412,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13725,350,0,0,13375
45412,6/2021,0532,0.02,48349,Nominal,9450,350,0,0,9100
45412,10/2015,0433,3.50%,48683,Nominal,16959,350,0,0,16609
45412,11/2022,0534,4.2500000000000003E-2,49079,Nominal,5925,350,0,0,5575
45412,4/2024,0535,4.4999999999999998E-2,49444,Nominal,4650,150,0,0,4500
45412,8/2016,0437,2.75%,50145,Nominal,7262,350,0,0,6912
45412,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5575,350,0,0,5225
45412,9/2021,0551,2.75E-2,55288,Nominal,7175,350,0,0,6825
45412,2/2024,0554,0.05,56384,Nominal,4150,150,0,0,4000
45412,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45412,10/2013,0930,3.00%,47746,Inflation-Indexed,4840,350,0,0,4490
45412,11/2014,0935,2.50%,49572,Inflation-Indexed,6943,350,0,0,6593
45412,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4880,350,0,0,4530
45443,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45443,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45443,7/2014,0427,4.50%,46492,Nominal,17263,350,0,0,16913
45443,10/2020,0528,2.5000000000000001E-3,46888,Nominal,11675,350,0,0,11325
45443,3/2018,0429,0.03,47228,Nominal,17050,350,0,0,16700
45443,3/2023,0530,4.4999999999999998E-2,47618,Nominal,7000,350,0,0,6650
45443,9/2019,0531,1.4999999999999999E-2,47983,Nominal,13975,350,0,0,13625
45443,6/2021,0532,0.02,48349,Nominal,9850,350,0,0,9500
45443,10/2015,0433,3.50%,48683,Nominal,16794,350,0,0,16444
45443,11/2022,0534,4.2500000000000003E-2,49079,Nominal,6175,350,0,0,5825
45443,4/2024,0535,4.4999999999999998E-2,49444,Nominal,4650,150,0,0,4500
45443,8/2016,0437,2.75%,50145,Nominal,7262,350,0,0,6912
45443,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5675,350,0,0,5325
45443,9/2021,0551,2.75E-2,55288,Nominal,7175,350,0,0,6825
45443,2/2024,0554,0.05,56384,Nominal,4150,150,0,0,4000
45443,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45443,10/2013,0930,3.00%,47746,Inflation-Indexed,4840,350,0,0,4490
45443,11/2014,0935,2.50%,49572,Inflation-Indexed,6943,350,0,0,6593
45443,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4880,350,0,0,4530
45473,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45473,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45473,7/2014,0427,4.50%,46492,Nominal,17263,350,0,0,16913
45473,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15175,350,0,0,14825
45473,3/2018,0429,0.03,47228,Nominal,17300,350,0,0,16950
45473,3/2023,0530,4.4999999999999998E-2,47618,Nominal,7000,350,0,0,6650
45473,9/2019,0531,1.4999999999999999E-2,47983,Nominal,14500,350,0,0,14150
45473,6/2021,0532,0.02,48349,Nominal,10050,350,0,0,9700
45473,10/2015,0433,3.50%,48683,Nominal,16359,350,0,0,16009
45473,11/2022,0534,4.2500000000000003E-2,49079,Nominal,6550,350,0,0,6200
45473,4/2024,0535,4.4999999999999998E-2,49444,Nominal,4650,150,0,0,4500
45473,8/2016,0437,2.75%,50145,Nominal,7362,350,0,0,7012
45473,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5675,350,0,0,5325
45473,9/2021,0551,2.75E-2,55288,Nominal,7175,350,0,0,6825
45473,2/2024,0554,0.05,56384,Nominal,4200,150,0,0,4050
45473,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45473,10/2013,0930,3.00%,47746,Inflation-Indexed,4840,350,0,0,4490
45473,11/2014,0935,2.50%,49572,Inflation-Indexed,6943,350,0,0,6593
45473,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4880,350,0,0,4530
45504,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45504,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45504,7/2014,0427,4.50%,46492,Nominal,17263,350,0,0,16913
45504,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15175,350,0,0,14825
45504,3/2018,0429,0.03,47228,Nominal,18050,350,0,0,17700
45504,3/2023,0530,4.4999999999999998E-2,47618,Nominal,7250,350,0,0,6900
45504,9/2019,0531,1.4999999999999999E-2,47983,Nominal,14725,350,0,0,14375
45504,6/2021,0532,0.02,48349,Nominal,10050,350,0,0,9700
45504,10/2015,0433,3.50%,48683,Nominal,16144,350,0,0,15794
45504,11/2022,0534,4.2500000000000003E-2,49079,Nominal,7175,350,0,0,6825
45504,4/2024,0535,4.4999999999999998E-2,49444,Nominal,4850,150,0,0,4700
45504,8/2016,0437,2.75%,50145,Nominal,7512,350,0,0,7162
45504,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5769,350,0,0,5419
45504,9/2021,0551,2.75E-2,55288,Nominal,7175,350,0,0,6825
45504,2/2024,0554,0.05,56384,Nominal,4200,150,0,0,4050
45504,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45504,10/2013,0930,3.00%,47746,Inflation-Indexed,4840,350,0,0,4490
45504,11/2014,0935,2.50%,49572,Inflation-Indexed,6943,350,0,0,6593
45504,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4905,350,0,0,4555
,,,,,,,,,,
45535,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45535,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45535,7/2014,0427,4.50%,46492,Nominal,17488,350,0,0,17138
45535,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15175,350,0,0,14825
45535,3/2018,0429,0.03,47228,Nominal,18050,350,0,0,17700
45535,3/2023,0530,4.4999999999999998E-2,47618,Nominal,7550,350,0,0,7200
45535,9/2019,0531,1.4999999999999999E-2,47983,Nominal,15000,350,0,0,14650
45535,6/2021,0532,0.02,48349,Nominal,10050,350,0,0,9700
45535,10/2015,0433,3.50%,48683,Nominal,15729,350,0,0,15379
45535,11/2022,0534,4.2500000000000003E-2,49079,Nominal,7525,350,0,0,7175
45535,4/2024,0535,4.4999999999999998E-2,49444,Nominal,5025,150,0,0,4875
45535,08/2024,0536,4.2500000000000003E-2,49810,Nominal,6150,150,0,0,6000
45535,8/2016,0437,2.75%,50145,Nominal,7562,350,0,0,7212
45535,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5894,350,0,0,5544
45535,9/2021,0551,2.75E-2,55288,Nominal,7175,350,0,0,6825
45535,2/2024,0554,0.05,56384,Nominal,4200,150,0,0,4050
45535,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45535,10/2013,0930,3.00%,47746,Inflation-Indexed,4840,350,0,0,4490
45535,11/2014,0935,2.50%,49572,Inflation-Indexed,6993,350,0,0,6643
45535,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4905,350,0,0,4555
,,,,,,,,,,
45565,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45565,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45565,7/2014,0427,4.50%,46492,Nominal,17488,350,0,0,17138
45565,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15175,350,0,0,14825
45565,3/2018,0429,0.03,47228,Nominal,18350,350,0,0,18000
45565,3/2023,0530,4.4999999999999998E-2,47618,Nominal,8025,350,0,0,7675
45565,9/2019,0531,1.4999999999999999E-2,47983,Nominal,15250,350,0,0,14900
45565,6/2021,0532,0.02,48349,Nominal,10050,350,0,0,9700
45565,10/2015,0433,3.50%,48683,Nominal,15314,350,0,0,14964
45565,11/2022,0534,4.2500000000000003E-2,49079,Nominal,7950,350,0,0,7600
45565,4/2024,0535,4.4999999999999998E-2,49444,Nominal,5375,150,0,0,5225
45565,08/2024,0536,4.2500000000000003E-2,49810,Nominal,6150,150,0,0,6000
45565,8/2016,0437,2.75%,50145,Nominal,7662,350,0,0,7312
45565,7/2020,0541,1.7500000000000002E-2,51636,Nominal,5944,350,0,0,5594
45565,9/2021,0551,2.75E-2,55288,Nominal,7225,350,0,0,6875
45565,2/2024,0554,0.05,56384,Nominal,4200,150,0,0,4050
45565,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45565,10/2013,0930,3.00%,47746,Inflation-Indexed,4840,350,0,0,4490
45565,11/2014,0935,2.50%,49572,Inflation-Indexed,7043,350,0,0,6693
45565,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4905,350,0,0,4555
,,,,,,,,,,
45596,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45596,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45596,7/2014,0427,4.50%,46492,Nominal,17488,350,0,0,17138
45596,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15375,350,0,0,15025
45596,3/2018,0429,0.03,47228,Nominal,18600,350,0,0,18250
45596,3/2023,0530,4.4999999999999998E-2,47618,Nominal,13025,350,0,0,12675
45596,9/2019,0531,1.4999999999999999E-2,47983,Nominal,15440,350,0,0,15090
45596,6/2021,0532,0.02,48349,Nominal,10050,350,0,0,9700
45596,10/2015,0433,3.50%,48683,Nominal,15134,350,0,0,14784
45596,11/2022,0534,4.2500000000000003E-2,49079,Nominal,8650,350,0,0,8300
45596,4/2024,0535,4.4999999999999998E-2,49444,Nominal,5600,150,0,0,5450
45596,08/2024,0536,4.2500000000000003E-2,49810,Nominal,6150,150,0,0,6000
45596,8/2016,0437,2.75%,50145,Nominal,7687,350,0,0,7337
45596,7/2020,0541,1.7500000000000002E-2,51636,Nominal,6119,350,0,0,5769
45596,9/2021,0551,2.75E-2,55288,Nominal,7225,350,0,0,6875
45596,2/2024,0554,0.05,56384,Nominal,4200,150,0,0,4050
45596,10/2012,0925,2.00%,45920,Inflation-Indexed,3950,250,0,0,3700
45596,10/2013,0930,3.00%,47746,Inflation-Indexed,4865,350,0,0,4515
45596,11/2014,0935,2.50%,49572,Inflation-Indexed,7068,350,0,0,6718
45596,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4905,350,0,0,4555
,,,,,,,,,,
45626,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45626,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45626,7/2014,0427,4.50%,46492,Nominal,17488,350,0,0,17138
45626,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15575,350,0,0,15225
45626,3/2018,0429,0.03,47228,Nominal,19175,350,0,0,18825
45626,3/2023,0530,4.4999999999999998E-2,47618,Nominal,13025,350,0,0,12675
45626,9/2019,0531,1.4999999999999999E-2,47983,Nominal,15025,350,0,0,14675
45626,6/2021,0532,0.02,48349,Nominal,10275,350,0,0,9925
45626,10/2015,0433,3.50%,48683,Nominal,15134,350,0,0,14784
45626,11/2022,0534,4.2500000000000003E-2,49079,Nominal,8900,350,0,0,8550
45626,4/2024,0535,4.4999999999999998E-2,49444,Nominal,6100,150,0,0,5950
45626,08/2024,0536,4.2500000000000003E-2,49810,Nominal,6150,150,0,0,6000
45626,8/2016,0437,2.75%,50145,Nominal,7737,350,0,0,7387
45626,7/2020,0541,1.7500000000000002E-2,51636,Nominal,6269,350,0,0,5919
45626,9/2021,0551,2.75E-2,55288,Nominal,7225,350,0,0,6875
45626,2/2024,0554,0.05,56384,Nominal,4250,150,0,0,4100
45626,10/2012,0925,2.00%,45920,Inflation-Indexed,3550,250,0,0,3300
45626,10/2013,0930,3.00%,47746,Inflation-Indexed,4890,350,0,0,4540
45626,11/2014,0935,2.50%,49572,Inflation-Indexed,7068,350,0,0,6718
45626,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4930,350,0,0,4580
,,,,,,,,,,
45657,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45657,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45657,7/2014,0427,4.50%,46492,Nominal,17488,350,0,0,17138
45657,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15825,350,0,0,15475
45657,3/2018,0429,0.03,47228,Nominal,19625,350,0,0,19275
45657,3/2023,0530,4.4999999999999998E-2,47618,Nominal,13025,350,0,0,12675
45657,9/2019,0531,1.4999999999999999E-2,47983,Nominal,14610,350,0,0,14260
45657,6/2021,0532,0.02,48349,Nominal,10275,350,0,0,9925
45657,10/2015,0433,3.50%,48683,Nominal,15309,350,0,0,14959
45657,11/2022,0534,4.2500000000000003E-2,49079,Nominal,9150,350,0,0,8800
45657,4/2024,0535,4.4999999999999998E-2,49444,Nominal,6325,150,0,0,6175
45657,08/2024,0536,4.2500000000000003E-2,49810,Nominal,6150,150,0,0,6000
45657,8/2016,0437,2.75%,50145,Nominal,7812,350,0,0,7462
45657,7/2020,0541,1.7500000000000002E-2,51636,Nominal,6344,350,0,0,5994
45657,9/2021,0551,2.75E-2,55288,Nominal,7225,350,0,0,6875
45657,2/2024,0554,0.05,56384,Nominal,4250,150,0,0,4100
45657,10/2012,0925,2.00%,45920,Inflation-Indexed,3350,250,0,0,3100
45657,10/2013,0930,3.00%,47746,Inflation-Indexed,4890,350,0,0,4540
45657,11/2014,0935,2.50%,49572,Inflation-Indexed,7068,350,0,0,6718
45657,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4930,350,0,0,4580
,,,,,,,,,,
45688,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45688,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45688,7/2014,0427,4.50%,46492,Nominal,17488,350,0,0,17138
45688,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15825,350,0,0,15475
45688,3/2018,0429,0.03,47228,Nominal,19875,350,0,0,19525
45688,3/2023,0530,4.4999999999999998E-2,47618,Nominal,13025,350,0,0,12675
45688,9/2019,0531,1.4999999999999999E-2,47983,Nominal,14395,350,0,0,14045
45688,6/2021,0532,0.02,48349,Nominal,10275,350,0,0,9925
45688,10/2015,0433,3.50%,48683,Nominal,15484,350,0,0,15134
45688,11/2022,0534,4.2500000000000003E-2,49079,Nominal,9150,350,0,0,8800
45688,4/2024,0535,4.4999999999999998E-2,49444,Nominal,6325,150,0,0,6175
45688,08/2024,0536,4.2500000000000003E-2,49810,Nominal,6350,150,0,0,6200
45688,8/2016,0437,2.75%,50145,Nominal,7812,350,0,0,7462
45688,7/2020,0541,1.7500000000000002E-2,51636,Nominal,6519,350,0,0,6169
45688,9/2021,0551,2.75E-2,55288,Nominal,7225,350,0,0,6875
45688,2/2024,0554,0.05,56384,Nominal,4250,150,0,0,4100
45688,10/2012,0925,2.00%,45920,Inflation-Indexed,3244,250,0,0,2994
45688,10/2013,0930,3.00%,47746,Inflation-Indexed,4945,350,0,0,4595
45688,11/2014,0935,2.50%,49572,Inflation-Indexed,7068,350,0,0,6718
45688,3/2017,0440,2.5000000000000001E-2,51399,Inflation-Indexed,4930,350,0,0,4580
,,,,,,,,,,
45716,4/2016,0425,2.75%,45762,Nominal,15100,250,0,0,14850
45716,2/2021,0526,5.0000000000000001E-3,46157,Nominal,9300,150,0,0,9150
45716,7/2014,0427,4.50%,46492,Nominal,17963,350,0,0,17613
45716,10/2020,0528,2.5000000000000001E-3,46888,Nominal,15825,350,0,0,15475
