
A:History - D3 Government Bond Repurchases

A:Transaction;B:Settlement;C:Bond repurchased;D:Face Value;E:Total Repurchased to date
A:Date;B:Date
A:39952;B:39953;C:40009;D:47000000;E:47000000
A:39952;B:39954;C:40009;D:46000000;E:93000000
A:39953;B:39955;C:40009;D:47000000;E:140000000
A:39955;B:39959;C:40009;D:30000000;E:170000000
A:39959;B:39960;C:40009;D:25000000;E:195000000
A:39987;B:39990;C:40009;D:44865000;E:239865000
A:39989;B:39990;C:40009;D:40000000;E:279865000
A:39993;B:39994;C:40009;D:50000000;E:329865000
A:40746;B:40750;C:40862;D:3000000;E:3000000
A:40749;B:40751;C:40862;D:127000000;E:130000000
A:40751;B:40753;C:40862;D:295000000;E:425000000
A:40753;B:40757;C:40862;D:50000000;E:475000000
A:40765;B:40767;C:40862;D:65000000;E:540000000
A:40766;B:40770;C:40862;D:48000000;E:588000000
A:40766;B:40771;C:40862;D:50000000;E:638000000
A:40773;B:40777;C:40862;D:90000000;E:728000000
A:40773;B:40778;C:40862;D:100000000;E:828000000
A:40777;B:40779;C:40862;D:101500000;E:929500000
A:40793;B:40795;C:40862;D:307000000;E:1236500000
A:40801;B:40802;C:40862;D:60000000;E:1296500000
A:40814;B:40816;C:40862;D:26000000;E:1322500000
A:40816;B:40820;C:40862;D:150000000;E:1472500000
A:40820;B:40822;C:40862;D:3215000;E:1475715000
A:40822;B:40823;C:40862;D:50000000;E:1525715000
A:40822;B:40826;C:40862;D:39934000;E:1565649000
A:40822;B:40827;C:40862;D:486610000;E:2052259000
A:40822;B:40833;C:40862;D:870000000;E:2922259000
A:40828;B:40830;C:40862;D:20000000;E:2942259000
A:40830;B:40834;C:40862;D:20000000;E:2962259000
A:41120;B:41122;C:41379;D:200000000;E:200000000
A:41123;B:41127;C:41379;D:50000000;E:250000000
A:41123;B:41128;C:41379;D:150000000;E:400000000
A:41127;B:41128;C:41379;D:100000000;E:500000000
A:41127;B:41129;C:41379;D:25000000;E:525000000
A:41143;B:41149;C:41379;D:500000000;E:1025000000
A:41145;B:41149;C:41379;D:279000000;E:1304000000
A:41157;B:41158;C:41379;D:25000000;E:1329000000
A:41158;B:41159;C:41379;D:35000000;E:1364000000
A:41159;B:41163;C:41379;D:83000000;E:1447000000
A:41159;B:41164;C:41379;D:84000000;E:1531000000
A:41163;B:41165;C:41379;D:257503000;E:1788503000
A:41163;B:41172;C:41379;D:125000000;E:1913503000
A:41171;B:41173;C:41379;D:87000000;E:2000503000
A:41179;B:41180;C:41379;D:300000000;E:2300503000
A:41249;B:41261;C:41379;D:300000000;E:2600503000
A:41249;B:41263;C:41379;D:400000000;E:3000503000
A:41249;B:41264;C:41379;D:300000000;E:3300503000
A:41250;B:41263;C:41379;D:500000000;E:3800503000
A:41255;B:41256;C:41379;D:61257000;E:3861760000
A:41256;B:41262;C:41379;D:240000000;E:4101760000
A:41326;B:41331;C:41379;D:101685000;E:4203445000
