
A:History - D3 Government Bond Repurchases

A:Transaction;B:Settlement;C:Bond repurchased;D:Face Value;E:Total Repurchased to date
A:41332;B:41334;C:41379;D:47698000;E:4251143000
A:41338;B:41340;C:41379;D:17900000;E:4269043000
A:41352;B:41353;C:41379;D:200000000;E:4469043000
A:41352;B:41354;C:41379;D:20000000;E:4489043000
A:41353;B:41355;C:41379;D:300000000;E:4789043000
A:41353;B:41358;C:41379;D:200000000;E:4989043000
A:41366;B:41367;C:41379;D:40000000;E:5029043000
A:41367;B:41369;C:41379;D:25000000;E:5054043000
A:41934;B:41940;C:42109;D:250000000;E:250000000
A:41949;B:41953;C:42109;D:250000000;E:500000000
A:41955;B:41963;C:42109;D:250000000;E:750000000
A:41961;B:41963;C:42109;D:255000000;E:1005000000
A:41961;B:41964;C:42109;D:200000000;E:1205000000
A:41988;B:41990;C:42109;D:70000000;E:1275000000
A:41990;B:41992;C:42109;D:25000000;E:1300000000
A:41991;B:41995;C:42109;D:10000000;E:1310000000
A:41992;B:41996;C:42109;D:32000000;E:1342000000
A:41992;B:41996;C:42109;D:7473000;E:1349473000
A:42017;B:42019;C:42109;D:25000000;E:1374473000
A:42068;B:42072;C:42109;D:41854000;E:1416327000
A:42069;B:42073;C:42109;D:350000000;E:1766327000
A:42083;B:42087;C:42109;D:45000000;E:1811327000
A:42086;B:42088;C:42109;D:10674000;E:1822001000
A:42088;B:42093;C:42109;D:160000000;E:1982001000
A:42089;B:42089;C:42109;D:40000000;E:2022001000
A:42089;B:42094;C:42109;D:11000000;E:2033001000
A:42094;B:42096;C:42109;D:50000000;E:2083001000
A:42094;B:42096;C:42109;D:35000000;E:2118001000
A:42101;B:42101;C:42109;D:40000000;E:2158001000
A:42107;B:42108;C:42109;D:1330000;E:2159331000
A:42906;B:42908;C:43084;D:50000000;E:50000000
A:42907;B:42909;C:43084;D:125000000;E:175000000
A:42922;B:42926;C:43084;D:421000000;E:596000000
A:42922;B:42927;C:43084;D:350000000;E:946000000
A:42923;B:42927;C:43084;D:100000000;E:1046000000
A:42926;B:42933;C:43084;D:212000000;E:1258000000
A:42964;B:42968;C:43084;D:3000000;E:1261000000
A:42964;B:42968;C:43084;D:20000000;E:1281000000
A:42964;B:42968;C:43084;D:6000000;E:1287000000
A:43367;B:43369;C:43539;D:20000000;E:20000000
A:43367;B:43369;C:43539;D:300000000;E:320000000
A:43368;B:43370;C:43539;D:150000000;E:470000000
A:43370;B:43375;C:43539;D:150000000;E:620000000
A:43374;B:43376;C:43539;D:200000000;E:820000000
A:43374;B:43378;C:43539;D:200000000;E:1020000000
A:43376;B:43378;C:43539;D:25000000;E:1045000000
A:43417;B:43419;C:43539;D:150000000;E:1195000000
A:43418;B:43419;C:43539;D:58000000;E:1253000000
A:43418;B:43420;C:43539;D:400000000;E:1653000000
A:43418;B:43423;C:43539;D:110000000;E:1763000000
A:43423;B:43425;C:43539;D:350000000;E:2113000000
A:43438;B:43439;C:43539;D:46000000;E:2159000000
A:43439;B:43441;C:43539;D:52000000;E:2211000000
A:43439;B:43441;C:43539;D:200000000;E:2411000000
A:43440;B:43444;C:43539;D:45000000;E:2456000000
A:43441;B:43445;C:43539;D:50000000;E:2506000000
A:43444;B:43446;C:43539;D:99500000;E:2605500000
A:43474;B:43476;C:43539;D:100000000;E:2705500000
A:43475;B:43479;C:43539;D:100000000;E:2805500000
A:43475;B:43480;C:43539;D:280000000;E:3085500000
A:43482;B:43487;C:43539;D:80000000;E:3165500000
A:43487;B:43488;C:43539;D:40000000;E:3205500000
A:43489;B:43494;C:43539;D:250000000;E:3455500000
A:43490;B:43494;C:43539;D:200000000;E:3655500000
A:43495;B:43497;C:43539;D:190000000;E:3845500000
A:43507;B:43509;C:43539;D:14163000;E:3859663000
A:43518;B:43522;C:43539;D:180000000;E:4039663000
A:43521;B:43524;C:43539;D:175000000;E:4214663000
A:43522;B:43524;C:43539;D:200000000;E:4414663000
A:43523;B:43525;C:43539;D:200000000;E:4614663000
A:43523;B:43528;C:43539;D:100000000;E:4714663000
A:43524;B:43528;C:43539;D:2396000;E:4717059000
A:43524;B:43528;C:43539;D:10617000;E:4727676000
A:43769;B:43774;C:43936;D:20000000;E:20000000
A:43769;B:43774;C:43936;D:20000000;E:40000000
A:43780;B:43782;C:43936;D:80000000;E:120000000
A:43801;B:43804;C:43936;D:125000000;E:245000000
A:43830;B:43837;C:43936;D:100000000;E:345000000
A:43839;B:43843;C:43936;D:150000000;E:495000000
A:43839;B:43844;C:43936;D:265000000;E:760000000
A:43846;B:43850;C:43936;D:97000000;E:857000000
A:43853;B:43857;C:43936;D:20000000;E:877000000
A:43858;B:43860;C:43936;D:40000000;E:917000000
A:43860;B:43864;C:15-Apr-2020;D:70000000;E:987000000
A:43872;B:43874;C:15-Apr-2020;D:20000000;E:1007000000
A:43882;B:43886;C:15-Apr-2020;D:200000000;E:1207000000
A:43888;B:43893;C:15-Apr-2020;D:204000000;E:1411000000
A:43908;B:43910;C:15-Apr-2020;D:51860000;E:1462860000
A:43909;B:43913;C:15-Apr-2020;D:20000000;E:1482860000
A:43914;B:43915;C:15-Apr-2020;D:30000000;E:1512860000
A:43923;B:43924;C:15-Apr-2020;D:438000000;E:1950860000
A:43924;B:43927;C:15-Apr-2020;D:100000000;E:2050860000
A:43921;B:43923;C:44331;D:150000000;E:150000000
A:43921;B:43924;C:44331;D:400000000;E:550000000
A:43923;B:43927;C:44331;D:500000000;E:1050000000
A:43928;B:43930;C:44331;D:180000000;E:1230000000
A:43929;B:43930;C:44331;D:252000000;E:1482000000
A:43929;B:43935;C:44331;D:300000000;E:1782000000
A:43935;B:43937;C:44331;D:20000000;E:1802000000
A:43941;B:43943;C:44331;D:200000000;E:2002000000
A:43950;B:43952;C:44331;D:200000000;E:2202000000
A:43955;B:43958;C:44331;D:200000000;E:2402000000
A:44008;B:44012;C:44331;D:15000000;E:2417000000
A:44014;B:44018;C:44331;D:50000000;E:2467000000
A:44039;B:44041;C:44331;D:250000000;E:2717000000
A:44041;B:44043;C:44331;D:27000000;E:2744000000
A:44043;B:44047;C:44331;D:40000000;E:2784000000
A:44162;B:44166;C:44331;D:60000000;E:2844000000
A:44165;B:44167;C:44331;D:200000000;E:3044000000
A:44168;B:44172;C:44331;D:80000000;E:3124000000
A:44314;B:44316;C:44331;D:222000000;E:3346000000
A:44852;B:44854;C:45031;D:25000000;E:25000000
A:44853;B:44855;C:45031;D:200000000;E:225000000
A:44994;B:44998;C:45031;D:350000000;E:575000000
A:44995;B:44999;C:45031;D:130000000;E:705000000
A:44998;B:45000;C:45031;D:199000000;E:904000000
A:44999;B:45001;C:45031;D:250000000;E:1154000000
A:45000;B:45005;C:45031;D:290000000;E:1444000000
A:45245;B:45247;C:45427;D:50000000;E:50000000
A:45252;B:45254;C:45427;D:50000000;E:100000000
A:45259;B:45261;C:45427;D:200000000;E:300000000
A:45260;B:45264;C:45427;D:75000000;E:375000000
A:45267;B:45271;C:45427;D:95000000;E:470000000
A:45351;B:45355;C:45427;D:100000000;E:570000000
A:45369;B:45371;C:45427;D:159000000;E:729000000
A:45370;B:45372;C:45427;D:150000000;E:879000000
A:45400;B:45401;C:45427;D:400000000;E:1279000000
A:45498;B:45502;C:45762;D:80000000;E:80000000
A:45511;B:45513;C:45762;D:400000000;E:480000000
A:45517;B:45519;C:45762;D:40000000;E:520000000
A:45523;B:45525;C:45762;D:50000000;E:570000000
A:45526;B:45530;C:45762;D:131000000;E:701000000
A:45575;B:45579;C:45762;D:220000000;E:921000000
A:45589;B:45594;C:45762;D:130000000;E:1051000000
A:45600;B:45602;C:45762;D:150000000;E:1201000000
A:45604;B:45608;C:45762;D:30000000;E:1231000000
A:45625;B:45629;C:45762;D:200000000;E:1431000000
A:45665;B:45667;C:45762;D:15000000;E:1446000000
A:45673;B:45678;C:45762;D:19000000;E:1465000000
A:45674;B:45679;C:45762;D:40000000;E:1505000000
A:45905;B:45909;C:45920;D:75000000;E:75000000
A:45909;B:45911;C:45920;D:60000000;E:135000000
A:46001;B:46003;C:46157;D:50000000;E:50000000
A:46003;B:46007;C:46157;D:250000000;E:300000000
A:46008;B:46010;C:46157;D:100000000;E:400000000
A:46036;B:46038;C:46157;D:50000000;E:450000000
A:46041;B:46043;C:46157;D:24000000;E:474000000
A:46072;B:46076;C:46157;D:50000000;E:524000000
A:46077;B:46079;C:46157;D:57000000;E:581000000























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































