date,V36610,V36636,V36628,V1203435186,V36613,V36612,V1038114416,V44201362,V36634,V36625
2022-03-16,485114,224455,96331,39355,419792,350,9496,15570,0,112369
2022-03-23,486233,222425,95933,38241,419841,350,9498,15571,0,112453
2022-03-30,486476,230402,93864,37183,418737,350,9500,15558,0,112692
2022-04-06,487179,225695,98342,37101,418675,0,9502,15559,0,113151
2022-04-13,487062,232740,88328,38259,418651,0,9503,14870,0,113737
2022-04-20,482264,228590,89294,36816,417025,0,9505,8971,0,114184
2022-04-27,483262,220908,91203,44579,418288,0,9507,8972,0,114348
2022-05-04,470514,200352,101340,41426,404567,0,9508,8972,0,114807
2022-05-11,470125,199048,105037,38087,403449,0,9510,8489,0,115220
2022-05-18,467197,193447,103299,42410,403832,0,9512,5469,0,115486
2022-05-25,467285,189263,104725,44348,406415,0,9513,5463,0,115993
2022-06-01,457312,200616,84584,43138,397689,0,9515,573,0,116009
2022-06-08,455950,187006,97356,42997,395304,0,9517,569,0,115907
2022-06-15,455624,180464,102680,42658,393130,0,9176,519,0,115653
2022-06-22,455685,191329,93852,41027,393858,0,9178,519,0,115771
2022-06-29,456478,196218,93908,36581,395690,0,9179,519,0,116472
2022-07-06,455973,174927,111824,39114,396938,0,9181,519,20,116634
2022-07-13,456027,172239,115983,37951,397125,0,9183,519,0,116589
2022-07-20,455683,181460,106959,37630,397296,0,9184,519,0,116519
2022-07-27,455774,181687,106136,38066,400889,0,9186,519,0,116991
2022-08-03,438940,186496,88011,34011,384529,0,9188,519,0,117115
2022-08-10,439017,188221,95692,25184,384847,0,9189,519,0,116870
2022-08-17,439055,187357,98577,23449,382978,0,9191,474,0,116461
2022-08-24,439065,192777,94141,22476,380812,0,9193,427,0,116267
2022-08-31,439138,191779,95815,21487,380784,0,9194,427,0,116620
2022-09-07,431652,195034,79338,26739,372924,0,9196,428,0,116843
2022-09-14,431721,194014,79214,26762,372704,0,9198,427,5,116432
2022-09-21,431762,199655,74905,26492,374258,0,9167,427,0,116098
2022-09-28,431840,202396,72018,26758,374166,0,9169,427,0,116490
2022-10-05,431850,191228,86022,23732,371774,0,9170,427,0,116967
2022-10-12,431912,186039,92949,21923,370077,0,9172,427,0,117075
2022-10-19,431980,190948,92122,18630,368593,0,9174,427,0,116726
2022-10-26,432056,186536,96009,19743,371280,0,9175,427,0,116437
2022-11-02,414409,199610,64223,21010,353869,0,9177,427,0,116573
2022-11-09,414391,191879,72341,21101,352681,0,9179,332,0,116906
2022-11-16,414550,191178,75499,20157,356724,0,9180,333,0,116698
2022-11-23,414556,202553,67692,17147,357999,0,9182,337,0,116304
2022-11-30,414633,205015,62457,20251,358343,0,9184,332,0,116365
2022-12-07,411952,194879,70856,19169,359161,0,9185,335,0,116588
2022-12-14,411842,193559,71787,18529,358611,0,9187,141,0,116900
2022-12-21,410671,200131,61544,19092,356888,0,8100,135,0,117967
2022-12-28,410756,194600,65998,19485,354035,0,8102,135,0,119306
2023-01-04,410747,191313,72983,16777,355612,0,8103,0,0,119296
2023-01-11,410829,183739,84329,16068,357263,0,8105,0,0,117686
2023-01-18,410694,183424,85817,15215,360409,0,8106,0,0,116492
2023-01-25,410764,184987,85591,15351,359797,0,8108,0,0,115792
2023-02-01,393392,206024,47768,14695,342037,0,8109,0,0,115578
2023-02-08,393461,194593,59775,15234,340285,0,8111,0,0,115368
2023-02-15,393529,191380,64695,13963,337948,0,8113,0,0,115090
2023-02-22,393601,198668,57119,13696,337377,0,8114,0,0,115110
2023-03-01,382153,209792,33867,14639,325942,0,8116,0,0,115037
2023-03-08,382215,185816,60023,13173,327505,0,8117,0,0,114711
2023-03-15,382262,183534,62006,13327,332559,0,8086,0,0,114346
2023-03-22,382340,184269,63462,11098,332972,0,8088,0,0,114242
2023-03-29,382420,187571,55954,16248,330707,0,8089,0,0,114523
2023-04-05,382316,198787,43235,15445,332390,0,8091,0,0,115576
2023-04-12,382395,195784,43525,18471,331374,0,8092,0,0,115491
2023-04-19,382423,194930,45563,17603,329774,0,8094,0,0,115355
2023-04-26,382501,195796,45979,15854,332182,0,8096,0,0,115514
2023-05-03,365651,182370,46893,11496,316241,0,8097,0,0,116103
2023-05-10,365729,183044,42817,14905,315013,0,8099,0,0,116199
2023-05-17,365808,179620,47430,13931,313376,0,8100,0,0,116357
2023-05-24,365884,179601,45747,14797,311841,0,8102,0,0,116624
2023-05-31,365950,171695,56142,13097,312836,0,8103,0,0,116687
2023-06-07,357355,164174,53243,15039,302734,0,8105,0,0,116699
2023-06-14,357432,164289,47664,20448,303165,0,8106,0,0,116529
2023-06-21,357427,172567,44030,15783,303488,0,8050,0,0,116556
2023-06-28,357507,169704,43237,19606,305025,0,8051,0,0,117231
2023-07-05,357555,174015,40806,17101,303578,0,8053,0,0,117745
2023-07-12,357629,159438,57722,15438,303528,0,8054,0,0,117557
2023-07-19,357706,172333,49088,11764,304416,0,8056,0,0,117323
2023-07-26,357781,167498,55120,10214,303575,0,8057,0,0,117464
2023-08-02,348764,174540,32976,15831,293338,0,8059,0,0,118028
2023-08-09,348829,158449,49544,15344,294229,0,8060,0,0,118145
2023-08-16,348899,161497,50270,11945,292211,0,8062,0,0,117816
2023-08-23,348969,156682,57150,10567,293721,0,8063,0,0,117412
2023-08-30,349021,157814,55009,10721,294404,0,8065,0,0,117719
2023-09-06,324102,151599,36003,11604,269229,0,8066,0,0,118001
2023-09-13,323943,146482,39789,11292,269295,0,8068,0,0,117768
2023-09-20,323426,148212,41389,9235,267849,0,7479,0,0,117263
2023-09-27,323498,154477,34705,9935,266308,0,7480,0,0,117422
2023-10-04,323614,146290,41437,10719,266148,0,7482,0,0,117875
2023-10-11,323682,133184,56027,9941,268137,0,7483,0,0,117908
2023-10-18,323753,135003,55491,9198,267023,0,7484,0,0,117408
2023-10-25,323823,134382,55965,9870,267129,0,7486,0,0,117072
2023-11-01,319316,153542,38410,3968,264341,0,7487,0,0,117227
2023-11-08,319381,137145,52621,6247,266354,0,7489,0,0,117430
2023-11-15,319448,130556,57647,7269,266064,0,7490,0,0,117468
2023-11-22,319502,137518,53258,5456,267210,0,7492,0,0,117103
2023-11-29,319571,145816,43404,6760,268870,0,7493,0,0,117006
2023-12-06,317606,131194,56703,5927,269130,0,7495,0,0,117237
2023-12-13,317676,126307,61132,5811,269870,0,7496,0,0,117315
2023-12-20,316856,126291,57860,5811,271644,0,6682,0,0,118328
2023-12-27,316924,123436,59638,6631,271463,0,6684,0,0,119368
2024-01-03,321650,121651,68267,6332,270780,0,6685,4850,0,119043
2024-01-10,321928,115655,77193,5318,269888,0,6686,5000,0,117539
2024-01-17,321941,109406,82604,6687,268340,0,6688,5000,0,116164
2024-01-24,317005,109034,80111,6022,267958,0,6689,0,0,115431
2024-01-31,322081,111184,82919,5864,269540,0,6690,5000,0,115231
2024-02-07,313483,110109,76414,7030,265001,0,6691,0,0,115024
2024-02-14,313535,108191,78977,6596,264488,0,6693,0,0,114975
2024-02-21,313600,137784,50636,5619,264794,0,6694,0,0,114937
2024-02-28,313557,141354,47794,4964,265107,0,6695,0,0,114716
2024-03-06,306630,104418,77165,5903,259823,0,6696,0,0,114526
2024-03-13,306686,103895,77606,5485,259236,0,6698,0,0,114207
2024-03-20,306725,104722,72515,4635,258963,0,6674,0,0,113984
2024-03-27,306791,131107,52954,3879,259535,0,6676,0,0,114712
2024-04-03,283600,126859,32206,5362,235067,0,6677,0,0,114902
2024-04-10,283656,127840,33102,4621,234388,0,6678,0,0,114649
2024-04-17,283724,130746,30576,4376,234457,0,6679,0,0,114589
2024-04-24,283791,132583,29897,2877,233826,0,6681,0,0,114859
2024-05-01,282852,128296,32490,2839,233250,0,6682,0,0,115427
2024-05-08,282922,109751,50433,3590,234495,0,6683,0,0,115603
2024-05-15,282990,108145,52313,2955,235127,0,6684,0,0,115983
2024-05-22,283058,120709,37099,4635,235061,0,6686,0,0,116399
2024-05-29,283122,115650,42781,4226,233902,0,6687,0,0,116640
2024-06-05,273870,99903,48517,4852,228945,0,6688,0,0,116796
2024-06-12,273938,102983,45259,5364,228895,0,6689,0,0,116714
2024-06-19,276166,94850,54178,3754,229952,0,5629,3255,0,116790
2024-06-26,272975,130245,17431,3835,228638,0,5630,0,0,117463
2024-07-03,273035,99706,47462,4985,228167,0,5631,0,0,117909
2024-07-10,273103,113641,35273,4072,228911,0,5632,0,0,117718
2024-07-17,282408,105241,52454,4894,230039,0,5633,9240,0,117493
2024-07-24,289233,132454,31430,5220,229718,0,5634,16000,0,117599
2024-07-31,289301,105604,58315,5060,231665,0,5635,16000,0,118075
2024-08-07,289312,121768,39198,7097,232054,0,5636,15951,0,118375
2024-08-14,289416,96549,65704,6629,233239,0,5637,16000,0,118086
2024-08-21,284959,122953,36134,5461,233412,0,5638,11489,0,118010
2024-08-28,289447,101987,60433,5958,232932,0,5639,16000,0,118349
2024-09-04,278789,126623,26307,4183,223396,0,5640,15951,0,118719
2024-09-11,284490,107786,51901,3612,224132,0,5641,21608,0,118549
2024-09-18,278918,121839,31057,2766,224148,0,5618,16000,0,118101
2024-09-25,278711,102218,51060,3212,223712,0,5619,15731,0,118342
2024-10-02,273279,124092,27417,0,219650,0,5620,14333,0,118782
2024-10-09,277504,107735,48283,0,217951,0,5621,18500,0,118873
2024-10-16,274820,127233,25917,0,219390,0,5622,15759,0,118756
2024-10-23,273384,97552,54832,0,218257,0,5623,14267,0,118388
2024-10-30,280704,133478,25992,0,218523,0,5624,21531,0,118262
2024-11-06,279738,106350,51857,0,218395,0,5625,20500,0,118606
2024-11-13,275288,125581,28103,0,218605,0,5626,16000,0,118670
2024-11-20,274697,105699,47731,0,217918,0,5627,15354,0,118502
2024-11-27,271397,122777,26736,0,219260,0,5628,12000,0,118459
2024-12-04,273509,99003,52378,0,218885,0,5629,15958,0,118760
2024-12-11,270638,103789,44402,0,218878,0,5631,13023,0,118986
2024-12-18,281615,133653,24131,0,218100,0,5598,24000,0,119897
2024-12-25,280744,131380,23967,0,217391,0,5599,23062,0,121067
2025-01-01,277242,124419,28551,0,218364,0,5600,19458,0,121297
2025-01-08,271884,115373,33470,0,217627,0,5601,14036,0,120082
2025-01-15,287207,130782,35038,0,216900,0,5602,29300,0,118815
2025-01-22,280245,121019,37626,0,217860,0,5603,22278,0,118052
2025-01-29,286363,102690,62180,0,218923,0,5604,28335,0,117789
2025-02-05,257942,105867,29151,0,220892,0,5605,0,0,117807
2025-02-12,257997,111724,25093,0,219094,0,5606,0,0,117808
2025-02-19,258051,110109,26858,0,219161,0,5607,0,0,117919
2025-02-26,258107,87143,48852,0,220748,0,5608,0,0,117855
2025-03-05,245872,97564,26338,0,208798,0,5609,0,0,117695
2025-03-12,254151,108405,24291,0,207959,0,5610,8232,0,117297
2025-03-19,247663,89354,33984,0,208687,0,5587,1711,0,117057
2025-03-26,250021,68919,58397,0,207808,0,5588,4013,0,117122
2025-04-02,249439,101557,25665,0,208732,0,5589,4015,0,117507
2025-04-09,249395,102176,23461,0,206946,0,5590,3904,0,117692
2025-04-16,249465,97245,28493,0,207536,0,5591,3906,0,118241
2025-04-23,250992,79554,47490,0,206560,0,5592,5382,0,118457
2025-04-30,251057,94150,32431,0,207748,0,5593,5385,0,118648
2025-05-07,251358,81168,44854,0,207715,0,5594,5627,0,118942
2025-05-14,251420,86540,39813,0,206753,0,5595,5630,0,119434
2025-05-21,252483,71048,56154,0,205939,0,5596,6635,0,119779
2025-05-28,252530,87318,39003,0,207017,0,5597,6639,0,119968
2025-06-04,245843,91161,29208,0,200658,0,5599,7411,0,120209
2025-06-11,245902,89803,31137,0,199968,0,5600,7415,0,120120
2025-06-18,245564,84835,33476,0,200003,0,4833,7813,0,120146
2025-06-25,245352,89381,28563,0,200166,0,4834,7817,0,120850
2025-07-02,245789,90158,27751,0,200167,0,4835,8149,0,121593
2025-07-09,245854,77128,42146,0,200112,0,4836,8153,0,121549
2025-07-16,246649,86234,35358,0,198781,0,4837,8886,0,121336
2025-07-23,246709,71736,50155,0,198961,0,4837,8890,0,121338
2025-07-30,245867,79563,41193,0,199539,0,4838,7988,0,121677
2025-08-06,245902,72593,48178,0,200211,0,4839,7976,0,121831
2025-08-13,245361,79165,41556,0,200201,0,4840,7381,0,121467
2025-08-20,245361,81352,39640,0,199900,0,4841,7384,0,121291
2025-08-27,246424,91935,29355,0,199891,0,4842,8394,0,121551
2025-09-03,220195,70707,22839,0,174437,0,4843,8355,0,121971
2025-09-10,223096,72397,24677,0,175708,0,4844,11260,0,121660
2025-09-17,223133,70309,25602,0,176208,0,4820,11266,0,121358
2025-09-24,224936,74434,23178,0,176015,0,4821,13016,0,121726
2025-10-01,225066,73290,24481,0,176142,0,4822,13012,0,122189
2025-10-08,229084,78653,23587,0,176013,0,4823,16976,0,122499
2025-10-15,229144,79022,23725,0,176671,0,4824,16984,0,122395
2025-10-22,231089,81924,23268,0,177147,0,4825,18878,0,121795
2025-10-29,235152,76661,32420,0,176826,0,4826,22889,0,121803
2025-11-05,233786,83138,24213,0,176849,0,4827,21451,0,121927
2025-11-12,234360,73794,33627,0,176843,0,4828,21969,0,122133
2025-11-19,238912,77614,35072,0,176405,0,4828,26468,0,121864
2025-11-26,240479,82910,31073,0,177283,0,4829,27977,0,121927
2025-12-03,236429,75019,34129,0,174975,0,4830,25771,0,122262
2025-12-10,235482,66940,41041,0,173830,0,4831,24767,0,122297
2025-12-17,235013,69317,36008,0,173860,1069,4602,23429,0,122772
2025-12-24,251446,89469,31384,0,174325,1070,4603,39800,0,124353
2025-12-31,240522,71758,38845,0,174224,2079,4604,27797,0,124319
2026-01-07,240581,69393,42117,0,174438,2080,4605,27810,0,123239
2026-01-14,238313,71099,39444,0,174733,3209,4605,24359,0,122103
2026-01-21,235871,74895,34023,0,174502,3210,4606,21863,0,121551
2026-01-28,232105,70128,35080,0,174552,4399,4607,16853,0,121631
2026-02-04,231633,70709,34516,0,174574,4401,4608,16337,0,121533
2026-02-11,232614,70040,36141,0,175085,5086,4609,16604,0,121264
2026-02-18,232672,66321,38639,0,175952,5088,4610,16608,0,121209
2026-02-25,234019,72225,33682,0,176195,5318,4611,17677,0,121058
2026-03-04,227407,75382,24311,0,155286,5320,4612,31640,0,121114
2026-03-11,218656,65938,24685,0,153984,5530,4612,22641,0,121014
2026-03-18,218701,60319,29554,0,154257,5532,4589,22658,0,120804
2026-03-25,231363,78678,24975,0,153855,5138,4590,35667,0,120655
2026-04-01,233642,79183,27558,0,154072,5140,4591,37905,0,121451
2026-04-08,219671,67580,24127,0,154219,4821,4592,24196,0,121533
2026-04-15,226233,74041,23806,0,154477,4824,4592,30698,1,121504
2026-04-22,212969,61671,22922,0,154519,4443,4593,17762,0,121638
2026-04-29,228767,71499,28375,0,153952,4444,4594,33504,0,122142
2026-05-06,219046,63916,26012,0,154585,4047,4595,24135,0,122457
2026-05-13,224665,68240,26729,0,154323,4049,4596,29654,0,122907
2026-05-20,223504,63673,29611,0,154382,3955,4597,28571,0,123354
2026-05-27,226568,70700,24741,0,155146,3957,4598,31574,1,123728
2026-06-03,219958,64251,23736,0,146003,3864,4599,34941,0,123919
2026-06-10,217111,62451,23541,0,145671,3865,4599,32039,0,123942
2026-06-17,225775,68367,24340,0,146146,3973,4572,40572,0,124096
2026-06-24,217729,60189,23804,0,146670,3974,4573,32574,0,124784
2026-07-01,231221,72582,24891,0,146596,3976,4574,45997,0,125582
2026-07-08,223848,65999,24088,0,145625,3605,4575,38927,0,125655
2026-07-15,231749,75058,23018,0,145801,3706,4576,46666,0,125377
2026-07-22,224000,65338,24112,0,145697,3708,4577,38858,0,125203
2026-07-29,224624,65918,23573,0,145683,3426,4577,39704,0,125615
2026-08-05,230459,71638,23505,0,145918,3428,4578,45505,0,125910
2026-08-12,227497,69948,22804,0,145226,3530,4579,42394,0,125637
2026-08-19,229699,70393,24614,0,145285,3532,4580,44551,0,125298
2026-08-26,231890,74154,22962,0,145700,3536,4581,46693,0,125243
2026-09-02,223219,64324,24810,0,136660,3538,4582,46530,0,125416
