date,cb_score,cb_label,fi_score,fi_label,reserves,reserves_level,net_liq_wow,govt_account,fiscal_7d,fiscal_z,stress_bps,stress_level,fwd_5,fwd_10,fwd_20
2014-01-01,-1.17,DRAIN,0.09,INJECTION,23546.0,CRISIS,,24502.0,15733.0,0.0851,0.0,SAFE,0.3372,1.1057,1.686
2014-01-08,-1.17,DRAIN,1.87,INJECTION,21558.0,CRISIS,,14719.0,21574.0,1.8679,0.0,SAFE,0.7685,0.9502,-0.6509
2014-01-15,-1.17,DRAIN,0.7,INJECTION,21699.0,CRISIS,,10634.0,16640.0,0.7046,0.0,SAFE,0.1817,0.5803,-2.0439
2014-01-22,-1.17,DRAIN,-2.0,NEUTRAL,21426.0,CRISIS,,23117.0,1612.0,-2.3091,0.0,SAFE,0.3986,-1.6011,-2.1811
2014-01-29,-1.17,DRAIN,1.06,INJECTION,21560.0,CRISIS,,16994.0,7508.0,1.0605,0.0,SAFE,-2.6909,-2.3557,-2.4228
2014-02-05,-1.17,DRAIN,-0.03,NEUTRAL,22047.0,CRISIS,,17083.0,-2364.0,-0.0251,0.0,SAFE,0.3352,0.1116,-0.534
2014-02-12,-1.83,DRAIN,0.39,NEUTRAL,21918.0,CRISIS,,14744.0,-4110.0,0.392,0.0,SAFE,-0.2236,-0.0671,-1.5328
2014-02-19,-1.17,DRAIN,0.06,INJECTION,21614.0,CRISIS,,14284.0,8833.0,0.0581,0.0,SAFE,0.1565,-0.6456,-0.7344
2014-02-26,-1.17,DRAIN,-1.0,NEUTRAL,20938.0,CRISIS,,19805.0,-2811.0,-0.9993,0.0,SAFE,-0.8021,-1.4657,-3.2898
2014-03-05,-1.83,DRAIN,-1.67,DRAIN,21438.0,CRISIS,,29295.0,-12212.0,-1.6717,0.0,SAFE,-0.6636,-0.0888,-2.271
2014-03-12,-1.17,DRAIN,0.76,DRAIN,21671.0,CRISIS,,25199.0,-10455.0,0.7585,0.0,SAFE,0.5748,-1.8241,-3.7005
2014-03-19,-1.17,DRAIN,-1.04,DRAIN,21265.0,CRISIS,,31391.0,-17107.0,-1.044,0.0,SAFE,-2.3989,-2.1822,-3.7534
