date,zirepo:H4
2024-10-14,0.95618
2024-10-15,0.94841
2024-10-16,0.94776
2024-10-17,0.95233
2024-10-18,0.9541
2024-10-21,0.94921
2024-10-22,0.95242
2024-10-23,0.95722
2024-10-24,0.95124
2024-10-25,0.95433
2024-10-28,0.93916
2024-10-29,0.95099
2024-10-30,0.94917
2024-10-31,0.95533
2024-11-01,0.95542
2024-11-04,0.94351
2024-11-05,0.95865
2024-11-06,0.9591
2024-11-07,0.95738
2024-11-08,0.95567
2024-11-11,0.95519
2024-11-12,0.95407
2024-11-13,0.93833
2024-11-14,0.94667
2024-11-15,0.93833
2024-11-18,0.93923
2024-11-19,0.92
2024-11-20,0.915
2024-11-21,0.92333
2024-11-22,0.8575
2024-11-25,0.8575
2024-11-26,0.8575
2024-11-27,0.8575
2024-11-28,0.8575
2024-11-29,0.8575
2024-12-02,0.8575
2024-12-03,0.8575
2024-12-04,0.8575
2024-12-05,0.8575
2024-12-06,0.8575
2024-12-09,0.8575
2024-12-10,0.8575
2024-12-11,0.8575
2024-12-12,0.45011
2024-12-13,0.44639
2024-12-16,0.44957
2024-12-17,0.45667
2024-12-18,0.45611
2024-12-19,0.45445
2024-12-20,0.45445
2024-12-23,0.45611
2024-12-24,0.45667
2024-12-27,0.445
2024-12-30,0.445
2024-12-31,0.455
2025-01-03,0.45778
2025-01-06,0.45575
2025-01-07,0.45408
2025-01-08,0.44327
2025-01-09,0.45078
2025-01-10,0.45549
2025-01-13,0.45694
2025-01-14,0.45246
2025-01-15,0.45258
2025-01-16,0.44789
2025-01-17,0.46
2025-01-20,0.45348
2025-01-21,0.45625
2025-01-22,0.4536
2025-01-23,0.45101
2025-01-24,0.46036
2025-01-27,0.4541
2025-01-28,0.44773
2025-01-29,0.44625
2025-01-30,0.45177
2025-01-31,0.44667
2025-02-03,0.45175
2025-02-04,0.45143
2025-02-05,0.4554
2025-02-06,0.45728
2025-02-07,0.45667
2025-02-10,0.46026
2025-02-11,0.45185
2025-02-12,0.45739
2025-02-13,0.45678
2025-02-14,0.44948
2025-02-17,0.45307
2025-02-18,0.45246
2025-02-19,0.4512
2025-02-20,0.44813
2025-02-21,0.435
2025-02-24,0.42875
2025-02-25,0.42167
2025-02-26,0.415
2025-02-27,0.4
2025-02-28,0.395
2025-03-03,0.3176
2025-03-04,0.38833
2025-03-05,0.395
2025-03-06,0.34333
2025-03-07,0.34154
2025-03-10,0.34154
2025-03-11,0.23
2025-03-12,0.23
2025-03-13,0.23
2025-03-14,0.23
2025-03-17,0.23
2025-03-18,0.23
2025-03-19,0.23
2025-03-20,0.21417
2025-03-21,0.20883
2025-03-24,0.209
2025-03-25,0.20264
2025-03-26,0.21222
2025-03-27,0.20533
2025-03-28,0.21
2025-03-31,0.21
2025-04-01,0.20433
2025-04-02,0.20638
2025-04-03,0.1945
2025-04-04,0.21
2025-04-07,0.21222
2025-04-08,0.21083
2025-04-09,0.2059
2025-04-10,0.21083
2025-04-11,0.19896
2025-04-14,0.17243
2025-04-15,0.17374
2025-04-16,0.19611
2025-04-17,0.1875
2025-04-22,0.16604
2025-04-23,0.20375
2025-04-24,0.17318
2025-04-25,0.18225
2025-04-28,0.18175
2025-04-29,0.16571
2025-04-30,0.17667
2025-05-02,0.18556
2025-05-05,0.178
2025-05-06,0.18125
2025-05-07,0.1675
2025-05-08,0.172
2025-05-09,0.18
2025-05-12,0.19167
2025-05-13,0.18583
2025-05-14,0.20357
2025-05-15,0.20375
2025-05-16,0.1775
2025-05-19,0.185
2025-05-20,0.1775
2025-05-21,0.1925
2025-05-22,0.1625
2025-05-23,0.15
2025-05-26,0.154
2025-05-27,0.14917
2025-05-28,0.135
2025-05-30,0.125
2025-06-02,0.125
2025-06-03,0.125
2025-06-04,0.125
2025-06-05,0.125
2025-06-06,-0.05
2025-06-10,-0.05
2025-06-11,-0.05
2025-06-12,-0.05
2025-06-13,-0.05
2025-06-16,-0.05
2025-06-17,-0.05
2025-06-18,-0.05
2025-06-19,-0.03789
2025-06-20,-0.04572
2025-06-23,-0.04667
2025-06-24,-0.025
2025-06-25,-0.02063
2025-06-26,-0.01083
2025-06-27,-0.02
2025-06-30,-0.02667
2025-07-01,-0.03778
2025-07-02,-0.0425
2025-07-03,-0.03769
2025-07-04,-0.04
2025-07-07,-0.03254
2025-07-08,-0.03932
2025-07-09,-0.03937
2025-07-10,-0.04015
2025-07-11,-0.0356
2025-07-14,-0.04
2025-07-15,-0.04028
2025-07-16,-0.04119
2025-07-17,-0.04938
2025-07-18,-0.04119
2025-07-21,-0.05712
2025-07-22,-0.04143
2025-07-23,-0.04684
2025-07-24,-0.03846
2025-07-25,-0.03767
2025-07-28,-0.03364
2025-07-29,-0.04135
2025-07-30,-0.05231
2025-07-31,-0.04007
2025-08-04,-0.03575
2025-08-05,-0.04137
2025-08-06,-0.03797
2025-08-07,-0.04296
2025-08-08,-0.03272
2025-08-11,-0.03859
2025-08-12,-0.03878
2025-08-13,-0.04004
2025-08-14,-0.03833
2025-08-15,-0.03333
2025-08-18,-0.04148
2025-08-19,-0.03861
2025-08-20,-0.03902
2025-08-21,-0.04087
2025-08-22,-0.03818
2025-08-25,-0.03444
2025-08-26,-0.03444
2025-08-27,-0.00111
2025-08-28,-0.04667
2025-08-29,-0.055
2025-09-01,-0.065
2025-09-02,-0.03545
2025-09-03,-0.03467
2025-09-04,-0.04566
2025-09-05,-0.0575
2025-09-08,-0.05233
2025-09-09,-0.05396
2025-09-10,-0.05293
2025-09-11,-0.052
2025-09-12,-0.0675
2025-09-15,-0.07875
2025-09-16,-0.052
2025-09-17,-0.04833
2025-09-18,-0.04761
2025-09-19,-0.04556
2025-09-22,-0.07
2025-09-23,-0.07
2025-09-24,-0.0575
2025-09-25,-0.045
2025-09-26,-0.0435
2025-09-29,-0.048
2025-09-30,-0.05571
2025-10-01,-0.035
2025-10-02,-0.03878
2025-10-03,-0.042
2025-10-06,-0.03352
2025-10-07,-0.03667
2025-10-08,-0.04498
2025-10-09,-0.03904
2025-10-10,-0.03607
2025-10-13,-0.03828
2025-10-14,-0.03167
2025-10-15,-0.03883
2025-10-16,-0.04117
2025-10-17,-0.05079
2025-10-20,-0.04298
2025-10-21,-0.03338
2025-10-22,-0.04537
2025-10-23,-0.04704
2025-10-24,-0.05667
2025-10-27,-0.05158
2025-10-28,-0.032
2025-10-29,-0.0412
2025-10-30,-0.04067
2025-10-31,-0.04063
2025-11-03,-0.03611
2025-11-04,-0.03572
2025-11-05,-0.04376
2025-11-06,-0.03965
2025-11-07,-0.02899
2025-11-10,-0.02889
2025-11-11,-0.03222
2025-11-12,-0.02833
2025-11-13,-0.03125
2025-11-14,-0.0325
2025-11-17,-0.03471
2025-11-18,-0.02667
2025-11-19,-0.0343
2025-11-20,-0.03195
2025-11-21,-0.02333
2025-11-24,-0.03208
2025-11-25,-0.02667
2025-11-26,-0.05143
2025-11-27,-0.04
2025-11-28,-0.045
2025-12-01,-0.0625
2025-12-02,-0.06063
2025-12-03,-0.06344
2025-12-04,-0.05903
2025-12-05,-0.04921
2025-12-08,-0.0348
2025-12-09,-0.04524
2025-12-10,-0.03691
2025-12-11,-0.06896
2025-12-12,-0.05583
2025-12-15,-0.04563
2025-12-16,-0.03571
2025-12-17,-0.045
2025-12-18,-0.04269
2025-12-19,-0.04083
2025-12-22,-0.04403
2025-12-23,-0.0375
2025-12-24,-0.0375
2025-12-29,-0.01
2025-12-30,-0.0075
2025-12-31,-0.0075
2026-01-05,-0.03
2026-01-06,-0.04048
2026-01-07,-0.03364
2026-01-08,-0.05263
2026-01-09,-0.0238
2026-01-12,-0.01563
2026-01-13,-0.03405
2026-01-14,-0.03122
2026-01-15,-0.04528
2026-01-16,-0.04301
2026-01-19,-0.04008
2026-01-20,-0.03693
2026-01-21,-0.01722
2026-01-22,-0.04264
2026-01-23,-0.02801
2026-01-26,-0.04592
2026-01-27,-0.04749
2026-01-28,-0.04222
2026-01-29,-0.04223
2026-01-30,-0.019
2026-02-02,-0.02313
2026-02-03,-0.03435
2026-02-04,-0.04281
2026-02-05,-0.05028
2026-02-06,-0.03063
2026-02-09,-0.03243
2026-02-10,-0.04564
2026-02-11,-0.04674
2026-02-12,-0.04472
2026-02-13,-0.02133
2026-02-16,-0.04112
2026-02-17,-0.0345
2026-02-18,-0.05091
2026-02-19,-0.04662
2026-02-20,-0.04653
2026-02-23,-0.04125
2026-02-24,-0.04639
2026-02-25,-0.0479
2026-02-26,-0.06056
2026-02-27,-0.05517
2026-03-02,-0.04886
2026-03-03,-0.01917
2026-03-04,-0.04333
2026-03-05,-0.04514
2026-03-06,-0.04278
2026-03-09,-0.04738
2026-03-10,-0.04859
2026-03-11,-0.05675
2026-03-12,-0.03556
2026-03-13,-0.03382
2026-03-16,-0.03488
2026-03-17,-0.03656
2026-03-18,-0.05036
2026-03-19,-0.03972
2026-03-20,-0.02313
2026-03-23,-0.041
2026-03-24,-0.02723
2026-03-25,-0.04568
2026-03-26,-0.03577
2026-03-27,-0.03326
2026-03-30,-0.04479
2026-03-31,-0.05417
2026-04-01,-0.01476
2026-04-02,-0.01535
2026-04-07,-0.03708
2026-04-08,-0.03035
2026-04-09,-0.04457
2026-04-10,-0.03083
2026-04-13,-0.01813
2026-04-14,-0.04929
2026-04-15,-0.03039
2026-04-16,-0.04092
2026-04-17,-0.03646
2026-04-20,-0.04167
2026-04-21,-0.0463
2026-04-22,-0.02697
2026-04-23,-0.04342
2026-04-24,-0.04735
2026-04-27,-0.04481
2026-04-28,-0.03691
2026-04-29,-0.03369
2026-04-30,-0.03625
2026-05-04,-0.02131
2026-05-05,-0.03825
2026-05-06,-0.03361
2026-05-07,-0.04742
2026-05-08,-0.0425
2026-05-11,-0.00542
2026-05-12,-0.03583
2026-05-13,-0.04626
2026-05-15,-0.01952
2026-05-18,-0.04667
2026-05-19,-0.008
2026-05-20,-0.03455
2026-05-21,-0.04166
2026-05-22,-0.03549
2026-05-26,-0.02278
2026-05-27,-0.04709
2026-05-28,-0.04667
2026-05-29,-0.0675
2026-06-01,-0.05075
2026-06-02,-0.02979
2026-06-03,-0.04294
2026-06-04,-0.05187
2026-06-05,-0.04694
2026-06-08,-0.0265
2026-06-09,-0.04876
2026-06-10,-0.02563
2026-06-11,-0.03071
2026-06-12,-0.03214
2026-06-15,-0.022
2026-06-16,-0.03742
2026-06-17,-0.03643
2026-06-18,-0.04663
2026-06-19,-0.03375
2026-06-22,-0.01985
2026-06-23,-0.00578
2026-06-24,-0.0275
2026-06-25,-0.0307
2026-06-26,-0.04284
2026-06-29,-0.02949
2026-06-30,-0.03045
2026-07-01,-0.02583
2026-07-02,-0.01722
2026-07-03,-0.022
2026-07-06,-0.04659
2026-07-07,-0.025
2026-07-08,-0.03365
2026-07-09,-0.028
2026-07-10,-0.03
2026-07-13,-0.03802
2026-07-14,-0.03722
2026-07-15,-0.03583
2026-07-16,-0.0388
2026-07-17,-0.01516
2026-07-20,-0.02574
2026-07-21,-0.01571
2026-07-22,-0.02685
2026-07-23,-0.02656
2026-07-24,-0.02375
2026-07-27,-0.03262
2026-07-28,-0.03424
2026-07-29,-0.05009
2026-07-30,-0.02791
2026-07-31,-0.03125
2026-08-03,-0.03167
2026-08-04,-0.04885
2026-08-05,-0.04384
2026-08-06,-0.03188
2026-08-07,-0.03083
2026-08-10,-0.04352
2026-08-11,-0.03849
2026-08-12,-0.04226
2026-08-13,-0.01958
2026-08-14,-0.01833
