date,zirepo:H4
2024-03-22,1.45014
2024-03-25,1.45051
2024-03-26,1.45286
2024-03-27,1.4525
2024-03-28,1.46667
2024-04-02,1.46117
2024-04-03,1.44443
2024-04-04,1.44544
2024-04-05,1.45185
2024-04-08,1.4475
2024-04-09,1.45385
2024-04-10,1.44149
2024-04-11,1.44838
2024-04-12,1.44741
2024-04-15,1.44672
2024-04-16,1.44241
2024-04-17,1.44969
2024-04-18,1.44412
2024-04-19,1.44417
2024-04-22,1.45051
2024-04-23,1.44691
2024-04-24,1.44588
2024-04-25,1.44831
2024-04-26,1.45195
2024-04-29,1.45162
2024-04-30,1.4553
2024-05-02,1.44777
2024-05-03,1.45611
2024-05-06,1.45278
2024-05-07,1.45833
2024-05-08,1.45978
2024-05-10,1.45496
2024-05-13,1.45626
2024-05-14,1.45828
2024-05-15,1.45667
2024-05-16,1.45924
2024-05-17,1.45107
2024-05-21,1.45778
2024-05-22,1.45125
2024-05-23,1.44704
2024-05-24,1.45167
2024-05-27,1.44019
2024-05-28,1.42357
2024-05-29,1.45563
2024-05-30,1.4325
2024-05-31,1.405
2024-06-03,1.42706
2024-06-04,1.43125
2024-06-05,1.4275
2024-06-06,1.3875
2024-06-07,1.38
2024-06-10,1.38167
2024-06-11,1.39
2024-06-12,1.385
2024-06-13,1.385
2024-06-14,1.385
2024-06-17,1.385
2024-06-18,1.385
2024-06-19,1.385
2024-06-20,1.20962
2024-06-21,1.21083
2024-06-24,1.215
2024-06-25,1.21224
2024-06-26,1.21381
2024-06-27,1.20571
2024-06-28,1.21704
2024-07-01,1.21387
2024-07-02,1.21385
2024-07-03,1.2059
2024-07-04,1.21152
2024-07-05,1.215
2024-07-08,1.20833
2024-07-09,1.2225
2024-07-10,1.21433
2024-07-11,1.21633
2024-07-12,1.21555
2024-07-15,1.21442
2024-07-16,1.21083
2024-07-17,1.215
2024-07-18,1.19568
2024-07-19,1.215
2024-07-22,1.21171
2024-07-23,1.20945
2024-07-24,1.21281
2024-07-25,1.214
2024-07-26,1.21063
2024-07-29,1.2147
2024-07-30,1.21697
2024-07-31,1.21333
2024-08-02,1.21267
2024-08-05,1.21352
2024-08-06,1.21113
2024-08-07,1.21376
2024-08-08,1.20813
2024-08-09,1.20608
2024-08-12,1.21497
2024-08-13,1.20965
2024-08-14,1.21107
2024-08-15,1.21018
2024-08-16,1.21057
2024-08-19,1.21183
2024-08-20,1.20667
2024-08-21,1.20661
2024-08-22,1.21412
2024-08-23,1.208
2024-08-26,1.205
2024-08-27,1.20174
2024-08-28,1.2
2024-08-29,1.18826
2024-08-30,1.175
2024-09-02,1.17125
2024-09-03,1.175
2024-09-04,1.16278
2024-09-05,1.154
2024-09-06,1.15
2024-09-09,1.145
2024-09-10,1.135
2024-09-11,1.135
2024-09-12,1.14269
2024-09-13,1.0
2024-09-16,1.115
2024-09-17,1.115
2024-09-18,1.115
2024-09-19,1.21
2024-09-20,1.21
2024-09-23,1.21
2024-09-24,1.21
2024-09-25,1.21
2024-09-26,0.96071
2024-09-27,0.95997
2024-09-30,0.95704
2024-10-01,0.95661
2024-10-02,0.95707
2024-10-03,0.95729
2024-10-04,0.95361
2024-10-07,0.94877
2024-10-08,0.95944
2024-10-09,0.94606
2024-10-10,0.95173
2024-10-11,0.96
