date,ops_supplied_month
2019-11-30,1921.0
2019-12-31,8260.0
2020-03-31,1111.0
2020-04-30,128330.0
2020-05-31,105670.0
2020-06-30,54464.0
2020-07-31,6705.0
2020-08-31,7650.0
2020-09-30,8220.0
2020-10-31,7250.0
2020-11-30,5400.0
2020-12-31,3583.0
2021-01-31,800.0
2021-12-31,3541.0
2022-01-31,574.0
2022-02-28,666.0
2022-03-31,11962.0
2022-04-30,19350.0
2022-05-31,25078.0
2022-06-30,75712.0
2022-07-31,59621.0
2022-08-31,67486.0
2022-09-30,53100.0
