date,zirepo:H2
2024-03-22,1.46245
2024-03-25,1.45554
2024-03-26,1.46532
2024-03-27,1.46362
2024-03-28,1.47021
2024-04-02,1.46466
2024-04-03,1.46056
2024-04-04,1.45477
2024-04-05,1.4766
2024-04-08,1.46748
2024-04-09,1.47022
2024-04-10,1.45437
2024-04-11,1.45835
2024-04-12,1.469
2024-04-15,1.46716
2024-04-16,1.46212
2024-04-17,1.46377
2024-04-18,1.45924
2024-04-19,1.4608
2024-04-22,1.46042
2024-04-23,1.46184
2024-04-24,1.46385
2024-04-25,1.44739
2024-04-26,1.4563
2024-04-29,1.45924
2024-04-30,1.46327
2024-05-02,1.46
2024-05-03,1.45261
2024-05-06,1.46271
2024-05-07,1.45918
2024-05-08,1.44549
2024-05-10,1.46125
2024-05-13,1.46022
2024-05-14,1.46714
2024-05-15,1.46736
2024-05-16,1.46299
2024-05-17,1.4644
2024-05-21,1.47364
2024-05-22,1.47444
2024-05-23,1.48
2024-05-24,1.4741
2024-05-27,1.46811
2024-05-28,1.47519
2024-05-29,1.47143
2024-05-30,1.4775
2024-05-31,1.46833
2024-06-03,1.45468
2024-06-04,1.46901
2024-06-05,1.46669
2024-06-06,1.47354
2024-06-07,1.46359
2024-06-10,1.46907
2024-06-11,1.48381
2024-06-12,1.46785
2024-06-13,1.41151
2024-06-14,1.395
2024-06-17,1.39
2024-06-18,1.39
2024-06-19,1.39
2024-06-20,1.21402
2024-06-21,1.20985
2024-06-24,1.21589
2024-06-25,1.21298
2024-06-26,1.22114
2024-06-27,1.21786
2024-06-28,1.23378
2024-07-01,1.21757
2024-07-02,1.21714
2024-07-03,1.21105
2024-07-04,1.21913
2024-07-05,1.21931
2024-07-08,1.21793
2024-07-09,1.21823
2024-07-10,1.21673
2024-07-11,1.21167
2024-07-12,1.2166
2024-07-15,1.21339
2024-07-16,1.21779
2024-07-17,1.20433
2024-07-18,1.21575
2024-07-19,1.2176
2024-07-22,1.21504
2024-07-23,1.21399
2024-07-24,1.21402
2024-07-25,1.21589
2024-07-26,1.21877
2024-07-29,1.21723
2024-07-30,1.21668
2024-07-31,1.22024
2024-08-02,1.21377
2024-08-05,1.21279
2024-08-06,1.20701
2024-08-07,1.2097
2024-08-08,1.20873
2024-08-09,1.21071
2024-08-12,1.21108
2024-08-13,1.21049
2024-08-14,1.21193
2024-08-15,1.2151
2024-08-16,1.20846
2024-08-19,1.21221
2024-08-20,1.21002
2024-08-21,1.2048
2024-08-22,1.21498
2024-08-23,1.21397
2024-08-26,1.20539
2024-08-27,1.21342
2024-08-28,1.20177
2024-08-29,1.21257
2024-08-30,1.20894
2024-09-02,1.21278
2024-09-03,1.21749
2024-09-04,1.20964
2024-09-05,1.21434
2024-09-06,1.21312
2024-09-09,1.21093
2024-09-10,1.21451
2024-09-11,1.20749
2024-09-12,1.2162
2024-09-13,1.21373
2024-09-16,1.21291
2024-09-17,1.21355
2024-09-18,1.20761
2024-09-19,1.12428
2024-09-20,1.09488
2024-09-23,1.04
2024-09-24,1.005
2024-09-25,1.005
2024-09-26,0.98542
2024-09-27,0.9665
2024-09-30,0.96379
2024-10-01,0.9668
2024-10-02,0.96209
2024-10-03,0.96019
2024-10-04,0.95036
2024-10-07,0.95562
2024-10-08,0.95167
2024-10-09,0.95685
2024-10-10,0.95707
2024-10-11,0.96167
2024-10-14,0.9552
2024-10-15,0.95253
2024-10-16,0.95244
2024-10-17,0.94871
2024-10-18,0.9581
2024-10-21,0.95875
2024-10-22,0.9545
2024-10-23,0.94319
2024-10-24,0.95687
2024-10-25,0.96472
2024-10-28,0.95861
2024-10-29,0.95448
2024-10-30,0.95509
2024-10-31,0.9546
2024-11-01,0.95519
2024-11-04,0.95806
2024-11-05,0.95762
2024-11-06,0.95892
