date,snbfxtr:T0
2020-03-31,38507.0
2020-06-30,51510.0
2020-09-30,10973.0
2020-12-31,8685.0
2021-03-31,296.0
2021-06-30,5438.0
2021-09-30,2789.0
2021-12-31,12627.0
2022-03-31,5741.0
2022-06-30,-5.0
2022-09-30,-739.0
2022-12-31,-27280.0
2023-03-31,-32260.0
2023-06-30,-40310.0
2023-09-30,-37628.0
2023-12-31,-22661.0
2024-03-31,281.0
2024-06-30,103.0
2024-09-30,728.0
2024-12-31,103.0
2025-03-31,49.0
2025-06-30,5058.0
2025-09-30,75.0
2025-12-31,-6.0
2026-03-31,3940.0
