date,zirepo:H1
2024-03-22,1.46423
2024-03-25,1.4635
2024-03-26,1.46013
2024-03-27,1.46812
2024-03-28,1.45231
2024-04-02,1.46203
2024-04-03,1.46025
2024-04-04,1.46459
2024-04-05,1.46853
2024-04-08,1.46188
2024-04-09,1.45891
2024-04-10,1.46266
2024-04-11,1.45914
2024-04-12,1.45739
2024-04-15,1.4558
2024-04-16,1.4489
2024-04-17,1.44974
2024-04-18,1.44872
2024-04-19,1.44662
2024-04-22,1.45261
2024-04-23,1.44968
2024-04-24,1.4515
2024-04-25,1.45209
2024-04-26,1.45074
2024-04-29,1.45699
2024-04-30,1.45827
2024-05-02,1.4488
2024-05-03,1.44557
2024-05-06,1.45553
2024-05-07,1.45255
2024-05-08,1.4666
2024-05-10,1.45725
2024-05-13,1.4617
2024-05-14,1.46042
2024-05-15,1.47566
2024-05-16,1.46694
2024-05-17,1.46141
2024-05-21,1.46365
2024-05-22,1.46727
2024-05-23,1.47058
2024-05-24,1.46079
2024-05-27,1.46509
2024-05-28,1.4586
2024-05-29,1.46007
2024-05-30,1.4414
2024-05-31,1.46204
2024-06-03,1.45621
2024-06-04,1.4635
2024-06-05,1.46398
2024-06-06,1.47656
2024-06-07,1.47327
2024-06-10,1.47167
2024-06-11,1.46574
2024-06-12,1.46324
2024-06-13,1.46426
2024-06-14,1.46098
2024-06-17,1.46101
2024-06-18,1.45877
2024-06-19,1.45705
2024-06-20,1.22081
2024-06-21,1.21732
2024-06-24,1.21236
2024-06-25,1.21668
2024-06-26,1.21665
2024-06-27,1.27168
2024-06-28,1.22431
2024-07-01,1.23672
2024-07-02,1.21505
2024-07-03,1.22509
2024-07-04,1.22208
2024-07-05,1.21304
2024-07-08,1.21274
2024-07-09,1.22372
2024-07-10,1.21675
2024-07-11,1.21642
2024-07-12,1.22141
2024-07-15,1.21694
2024-07-16,1.21365
2024-07-17,1.20834
2024-07-18,1.21381
2024-07-19,1.21639
2024-07-22,1.21618
2024-07-23,1.2195
2024-07-24,1.21045
2024-07-25,1.20815
2024-07-26,1.2167
2024-07-29,1.20952
2024-07-30,1.21248
2024-07-31,1.21226
2024-08-02,1.21181
2024-08-05,1.20896
2024-08-06,1.21015
2024-08-07,1.21618
2024-08-08,1.20781
2024-08-09,1.20821
2024-08-12,1.20764
2024-08-13,1.21186
2024-08-14,1.21051
2024-08-15,1.21331
2024-08-16,1.21111
2024-08-19,1.20712
2024-08-20,1.20793
2024-08-21,1.20713
2024-08-22,1.20633
2024-08-23,1.2091
2024-08-26,1.20684
2024-08-27,1.21345
2024-08-28,1.21409
2024-08-29,1.21533
2024-08-30,1.21776
2024-09-02,1.21451
2024-09-03,1.21377
2024-09-04,1.21585
2024-09-05,1.21648
2024-09-06,1.22129
2024-09-09,1.21393
2024-09-10,1.22727
2024-09-11,1.21066
2024-09-12,1.21092
2024-09-13,1.21398
2024-09-16,1.20977
2024-09-17,1.21408
2024-09-18,1.21149
2024-09-19,1.21016
2024-09-20,1.21871
2024-09-23,1.22203
2024-09-24,1.208
2024-09-25,1.21342
2024-09-26,0.96603
2024-09-27,0.97643
2024-09-30,0.97324
2024-10-01,0.96011
2024-10-02,0.95748
2024-10-03,0.95345
2024-10-04,0.95692
2024-10-07,0.95145
2024-10-08,0.93683
2024-10-09,0.94178
2024-10-10,0.94035
2024-10-11,0.93635
2024-10-14,0.9486
2024-10-15,0.94872
2024-10-16,0.94708
2024-10-17,0.942
2024-10-18,0.95186
2024-10-21,0.94327
2024-10-22,0.94412
2024-10-23,0.94512
2024-10-24,0.94669
2024-10-25,0.94675
2024-10-28,0.95609
2024-10-29,0.9516
2024-10-30,0.95924
2024-10-31,0.95925
2024-11-01,0.95928
2024-11-04,0.95811
2024-11-05,0.95242
2024-11-06,0.95915
2024-11-07,0.95417
2024-11-08,0.96408
2024-11-11,0.95942
2024-11-12,0.96132
2024-11-13,0.95617
2024-11-14,0.96053
2024-11-15,0.96052
2024-11-18,0.95931
2024-11-19,0.95529
2024-11-20,0.97098
2024-11-21,0.9816
2024-11-22,0.96298
2024-11-25,0.96401
2024-11-26,0.97301
2024-11-27,0.96043
2024-11-28,0.95665
2024-11-29,0.9602
2024-12-02,0.95989
2024-12-03,0.97201
2024-12-04,0.97428
2024-12-05,0.95621
2024-12-06,0.96337
2024-12-09,0.95617
2024-12-10,0.95789
2024-12-11,0.96031
2024-12-12,0.45341
2024-12-13,0.45827
2024-12-16,0.45498
2024-12-17,0.46492
2024-12-18,0.45906
2024-12-19,0.4653
2024-12-20,0.4654
2024-12-23,0.45827
2024-12-24,0.46938
2024-12-27,0.47869
2024-12-30,0.46152
2024-12-31,0.475
2025-01-03,0.45582
2025-01-06,0.45158
2025-01-07,0.43303
2025-01-08,0.4401
2025-01-09,0.44797
2025-01-10,0.46435
2025-01-13,0.45263
2025-01-14,0.44187
2025-01-15,0.43651
2025-01-16,0.44316
2025-01-17,0.44162
2025-01-20,0.4529
2025-01-21,0.45329
2025-01-22,0.45423
2025-01-23,0.45205
2025-01-24,0.44837
2025-01-27,0.44982
2025-01-28,0.45072
2025-01-29,0.45491
2025-01-30,0.45458
2025-01-31,0.45319
2025-02-03,0.43883
2025-02-04,0.4343
2025-02-05,0.43882
2025-02-06,0.43685
2025-02-07,0.44395
2025-02-10,0.4442
2025-02-11,0.43655
2025-02-12,0.44223
2025-02-13,0.44863
2025-02-14,0.44738
2025-02-17,0.44448
2025-02-18,0.44601
2025-02-19,0.4469
2025-02-20,0.44373
2025-02-21,0.44907
2025-02-24,0.45199
2025-02-25,0.44925
2025-02-26,0.44932
2025-02-27,0.45995
2025-02-28,0.46167
2025-03-03,0.44949
2025-03-04,0.44864
2025-03-05,0.45547
2025-03-06,0.4432
2025-03-07,0.4447
2025-03-10,0.44687
2025-03-11,0.44806
2025-03-12,0.4429
2025-03-13,0.44683
2025-03-14,0.44934
2025-03-17,0.44721
2025-03-18,0.44393
2025-03-19,0.44375
2025-03-20,0.21917
2025-03-21,0.20062
2025-03-24,0.19381
2025-03-25,0.20585
2025-03-26,0.2099
2025-03-27,0.21163
2025-03-28,0.22743
2025-03-31,0.22216
2025-04-01,0.20476
2025-04-02,0.20933
2025-04-03,0.22418
2025-04-04,0.22869
2025-04-07,0.23022
2025-04-08,0.22481
2025-04-09,0.2125
2025-04-10,0.2033
2025-04-11,0.20089
2025-04-14,0.20091
2025-04-15,0.18354
2025-04-16,0.18253
2025-04-17,0.19141
2025-04-22,0.18076
2025-04-23,0.18228
2025-04-24,0.19085
2025-04-25,0.20948
2025-04-28,0.20168
2025-04-29,0.19835
2025-04-30,0.20457
2025-05-02,0.20185
2025-05-05,0.19813
2025-05-06,0.19924
2025-05-07,0.20193
2025-05-08,0.20596
2025-05-09,0.2071
2025-05-12,0.21619
2025-05-13,0.20722
2025-05-14,0.21498
2025-05-15,0.21341
2025-05-16,0.20559
2025-05-19,0.20305
2025-05-20,0.20818
2025-05-21,0.22318
2025-05-22,0.21234
2025-05-23,0.21579
2025-05-26,0.1992
2025-05-27,0.20847
2025-05-28,0.20605
2025-05-30,0.21889
2025-06-02,0.20626
2025-06-03,0.20972
2025-06-04,0.20654
2025-06-05,0.21174
2025-06-06,0.21959
2025-06-10,0.20685
2025-06-11,0.21952
2025-06-12,0.21595
2025-06-13,0.20944
2025-06-16,0.20959
2025-06-17,0.2027
2025-06-18,0.20103
2025-06-19,-0.03778
2025-06-20,-0.04059
2025-06-23,-0.04228
2025-06-24,-0.04386
2025-06-25,-0.04395
2025-06-26,-0.02351
2025-06-27,-0.01115
2025-06-30,0.0178
2025-07-01,-0.03431
2025-07-02,-0.02428
2025-07-03,-0.03091
2025-07-04,-0.02485
2025-07-07,-0.01743
2025-07-08,-0.03576
2025-07-09,-0.0305
2025-07-10,-0.03061
2025-07-11,-0.03884
2025-07-14,-0.03571
2025-07-15,-0.04572
2025-07-16,-0.04474
2025-07-17,-0.03921
2025-07-18,-0.03271
2025-07-21,-0.03157
2025-07-22,-0.04377
2025-07-23,-0.04366
2025-07-24,-0.04305
2025-07-25,-0.03642
2025-07-28,-0.04265
2025-07-29,-0.03497
2025-07-30,-0.02316
2025-07-31,-0.01584
2025-08-04,-0.0341
2025-08-05,-0.02797
2025-08-06,-0.03503
2025-08-07,-0.01418
2025-08-08,0.00292
2025-08-11,-0.00546
2025-08-12,-0.02738
2025-08-13,-0.00883
2025-08-14,-0.03061
2025-08-15,-0.03188
2025-08-18,-0.0222
2025-08-19,-0.03224
2025-08-20,-0.0252
2025-08-21,-0.03438
2025-08-22,-0.0291
2025-08-25,-0.02169
2025-08-26,-0.02984
2025-08-27,-0.02723
2025-08-28,-0.04155
2025-08-29,-0.03733
2025-09-01,-0.04009
2025-09-02,-0.04062
2025-09-03,-0.03077
2025-09-04,-0.02029
2025-09-05,-0.01985
2025-09-08,-0.00931
2025-09-09,0.00115
2025-09-10,-0.02603
2025-09-11,-0.02587
2025-09-12,-0.02676
2025-09-15,-0.01694
2025-09-16,-0.03414
2025-09-17,-0.02086
2025-09-18,-0.02565
2025-09-19,-0.02614
2025-09-22,-0.03869
2025-09-23,-0.03767
2025-09-24,-0.02269
2025-09-25,-0.01589
2025-09-26,-0.02659
2025-09-29,-0.04443
2025-09-30,-0.02417
2025-10-01,-0.04443
2025-10-02,-0.02897
2025-10-03,-0.02569
2025-10-06,-0.03451
2025-10-07,-0.02246
