date,zirepo:H1
2025-10-08,-0.02889
2025-10-09,-0.03651
2025-10-10,-0.0264
2025-10-13,-0.03361
2025-10-14,-0.03171
2025-10-15,-0.03366
2025-10-16,-0.04193
2025-10-17,-0.02283
2025-10-20,-0.03561
2025-10-21,-0.03862
2025-10-22,-0.0464
2025-10-23,-0.02183
2025-10-24,-0.00101
2025-10-27,-0.02882
2025-10-28,-0.04136
2025-10-29,-0.03678
2025-10-30,-0.05109
2025-10-31,-0.03868
2025-11-03,-0.03966
2025-11-04,-0.04246
2025-11-05,-0.04256
2025-11-06,-0.02137
2025-11-07,-0.01914
2025-11-10,-0.03109
2025-11-11,-0.03081
2025-11-12,-0.01802
2025-11-13,-0.03698
2025-11-14,-0.03978
2025-11-17,-0.03701
2025-11-18,-0.04419
2025-11-19,-0.03892
2025-11-20,-0.04024
2025-11-21,-0.02943
2025-11-24,-0.02639
2025-11-25,-0.04095
2025-11-26,-0.03869
2025-11-27,-0.04486
2025-11-28,-0.02677
2025-12-01,-0.0415
2025-12-02,-0.03675
2025-12-03,-0.00088
2025-12-04,-0.02037
2025-12-05,-0.03885
2025-12-08,-0.0376
2025-12-09,-0.04168
2025-12-10,-0.04372
2025-12-11,-0.04296
2025-12-12,-0.03461
2025-12-15,-0.0365
2025-12-16,-0.0393
2025-12-17,-0.02163
2025-12-18,-0.03296
2025-12-19,-0.03499
2025-12-22,-0.02727
2025-12-23,-0.03439
2025-12-24,-0.01417
2025-12-29,-0.04304
2025-12-30,-0.05076
2025-12-31,0.005
2026-01-05,-0.02997
2026-01-06,-0.04877
2026-01-07,-0.0551
2026-01-08,-0.05811
2026-01-09,-0.0621
2026-01-12,-0.06168
2026-01-13,-0.06497
2026-01-14,-0.05551
2026-01-15,-0.04463
2026-01-16,-0.03943
2026-01-19,-0.04122
2026-01-20,-0.04055
2026-01-21,-0.04108
2026-01-22,-0.03888
2026-01-23,-0.03756
2026-01-26,-0.04302
2026-01-27,-0.03468
2026-01-28,-0.04659
2026-01-29,-0.05728
2026-01-30,-0.04787
2026-02-02,-0.04361
2026-02-03,-0.02856
2026-02-04,-0.03291
2026-02-05,-0.03804
2026-02-06,-0.02972
2026-02-09,-0.02995
2026-02-10,-0.03786
2026-02-11,-0.03835
2026-02-12,-0.04004
2026-02-13,-0.03989
2026-02-16,-0.03579
2026-02-17,-0.03635
2026-02-18,-0.04266
2026-02-19,-0.04658
2026-02-20,-0.04226
2026-02-23,-0.04407
2026-02-24,-0.05106
2026-02-25,-0.03817
2026-02-26,-0.06443
2026-02-27,-0.05393
2026-03-02,-0.04896
2026-03-03,-0.03746
2026-03-04,-0.04666
2026-03-05,-0.04085
2026-03-06,-0.04876
2026-03-09,-0.03757
2026-03-10,-0.02689
2026-03-11,-0.04734
2026-03-12,-0.04523
2026-03-13,-0.03092
2026-03-16,-0.04
2026-03-17,-0.0438
2026-03-18,-0.04214
2026-03-19,-0.04253
2026-03-20,-0.04185
2026-03-23,-0.04133
2026-03-24,-0.03387
2026-03-25,-0.04264
2026-03-26,-0.04307
2026-03-27,-0.01919
2026-03-30,-0.06821
2026-03-31,-0.02269
2026-04-01,-0.04108
2026-04-02,-0.03133
2026-04-07,-0.01999
2026-04-08,-0.03096
2026-04-09,-0.03385
2026-04-10,-0.04005
2026-04-13,-0.02868
2026-04-14,-0.02872
2026-04-15,-0.01944
2026-04-16,-0.02964
2026-04-17,-0.01281
2026-04-20,-0.00678
2026-04-21,-0.01069
2026-04-22,-0.02026
2026-04-23,-0.0187
2026-04-24,-0.01587
2026-04-27,-0.02677
2026-04-28,-0.0185
2026-04-29,-0.03073
2026-04-30,-0.02844
2026-05-04,-0.02734
2026-05-05,-0.02939
2026-05-06,-0.03043
2026-05-07,-0.03363
2026-05-08,-0.03734
2026-05-11,-0.04231
2026-05-12,-0.03957
2026-05-13,-0.04557
2026-05-15,-0.04167
2026-05-18,-0.03816
2026-05-19,-0.03008
2026-05-20,-0.04421
2026-05-21,-0.06703
2026-05-22,-0.02452
2026-05-26,-0.02447
2026-05-27,-0.026
2026-05-28,-0.04621
2026-05-29,-0.02522
2026-06-01,-0.03703
2026-06-02,-0.03373
2026-06-03,-0.03651
2026-06-04,-0.01878
2026-06-05,-0.02637
2026-06-08,-0.03689
2026-06-09,-0.02637
2026-06-10,-0.0252
2026-06-11,-0.02762
2026-06-12,-0.02295
2026-06-15,-0.02299
2026-06-16,-0.02595
2026-06-17,-0.02935
2026-06-18,-0.04552
2026-06-19,-0.01833
2026-06-22,-0.00274
2026-06-23,-0.00892
2026-06-24,-0.02901
2026-06-25,-0.02279
2026-06-26,-0.00902
2026-06-29,-0.02853
2026-06-30,-0.00926
2026-07-01,-0.01833
2026-07-02,-0.02846
2026-07-03,-0.02781
2026-07-06,-0.03315
2026-07-07,-0.02241
2026-07-08,-0.02841
2026-07-09,-0.02908
2026-07-10,-0.02746
2026-07-13,-0.03124
2026-07-14,-0.03784
2026-07-15,-0.04024
2026-07-16,-0.01899
2026-07-17,-0.02811
2026-07-20,-0.03106
2026-07-21,-0.03128
2026-07-22,-0.03643
2026-07-23,-0.02553
2026-07-24,-0.02234
2026-07-27,-0.02962
2026-07-28,-0.02348
2026-07-29,-0.02024
2026-07-30,-0.02617
2026-07-31,-0.01921
2026-08-03,-0.01202
2026-08-04,-0.05804
2026-08-05,-0.05635
2026-08-06,-0.05106
2026-08-07,-0.0325
2026-08-10,-0.02824
2026-08-11,-0.04494
2026-08-12,-0.04067
2026-08-13,-0.02934
2026-08-14,-0.03532
