DATE,RPWB56A,RPWB55A,RPWB72A,RPWB67A,RPWB69A,RPWZ4TJ,RPWZ4TK,RPWZ4TL,RPWZ4TM,RPWZOQ4,RPWZ4TN,RPWB59A
09 Sep 2015,301128,66089,370,0,16562,16562,0,10077,375000,,3921,3915
16 Sep 2015,304930,66071,370,0,15272,15272,0,10055,375000,,3873,3877
23 Sep 2015,308068,66131,370,0,15272,15272,0,10131,375000,,3944,3956
30 Sep 2015,311762,66428,370,0,15272,15272,0,10144,375000,,3969,3980
07 Oct 2015,314821,66511,370,0,15272,15272,0,10130,375000,,3927,3937
14 Oct 2015,313758,66351,370,0,14042,14042,0,10156,375000,,3901,3909
21 Oct 2015,316345,66343,370,0,14042,14042,0,10188,375000,,3892,3901
28 Oct 2015,316052,66677,370,0,14042,14042,0,10228,375000,,3940,3947
04 Nov 2015,315984,66872,370,0,14042,14042,0,10200,375000,,3903,3909
11 Nov 2015,315331,66829,370,0,14042,14042,0,10188,375000,,3946,3953
18 Nov 2015,315467,66831,370,0,13492,13492,0,10265,375000,,3943,3951
25 Nov 2015,314545,67178,370,0,13492,13492,0,10324,375000,,3966,3971
02 Dec 2015,311934,67681,370,0,13492,13492,0,10401,375000,,4012,4019
09 Dec 2015,296547,67899,370,0,13492,13492,0,9732,375000,,3952,3957
16 Dec 2015,300926,68333,370,0,15455,15455,0,9712,375000,,3996,4000
23 Dec 2015,309769,69779,370,0,15455,15455,0,9713,375000,,4035,4036
30 Dec 2015,310112,69754,370,0,15455,15455,0,9697,375000,,4043,4043
06 Jan 2016,311981,68222,370,0,15455,15455,0,9767,375000,,4108,4110
13 Jan 2016,314629,66948,370,0,16261,16261,0,9812,375000,,4160,4161
20 Jan 2016,315863,66573,370,0,16261,16261,0,9851,375000,,4238,4239
27 Jan 2016,311501,66841,370,0,16261,16261,0,9833,375000,,4218,4218
03 Feb 2016,315378,67101,370,0,16261,16261,0,9923,375000,,4131,4130
10 Feb 2016,317318,67006,370,0,16261,16261,0,9953,375000,,4164,4161
17 Feb 2016,316165,66978,370,0,15522,15522,0,9960,375000,,4208,4205
24 Feb 2016,314415,67235,370,0,15522,15522,0,10007,375000,,4328,4325
02 Mar 2016,314843,67629,370,0,15522,15522,0,10024,375000,,4122,4275
09 Mar 2016,312137,67823,370,0,15522,15522,0,9952,375000,,5645,5630
16 Mar 2016,315435,67874,370,0,18657,18657,0,9962,375000,,5595,5673
23 Mar 2016,314226,68755,370,0,18657,18657,0,9987,375000,,4427,4260
30 Mar 2016,313863,69591,370,0,18657,18657,0,10009,375000,,4333,4170
06 Apr 2016,318419,68955,370,0,18657,18657,0,10039,375000,,4593,4279
13 Apr 2016,319051,68654,370,0,18869,18869,0,10033,375000,,4551,4243
20 Apr 2016,319093,68764,370,0,18869,18869,0,10024,375000,,4172,4185
27 Apr 2016,317165,69301,370,0,18869,18869,0,9974,375000,,4127,4139
04 May 2016,318068,69871,370,0,18869,18869,0,10008,375000,,4152,4165
11 May 2016,317932,69655,370,0,18869,18869,0,10063,375000,,4173,4170
18 May 2016,317528,69523,370,0,18015,18015,0,10045,375000,,4122,4117
25 May 2016,317800,69687,370,0,18015,18015,0,10038,375000,,4091,4085
01 Jun 2016,317689,70391,370,0,18015,18015,0,10031,375000,,4178,4172
08 Jun 2016,315276,69949,370,0,18015,18015,0,10044,375000,,4147,4141
15 Jun 2016,315182,69976,370,0,17670,17670,0,10089,375000,,4259,4251
22 Jun 2016,315851,70185,370,0,20125,20125,0,10017,375000,,4112,4104
29 Jun 2016,316666,70969,370,0,20495,20495,0,10158,375000,,4482,4468
06 Jul 2016,319679,71366,370,0,23567,23567,0,10215,375000,,4705,4690
13 Jul 2016,317053,71519,370,0,21796,21796,0,10257,375000,,4582,4565
20 Jul 2016,319931,71519,370,0,23801,23801,0,10226,375000,,4588,4572
27 Jul 2016,319040,71751,370,0,24051,24051,0,10301,375000,,4609,4593
03 Aug 2016,320728,71978,370,0,24126,24126,0,10316,375000,,4539,4525
10 Aug 2016,323645,71977,370,0,24326,24326,0,10414,377288,,4648,4632
17 Aug 2016,326164,71955,370,0,23374,23374,0,10428,380798,,4645,4627
24 Aug 2016,328861,72261,370,0,23599,23599,0,10465,384307,,4565,4546
31 Aug 2016,329063,72714,370,0,24229,24229,0,10591,386647,,4614,4595
07 Sep 2016,318481,72534,370,0,24229,24229,0,9694,390157,,4532,4511
14 Sep 2016,318442,72478,370,0,20209,20209,0,9650,392566,,4582,4567
21 Sep 2016,320701,72382,370,0,20279,20279,0,9678,394426,,4641,4642
28 Sep 2016,326116,72603,370,0,20364,20364,0,9763,396336,,4635,4635
05 Oct 2016,330847,72708,370,0,20534,20534,0,9746,398723,,4724,4720
12 Oct 2016,333314,72646,370,0,18297,18297,0,9668,402126,,4938,4931
19 Oct 2016,337867,72665,370,0,18297,18297,0,9687,404703,,4903,4893
26 Oct 2016,344471,72950,370,0,18297,18297,0,9718,406998,,4921,4910
02 Nov 2016,347260,73214,370,0,18297,18297,0,9744,408690,,4894,4883
09 Nov 2016,350556,73263,370,0,18297,18297,0,9758,411488,,4842,4826
16 Nov 2016,352614,73226,370,0,16566,16566,0,9765,415204,,4840,4823
23 Nov 2016,353950,73601,370,0,16566,16566,0,9781,418783,,4849,4827
30 Nov 2016,358716,73974,370,0,16566,16566,0,9732,425741,,4818,4795
07 Dec 2016,363777,74266,370,0,16566,16566,0,9706,431134,,4769,4747
14 Dec 2016,362866,74742,370,0,10879,10879,0,9702,436505,,4735,4711
21 Dec 2016,373021,75870,370,0,10879,10879,0,9710,448425,,4857,4830
28 Dec 2016,370510,76367,370,0,10879,10879,0,9739,448575,,4914,4886
04 Jan 2017,374472,75013,370,0,10879,10879,0,9724,449082,,4893,4866
11 Jan 2017,380647,73944,370,0,9219,9219,0,9713,455451,,4912,4887
18 Jan 2017,382630,73260,370,0,9219,9219,0,9756,464152,,4895,4870
25 Jan 2017,384936,72990,370,0,9219,9219,0,9710,468037,,4771,4745
01 Feb 2017,391315,73127,370,0,9219,9219,0,9739,474013,,4761,4732
08 Feb 2017,398242,72991,370,0,9219,9219,0,9821,479615,,4443,4778
15 Feb 2017,401862,72966,370,0,9355,9355,0,9824,480541,,4838,4806
22 Feb 2017,406486,72974,370,0,9355,9355,0,9895,484362,,4839,4807
01 Mar 2017,410929,73287,370,0,9355,9355,0,9963,485633,,6075,6477
08 Mar 2017,409829,73222,370,0,9355,9355,0,9923,486891,,6751,6550
15 Mar 2017,414142,73170,370,0,11320,11320,0,9960,488354,,5989,6519
22 Mar 2017,416376,73352,370,0,11320,11320,0,9972,490774,,4968,4799
29 Mar 2017,424021,73608,370,0,11320,11320,0,10004,497306,,4992,4820
05 Apr 2017,429363,73916,370,0,11320,11320,0,10028,499252,,4814,4801
12 Apr 2017,431207,74383,370,0,12575,12575,0,10065,500009,,4806,4792
19 Apr 2017,430195,74841,370,0,12575,12575,0,10059,500319,,4695,4684
26 Apr 2017,434068,74239,370,0,12575,12575,0,10072,502500,,4674,4662
03 May 2017,434532,74706,370,0,12575,12575,0,10076,502891,,4661,4647
10 May 2017,435710,74066,370,0,12575,12575,0,10043,503704,,4645,4629
17 May 2017,438405,73733,370,0,13385,13385,0,10100,505174,,4647,4632
24 May 2017,440568,74165,370,0,13385,13385,0,10103,508034,,4644,4628
31 May 2017,437760,74776,370,0,13385,13385,0,10126,508298,,4666,4649
07 Jun 2017,439528,74365,370,0,13385,13385,0,10094,510023,,4648,4627
14 Jun 2017,437837,74280,370,0,11210,11210,0,10135,510195,,4713,4692
21 Jun 2017,440845,74359,370,0,11210,11210,0,10101,513661,,4755,4732
28 Jun 2017,441717,74690,370,0,11210,11210,0,10071,514256,,4658,4636
05 Jul 2017,447611,74878,370,0,11210,11210,0,10074,520461,,4657,4633
12 Jul 2017,445381,74974,370,0,9557,9557,0,10106,520486,,4675,4651
19 Jul 2017,446250,74908,370,0,9557,9557,0,10209,520661,,4624,4597
26 Jul 2017,448603,75082,370,0,9557,9557,0,10231,523315,,4618,4590
02 Aug 2017,448704,74917,370,0,9557,9557,0,10264,524589,,4564,4535
09 Aug 2017,450082,74853,370,0,9557,9557,0,10378,524636,,4647,4618
16 Aug 2017,449866,74885,370,0,8777,8777,0,10403,525375,,4690,4660
23 Aug 2017,443926,75013,370,0,8777,8777,0,10488,527740,,4722,4690
30 Aug 2017,445784,75408,370,0,8777,8777,0,9768,527852,,4677,4645
06 Sep 2017,428797,75328,370,0,8777,8777,0,9820,527444,,4615,4596
13 Sep 2017,441894,75187,370,0,6572,6572,0,9671,527624,,4555,4533
20 Sep 2017,445826,75218,370,0,6572,6572,0,9593,529324,,4421,4418
27 Sep 2017,448753,75343,370,0,6572,6572,0,9610,529542,,4480,4476
04 Oct 2017,453804,75271,370,0,6572,6572,0,9688,530041,,4515,4510
11 Oct 2017,456370,75071,370,0,6067,6067,0,9709,532292,,4547,4541
18 Oct 2017,456816,74842,370,0,6067,6067,0,9762,532537,,4553,4545
25 Oct 2017,458084,74784,370,0,6067,6067,0,9768,534353,,4523,4514
01 Nov 2017,457648,75133,370,0,6067,6067,0,9820,534915,,4525,4514
08 Nov 2017,457705,75029,370,0,6067,6067,0,9908,535115,,4580,4566
15 Nov 2017,457665,74961,370,0,4072,4072,0,9925,535560,,4556,4542
22 Nov 2017,456730,75165,370,0,4072,4072,0,9960,536398,,4514,4499
29 Nov 2017,458666,75450,370,0,4072,4072,0,9950,537583,,4473,4456
06 Dec 2017,458571,75686,370,0,4072,4072,0,9956,538399,,4480,4462
13 Dec 2017,463511,75812,370,0,4417,4417,0,9939,545251,,4487,4468
20 Dec 2017,463435,76581,370,0,4417,4417,0,9920,547539,,4471,4451
27 Dec 2017,460366,77444,370,0,4417,4417,0,9961,547819,,4472,4450
03 Jan 2018,465536,76225,370,0,4417,4417,0,9944,547944,,4438,4415
10 Jan 2018,467473,74747,370,0,4417,4417,0,9912,548066,,4430,4407
17 Jan 2018,469351,73972,370,0,4660,4660,0,9939,548276,,4333,4309
24 Jan 2018,471629,73506,370,0,4660,4660,0,9890,551009,,4214,4190
31 Jan 2018,472128,73329,370,0,4660,4660,0,9863,551864,,4214,4191
07 Feb 2018,473964,73211,370,0,4660,4660,0,9878,552966,,4316,4291
14 Feb 2018,478462,73189,370,0,4115,4115,0,9840,557402,,4288,4266
21 Feb 2018,480877,73117,370,0,4115,4115,0,9876,560417,,4287,4263
28 Feb 2018,492226,73250,370,0,4115,4115,0,9841,572012,,5316,5765
07 Mar 2018,473603,73354,370,0,4115,4115,0,9352,572012,,5732,5720
14 Mar 2018,474943,73288,370,0,4077,4077,0,9356,572012,,5707,5702
21 Mar 2018,478595,73374,370,0,4077,4077,0,9359,572012,,4223,4222
28 Mar 2018,481950,73858,370,0,4077,4077,0,9362,572012,,4223,4220
04 Apr 2018,483981,74523,370,0,4077,4077,0,9365,572012,,4227,4223
11 Apr 2018,491192,73740,370,0,4287,4287,0,9373,572012,,4193,4186
18 Apr 2018,496425,73199,370,0,4287,4287,0,9376,572007,,4186,4175
25 Apr 2018,496302,73334,370,0,4287,4287,0,9380,572007,,4269,4255
02 May 2018,495298,73611,370,0,4287,4287,0,9383,571607,,4375,4359
09 May 2018,495869,73934,370,0,4287,4287,0,9391,571607,,4392,4373
16 May 2018,494283,73798,370,0,5062,5062,0,9394,571607,,4416,4394
23 May 2018,488391,74049,370,0,5062,5062,0,9397,571607,,4466,4444
30 May 2018,493354,74492,370,0,5062,5062,0,9400,571607,,4500,4478
06 Jun 2018,491577,74141,370,0,5062,5062,0,9527,571607,,4443,4419
13 Jun 2018,487703,74140,370,0,4177,4177,0,9657,571607,,4465,4439
20 Jun 2018,488221,74349,370,0,4177,4177,0,9724,571607,,4534,4504
27 Jun 2018,488323,74437,370,0,4177,4177,0,9847,571457,,4551,4519
04 Jul 2018,487918,74707,370,0,4177,4177,0,9995,571457,,4532,4497
11 Jul 2018,490315,75016,370,0,4177,4177,0,10150,571457,,4518,4480
18 Jul 2018,484138,74953,370,0,4157,4157,0,10346,571457,,4589,4551
25 Jul 2018,486890,74934,370,0,4157,4157,0,10262,571457,,4555,4515
01 Aug 2018,488157,75073,370,0,4157,4157,0,10307,571457,,4562,4523
08 Aug 2018,489566,75102,370,0,4157,4157,0,10416,571457,,4651,4610
15 Aug 2018,491426,75002,370,0,5480,5480,0,10569,571457,,4737,4694
22 Aug 2018,488556,75201,370,0,5480,5480,0,10703,571454,,4650,4606
29 Aug 2018,490880,75631,370,0,5480,5480,0,10786,571454,,4614,4571
05 Sep 2018,491073,75305,370,0,5480,5480,0,10902,571454,,4612,4588
12 Sep 2018,487381,75121,370,0,5908,5908,0,10921,571454,,4573,4560
19 Sep 2018,487671,75022,370,0,5908,5908,0,11082,571444,,4516,4512
26 Sep 2018,488810,75072,370,0,5908,5908,0,11235,571444,,4506,4500
03 Oct 2018,489126,75096,370,0,5908,5908,0,11406,571444,,4570,4562
10 Oct 2018,491587,74880,370,0,5428,5428,0,11553,571444,,4503,4493
17 Oct 2018,492930,74782,370,0,5428,5428,0,11672,571444,,4709,4518
24 Oct 2018,492580,74884,370,0,5428,5428,0,11791,571444,,4791,4598
31 Oct 2018,491033,74989,370,0,5428,5428,0,11878,571444,,4840,4644
07 Nov 2018,492628,74990,370,0,5428,5428,0,11926,571444,,4530,4514
14 Nov 2018,487888,74974,370,0,5830,5830,0,12085,566444,,4583,4566
21 Nov 2018,488529,74895,370,0,5830,5830,0,12179,566444,,4853,4651
28 Nov 2018,488938,75175,370,0,5830,5830,0,12316,566444,,4684,4663
05 Dec 2018,487301,75476,370,0,5830,5830,0,12449,566439,,4690,4666
12 Dec 2018,486572,75840,370,0,7164,7164,0,12445,566439,,4726,4699
19 Dec 2018,484932,76723,370,0,7164,7164,0,12471,566439,,4742,4714
26 Dec 2018,484262,78188,370,0,7164,7164,0,12475,566439,,4743,4714
02 Jan 2019,485156,77022,370,0,7164,7164,0,12479,566439,,4768,4739
09 Jan 2019,487445,75494,370,0,7164,7164,0,12483,566439,,4716,4684
16 Jan 2019,489815,74577,370,0,8134,8134,0,12496,566438,,5312,4642
23 Jan 2019,487910,74178,370,0,8134,8134,0,12508,444997,,5232,4570
30 Jan 2019,488792,74178,370,0,8134,8134,0,12553,444997,,5230,4567
06 Feb 2019,488315,74074,370,0,8134,8134,0,12590,444997,,5279,4610
13 Feb 2019,491320,74021,370,0,9631,9631,0,12607,444997,,6858,6224
20 Feb 2019,491212,73969,370,0,9631,9631,0,12640,444997,,6933,6145
27 Feb 2019,491220,74019,370,0,9631,9631,0,12654,444997,,6767,6021
06 Mar 2019,471255,74190,370,0,9631,9631,0,12713,444997,,6830,6076
13 Mar 2019,473585,74194,370,0,11511,11511,0,12383,444997,,7011,6050
20 Mar 2019,476641,74089,370,0,11916,11916,0,12387,444997,,4886,4545
27 Mar 2019,478655,74326,370,0,12086,12086,0,12391,444997,,4886,4548
03 Apr 2019,482697,74493,370,0,12561,12561,0,12394,444997,,5470,4568
10 Apr 2019,489268,74529,370,0,12611,12611,0,12428,444997,,5198,4596
17 Apr 2019,491067,74982,370,0,12841,12841,0,12445,444997,,4631,4606
24 Apr 2019,492892,75368,370,0,12903,12903,0,12446,444997,,4672,4647
01 May 2019,495534,74889,370,0,12943,12943,0,12477,444997,,4633,4609
08 May 2019,491878,75029,370,0,12963,12963,0,12501,444997,,4664,4639
15 May 2019,491822,74673,370,0,12816,12816,0,12551,444997,,4877,4698
22 May 2019,490866,74706,370,0,13571,13571,0,12694,444997,,4954,4774
29 May 2019,491997,75156,370,0,13571,13571,0,12832,444997,,4977,4795
05 Jun 2019,492925,75174,370,0,13646,13646,0,13025,444997,,4961,4779
12 Jun 2019,487661,75167,370,0,12823,12823,0,13147,444997,,4807,4781
19 Jun 2019,488356,75256,370,0,13128,13128,0,13217,444997,,4842,4816
26 Jun 2019,489961,75510,370,0,13228,13228,0,13298,444997,,4836,4808
03 Jul 2019,489015,75719,370,0,12528,12528,0,13520,444997,,4875,4850
10 Jul 2019,487373,75775,370,0,12778,12778,0,13698,444997,,4902,4877
17 Jul 2019,480773,75920,370,0,11858,11858,0,13858,444997,,4900,4904
24 Jul 2019,487025,76021,370,0,13438,13438,0,13877,444997,,4876,4881
31 Jul 2019,486936,76168,370,0,13538,13538,0,13905,444997,,5141,4986
07 Aug 2019,487676,76302,370,0,13823,13823,0,13933,444997,,5206,5045
14 Aug 2019,487144,76265,370,0,11743,11743,0,13967,444997,,5244,5083
21 Aug 2019,486850,76358,370,0,11768,11768,0,13986,444997,,5221,5057
28 Aug 2019,477604,76559,370,0,11873,11873,0,14001,444997,,5164,5004
04 Sep 2019,466583,76451,370,0,11893,11893,0,14053,444997,,5180,5020
11 Sep 2019,468687,76300,370,0,8892,8892,0,13768,444997,,5076,4917
18 Sep 2019,472920,76154,370,0,8917,8917,0,13794,444997,,5013,4855
25 Sep 2019,476654,76128,370,0,8917,8917,0,13822,444997,,5061,4901
02 Oct 2019,480443,76143,370,0,8997,8997,0,13856,444997,,5101,4942
09 Oct 2019,484757,76040,370,0,8673,8673,0,13882,444997,,5143,4982
16 Oct 2019,484528,76000,370,0,9033,9033,0,13920,444997,,4902,4747
23 Oct 2019,484366,75994,370,0,9398,9398,0,13935,444997,,4960,4718
30 Oct 2019,485886,75937,370,0,10038,10038,0,13961,444997,,5106,4721
06 Nov 2019,487077,75779,370,0,10188,10188,0,13980,444997,,4966,4723
13 Nov 2019,485724,75644,370,0,9093,9093,0,14015,444997,,4978,4734
20 Nov 2019,483744,75685,370,0,9093,9093,0,14043,444997,,4958,4714
27 Nov 2019,483339,75788,370,0,9093,9093,0,14057,444997,,4885,4728
04 Dec 2019,484154,76038,370,0,9703,9703,0,14026,444997,,4647,4646
11 Dec 2019,479174,76229,370,0,7932,7932,0,14092,444997,,4920,4620
18 Dec 2019,476310,77010,370,0,8472,8472,0,14096,444997,,4959,4656
25 Dec 2019,475559,78004,370,0,8502,8502,0,14100,444997,,5015,4709
01 Jan 2020,473130,77669,370,0,8502,8502,0,14104,444997,,4927,4622
08 Jan 2020,475622,75665,370,0,8502,8502,0,14108,444997,,4961,4658
15 Jan 2020,474268,74695,370,0,7442,7442,0,14170,444997,,4618,4687
22 Jan 2020,473444,74488,370,0,7992,7992,0,14222,444997,,4649,4648
29 Jan 2020,475768,74271,370,0,8252,8252,0,14260,444997,,4700,4701
05 Feb 2020,475742,74190,370,0,8357,8357,0,14264,444997,,4704,4705
12 Feb 2020,476173,73925,370,0,8137,8137,0,14332,444997,,4716,4715
19 Feb 2020,476988,73876,370,0,8147,8147,0,14366,444997,,4727,4727
26 Feb 2020,474940,74072,370,0,8172,8172,0,14394,444997,,4729,4730
04 Mar 2020,469002,74113,370,0,8192,8192,0,14425,444997,,4251,4796
11 Mar 2020,460091,74046,370,0,8298,8298,0,13465,444997,,3314,3195
18 Mar 2020,465597,74048,370,0,10858,10858,0,13461,444997,,3628,3500
25 Mar 2020,481290,74835,370,0,14537,14537,0,13464,447996,,3620,3492
01 Apr 2020,512779,74842,370,0,32867,21737,11130,13554,458496,,3450,3324
08 Apr 2020,532317,74907,370,0,36367,24987,11380,13558,471995,,3444,3318
15 Apr 2020,552022,74957,370,0,36654,25269,11385,13562,486190,0,3420,3293
22 Apr 2020,570583,74818,370,0,32354,25969,6385,13598,500169,6000,3475,3346
29 Apr 2020,594154,75076,370,0,33579,27194,6385,13682,514491,8200,5130,4932
06 May 2020,614698,75533,370,0,33839,27454,6385,13714,528507,10970,5201,4961
13 May 2020,627347,76171,370,0,33864,27479,6385,13718,542664,11320,5265,5024
20 May 2020,643733,76452,370,0,34064,27679,6385,13744,557018,11920,5249,5004
27 May 2020,657619,77153,370,0,34254,27869,6385,13747,571035,11920,5274,5028
03 Jun 2020,665995,77757,370,0,34259,27874,6385,13814,584745,11980,5052,4873
10 Jun 2020,675481,78305,370,0,33929,27544,6385,13851,598707,11980,4809,4814
17 Jun 2020,685947,78785,370,0,34184,27794,6390,13877,612756,12435,4893,4897
24 Jun 2020,694563,79133,370,0,34199,27809,6390,13880,625607,14195,4930,4934
01 Jul 2020,694992,79618,370,0,29334,28949,385,13916,632994,17838,4930,4934
08 Jul 2020,705967,80105,370,0,29084,28949,135,13920,640115,18344,4877,4881
15 Jul 2020,708923,80512,370,0,26579,26454,125,13924,647292,18396,4876,4879
22 Jul 2020,705327,80746,370,0,26579,26454,125,13916,654606,18738,4828,4831
29 Jul 2020,710903,80952,370,0,26454,26454,0,13937,661637,19438,4742,4745
05 Aug 2020,721013,81236,370,0,26454,26454,0,13949,668762,21885,4683,4684
12 Aug 2020,723444,81388,370,0,25469,25469,0,13952,675311,22217,4709,4710
19 Aug 2020,728975,81288,370,0,25519,25519,0,13970,679890,28216,4665,4667
26 Aug 2020,735490,81348,370,0,25634,25634,0,13974,684467,29823,4645,4647
02 Sep 2020,732870,81664,370,0,25959,25959,0,13956,687555,33606,4609,4612
09 Sep 2020,720904,81695,370,0,9660,9660,0,13643,693581,34326,4694,4698
16 Sep 2020,720627,81720,370,0,9675,9675,0,13646,697143,34724,4692,4695
23 Sep 2020,722627,81793,370,0,9750,9750,0,13667,703269,35223,4782,4784
30 Sep 2020,731541,82060,370,0,9855,9855,0,13680,708247,45148,4720,4723
07 Oct 2020,740430,82108,370,0,9880,9880,0,13736,710002,45159,4732,4733
14 Oct 2020,745003,82019,370,0,5905,5905,0,13804,712948,45716,4681,4682
21 Oct 2020,747556,82130,370,0,5905,5905,0,13862,714421,46006,4639,4640
28 Oct 2020,754089,82304,370,0,5905,5905,0,13879,717367,48528,4693,4695
04 Nov 2020,761866,82450,370,0,5910,5910,0,13915,718840,49645,4700,4702
11 Nov 2020,766579,82551,370,0,5860,5860,0,13947,721786,49654,4620,4621
18 Nov 2020,768114,82540,370,0,5860,5860,0,14040,726205,50251,4589,4590
25 Nov 2020,770004,82708,370,0,5860,5860,0,14076,730624,50812,4561,4562
02 Dec 2020,769658,83163,370,0,5873,5873,0,14097,735042,56166,4578,4580
09 Dec 2020,767648,83783,370,0,4683,4683,0,14079,739461,57597,4555,4556
16 Dec 2020,772728,84306,370,0,4688,4688,0,14153,743880,67277,4524,4526
23 Dec 2020,770889,85246,370,0,4698,4698,0,14175,744937,68222,4513,4516
30 Dec 2020,767720,85394,370,0,4698,4698,0,14179,744937,68243,4487,4489
06 Jan 2021,770419,85086,370,0,4698,4698,0,14182,747897,68246,4496,4498
13 Jan 2021,774916,84408,370,0,4788,4788,0,14252,752337,68561,4480,4482
20 Jan 2021,762569,84100,370,0,4788,4788,0,14303,756777,63996,4476,4478
27 Jan 2021,778398,84120,370,0,4788,4788,0,14393,761217,66617,4457,4458
03 Feb 2021,787529,84258,370,0,4793,4793,0,14473,765657,69867,4475,4476
10 Feb 2021,790078,84220,370,0,4603,4603,0,14518,767137,69867,4413,4414
17 Feb 2021,794234,84387,370,0,4603,4603,0,14592,770096,70107,4413,4414
