date,cb_score,cb_label,fi_score,fi_label,reserves,reserves_level,net_liq_wow,govt_account,fiscal_7d,fiscal_z,stress_bps,stress_level,fwd_5,fwd_10,fwd_20
2012-01-06,-1.0,DRAIN,0.0,NEUTRAL,180270.0,SAFE,600.0,6162.06082199,701.5056,0.23,,NO DATA,0.0734,-2.8531,-3.2209
2012-01-13,-1.0,DRAIN,0.0,NEUTRAL,175566.0,SAFE,-4704.0,5647.53780277,-514.523,-0.1974,,NO DATA,-2.9265,-3.7615,-4.1762
2012-01-20,-1.0,DRAIN,0.0,NEUTRAL,170583.0,SAFE,-4983.0,5647.53780277,-514.523,-0.1974,,NO DATA,-0.835,-0.3678,-1.721
2012-01-27,-1.0,DRAIN,0.0,NEUTRAL,168355.0,SAFE,-2228.0,5647.53780277,-514.523,-0.1974,,NO DATA,0.4672,-0.4147,-2.0574
2012-02-03,-1.0,DRAIN,0.0,NEUTRAL,171721.0,SAFE,3366.0,5647.53780277,-514.523,-0.1974,,NO DATA,-0.8818,-1.3531,-1.2324
2012-02-10,-1.0,DRAIN,0.0,NEUTRAL,171284.0,SAFE,-437.0,4433.7249778,-1213.8128,-0.3574,,NO DATA,-0.4713,-1.6427,0.3602
2012-02-17,-1.0,DRAIN,0.0,NEUTRAL,167399.0,SAFE,-3885.0,4433.7249778,-1213.8128,-0.3574,,NO DATA,-1.1714,0.1208,0.1098
2012-02-24,-1.0,DRAIN,0.0,NEUTRAL,167542.0,SAFE,143.0,4433.7249778,-1213.8128,-0.3574,,NO DATA,1.2922,2.0029,0.5211
2012-03-02,-1.0,DRAIN,0.0,NEUTRAL,164841.0,SAFE,-2701.0,4433.7249778,-1213.8128,-0.3574,,NO DATA,0.7107,-0.011,-0.6937
2012-03-09,-1.0,DRAIN,0.0,NEUTRAL,159981.0,SAFE,-4860.0,4433.7249778,-1213.8128,-0.3574,,NO DATA,-0.7217,-1.4818,-0.2291
