date,cb_score_lw,cb_regime,fi_score_lw,fi_regime,general
2022-09-23,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-09-30,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-10-07,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-10-14,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-10-21,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-10-28,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-11-04,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-11-11,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-11-18,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-11-25,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-12-02,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-12-09,-1.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-12-16,-1.5,DRAIN,0.0,INJECTION,NEUTRAL_CONFLICT
2022-12-23,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-12-30,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-01-06,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-01-13,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-01-20,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-01-27,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-02-03,-1.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-02-10,0.5,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2023-02-17,0.5,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-02-24,0.5,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-03-03,0.5,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-03-10,0.5,NEUTRAL,0.0,INJECTION,NEUTRAL_PARTIAL
2023-03-17,0.5,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-03-24,1.0,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-03-31,0.5,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-04-07,0.5,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
