date,cb_score,cb_label,fi_score,fi_label,reserves,reserves_level,net_liq_wow,govt_account,fiscal_7d,fiscal_z,stress_bps,stress_level,fwd_5,fwd_10,fwd_20
2019-01-03,0.0,NEUTRAL,0.5,INJECTION,7947.0,STRESS,83.0,9407.0,65.5,0.0665,11.0,SAFE,-1.5522,-1.1681,-3.4638
2019-01-10,0.0,NEUTRAL,0.5,INJECTION,7952.0,STRESS,5.0,9407.0,65.5,0.0665,8.0,SAFE,0.3841,0.3766,0.3178
2019-01-17,-1.5,DRAIN,0.5,INJECTION,7225.0,STRESS,-727.0,8556.0,65.5,0.0665,9.0,SAFE,-0.0074,-2.2957,-1.7452
2019-01-24,-1.0,DRAIN,-0.5,DRAIN,7240.0,STRESS,15.0,8556.0,65.5,0.0665,8.0,SAFE,-2.2882,-0.0588,-1.7081
2019-01-31,-1.5,DRAIN,0.5,INJECTION,7028.0,STRESS,-212.0,8556.0,1961.4,0.8263,10.0,SAFE,2.2294,0.5505,1.5737
2019-02-08,-1.5,DRAIN,0.5,INJECTION,6866.0,CRISIS,-162.0,8556.0,1961.4,0.8263,10.0,SAFE,-1.6789,-1.6493,-0.4278
2019-02-15,-1.0,DRAIN,0.5,INJECTION,7094.0,STRESS,228.0,14298.0,1961.4,0.8263,10.0,SAFE,0.0296,1.0232,0.503
2019-02-22,-1.5,DRAIN,0.5,INJECTION,6994.0,CRISIS,-100.0,14298.0,1961.4,0.8263,10.0,SAFE,0.9937,1.2215,0.0069
2019-03-01,-0.75,DRAIN,0.5,INJECTION,7612.0,STRESS,618.0,14298.0,1961.4,0.8263,10.0,SAFE,0.2279,-0.5202,-0.1765
2019-03-08,-1.25,DRAIN,-0.5,DRAIN,7283.0,STRESS,-329.0,14298.0,-5140.4,-2.0669,12.0,SAFE,-0.7481,-1.2146,0.9238
2019-03-15,0.0,NEUTRAL,-0.5,DRAIN,7428.0,STRESS,145.0,15749.0,-5140.4,-2.0669,11.0,SAFE,-0.4665,0.3437,1.0276
2019-03-22,0.0,NEUTRAL,-0.5,DRAIN,7487.0,STRESS,59.0,15749.0,-5140.4,-2.0669,11.0,SAFE,0.8103,2.1384,3.7258
2019-03-29,-1.25,DRAIN,-0.5,DRAIN,7356.0,STRESS,-131.0,15749.0,-5140.4,-2.0669,11.0,SAFE,1.3282,0.6839,2.7651
2019-04-05,0.0,NEUTRAL,0.0,NEUTRAL,7405.0,STRESS,49.0,15749.0,-501.3,-0.2323,10.0,SAFE,-0.6443,1.5874,2.3675
2019-04-12,-1.5,DRAIN,0.0,NEUTRAL,7173.0,STRESS,-232.0,15749.0,-501.3,-0.2323,11.0,SAFE,2.2317,2.0812,3.2783
2019-04-23,-0.5,NEUTRAL,0.0,NEUTRAL,7774.0,STRESS,601.0,6154.0,-501.3,-0.2323,10.0,SAFE,-0.1505,0.7801,2.0818
2019-05-01,0.0,NEUTRAL,0.0,NEUTRAL,8061.0,STRESS,287.0,6154.0,1298.7,0.4544,8.0,SAFE,0.9306,1.1971,1.8708
2019-05-08,-1.5,DRAIN,0.0,NEUTRAL,7336.0,STRESS,-725.0,6154.0,1298.7,0.4544,7.0,SAFE,0.2665,1.3017,-0.6821
2019-05-14,-0.5,NEUTRAL,0.0,NEUTRAL,7325.0,STRESS,-11.0,4076.0,1298.7,0.4544,18.0,WATCH,1.0324,0.442,-0.2053
2019-05-21,-0.75,DRAIN,0.0,NEUTRAL,7633.0,STRESS,308.0,4076.0,1298.7,0.4544,19.0,WATCH,-0.5904,-1.8361,-1.0173
2019-05-28,-0.75,DRAIN,0.0,NEUTRAL,7820.0,STRESS,187.0,4076.0,1298.7,0.4544,18.0,WATCH,-1.2457,-0.6472,-2.1394
2019-06-05,-0.5,NEUTRAL,0.5,INJECTION,7608.0,STRESS,-212.0,4076.0,1916.3,0.8222,15.0,WATCH,0.5984,0.8188,-1.3936
2019-06-12,-0.5,NEUTRAL,0.5,INJECTION,7534.0,STRESS,-74.0,4076.0,1916.3,0.8222,15.0,WATCH,0.2204,-1.4922,-0.9748
2019-06-19,0.0,NEUTRAL,0.5,INJECTION,7702.0,STRESS,168.0,7724.0,1916.3,0.8222,13.0,WATCH,-1.7125,-2.2124,-2.4209
2019-06-26,-1.25,DRAIN,0.5,INJECTION,7554.0,STRESS,-148.0,7724.0,1916.3,0.8222,11.0,SAFE,-0.4999,0.5174,-0.3214
2019-07-03,-0.5,NEUTRAL,-0.5,DRAIN,8105.0,STRESS,551.0,7724.0,-3617.0,-1.4189,13.0,SAFE,1.0173,-0.2085,2.4867
2019-07-10,-1.5,DRAIN,-0.5,DRAIN,7442.0,STRESS,-663.0,7724.0,-3617.0,-1.4189,13.0,SAFE,-1.2258,-0.8387,2.8446
2019-07-17,-1.25,DRAIN,-0.5,DRAIN,7431.0,STRESS,-11.0,6206.0,-3617.0,-1.4189,5.0,SAFE,0.387,2.6952,4.4349
2019-07-24,-0.75,DRAIN,-0.5,DRAIN,7458.0,STRESS,27.0,6206.0,-3617.0,-1.4189,2.0,SAFE,2.3082,3.6833,4.6392
2019-07-31,-0.75,DRAIN,0.0,NEUTRAL,8448.0,STRESS,990.0,6206.0,975.2,0.4197,1.0,SAFE,1.3751,1.7397,3.676
