date,net_issuance_private_daily
2018-09-13,0.0
2018-09-14,0.0
2018-09-17,-499.996
2018-09-18,0.0
2018-09-19,0.0
2018-09-20,0.0
2018-09-21,0.0
2018-09-24,500.009
2018-09-25,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-09-28,0.0
2018-10-01,2500.0
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,0.0
2018-10-08,1500.004
2018-10-09,0.0
2018-10-10,0.0
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,500.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.0
2018-10-19,0.0
2018-10-22,499.99
2018-10-23,0.0
2018-10-24,0.0
2018-10-25,0.0
2018-10-26,0.0
2018-10-29,-1000.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,0.0
2018-11-05,500.001
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,0.0
2018-11-12,499.998
2018-11-13,0.0
2018-11-14,0.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,500.0
2018-11-20,0.0
2018-11-21,0.0
2018-11-22,0.0
2018-11-23,0.0
2018-11-26,499.996
2018-11-27,0.0
2018-11-28,0.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,999.997
2018-12-04,0.0
2018-12-05,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,-499.992
2018-12-11,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,0.0
2018-12-24,-1000.003
2018-12-25,0.0
2018-12-26,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,2499.997
2019-01-01,0.0
2019-01-02,0.0
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,-500.003
2019-01-08,0.0
2019-01-09,-2563.87
2019-01-10,0.0
2019-01-11,0.0
2019-01-14,2499.994
2019-01-15,0.0
2019-01-16,0.0
2019-01-17,76.572
2019-01-18,-2799.403
2019-01-21,2500.003
2019-01-22,1807.246
2019-01-23,-2012.498
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,1095.798
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,0.012
2019-02-05,0.0
2019-02-06,-2500.0
2019-02-07,0.0
2019-02-08,0.0
2019-02-11,-489.25
2019-02-12,0.0
2019-02-13,0.0
2019-02-14,0.0
2019-02-15,-2587.497
2019-02-18,-500.004
2019-02-19,0.0
2019-02-20,0.0
2019-02-21,0.0
2019-02-22,-1688.5
2019-02-25,-499.999
2019-02-26,0.0
2019-02-27,-1254.571
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,-3000.001
2019-03-05,0.0
2019-03-06,0.0
2019-03-07,38394.927
2019-03-08,0.0
2019-03-11,-2500.005
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,0.0
2019-03-15,-1724.998
2019-03-18,-2500.001
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,128.585
2019-03-25,-999.993
2019-03-26,0.0
2019-03-27,-325.0
2019-03-28,0.0
2019-03-29,0.0
2019-04-01,-500.001
2019-04-02,0.0
2019-04-03,-3449.998
2019-04-04,0.0
2019-04-05,0.0
2019-04-08,500.005
2019-04-09,0.0
2019-04-10,-3135.1
2019-04-11,-300.0
2019-04-12,0.0
2019-04-15,1500.007
2019-04-16,73.825
2019-04-17,-2250.0
2019-04-18,0.0
2019-04-19,0.0
2019-04-22,414.022
2019-04-23,1499.999
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,0.0
2019-04-29,1000.008
2019-04-30,0.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,0.0
2019-05-06,0.0
2019-05-07,1499.998
2019-05-08,0.0
2019-05-09,0.0
2019-05-10,-3000.0
2019-05-13,0.003
2019-05-14,0.0
2019-05-15,-4750.0
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,-0.001
2019-05-21,0.0
2019-05-22,289.203
2019-05-23,0.0
2019-05-24,-1437.496
2019-05-27,0.0
2019-05-28,0.004
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-03,0.0
2019-06-04,0.0
2019-06-05,-3000.0
2019-06-06,0.0
2019-06-07,1065.35
2019-06-10,499.999
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,-700.0
2019-06-14,0.0
2019-06-17,-999.997
2019-06-18,0.0
2019-06-19,-3162.499
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,-1500.001
2019-06-25,0.0
2019-06-26,-2250.0
2019-06-27,0.0
2019-06-28,0.0
2019-07-01,-1999.998
2019-07-02,0.0
2019-07-03,-3373.097
2019-07-04,0.0
2019-07-05,0.0
2019-07-08,-999.994
2019-07-09,0.0
2019-07-10,-2500.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-15,-2500.003
2019-07-16,0.0
2019-07-17,-2173.428
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,35312.039
2019-07-23,0.0
2019-07-24,-3162.497
2019-07-25,0.0
2019-07-26,95.79
2019-07-29,-2500.001
2019-07-30,0.0
2019-07-31,0.0
2019-08-01,0.0
2019-08-02,0.0
2019-08-05,-2499.995
2019-08-06,0.0
2019-08-07,-3000.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,-2985.354
2019-08-13,0.0
2019-08-14,-2299.997
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,-3499.993
2019-08-20,0.0
2019-08-21,-1264.997
2019-08-22,0.0
2019-08-23,-500.0
2019-08-26,0.0
2019-08-27,-3500.004
2019-08-28,0.0
2019-08-29,0.0
2019-08-30,0.0
2019-09-02,-2500.0
2019-09-03,0.0
2019-09-04,-3000.0
2019-09-05,0.0
2019-09-06,-2750.0
2019-09-09,30450.168
2019-09-10,0.0
2019-09-11,-4000.0
2019-09-12,0.0
2019-09-13,0.0
2019-09-16,-1499.996
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,-1371.416
2019-09-24,0.0
2019-09-25,-574.995
2019-09-26,0.0
2019-09-27,0.0
2019-09-30,1000.004
2019-10-01,0.0
2019-10-02,-2250.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,-500.002
2019-10-08,0.0
2019-10-09,-919.998
2019-10-10,0.0
2019-10-11,0.0
2019-10-14,0.0
2019-10-15,0.0
2019-10-16,-3088.674
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-0.006
2019-10-22,568.655
2019-10-23,-3449.997
2019-10-24,0.0
2019-10-25,0.0
2019-10-28,-1500.01
2019-10-29,0.0
2019-10-30,-1100.0
2019-10-31,0.0
2019-11-01,0.0
2019-11-04,-1000.002
2019-11-05,0.0
2019-11-06,-2820.25
2019-11-07,0.0
2019-11-08,0.0
2019-11-11,-500.002
2019-11-12,0.0
2019-11-13,0.0
2019-11-14,0.0
2019-11-15,-2356.675
2019-11-18,-499.995
2019-11-19,0.0
2019-11-20,-2250.0
2019-11-21,0.0
2019-11-22,8472.679
2019-11-25,-500.0
2019-11-26,0.0
2019-11-27,-3449.922
2019-11-28,0.0
2019-11-29,0.0
2019-12-02,-500.004
2019-12-03,0.0
2019-12-04,-3162.498
2019-12-05,0.0
2019-12-06,-2082.45
2019-12-09,616.2
2019-12-10,0.0
2019-12-11,0.0
2019-12-12,-500.0
2019-12-13,0.0
2019-12-16,-500.001
2019-12-17,0.0
2019-12-18,-3162.496
2019-12-19,0.0
2019-12-20,0.0
2019-12-23,500.003
2019-12-24,0.0
2019-12-25,0.0
2019-12-26,0.0
2019-12-27,0.0
2019-12-30,3499.995
2019-12-31,0.0
2020-01-01,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,2499.997
2020-01-07,0.0
2020-01-08,-3162.497
2020-01-09,0.0
2020-01-10,-1056.037
2020-01-13,3500.001
2020-01-14,0.0
2020-01-15,-3250.0
2020-01-16,0.0
2020-01-17,76.572
2020-01-20,4500.001
2020-01-21,0.0
2020-01-22,-1051.682
2020-01-23,0.0
2020-01-24,-250.0
2020-01-27,3095.794
2020-01-28,0.0
2020-01-29,-2750.0
2020-01-30,0.0
2020-01-31,0.0
2020-02-03,2999.993
2020-02-04,0.0
2020-02-05,-800.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-10,3519.012
2020-02-11,0.0
2020-02-12,-2500.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-17,3499.991
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,-3269.875
2020-02-24,1499.999
2020-02-25,0.0
2020-02-26,-3441.975
2020-02-27,0.0
2020-02-28,-400.0
2020-03-02,-1000.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,-3500.0
2020-03-06,-1244.238
2020-03-09,36932.647
2020-03-10,0.0
2020-03-11,-2587.488
2020-03-12,0.0
2020-03-13,0.0
2020-03-16,-0.004
2020-03-17,0.0
2020-03-18,-2299.999
2020-03-19,0.0
2020-03-20,-3250.0
2020-03-23,-1617.465
2020-03-24,0.0
2020-03-25,0.0
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,-2499.999
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,-3000.0
2020-04-03,-2299.997
2020-04-06,-1499.987
2020-04-07,0.0
2020-04-08,-5624.999
2020-04-09,-4842.5
2020-04-10,0.0
2020-04-13,0.0
2020-04-14,-2999.999
2020-04-15,0.0
2020-04-16,662.822
2020-04-17,-6148.748
2020-04-20,-2999.997
2020-04-21,0.0
2020-04-22,-5225.738
2020-04-23,-6812.476
2020-04-24,0.0
2020-04-27,-2499.994
2020-04-28,0.0
2020-04-29,-5249.998
2020-04-30,-5768.875
2020-05-01,0.0
2020-05-04,-3999.984
2020-05-05,0.0
2020-05-06,-7062.499
2020-05-07,-5647.958
2020-05-08,0.0
2020-05-11,-3999.985
2020-05-12,0.0
2020-05-13,-12000.0
2020-05-14,-745.85
2020-05-15,-5500.0
2020-05-18,-2999.994
2020-05-19,0.0
2020-05-20,-7000.0
2020-05-21,-3869.624
2020-05-22,-3777.335
2020-05-25,0.0
2020-05-26,-2499.999
2020-05-27,0.0
2020-05-28,-5535.499
2020-05-29,-5285.25
2020-06-01,2499.992
2020-06-02,0.0
2020-06-03,-7078.749
2020-06-04,-5441.249
2020-06-05,0.0
2020-06-08,3670.305
2020-06-09,0.0
2020-06-10,-9000.0
2020-06-11,-900.0
2020-06-12,-7286.624
2020-06-15,2000.002
2020-06-16,0.0
2020-06-17,-5716.25
2020-06-18,-7073.249
2020-06-19,0.0
2020-06-22,1746.054
2020-06-23,0.0
2020-06-24,-6878.75
2020-06-25,-5018.25
2020-06-26,-1229.576
2020-06-29,1000.002
2020-06-30,0.0
2020-07-01,0.0
2020-07-02,-5785.999
2020-07-03,-6590.445
2020-07-06,999.994
2020-07-07,0.0
2020-07-08,-6562.5
2020-07-09,0.0
2020-07-10,-1062.85
2020-07-13,-1500.007
2020-07-14,0.0
2020-07-15,-7584.095
2020-07-16,-4750.0
2020-07-17,76.572
2020-07-20,499.993
2020-07-21,0.0
2020-07-22,27686.38
2020-07-23,-3500.0
2020-07-24,0.0
2020-07-27,1095.781
2020-07-28,0.0
2020-07-29,-5312.498
2020-07-30,-6502.367
2020-07-31,20.786
2020-08-03,1999.993
2020-08-04,0.0
2020-08-05,-6874.998
2020-08-06,-3312.25
2020-08-07,0.0
2020-08-10,2023.175
2020-08-11,0.0
2020-08-12,-4500.0
2020-08-13,-3437.499
2020-08-14,0.0
2020-08-17,1500.004
2020-08-18,0.0
2020-08-19,-6539.747
2020-08-20,-3437.5
2020-08-21,-1374.999
2020-08-24,1750.006
2020-08-25,0.0
2020-08-26,-4342.375
2020-08-27,-2750.0
2020-08-28,0.0
2020-08-31,0.0
2020-09-01,1750.002
2020-09-02,0.0
2020-09-03,-459.05
2020-09-04,-5912.749
2020-09-07,30432.135
2020-09-08,0.0
2020-09-09,-8000.0
2020-09-10,0.0
2020-09-11,-5671.749
2020-09-14,2250.001
2020-09-15,0.0
2020-09-16,-5055.0
2020-09-17,-3124.999
2020-09-18,0.0
2020-09-21,2250.011
2020-09-22,129.354
2020-09-23,-6500.0
2020-09-24,0.0
2020-09-25,-5060.748
2020-09-28,2000.005
2020-09-29,0.0
2020-09-30,-3437.499
2020-10-01,0.0
2020-10-02,-5250.0
2020-10-05,3750.005
2020-10-06,0.0
2020-10-07,-5518.452
2020-10-08,-3384.149
2020-10-09,0.0
2020-10-12,5250.006
2020-10-13,0.0
2020-10-14,-4562.499
2020-10-15,-3125.0
2020-10-16,0.0
2020-10-19,4750.0
2020-10-20,0.0
2020-10-21,-697.049
2020-10-22,1032.06
2020-10-23,-4618.875
2020-10-26,3750.0
2020-10-27,0.0
2020-10-28,-4760.741
2020-10-29,-3084.999
2020-10-30,0.0
2020-11-02,4249.988
2020-11-03,0.0
2020-11-04,-5905.624
2020-11-05,-3000.0
2020-11-06,0.0
2020-11-09,4249.994
2020-11-10,0.0
2020-11-11,0.0
2020-11-12,-861.4
2020-11-13,-5312.498
2020-11-16,4249.986
2020-11-17,0.0
2020-11-18,-6562.499
2020-11-19,-2500.0
2020-11-20,0.0
2020-11-23,4286.534
2020-11-24,0.0
2020-11-25,-4565.249
2020-11-26,0.0
2020-11-27,0.0
2020-11-30,250.0
2020-12-01,0.0
2020-12-02,-5919.355
2020-12-03,-4000.0
2020-12-04,0.0
2020-12-07,-556.228
2020-12-08,0.0
2020-12-09,-6529.372
2020-12-10,-3261.102
2020-12-11,0.0
2020-12-14,-1749.997
2020-12-15,0.0
2020-12-16,0.0
2020-12-17,0.0
2020-12-18,0.0
2020-12-21,-1749.991
2020-12-22,0.0
2020-12-23,0.0
2020-12-24,0.0
2020-12-25,0.0
2020-12-28,0.0
2020-12-29,-999.995
2020-12-30,0.0
2020-12-31,0.0
2021-01-01,0.0
2021-01-04,2999.996
2021-01-05,0.0
2021-01-06,0.0
2021-01-07,-3749.999
2021-01-08,0.0
2021-01-11,0.004
2021-01-12,0.0
2021-01-13,-4450.624
2021-01-14,-375.0
2021-01-15,0.0
2021-01-18,-923.425
2021-01-19,0.0
2021-01-20,-6500.0
2021-01-21,0.0
2021-01-22,30884.535
2021-01-25,-1999.99
2021-01-26,95.79
2021-01-27,-4686.25
2021-01-28,-1036.3
2021-01-29,0.0
2021-02-01,-1843.328
2021-02-02,0.0
2021-02-03,-4071.25
2021-02-04,-3143.0
2021-02-05,0.0
2021-02-08,-500.009
2021-02-09,0.0
2021-02-10,-2222.999
2021-02-11,-2000.0
2021-02-12,0.0
2021-02-15,499.998
2021-02-16,0.0
2021-02-17,-4500.0
2021-02-18,-2500.0
2021-02-19,0.0
2021-02-22,499.991
2021-02-23,0.0
2021-02-24,-2499.998
2021-02-25,0.0
2021-02-26,0.0
2021-03-01,-999.997
2021-03-02,0.0
2021-03-03,-4709.85
2021-03-04,0.0
2021-03-05,-3437.5
2021-03-08,3377.619
2021-03-09,0.0
2021-03-10,-2812.5
2021-03-11,-878.975
2021-03-12,0.0
2021-03-15,-0.001
2021-03-16,0.0
2021-03-17,-6008.0
2021-03-18,-2500.0
2021-03-19,0.0
2021-03-22,130.766
2021-03-23,0.0
2021-03-24,-2250.0
2021-03-25,-357.25
2021-03-26,0.0
2021-03-29,0.001
2021-03-30,0.0
2021-03-31,0.0
2021-04-01,0.0
2021-04-02,0.0
2021-04-05,0.0
2021-04-06,-2750.0
2021-04-07,0.0
2021-04-08,-5394.0
2021-04-09,-3437.5
2021-04-12,-1249.994
2021-04-13,0.0
2021-04-14,-1000.0
2021-04-15,-713.825
2021-04-16,0.0
2021-04-19,-1249.999
2021-04-20,0.0
2021-04-21,-4062.498
2021-04-22,-1975.04
2021-04-23,0.0
2021-04-26,-1250.006
2021-04-27,0.0
2021-04-28,-6000.0
2021-04-29,-1113.65
2021-04-30,0.0
2021-05-03,0.0
2021-05-04,-1249.997
2021-05-05,0.0
2021-05-06,-4750.0
2021-05-07,0.0
2021-05-10,-1250.002
2021-05-11,0.0
2021-05-12,-4783.75
2021-05-13,0.0
2021-05-14,0.0
2021-05-17,-1750.001
2021-05-18,0.0
2021-05-19,-6874.994
2021-05-20,-3093.749
2021-05-21,0.0
2021-05-24,-1462.988
2021-05-25,0.0
2021-05-26,-4000.0
2021-05-27,0.0
2021-05-28,0.0
2021-05-31,0.0
2021-06-01,-0.005
