date,RPWB56A
2020-08-12,723444.0
2020-08-19,728975.0
2020-08-26,735490.0
2020-09-02,732870.0
2020-09-09,720904.0
2020-09-16,720627.0
2020-09-23,722627.0
2020-09-30,731541.0
2020-10-07,740430.0
2020-10-14,745003.0
2020-10-21,747556.0
2020-10-28,754089.0
2020-11-04,761866.0
2020-11-11,766579.0
2020-11-18,768114.0
2020-11-25,770004.0
2020-12-02,769658.0
2020-12-09,767648.0
2020-12-16,772728.0
2020-12-23,770889.0
2020-12-30,767720.0
2021-01-06,770419.0
2021-01-13,774916.0
2021-01-20,762569.0
2021-01-27,778398.0
2021-02-03,787529.0
2021-02-10,790078.0
2021-02-17,794234.0
2021-02-24,796538.0
2021-03-03,800486.0
2021-03-10,800048.0
2021-03-17,803569.0
2021-03-24,799830.0
2021-03-31,789937.0
2021-04-07,798815.0
2021-04-14,807231.0
2021-04-21,812387.0
2021-04-28,816380.0
2021-05-05,825855.0
2021-05-12,827388.0
2021-05-19,827202.0
2021-05-26,831395.0
2021-06-02,829338.0
2021-06-09,823785.0
2021-06-16,831043.0
2021-06-23,829624.0
2021-06-30,827556.0
2021-07-07,839278.0
2021-07-14,843298.0
2021-07-21,845535.0
2021-07-28,845692.0
2021-08-04,847672.0
2021-08-11,850099.0
2021-08-18,854622.0
2021-08-25,854272.0
2021-09-01,856648.0
2021-09-08,849425.0
2021-09-15,850832.0
2021-09-22,851214.0
2021-09-29,859385.0
2021-10-06,870471.0
2021-10-13,884892.0
2021-10-20,905132.0
2021-10-27,936233.0
2021-11-03,961205.0
2021-11-10,964620.0
2021-11-17,967480.0
2021-11-24,967111.0
2021-12-01,971668.0
2021-12-08,973374.0
2021-12-15,972344.0
2021-12-22,969566.0
2021-12-29,964517.0
2022-01-05,973730.0
2022-01-12,978766.0
2022-01-19,977698.0
2022-01-26,977458.0
2022-02-02,974891.0
2022-02-09,977605.0
2022-02-16,977523.0
2022-02-23,971252.0
2022-03-02,963005.0
2022-03-09,947146.0
2022-03-16,947659.0
2022-03-23,950308.0
2022-03-30,951629.0
2022-04-06,953120.0
2022-04-13,951810.0
2022-04-20,951674.0
2022-04-27,951536.0
2022-05-04,953449.0
2022-05-11,950961.0
2022-05-18,952477.0
2022-05-25,953523.0
2022-06-01,949874.0
2022-06-08,950105.0
2022-06-15,951991.0
2022-06-22,953157.0
2022-06-29,952123.0
2022-07-06,953474.0
2022-07-13,948730.0
2022-07-20,935086.0
2022-07-27,945375.0
2022-08-03,946691.0
2022-08-10,955215.0
2022-08-17,953736.0
2022-08-24,949595.0
2022-08-31,947155.0
2022-09-07,946670.0
2022-09-14,945649.0
2022-09-21,941884.0
2022-09-28,937995.0
2022-10-05,946651.0
2022-10-12,952783.0
2022-10-19,957683.0
2022-10-26,952845.0
2022-11-02,950220.0
2022-11-09,956786.0
2022-11-16,948099.0
2022-11-23,951917.0
2022-11-30,950069.0
2022-12-07,942362.0
2022-12-14,936676.0
2022-12-21,933469.0
2022-12-28,928816.0
2023-01-04,930808.0
2023-01-11,923908.0
2023-01-18,917897.0
2023-01-25,911121.0
2023-02-01,916427.0
2023-02-08,917491.0
2023-02-15,912797.0
2023-02-22,908222.0
2023-03-01,909993.0
2023-03-08,910961.0
2023-03-15,905714.0
2023-03-22,902541.0
2023-03-29,908490.0
2023-04-05,904353.0
2023-04-12,902733.0
2023-04-19,890440.0
2023-04-26,880537.0
2023-05-03,881208.0
2023-05-10,879491.0
2023-05-17,887177.0
2023-05-24,883747.0
2023-05-31,884961.0
2023-06-07,882324.0
2023-06-14,871459.0
2023-06-21,873124.0
2023-06-28,877151.0
2023-07-05,874008.0
2023-07-12,871612.0
2023-07-19,849116.0
2023-07-26,840494.0
2023-08-02,838987.0
2023-08-09,845412.0
2023-08-16,842130.0
2023-08-23,835805.0
2023-08-30,835389.0
2023-09-06,822697.0
2023-09-13,817561.0
2023-09-20,816485.0
2023-09-27,824246.0
2023-10-04,819139.0
2023-10-11,818228.0
2023-10-18,817923.0
2023-10-25,806920.0
2023-11-01,804656.0
2023-11-08,808590.0
2023-11-15,808154.0
2023-11-22,802692.0
2023-11-29,806571.0
2023-12-06,809849.0
2023-12-13,800583.0
2023-12-20,804386.0
2023-12-27,801283.0
2024-01-03,800368.0
2024-01-10,803419.0
2024-01-17,798858.0
2024-01-24,786166.0
2024-01-31,781597.0
2024-02-07,790284.0
2024-02-14,788010.0
2024-02-21,787697.0
2024-02-28,785589.0
2024-03-06,798812.0
2024-03-13,794895.0
2024-03-20,774666.0
2024-03-27,791963.0
2024-04-03,794388.0
2024-04-10,793042.0
2024-04-17,792333.0
2024-04-24,770374.0
2024-05-01,759970.0
2024-05-08,763642.0
2024-05-15,769095.0
2024-05-22,765429.0
2024-05-29,771032.0
2024-06-05,771237.0
2024-06-12,766544.0
2024-06-19,764212.0
2024-06-26,769291.0
2024-07-03,763619.0
2024-07-10,762332.0
2024-07-17,765759.0
2024-07-24,755831.0
2024-07-31,751461.0
2024-08-07,760467.0
2024-08-14,752919.0
2024-08-21,760022.0
2024-08-28,759428.0
2024-09-04,750575.0
2024-09-11,738939.0
2024-09-18,737380.0
2024-09-25,742733.0
2024-10-02,729822.0
2024-10-09,730742.0
2024-10-16,729308.0
2024-10-23,720940.0
2024-10-30,724722.0
2024-11-06,726283.0
2024-11-13,729012.0
2024-11-20,728745.0
2024-11-27,730256.0
2024-12-04,725855.0
2024-12-11,722755.0
2024-12-18,718126.0
2024-12-25,709831.0
2025-01-01,711588.0
2025-01-08,718052.0
2025-01-15,722251.0
2025-01-22,707810.0
2025-01-29,699549.0
2025-02-05,706112.0
2025-02-12,712464.0
2025-02-19,716724.0
2025-02-26,706745.0
2025-03-05,700185.0
2025-03-12,694950.0
2025-03-19,695578.0
2025-03-26,698263.0
2025-04-02,695501.0
2025-04-09,696052.0
2025-04-16,695990.0
2025-04-23,694177.0
2025-04-30,682893.0
2025-05-07,688756.0
2025-05-14,695973.0
2025-05-21,696179.0
2025-05-28,693160.0
2025-06-04,685918.0
2025-06-11,671107.0
2025-06-18,670345.0
2025-06-25,678396.0
2025-07-02,680528.0
2025-07-09,681171.0
2025-07-16,680177.0
2025-07-23,673121.0
2025-07-30,667375.0
2025-08-06,670018.0
2025-08-13,674227.0
2025-08-20,672700.0
2025-08-27,667451.0
2025-09-03,667000.0
2025-09-10,652825.0
2025-09-17,658692.0
2025-09-24,659633.0
2025-10-01,661740.0
2025-10-08,657386.0
2025-10-15,654605.0
2025-10-22,653544.0
2025-10-29,630219.0
2025-11-05,651284.0
2025-11-12,643332.0
2025-11-19,653933.0
2025-11-26,659825.0
2025-12-03,660119.0
2025-12-10,657704.0
2025-12-17,652866.0
2025-12-24,656873.0
2025-12-31,660571.0
2026-01-07,661505.0
2026-01-14,660515.0
2026-01-21,661999.0
2026-01-28,645956.0
2026-02-04,642563.0
2026-02-11,640365.0
2026-02-18,640732.0
2026-02-25,643547.0
2026-03-04,644973.0
2026-03-11,646450.0
2026-03-18,636991.0
2026-03-25,647608.0
2026-04-01,645085.0
2026-04-08,650510.0
2026-04-15,648118.0
2026-04-22,631488.0
2026-04-29,633819.0
2026-05-06,638788.0
2026-05-13,640209.0
2026-05-20,640858.0
2026-05-27,643115.0
2026-06-03,640061.0
2026-06-10,645478.0
2026-06-17,653071.0
2026-06-24,664126.0
2026-07-01,671588.0
2026-07-08,672920.0
2026-07-15,669590.0
2026-07-22,632468.0
2026-07-29,641432.0
2026-08-05,637056.0
2026-08-12,643509.0
2026-08-19,641378.0
2026-08-26,640701.0
2026-09-02,643685.0
