date,cb_score_lw,cb_regime,fi_score_lw,fi_regime,general
2020-03-25,0.0,NEUTRAL,-0.01,NEUTRAL,NEUTRAL_PARTIAL
2020-04-01,0.0,NEUTRAL,1.52,INJECTION,NEUTRAL_PARTIAL
2020-04-08,0.0,NEUTRAL,0.2,INJECTION,NEUTRAL_PARTIAL
2020-04-15,0.0,NEUTRAL,1.96,INJECTION,NEUTRAL_PARTIAL
2020-04-22,0.0,NEUTRAL,0.74,INJECTION,NEUTRAL_PARTIAL
2020-04-29,-0.17,NEUTRAL,0.61,INJECTION,NEUTRAL_PARTIAL
2020-05-06,-1.03,DRAIN,0.17,INJECTION,NEUTRAL_CONFLICT
2020-05-13,-1.67,DRAIN,0.58,INJECTION,NEUTRAL_CONFLICT
2020-05-20,-0.15,DRAIN,0.84,INJECTION,NEUTRAL_CONFLICT
2020-05-27,-1.56,DRAIN,1.04,INJECTION,NEUTRAL_CONFLICT
2020-06-03,0.0,DRAIN,-0.07,INJECTION,NEUTRAL_CONFLICT
2020-06-10,-0.4,NEUTRAL,0.59,NEUTRAL,NEUTRAL_PARTIAL
2020-06-17,-0.26,NEUTRAL,0.28,NEUTRAL,NEUTRAL_PARTIAL
2020-06-24,-0.39,NEUTRAL,0.17,NEUTRAL,NEUTRAL_PARTIAL
2020-07-01,-0.96,DRAIN,-0.09,NEUTRAL,NEUTRAL_PARTIAL
2020-07-08,-1.98,DRAIN,0.39,NEUTRAL,NEUTRAL_PARTIAL
2020-07-15,-0.39,DRAIN,0.09,NEUTRAL,NEUTRAL_PARTIAL
2020-07-22,-0.28,DRAIN,0.14,NEUTRAL,NEUTRAL_PARTIAL
2020-07-29,-0.25,NEUTRAL,0.87,NEUTRAL,NEUTRAL_PARTIAL
2020-08-05,-0.3,NEUTRAL,-0.36,NEUTRAL,NEUTRAL_PARTIAL
2020-08-12,-0.88,DRAIN,-0.05,NEUTRAL,NEUTRAL_PARTIAL
2020-08-19,-0.87,DRAIN,0.38,NEUTRAL,NEUTRAL_PARTIAL
2020-08-26,-0.88,DRAIN,-0.29,NEUTRAL,NEUTRAL_PARTIAL
2020-09-02,-0.24,DRAIN,-0.45,NEUTRAL,NEUTRAL_PARTIAL
2020-09-09,-0.97,DRAIN,-0.2,NEUTRAL,NEUTRAL_PARTIAL
2020-09-16,-0.96,DRAIN,0.33,NEUTRAL,NEUTRAL_PARTIAL
2020-09-23,-0.87,DRAIN,-0.15,NEUTRAL,NEUTRAL_PARTIAL
2020-09-30,-0.94,DRAIN,1.52,INJECTION,NEUTRAL_CONFLICT
2020-10-07,-1.89,DRAIN,-0.03,INJECTION,NEUTRAL_CONFLICT
2020-10-14,-1.71,DRAIN,0.07,NEUTRAL,NEUTRAL_PARTIAL
2020-10-21,-1.0,DRAIN,-0.52,NEUTRAL,NEUTRAL_PARTIAL
2020-10-28,-0.98,DRAIN,0.09,NEUTRAL,NEUTRAL_PARTIAL
2020-11-04,-1.03,DRAIN,-1.84,DRAIN,LIQUIDITY_DRAIN
2020-11-11,-0.9,DRAIN,0.32,DRAIN,LIQUIDITY_DRAIN
2020-11-18,0.01,DRAIN,-0.12,NEUTRAL,NEUTRAL_PARTIAL
2020-11-25,1.07,INJECTION,-0.03,NEUTRAL,NEUTRAL_PARTIAL
2020-12-02,0.09,INJECTION,-1.44,DRAIN,NEUTRAL_CONFLICT
2020-12-09,-0.72,NEUTRAL,-0.53,DRAIN,NEUTRAL_PARTIAL
2020-12-16,0.07,NEUTRAL,0.59,NEUTRAL,NEUTRAL_PARTIAL
2020-12-23,1.0,INJECTION,-1.12,NEUTRAL,NEUTRAL_PARTIAL
2020-12-30,0.02,INJECTION,0.07,NEUTRAL,NEUTRAL_PARTIAL
2021-01-06,-0.77,NEUTRAL,-1.6,DRAIN,NEUTRAL_PARTIAL
2021-01-13,0.04,NEUTRAL,0.23,DRAIN,NEUTRAL_PARTIAL
2021-01-20,1.0,INJECTION,1.41,INJECTION,LIQUIDITY_INJECTION
2021-01-27,0.07,INJECTION,1.26,INJECTION,LIQUIDITY_INJECTION
2021-02-03,0.11,INJECTION,-1.36,NEUTRAL,NEUTRAL_PARTIAL
2021-02-10,-1.01,NEUTRAL,-0.23,DRAIN,NEUTRAL_PARTIAL
2021-02-17,0.9,NEUTRAL,-0.2,NEUTRAL,NEUTRAL_PARTIAL
2021-02-24,0.85,INJECTION,1.15,NEUTRAL,NEUTRAL_PARTIAL
2021-03-03,0.07,INJECTION,-1.61,NEUTRAL,NEUTRAL_PARTIAL
2021-03-10,-0.77,NEUTRAL,-0.26,DRAIN,NEUTRAL_PARTIAL
2021-03-17,-0.92,DRAIN,-1.17,DRAIN,LIQUIDITY_DRAIN
2021-03-24,-0.87,DRAIN,-1.2,DRAIN,LIQUIDITY_DRAIN
2021-03-31,-0.7,DRAIN,0.02,DRAIN,LIQUIDITY_DRAIN
2021-04-07,-1.22,DRAIN,-0.02,NEUTRAL,NEUTRAL_PARTIAL
2021-04-14,-1.01,DRAIN,0.46,NEUTRAL,NEUTRAL_PARTIAL
2021-04-21,-0.95,DRAIN,0.61,NEUTRAL,NEUTRAL_PARTIAL
2021-04-28,0.11,DRAIN,0.61,INJECTION,NEUTRAL_CONFLICT
2021-05-05,-1.29,DRAIN,-1.74,NEUTRAL,NEUTRAL_PARTIAL
2021-05-12,-0.01,DRAIN,0.03,DRAIN,LIQUIDITY_DRAIN
2021-05-19,-0.06,NEUTRAL,0.72,NEUTRAL,NEUTRAL_PARTIAL
2021-05-26,0.02,NEUTRAL,0.35,NEUTRAL,NEUTRAL_PARTIAL
