date,maturity,coupon,face
2023-01-31,2031-11-21,1,41800
2023-01-31,2032-05-21,1.25,39300
2023-01-31,2032-11-21,1.75,27800
2023-01-31,2033-04-21,4.5,22900
2023-01-31,2033-11-21,3,19400
2023-01-31,2034-05-21,3.75,14000
2023-01-31,2035-06-21,2.75,9550
2023-01-31,2037-04-21,3.75,12300
2023-01-31,2039-06-21,3.25,10300
2023-01-31,2041-05-21,2.75,13500
2023-01-31,2047-03-21,3,13900
2023-01-31,2051-06-21,1.75,18700
2023-02-28,2023-04-21,5.5,34199.708
2023-02-28,2024-04-21,2.75,35900
2023-02-28,2024-11-21,0.25,41300
2023-02-28,2025-04-21,3.25,41500
2023-02-28,2025-11-21,0.25,38700
2023-02-28,2026-04-21,4.25,38600
2023-02-28,2026-09-21,0.5,37300
2023-02-28,2027-04-21,4.75,36699.566
2023-02-28,2027-11-21,2.75,31400
2023-02-28,2028-05-21,2.25,30200
2023-02-28,2028-11-21,2.75,34100
2023-02-28,2029-04-21,3.25,34999.803
2023-02-28,2029-11-21,2.75,34700
2023-02-28,2030-05-21,2.5,37100
2023-02-28,2030-12-21,1,38700
2023-02-28,2031-06-21,1.5,38100
2023-02-28,2031-11-21,1,41800
2023-02-28,2032-05-21,1.25,39300
2023-02-28,2032-11-21,1.75,27800
2023-02-28,2033-04-21,4.5,23600
2023-02-28,2033-11-21,3,20400
2023-02-28,2034-05-21,3.75,15600
2023-02-28,2035-06-21,2.75,9550
2023-02-28,2037-04-21,3.75,12300
2023-02-28,2039-06-21,3.25,10300
2023-02-28,2041-05-21,2.75,13800
2023-02-28,2047-03-21,3,13900
2023-02-28,2051-06-21,1.75,19000
2023-03-31,2023-04-21,5.5,34199.708
2023-03-31,2024-04-21,2.75,35900
2023-03-31,2024-11-21,0.25,41300
2023-03-31,2025-04-21,3.25,41500
2023-03-31,2025-11-21,0.25,38700
2023-03-31,2026-04-21,4.25,39100
2023-03-31,2026-09-21,0.5,37800
2023-03-31,2027-04-21,4.75,36699.566
2023-03-31,2027-11-21,2.75,31400
2023-03-31,2028-05-21,2.25,30200
2023-03-31,2028-11-21,2.75,34100
2023-03-31,2029-04-21,3.25,34999.803
2023-03-31,2029-11-21,2.75,34700
2023-03-31,2030-05-21,2.5,37100
2023-03-31,2030-12-21,1,38700
2023-03-31,2031-06-21,1.5,38100
2023-03-31,2031-11-21,1,41800
2023-03-31,2032-05-21,1.25,39300
2023-03-31,2032-11-21,1.75,29000
2023-03-31,2033-04-21,4.5,23600
2023-03-31,2033-11-21,3,21100
2023-03-31,2034-05-21,3.75,17400
2023-03-31,2035-06-21,2.75,10050
2023-03-31,2037-04-21,3.75,12300
2023-03-31,2039-06-21,3.25,10300
2023-03-31,2041-05-21,2.75,13800
2023-03-31,2047-03-21,3,14200
2023-03-31,2051-06-21,1.75,19000
2023-04-30,2024-04-21,2.75,35900
2023-04-30,2024-11-21,0.25,41300
2023-04-30,2025-04-21,3.25,41500
2023-04-30,2025-11-21,0.25,39200
2023-04-30,2026-04-21,4.25,39100
2023-04-30,2026-09-21,0.5,37800
2023-04-30,2027-04-21,4.75,36699.566
2023-04-30,2027-11-21,2.75,31400
2023-04-30,2028-05-21,2.25,30200
2023-04-30,2028-11-21,2.75,34100
2023-04-30,2029-04-21,3.25,35799.803
2023-04-30,2029-11-21,2.75,34700
2023-04-30,2030-05-21,2.5,37100
2023-04-30,2030-12-21,1,38700
2023-04-30,2031-06-21,1.5,38100
2023-04-30,2031-11-21,1,41800
2023-04-30,2032-05-21,1.25,39300
2023-04-30,2032-11-21,1.75,29000
2023-04-30,2033-04-21,4.5,23600
2023-04-30,2033-11-21,3,21100
2023-04-30,2034-05-21,3.75,17400
2023-04-30,2034-12-21,3.5,14000
2023-04-30,2035-06-21,2.75,10850
2023-04-30,2037-04-21,3.75,12300
2023-04-30,2039-06-21,3.25,10300
2023-04-30,2041-05-21,2.75,13800
2023-04-30,2047-03-21,3,14200
2023-04-30,2051-06-21,1.75,19000
2023-05-31,2024-04-21,2.75,35900
2023-05-31,2024-11-21,0.25,41300
2023-05-31,2025-04-21,3.25,41500
2023-05-31,2025-11-21,0.25,39200
2023-05-31,2026-04-21,4.25,39100
2023-05-31,2026-09-21,0.5,37800
2023-05-31,2027-04-21,4.75,36699.566
2023-05-31,2027-11-21,2.75,31400
2023-05-31,2028-05-21,2.25,30200
2023-05-31,2028-11-21,2.75,34100
2023-05-31,2029-04-21,3.25,36599.803
2023-05-31,2029-11-21,2.75,34700
2023-05-31,2030-05-21,2.5,37100
2023-05-31,2030-12-21,1,38700
2023-05-31,2031-06-21,1.5,38100
2023-05-31,2031-11-21,1,41800
2023-05-31,2032-05-21,1.25,39300
2023-05-31,2032-11-21,1.75,29000
2023-05-31,2033-04-21,4.5,24400
2023-05-31,2033-11-21,3,21100
2023-05-31,2034-05-21,3.75,17400
2023-05-31,2034-12-21,3.5,14800
2023-05-31,2035-06-21,2.75,11550
2023-05-31,2037-04-21,3.75,12300
2023-05-31,2039-06-21,3.25,10300
2023-05-31,2041-05-21,2.75,13800
2023-05-31,2047-03-21,3,14200
2023-05-31,2051-06-21,1.75,19000
2023-06-30,2024-04-21,2.75,35900
2023-06-30,2024-11-21,0.25,41300
2023-06-30,2025-04-21,3.25,41500
2023-06-30,2025-11-21,0.25,39200
2023-06-30,2026-04-21,4.25,39600
2023-06-30,2026-09-21,0.5,37800
2023-06-30,2027-04-21,4.75,36699.566
2023-06-30,2027-11-21,2.75,31400
2023-06-30,2028-05-21,2.25,30200
2023-06-30,2028-11-21,2.75,34100
2023-06-30,2029-04-21,3.25,36599.803
2023-06-30,2029-11-21,2.75,34700
2023-06-30,2030-05-21,2.5,37100
2023-06-30,2030-12-21,1,38700
2023-06-30,2031-06-21,1.5,38100
2023-06-30,2031-11-21,1,41800
2023-06-30,2032-05-21,1.25,39300
2023-06-30,2032-11-21,1.75,29000
2023-06-30,2033-04-21,4.5,24400
2023-06-30,2033-11-21,3,21100
2023-06-30,2034-05-21,3.75,18100
2023-06-30,2034-12-21,3.5,15500
2023-06-30,2035-06-21,2.75,11550
2023-06-30,2037-04-21,3.75,12300
2023-06-30,2039-06-21,3.25,10300
2023-06-30,2041-05-21,2.75,13800
2023-06-30,2047-03-21,3,14200
2023-06-30,2051-06-21,1.75,19600
2023-07-31,2024-04-21,2.75,35900
2023-07-31,2024-11-21,0.25,41300
2023-07-31,2025-04-21,3.25,41500
2023-07-31,2025-11-21,0.25,39200
2023-07-31,2026-04-21,4.25,39600
2023-07-31,2026-09-21,0.5,37800
2023-07-31,2027-04-21,4.75,36699.566
2023-07-31,2027-11-21,2.75,31400
2023-07-31,2028-05-21,2.25,30900
2023-07-31,2028-11-21,2.75,34100
2023-07-31,2029-04-21,3.25,36599.803
2023-07-31,2029-11-21,2.75,34700
2023-07-31,2030-05-21,2.5,37100
2023-07-31,2030-12-21,1,38700
2023-07-31,2031-06-21,1.5,38100
2023-07-31,2031-11-21,1,41800
2023-07-31,2032-05-21,1.25,39300
2023-07-31,2032-11-21,1.75,29000
2023-07-31,2033-04-21,4.5,24400
2023-07-31,2033-11-21,3,21800
2023-07-31,2034-05-21,3.75,18100
2023-07-31,2034-12-21,3.5,16300
2023-07-31,2035-06-21,2.75,11550
2023-07-31,2037-04-21,3.75,12300
2023-07-31,2039-06-21,3.25,10300
2023-07-31,2041-05-21,2.75,13800
2023-07-31,2047-03-21,3,14200
2023-07-31,2051-06-21,1.75,19600
2023-08-31,2024-04-21,2.75,35900
2023-08-31,2024-11-21,0.25,41300
2023-08-31,2025-04-21,3.25,41500
2023-08-31,2025-11-21,0.25,39200
2023-08-31,2026-04-21,4.25,39600
2023-08-31,2026-09-21,0.5,37800
2023-08-31,2027-04-21,4.75,36699.566
2023-08-31,2027-11-21,2.75,31400
2023-08-31,2028-05-21,2.25,30900
2023-08-31,2028-11-21,2.75,34100
2023-08-31,2029-04-21,3.25,36599.803
2023-08-31,2029-11-21,2.75,34700
2023-08-31,2030-05-21,2.5,37100
2023-08-31,2030-12-21,1,38700
2023-08-31,2031-06-21,1.5,38100
2023-08-31,2031-11-21,1,41800
2023-08-31,2032-05-21,1.25,39300
2023-08-31,2032-11-21,1.75,29000
2023-08-31,2033-04-21,4.5,25100
2023-08-31,2033-11-21,3,22500
2023-08-31,2034-05-21,3.75,18800
2023-08-31,2034-12-21,3.5,16300
2023-08-31,2035-06-21,2.75,12250
2023-08-31,2037-04-21,3.75,12300
2023-08-31,2039-06-21,3.25,10300
2023-08-31,2041-05-21,2.75,14300
2023-08-31,2047-03-21,3,14200
2023-08-31,2051-06-21,1.75,19600
2023-09-30,2024-04-21,2.75,35900
2023-09-30,2024-11-21,0.25,41300
2023-09-30,2025-04-21,3.25,41500
2023-09-30,2025-11-21,0.25,39200
2023-09-30,2026-04-21,4.25,39600
2023-09-30,2026-09-21,0.5,37800
2023-09-30,2027-04-21,4.75,36699.566
2023-09-30,2027-11-21,2.75,31400
2023-09-30,2028-05-21,2.25,30900
2023-09-30,2028-11-21,2.75,34800
2023-09-30,2029-04-21,3.25,36599.803
2023-09-30,2029-11-21,2.75,34700
2023-09-30,2030-05-21,2.5,37100
2023-09-30,2030-12-21,1,38700
2023-09-30,2031-06-21,1.5,38100
2023-09-30,2031-11-21,1,41800
2023-09-30,2032-05-21,1.25,39300
2023-09-30,2032-11-21,1.75,29000
2023-09-30,2033-04-21,4.5,25100
2023-09-30,2033-11-21,3,22500
2023-09-30,2034-05-21,3.75,18800
2023-09-30,2034-12-21,3.5,17000
2023-09-30,2035-06-21,2.75,13050
2023-09-30,2037-04-21,3.75,12300
2023-09-30,2039-06-21,3.25,10300
2023-09-30,2041-05-21,2.75,14300
2023-09-30,2047-03-21,3,14200
2023-09-30,2051-06-21,1.75,19600
2023-10-31,2024-04-21,2.75,35900
2023-10-31,2024-11-21,0.25,41300
2023-10-31,2025-04-21,3.25,41500
2023-10-31,2025-11-21,0.25,39200
2023-10-31,2026-04-21,4.25,39600
2023-10-31,2026-09-21,0.5,38600
2023-10-31,2027-04-21,4.75,36699.566
2023-10-31,2027-11-21,2.75,32200
2023-10-31,2028-05-21,2.25,31700
2023-10-31,2028-11-21,2.75,34800
2023-10-31,2029-04-21,3.25,36599.803
2023-10-31,2029-11-21,2.75,34700
2023-10-31,2030-05-21,2.5,37100
2023-10-31,2030-12-21,1,38700
2023-10-31,2031-06-21,1.5,38100
2023-10-31,2031-11-21,1,41800
2023-10-31,2032-05-21,1.25,39300
2023-10-31,2032-11-21,1.75,29000
2023-10-31,2033-04-21,4.5,25100
2023-10-31,2033-11-21,3,22500
2023-10-31,2034-05-21,3.75,18800
2023-10-31,2034-12-21,3.5,17000
2023-10-31,2035-06-21,2.75,13850
2023-10-31,2037-04-21,3.75,12300
2023-10-31,2039-06-21,3.25,10300
2023-10-31,2041-05-21,2.75,14300
2023-10-31,2047-03-21,3,14200
2023-10-31,2051-06-21,1.75,19600
2023-10-31,2054-06-21,4.75,8000
2023-11-30,2024-04-21,2.75,35900
2023-11-30,2024-11-21,0.25,41300
2023-11-30,2025-04-21,3.25,41500
2023-11-30,2025-11-21,0.25,39200
2023-11-30,2026-04-21,4.25,39600
2023-11-30,2026-09-21,0.5,38600
2023-11-30,2027-04-21,4.75,36699.566
2023-11-30,2027-11-21,2.75,32200
2023-11-30,2028-05-21,2.25,32500
2023-11-30,2028-11-21,2.75,34800
2023-11-30,2029-04-21,3.25,36599.803
2023-11-30,2029-11-21,2.75,34700
2023-11-30,2030-05-21,2.5,37100
2023-11-30,2030-12-21,1,38700
2023-11-30,2031-06-21,1.5,38100
2023-11-30,2031-11-21,1,41800
2023-11-30,2032-05-21,1.25,39300
2023-11-30,2032-11-21,1.75,29000
2023-11-30,2033-04-21,4.5,25900
2023-11-30,2033-11-21,3,22500
2023-11-30,2034-05-21,3.75,18800
2023-11-30,2034-12-21,3.5,17800
2023-11-30,2035-06-21,2.75,14650
2023-11-30,2037-04-21,3.75,12300
2023-11-30,2039-06-21,3.25,10300
2023-11-30,2041-05-21,2.75,14300
2023-11-30,2047-03-21,3,14200
2023-11-30,2051-06-21,1.75,19600
2023-11-30,2054-06-21,4.75,8000
2023-12-31,2024-04-21,2.75,35900
2023-12-31,2024-11-21,0.25,41300
2023-12-31,2025-04-21,3.25,41500
2023-12-31,2025-11-21,0.25,39200
2023-12-31,2026-04-21,4.25,39600
2023-12-31,2026-09-21,0.5,38600
2023-12-31,2027-04-21,4.75,36699.566
2023-12-31,2027-11-21,2.75,32200
2023-12-31,2028-05-21,2.25,32500
2023-12-31,2028-11-21,2.75,34800
2023-12-31,2029-04-21,3.25,36599.803
2023-12-31,2029-11-21,2.75,34700
2023-12-31,2030-05-21,2.5,37100
2023-12-31,2030-12-21,1,38700
2023-12-31,2031-06-21,1.5,38100
2023-12-31,2031-11-21,1,41800
2023-12-31,2032-05-21,1.25,39300
2023-12-31,2032-11-21,1.75,29000
2023-12-31,2033-04-21,4.5,25900
2023-12-31,2033-11-21,3,22500
2023-12-31,2034-05-21,3.75,18800
2023-12-31,2034-12-21,3.5,17800
2023-12-31,2035-06-21,2.75,15450
2023-12-31,2037-04-21,3.75,13000
2023-12-31,2039-06-21,3.25,10300
2023-12-31,2041-05-21,2.75,14300
2023-12-31,2047-03-21,3,14200
2023-12-31,2051-06-21,1.75,19600
2023-12-31,2054-06-21,4.75,8000
2024-01-31,2024-04-21,2.75,35900
2024-01-31,2024-11-21,0.25,41300
2024-01-31,2025-04-21,3.25,41500
2024-01-31,2025-11-21,0.25,39200
2024-01-31,2026-04-21,4.25,39600
2024-01-31,2026-09-21,0.5,38600
2024-01-31,2027-04-21,4.75,36699.566
2024-01-31,2027-11-21,2.75,32200
2024-01-31,2028-05-21,2.25,32500
2024-01-31,2028-11-21,2.75,34800
2024-01-31,2029-04-21,3.25,36599.803
2024-01-31,2029-11-21,2.75,34700
2024-01-31,2030-05-21,2.5,37100
2024-01-31,2030-12-21,1,38700
2024-01-31,2031-06-21,1.5,38100
2024-01-31,2031-11-21,1,41800
2024-01-31,2032-05-21,1.25,39300
2024-01-31,2032-11-21,1.75,29000
2024-01-31,2033-04-21,4.5,25900
2024-01-31,2033-11-21,3,23300
2024-01-31,2034-05-21,3.75,18800
2024-01-31,2034-12-21,3.5,18600
2024-01-31,2035-06-21,2.75,15450
2024-01-31,2037-04-21,3.75,13000
2024-01-31,2039-06-21,3.25,10300
2024-01-31,2041-05-21,2.75,14300
2024-01-31,2047-03-21,3,14200
2024-01-31,2051-06-21,1.75,19600
2024-01-31,2054-06-21,4.75,8000
2024-02-29,2024-04-21,2.75,35900
2024-02-29,2024-11-21,0.25,41300
2024-02-29,2025-04-21,3.25,41500
2024-02-29,2025-11-21,0.25,39200
2024-02-29,2026-04-21,4.25,39600
2024-02-29,2026-09-21,0.5,38600
2024-02-29,2027-04-21,4.75,36699.566
2024-02-29,2027-11-21,2.75,32200
2024-02-29,2028-05-21,2.25,32500
2024-02-29,2028-11-21,2.75,35600
2024-02-29,2029-04-21,3.25,36599.803
2024-02-29,2029-11-21,2.75,34700
2024-02-29,2030-05-21,2.5,37100
2024-02-29,2030-12-21,1,39500
2024-02-29,2031-06-21,1.5,38100
2024-02-29,2031-11-21,1,41800
2024-02-29,2032-05-21,1.25,39300
2024-02-29,2032-11-21,1.75,29000
2024-02-29,2033-04-21,4.5,25900
2024-02-29,2033-11-21,3,23300
2024-02-29,2034-05-21,3.75,19600
2024-02-29,2034-12-21,3.5,18600
2024-02-29,2035-06-21,2.75,15450
2024-02-29,2037-04-21,3.75,13800
2024-02-29,2039-06-21,3.25,10300
2024-02-29,2041-05-21,2.75,14300
2024-02-29,2047-03-21,3,14200
2024-02-29,2051-06-21,1.75,19600
2024-02-29,2054-06-21,4.75,8000
2024-03-31,2024-04-21,2.75,35900
2024-03-31,2024-11-21,0.25,41300
2024-03-31,2025-04-21,3.25,41500
2024-03-31,2025-11-21,0.25,39200
2024-03-31,2026-04-21,4.25,39600
2024-03-31,2026-09-21,0.5,38600
2024-03-31,2027-04-21,4.75,36699.566
2024-03-31,2027-11-21,2.75,32200
2024-03-31,2028-05-21,2.25,32500
2024-03-31,2028-11-21,2.75,35600
2024-03-31,2029-04-21,3.25,36599.803
2024-03-31,2029-11-21,2.75,35500
2024-03-31,2030-05-21,2.5,37100
2024-03-31,2030-12-21,1,39500
2024-03-31,2031-06-21,1.5,38100
2024-03-31,2031-11-21,1,41800
2024-03-31,2032-05-21,1.25,39300
2024-03-31,2032-11-21,1.75,29000
2024-03-31,2033-04-21,4.5,25900
2024-03-31,2033-11-21,3,23300
2024-03-31,2034-05-21,3.75,20400
2024-03-31,2034-12-21,3.5,18600
2024-03-31,2035-06-21,2.75,16250
2024-03-31,2037-04-21,3.75,13800
2024-03-31,2039-06-21,3.25,10300
2024-03-31,2041-05-21,2.75,14300
2024-03-31,2047-03-21,3,14200
2024-03-31,2051-06-21,1.75,19600
2024-03-31,2054-06-21,4.75,8000
2024-04-30,2024-11-21,0.25,41300
2024-04-30,2025-04-21,3.25,41500
2024-04-30,2025-11-21,0.25,39200
2024-04-30,2026-04-21,4.25,39600
2024-04-30,2026-09-21,0.5,39400
2024-04-30,2027-04-21,4.75,37499.566
2024-04-30,2027-11-21,2.75,32200
2024-04-30,2028-05-21,2.25,32500
2024-04-30,2028-11-21,2.75,35600
2024-04-30,2029-04-21,3.25,36599.803
2024-04-30,2029-11-21,2.75,35500
2024-04-30,2030-05-21,2.5,37900
2024-04-30,2030-12-21,1,39500
2024-04-30,2031-06-21,1.5,38100
2024-04-30,2031-11-21,1,41800
2024-04-30,2032-05-21,1.25,39300
2024-04-30,2032-11-21,1.75,29000
2024-04-30,2033-04-21,4.5,26700
2024-04-30,2033-11-21,3,24100
2024-04-30,2034-05-21,3.75,20400
2024-04-30,2034-12-21,3.5,18600
2024-04-30,2035-06-21,2.75,16250
2024-04-30,2037-04-21,3.75,13800
2024-04-30,2039-06-21,3.25,10300
2024-04-30,2041-05-21,2.75,14600
2024-04-30,2047-03-21,3,14200
2024-04-30,2051-06-21,1.75,19600
2024-04-30,2054-06-21,4.75,8000
2024-05-31,2024-11-21,0.25,41300
2024-05-31,2025-04-21,3.25,41500
2024-05-31,2025-11-21,0.25,39200
2024-05-31,2026-04-21,4.25,39600
2024-05-31,2026-09-21,0.5,39400
2024-05-31,2027-04-21,4.75,37499.566
2024-05-31,2027-11-21,2.75,32200
2024-05-31,2028-05-21,2.25,32500
2024-05-31,2028-11-21,2.75,36500
2024-05-31,2029-04-21,3.25,37399.786
2024-05-31,2029-11-21,2.75,35500
2024-05-31,2030-05-21,2.5,37900
2024-05-31,2030-12-21,1,39500
2024-05-31,2031-06-21,1.5,38700
2024-05-31,2031-11-21,1,41800
2024-05-31,2032-05-21,1.25,39300
2024-05-31,2032-11-21,1.75,29000
2024-05-31,2033-04-21,4.5,26700
2024-05-31,2033-11-21,3,24100
2024-05-31,2034-05-21,3.75,21200
2024-05-31,2034-12-21,3.5,18600
2024-05-31,2035-06-21,2.75,17050
2024-05-31,2037-04-21,3.75,13800
2024-05-31,2039-06-21,3.25,10300
2024-05-31,2041-05-21,2.75,14600
2024-05-31,2047-03-21,3,14200
2024-05-31,2051-06-21,1.75,19600
2024-05-31,2054-06-21,4.75,8300
2024-06-30,2024-11-21,0.25,41300
2024-06-30,2025-04-21,3.25,41500
2024-06-30,2025-11-21,0.25,39200
2024-06-30,2026-04-21,4.25,39600
2024-06-30,2026-09-21,0.5,39400
2024-06-30,2027-04-21,4.75,37499.566
2024-06-30,2027-11-21,2.75,32200
2024-06-30,2028-05-21,2.25,32500
2024-06-30,2028-11-21,2.75,36500
2024-06-30,2029-04-21,3.25,38299.786
2024-06-30,2029-11-21,2.75,36200
2024-06-30,2030-05-21,2.5,37900
2024-06-30,2030-12-21,1,39500
2024-06-30,2031-06-21,1.5,39400
2024-06-30,2031-11-21,1,41800
2024-06-30,2032-05-21,1.25,39300
2024-06-30,2032-11-21,1.75,29000
2024-06-30,2033-04-21,4.5,26700
2024-06-30,2033-11-21,3,24100
2024-06-30,2034-05-21,3.75,21200
2024-06-30,2034-06-21,4.25,7000
2024-06-30,2034-12-21,3.5,19200
2024-06-30,2035-06-21,2.75,17850
2024-06-30,2037-04-21,3.75,13800
2024-06-30,2039-06-21,3.25,10300
2024-06-30,2041-05-21,2.75,14600
2024-06-30,2047-03-21,3,14200
2024-06-30,2051-06-21,1.75,19600
2024-06-30,2054-06-21,4.75,8300
2024-07-31,2024-11-21,0.25,41300
2024-07-31,2025-04-21,3.25,41500
2024-07-31,2025-11-21,0.25,39200
2024-07-31,2026-04-21,4.25,39600
2024-07-31,2026-09-21,0.5,39400
2024-07-31,2027-04-21,4.75,37499.566
2024-07-31,2027-11-21,2.75,32900
2024-07-31,2028-05-21,2.25,33400
2024-07-31,2028-11-21,2.75,37400
2024-07-31,2029-04-21,3.25,38299.786
2024-07-31,2029-11-21,2.75,37000
2024-07-31,2030-05-21,2.5,37900
2024-07-31,2030-12-21,1,39500
2024-07-31,2031-06-21,1.5,39400
2024-07-31,2031-11-21,1,41800
2024-07-31,2032-05-21,1.25,39300
2024-07-31,2032-11-21,1.75,29000
2024-07-31,2033-04-21,4.5,26700
2024-07-31,2033-11-21,3,24600
2024-07-31,2034-05-21,3.75,21900
2024-07-31,2034-06-21,4.25,7000
2024-07-31,2034-12-21,3.5,19200
2024-07-31,2035-06-21,2.75,17850
2024-07-31,2035-12-21,4.25,11500
2024-07-31,2037-04-21,3.75,14400
2024-07-31,2039-06-21,3.25,10300
2024-07-31,2041-05-21,2.75,14600
2024-07-31,2047-03-21,3,14200
2024-07-31,2051-06-21,1.75,19900
2024-07-31,2054-06-21,4.75,8300
2024-08-31,2024-11-21,0.25,41300
2024-08-31,2025-04-21,3.25,41500
2024-08-31,2025-11-21,0.25,39200
2024-08-31,2026-04-21,4.25,39600
2024-08-31,2026-09-21,0.5,39400
2024-08-31,2027-04-21,4.75,38199.566
2024-08-31,2027-11-21,2.75,32900
2024-08-31,2028-05-21,2.25,34100
2024-08-31,2028-11-21,2.75,38100
2024-08-31,2029-04-21,3.25,38299.786
2024-08-31,2029-11-21,2.75,37000
2024-08-31,2030-05-21,2.5,37900
2024-08-31,2030-12-21,1,39500
2024-08-31,2031-06-21,1.5,39400
2024-08-31,2031-11-21,1,41800
2024-08-31,2032-05-21,1.25,39300
2024-08-31,2032-11-21,1.75,29000
2024-08-31,2033-04-21,4.5,26700
2024-08-31,2033-11-21,3,25400
2024-08-31,2034-05-21,3.75,22500
2024-08-31,2034-06-21,4.25,7000
2024-08-31,2034-12-21,3.5,20800
2024-08-31,2035-06-21,2.75,18650
2024-08-31,2035-12-21,4.25,11500
2024-08-31,2037-04-21,3.75,14400
2024-08-31,2039-06-21,3.25,10300
2024-08-31,2041-05-21,2.75,14600
2024-08-31,2047-03-21,3,14200
2024-08-31,2051-06-21,1.75,19900
2024-08-31,2054-06-21,4.75,8300
2024-09-30,2024-11-21,0.25,41300
2024-09-30,2025-04-21,3.25,41500
2024-09-30,2025-11-21,0.25,39200
2024-09-30,2026-04-21,4.25,39600
2024-09-30,2026-09-21,0.5,39400
2024-09-30,2027-04-21,4.75,38199.566
2024-09-30,2027-11-21,2.75,33900
2024-09-30,2028-05-21,2.25,34100
2024-09-30,2028-11-21,2.75,38100
2024-09-30,2029-04-21,3.25,38799.786
2024-09-30,2029-11-21,2.75,37700
2024-09-30,2030-05-21,2.5,37900
2024-09-30,2030-12-21,1,39500
2024-09-30,2031-06-21,1.5,39400
2024-09-30,2031-11-21,1,41800
2024-09-30,2032-05-21,1.25,39300
2024-09-30,2032-11-21,1.75,29000
2024-09-30,2033-04-21,4.5,26700
2024-09-30,2033-11-21,3,25400
2024-09-30,2034-05-21,3.75,23500
2024-09-30,2034-06-21,4.25,7000
2024-09-30,2034-12-21,3.5,20800
2024-09-30,2035-06-21,2.75,18650
2024-09-30,2035-12-21,4.25,12700
2024-09-30,2037-04-21,3.75,15400
2024-09-30,2039-06-21,3.25,10300
2024-09-30,2041-05-21,2.75,14600
2024-09-30,2047-03-21,3,14200
2024-09-30,2051-06-21,1.75,19900
2024-09-30,2054-06-21,4.75,8300
2024-10-31,2024-11-21,0.25,41300
2024-10-31,2025-04-21,3.25,41500
2024-10-31,2025-11-21,0.25,39200
2024-10-31,2026-04-21,4.25,39600
2024-10-31,2026-09-21,0.5,39400
2024-10-31,2027-04-21,4.75,38699.566
2024-10-31,2027-11-21,2.75,34600
2024-10-31,2028-05-21,2.25,34600
2024-10-31,2028-11-21,2.75,39800
2024-10-31,2029-04-21,3.25,39499.786
2024-10-31,2029-11-21,2.75,37700
2024-10-31,2030-05-21,2.5,37900
2024-10-31,2030-12-21,1,39500
2024-10-31,2031-06-21,1.5,39400
2024-10-31,2031-11-21,1,41800
2024-10-31,2032-05-21,1.25,39300
2024-10-31,2032-11-21,1.75,29000
2024-10-31,2033-04-21,4.5,26700
2024-10-31,2033-11-21,3,25400
2024-10-31,2034-05-21,3.75,24200
2024-10-31,2034-06-21,4.25,7300
2024-10-31,2034-12-21,3.5,20800
2024-10-31,2035-06-21,2.75,19450
2024-10-31,2035-12-21,4.25,13500
2024-10-31,2037-04-21,3.75,15400
2024-10-31,2039-06-21,3.25,10800
2024-10-31,2041-05-21,2.75,14600
2024-10-31,2047-03-21,3,14200
2024-10-31,2051-06-21,1.75,20200
2024-10-31,2054-06-21,4.75,8300
2024-11-30,2025-04-21,3.25,41500
2024-11-30,2025-11-21,0.25,39200
2024-11-30,2026-04-21,4.25,39600
2024-11-30,2026-09-21,0.5,39400
2024-11-30,2027-04-21,4.75,39399.566
2024-11-30,2027-11-21,2.75,35300
2024-11-30,2028-05-21,2.25,34600
2024-11-30,2028-11-21,2.75,40500
2024-11-30,2029-04-21,3.25,39499.786
2024-11-30,2029-11-21,2.75,37700
2024-11-30,2030-05-21,2.5,38700
2024-11-30,2030-12-21,1,39500
2024-11-30,2031-06-21,1.5,39400
2024-11-30,2031-11-21,1,41800
2024-11-30,2032-05-21,1.25,39300
2024-11-30,2032-11-21,1.75,29000
2024-11-30,2033-04-21,4.5,26700
2024-11-30,2033-11-21,3,25400
2024-11-30,2034-05-21,3.75,24200
2024-11-30,2034-06-21,4.25,7300
2024-11-30,2034-12-21,3.5,22400
2024-11-30,2035-06-21,2.75,20250
2024-11-30,2035-12-21,4.25,14300
2024-11-30,2037-04-21,3.75,15400
2024-11-30,2039-06-21,3.25,10800
2024-11-30,2041-05-21,2.75,14900
2024-11-30,2047-03-21,3,14200
2024-11-30,2051-06-21,1.75,20200
2024-11-30,2054-06-21,4.75,8300
2024-12-31,2025-04-21,3.25,41500
2024-12-31,2025-11-21,0.25,39200
2024-12-31,2026-04-21,4.25,39600
2024-12-31,2026-09-21,0.5,39400
2024-12-31,2027-04-21,4.75,39399.566
2024-12-31,2027-11-21,2.75,35300
2024-12-31,2028-05-21,2.25,35300
2024-12-31,2028-11-21,2.75,40500
2024-12-31,2029-04-21,3.25,40199.786
2024-12-31,2029-11-21,2.75,38700
2024-12-31,2030-05-21,2.5,38700
2024-12-31,2030-12-21,1,39500
2024-12-31,2031-06-21,1.5,40100
2024-12-31,2031-11-21,1,41800
2024-12-31,2032-05-21,1.25,39300
2024-12-31,2032-11-21,1.75,29000
2024-12-31,2033-04-21,4.5,26700
2024-12-31,2033-11-21,3,25400
2024-12-31,2034-05-21,3.75,24200
2024-12-31,2034-06-21,4.25,7600
2024-12-31,2034-12-21,3.5,22400
2024-12-31,2035-06-21,2.75,21050
2024-12-31,2035-12-21,4.25,14300
2024-12-31,2037-04-21,3.75,16200
2024-12-31,2039-06-21,3.25,10800
2024-12-31,2041-05-21,2.75,14900
