date,tender,maturity,coupon,offered,allotted,bids,coverage,wa_yield,low_yield,high_yield,highest_bid_yield,tail_bp
1997-10-15,36/97,1998-04-15,,,500000000.0,,,4.815,,,,
1997-10-29,37/97,1997-12-03,,,600000000.0,,,4.932,,,,
1997-11-05,38/97,1997-12-10,,,400000000.0,,,4.906,,,,
1997-11-05,38/97,1998-02-04,,,300000000.0,,,4.87,,,,
1997-11-05,38/97,1998-05-06,,,200000000.0,,,4.835,,,,
1997-11-12,39/97,1997-12-17,,,300000000.0,,,4.899,,,,
1997-11-12,39/97,1998-02-11,,,400000000.0,,,4.894,,,,
1997-11-12,39/97,1998-05-13,,,400000000.0,,,4.891,,,,
1997-11-19,40/97,1998-02-18,,,400000000.0,,,4.915,,,,
1997-11-19,40/97,1998-05-20,,,599000000.0,,,4.929,,,,
1997-12-03,41/97,1998-03-04,,,500000000.0,,,4.985,,,,
1997-12-03,41/97,1998-06-03,,,500000000.0,,,5.01,,,,
1997-12-10,42/97,1998-03-11,,,500000000.0,,,4.975,,,,
1997-12-10,42/97,1998-06-10,,,500000000.0,,,4.989,,,,
1997-12-17,43/97,1998-01-21,,,901000000.0,,,4.974,,,,
1997-12-17,43/97,1998-03-18,,,500000000.0,,,4.998,,,,
1997-12-17,43/97,1998-06-17,,,400000000.0,,,5.01,,,,
1997-12-23,44/97,1998-01-27,,,400000000.0,,,4.985,,,,
1997-12-23,44/97,1998-03-24,,,400000000.0,,,4.98,,,,
1997-12-23,44/97,1998-06-23,,,300000000.0,,,5.0,,,,
1998-01-07,01/98,1998-07-08,,,500000000.0,,,4.865,,,,
1998-01-07,01/98,1998-04-08,,,800000000.0,,,4.896,,,,
1998-01-14,02/98,1998-02-18,,,300000000.0,,,4.937,,,,
1998-01-14,02/98,1998-04-15,,,701000000.0,,,4.893,,,,
1998-01-14,02/98,1998-07-15,,,500000000.0,,,4.895,,,,
1998-01-21,03/98,1998-02-25,,,300000000.0,,,4.932,,,,
1998-01-28,04/98,1998-03-04,,,701000000.0,,,4.945,,,,
1998-01-28,04/98,1998-04-29,,,400000000.0,,,4.96,,,,
1998-02-04,05/98,1998-03-11,,,700000000.0,,,4.974,,,,
1998-02-04,05/98,1998-05-06,,,700000000.0,,,4.946,,,,
1998-02-04,05/98,1998-08-05,,,400000000.0,,,4.888,,,,
1998-02-11,06/98,1998-03-18,,,400000000.0,,,4.95,,,,
1998-02-11,06/98,1998-05-13,,,700000000.0,,,4.899,,,,
1998-02-11,06/98,1998-08-12,,,600000000.0,,,4.883,,,,
1998-02-18,07/98,1998-03-25,,,600000000.0,,,4.959,,,,
1998-02-18,07/98,1998-05-20,,,699000000.0,,,4.933,,,,
1998-02-18,07/98,1998-08-19,,,400000000.0,,,4.892,,,,
1998-03-11,08/98,1998-04-15,,,299000000.0,,,4.951,,,,
1998-03-11,08/98,1998-06-10,,,500000000.0,,,4.91,,,,
1998-03-11,08/98,1998-09-09,,,401000000.0,,,4.87,,,,
1998-03-18,09/98,1998-04-22,,,800000000.0,,,4.94,,,,
1998-03-18,09/98,1998-06-17,,,400000000.0,,,4.899,,,,
1998-03-18,09/98,1998-09-16,,,300000000.0,,,4.837,,,,
1998-03-25,10/98,1998-04-29,,,400000000.0,,,4.93,,,,
1998-04-01,11/98,1998-07-01,,,500000000.0,,,4.827,,,,
1998-04-08,12/98,1998-07-08,,,400000000.0,,,4.785,,,,
1998-04-15,13/98,1998-05-20,,,400000000.0,,,4.895,,,,
1998-04-15,13/98,1998-07-15,,,500000000.0,,,4.817,,,,
1998-04-15,13/98,1998-10-14,,,400000000.0,,,4.775,,,,
1998-04-22,14/98,1998-05-27,,,500000000.0,,,4.904,,,,
1998-04-22,14/98,1998-07-22,,,502000000.0,,,4.837,,,,
1998-04-29,15/98,1998-06-03,,,600000000.0,,,4.921,,,,
1998-04-29,15/98,1998-07-29,,,301000000.0,,,4.848,,,,
1998-05-06,16/98,1998-06-10,,,700000000.0,,,4.92,,,,
1998-05-13,17/98,1998-06-17,,,699000000.0,,,4.923,,,,
1998-05-13,17/98,1998-08-12,,,301000000.0,,,4.852,,,,
1998-05-13,17/98,1998-11-11,,,300000000.0,,,4.82,,,,
1998-05-20,18/98,1998-06-24,,,300000000.0,,,4.909,,,,
1998-05-20,18/98,1998-11-18,,,600000000.0,,,4.841,,,,
1998-05-27,19/98,1998-07-01,,,300000000.0,,,4.903,,,,
1998-05-27,19/98,1998-11-25,,,400000000.0,,,4.836,,,,
1998-06-17,20/98,1998-09-16,,,500000000.0,,,5.111,,,,
1998-06-24,21/98,1998-09-23,,,500000000.0,,,5.0,,,,
1998-06-24,21/98,1998-12-23,,,500000000.0,,,5.137,,,,
1998-07-01,22/98,1998-08-05,,,500000000.0,,,4.899,,,,
1998-07-01,22/98,1998-09-30,,,400000000.0,,,4.966,,,,
1998-07-01,22/98,1998-12-30,,,500000000.0,,,4.992,,,,
1998-07-08,23/98,1998-10-07,,,400000000.0,,,4.945,,,,
1998-07-08,23/98,1999-01-06,,,400000000.0,,,4.995,,,,
1998-07-15,24/98,1998-10-14,,,500000000.0,,,4.947,,,,
1998-07-15,24/98,1999-01-13,,,700000000.0,,,4.996,,,,
1998-07-15,24/98,1998-08-19,,,300000000.0,,,4.87,,,,
1998-07-22,25/98,1998-08-26,,,400000000.0,,,4.86,,,,
1998-07-22,25/98,1999-01-20,,,400000000.0,,,4.997,,,,
1998-07-29,26/98,1998-09-02,,,800000000.0,,,4.893,,,,
1998-08-05,27/98,1998-09-09,,,601000000.0,,,4.905,,,,
1998-08-05,27/98,1998-11-04,,,600000000.0,,,4.911,,,,
1998-08-05,27/98,1999-02-03,,,400000000.0,,,4.91,,,,
1998-08-12,28/98,1998-09-16,,,299000000.0,,,4.944,,,,
1998-08-12,28/98,1998-11-11,,,801000000.0,,,4.95,,,,
1998-08-12,28/98,1999-02-10,,,495000000.0,,,4.992,,,,
1998-08-19,29/98,1998-09-23,,,299000000.0,,,4.949,,,,
1998-08-19,29/98,1998-11-18,,,800000000.0,,,4.935,,,,
1998-08-19,29/98,1999-02-17,,,300000000.0,,,4.98,,,,
1998-09-09,30/98,1998-12-09,,,800000000.0,,,4.933,,,,
1998-09-09,30/98,1999-03-10,,,501000000.0,,,4.926,,,,
1998-09-16,31/98,1998-10-21,,,800000000.0,,,4.939,,,,
1998-09-16,31/98,1998-12-16,,,700000000.0,,,4.859,,,,
1998-09-16,31/98,1999-03-17,,,300000000.0,,,4.767,,,,
1998-09-23,32/98,1998-10-28,,,299000000.0,,,4.955,,,,
1998-09-23,32/98,1999-03-24,,,300000000.0,,,4.84,,,,
1998-09-30,33/98,1998-11-04,,,800000000.0,,,4.974,,,,
1998-09-30,33/98,1998-12-30,,,299000000.0,,,4.888,,,,
1998-09-30,33/98,1999-03-31,,,400000000.0,,,4.68,,,,
1998-10-07,34/98,1998-11-11,,,400000000.0,,,4.905,,,,
1998-10-07,34/98,1999-01-06,,,500000000.0,,,4.808,,,,
1998-10-07,34/98,1999-04-07,,,600000000.0,,,4.7,,,,
1998-10-14,35/98,1998-11-18,,,801000000.0,,,4.9,,,,
1998-10-14,35/98,1999-01-13,,,300000000.0,,,4.777,,,,
1998-10-14,35/98,1999-04-14,,,601000000.0,,,4.632,,,,
1998-10-21,36/98,1998-11-25,,,500000000.0,,,4.929,,,,
1998-11-04,37/98,1998-12-09,,,698000000.0,,,4.865,,,,
1998-11-04,37/98,1999-05-05,,,300000000.0,,,4.61,,,,
1998-11-11,38/98,1998-12-16,,,700000000.0,,,4.88,,,,
1998-11-11,38/98,1999-05-12,,,300000000.0,,,4.7,,,,
1998-11-25,39/98,1999-02-24,,,400000000.0,,,4.7,,,,
1998-11-25,39/98,1999-05-26,,,300000000.0,,,4.65,,,,
1998-12-16,40/98,1999-01-20,,,800000000.0,,,4.674,,,,
1998-12-16,40/98,1999-03-17,,,300000000.0,,,4.633,,,,
1998-12-16,40/98,1999-06-16,,,700000000.0,,,4.551,,,,
1998-12-23,41/98,1999-01-27,,,801000000.0,,,4.713,,,,
1998-12-23,41/98,1999-03-24,,,400000000.0,,,4.675,,,,
1998-12-23,41/98,1999-06-23,,,699000000.0,,,4.637,,,,
1999-01-06,01/99,1999-02-10,,,400000000.0,,,4.67,,,,
1999-01-06,01/99,1999-04-07,,,900000000.0,,,4.644,,,,
1999-01-06,01/99,1999-07-07,,,300000000.0,,,4.619,,,,
1999-01-13,02/99,1999-02-17,,,500000000.0,,,4.714,,,,
1999-01-13,02/99,1999-04-14,,,602000000.0,,,4.693,,,,
1999-01-13,02/99,1999-07-14,,,599000000.0,,,4.694,,,,
1999-01-20,03/99,1999-04-21,,,301000000.0,,,4.687,,,,
1999-01-27,04/99,1999-03-03,,,500000000.0,,,4.685,,,,
1999-02-03,05/99,1999-03-10,,,401000000.0,,,4.694,,,,
1999-02-03,05/99,1999-05-05,,,900000000.0,,,4.659,,,,
1999-02-10,06/99,1999-03-17,,,597000000.0,,,4.689,,,,
1999-02-10,06/99,1999-05-12,,,797000000.0,,,4.682,,,,
1999-02-10,06/99,1999-08-11,,,600000000.0,,,4.68,,,,
1999-02-17,07/99,1999-03-24,,,599000000.0,,,4.694,,,,
1999-02-17,07/99,1999-05-19,,,400000000.0,,,4.675,,,,
1999-02-17,07/99,1999-08-18,,,600000000.0,,,4.685,,,,
1999-03-10,08/99,1999-06-09,,,700000000.0,,,4.675,,,,
1999-03-17,09/99,1999-04-21,,,600000000.0,,,4.671,,,,
1999-03-17,09/99,1999-06-16,,,301000000.0,,,4.649,,,,
1999-03-24,10/99,1999-04-28,,,900000000.0,,,4.676,,,,
1999-03-24,10/99,1999-09-22,,,500000000.0,,,4.668,,,,
1999-04-14,11/99,1999-05-19,,,901000000.0,,,4.659,,,,
1999-04-14,11/99,1999-10-13,,,300000000.0,,,4.59,,,,
1999-04-28,12/99,1999-06-02,,,600000000.0,,,4.669,,,,
1999-05-12,13/99,1999-06-16,,,900000000.0,,,4.685,,,,
1999-05-12,13/99,1999-11-10,,,500000000.0,,,4.695,,,,
1999-05-19,14/99,1999-06-23,,,801000000.0,,,4.688,,,,
1999-05-19,14/99,1999-08-18,,,300000000.0,,,4.72,,,,
1999-06-16,15/99,1999-07-21,,,901000000.0,,,4.675,,,,
1999-06-16,15/99,1999-09-15,,,601000000.0,,,4.691,,,,
1999-06-23,16/99,1999-07-28,,,700000000.0,,,4.65,,,,
1999-06-23,16/99,1999-09-22,,,600000000.0,,,4.7,,,,
1999-06-30,17/99,1999-09-29,,,701000000.0,,,4.705,,,,
1999-07-07,18/99,1999-08-11,,,400000000.0,,,4.677,,,,
1999-07-07,18/99,1999-10-06,,,900000000.0,,,4.743,,,,
1999-07-07,18/99,2000-01-05,,,400000000.0,,,4.695,,,,
1999-07-28,19/99,1999-09-01,,,300000000.0,,,4.679,,,,
1999-07-28,19/99,2000-01-26,,,799000000.0,,,4.685,,,,
1999-08-04,20/99,1999-09-08,,,800000000.0,,,4.76,,,,
1999-08-04,20/99,1999-11-03,,,400000000.0,,,4.739,,,,
1999-08-04,20/99,2000-02-02,,,701000000.0,,,4.692,,,,
1999-08-11,21/99,1999-09-15,,,400000000.0,,,4.772,,,,
1999-08-11,21/99,1999-11-10,,,700000000.0,,,4.763,,,,
1999-08-11,21/99,2000-02-09,,,700000000.0,,,4.715,,,,
1999-08-25,22/99,1999-11-24,,,300000000.0,,,4.73,,,,
1999-08-25,22/99,2000-02-23,,,300000000.0,,,4.71,,,,
1999-09-08,23/99,1999-10-13,,,299000000.0,,,4.745,,,,
1999-09-08,23/99,1999-12-08,,,400000000.0,,,4.763,,,,
1999-09-15,24/99,1999-10-20,,,300000000.0,,,4.763,,,,
1999-09-15,24/99,1999-12-15,,,500000000.0,,,4.827,,,,
1999-09-15,24/99,2000-03-15,,,600000000.0,,,4.828,,,,
1999-09-29,25/99,1999-11-03,,,599000000.0,,,4.767,,,,
1999-10-06,26/99,2000-01-05,,,300000000.0,,,4.8,,,,
1999-10-13,27/99,1999-11-17,,,300000000.0,,,4.798,,,,
1999-10-13,27/99,2000-01-12,,,300000000.0,,,4.87,,,,
1999-11-03,28/99,1999-12-08,,,501000000.0,,,4.983,,,,
1999-11-03,28/99,2000-02-02,,,500000000.0,,,4.991,,,,
1999-11-03,28/99,2000-05-03,,,500000000.0,,,5.047,,,,
1999-11-10,29/99,1999-12-15,,,699000000.0,,,4.969,,,,
1999-11-10,29/99,2000-02-09,,,300000000.0,,,4.975,,,,
1999-11-10,29/99,2000-05-10,,,500000000.0,,,5.034,,,,
1999-11-17,30/99,2000-02-16,,,700000000.0,,,5.024,,,,
1999-11-24,31/99,1999-12-29,,,300000000.0,,,4.979,,,,
1999-11-24,31/99,2000-02-23,,,701000000.0,,,5.078,,,,
1999-11-24,31/99,2000-05-24,,,400000000.0,,,5.17,,,,
2000-01-05,01/00,2000-02-09,,,500000000.0,,,4.99,,,,
2000-01-05,01/00,2000-04-05,,,400000000.0,,,5.33,,,,
2000-01-12,02/00,2000-02-16,,,899000000.0,,,5.143,,,,
2000-01-12,02/00,2000-04-12,,,300000000.0,,,5.42,,,,
2000-01-25,03/00,2000-02-29,,,499000000.0,,,5.384,,,,
2000-01-25,03/00,2000-04-25,,,400000000.0,,,5.49,,,,
2000-02-02,04/00,2000-03-08,,,500000000.0,,,5.45,,,,
2000-02-02,04/00,2000-05-03,,,599000000.0,,,5.749,,,,
2000-02-02,04/00,2000-08-02,,,400000000.0,,,6.055,,,,
2000-02-09,05/00,2000-03-15,,,500000000.0,,,5.468,,,,
2000-02-09,05/00,2000-05-10,,,600000000.0,,,5.729,,,,
2000-02-09,05/00,2000-08-09,,,500000000.0,,,6.014,,,,
2000-02-16,06/00,2000-03-22,,,400000000.0,,,5.469,,,,
2000-02-16,06/00,2000-05-17,,,599000000.0,,,5.682,,,,
2000-02-16,06/00,2000-08-16,,,500000000.0,,,5.985,,,,
2000-02-23,07/00,2000-03-29,,,300000000.0,,,5.46,,,,
2000-02-23,07/00,2000-05-24,,,400000000.0,,,5.65,,,,
2000-02-23,07/00,2000-08-23,,,301000000.0,,,5.95,,,,
2000-03-08,08/00,2000-04-12,,,300000000.0,,,5.449,,,,
2000-03-08,08/00,2000-06-07,,,300000000.0,,,5.645,,,,
2000-03-08,08/00,2000-09-06,,,300000000.0,,,5.92,,,,
2000-03-15,09/00,2000-04-19,,,600000000.0,,,5.449,,,,
2000-03-15,09/00,2000-06-14,,,500000000.0,,,5.62,,,,
2000-03-15,09/00,2000-09-13,,,400000000.0,,,5.879,,,,
2000-04-05,10/00,2000-05-10,,,300000000.0,,,5.655,,,,
2000-04-05,10/00,2000-07-05,,,400000000.0,,,5.845,,,,
2000-04-12,11/00,2000-05-17,,,600000000.0,,,5.753,,,,
2000-04-12,11/00,2000-07-12,,,400000000.0,,,5.848,,,,
2000-04-12,11/00,2000-10-11,,,400000000.0,,,6.082,,,,
2000-04-19,12/00,2000-05-24,,,301000000.0,,,5.781,,,,
2000-04-19,12/00,2000-10-18,,,400000000.0,,,5.805,,,,
2000-05-10,13/00,2000-06-14,,,300000000.0,,,5.883,,,,
2000-05-10,13/00,2000-08-09,,,300000000.0,,,5.995,,,,
2000-05-17,14/00,2000-06-21,,,300000000.0,,,5.897,,,,
2000-05-17,14/00,2000-08-16,,,200000000.0,,,6.047,,,,
2000-05-24,15/00,2000-06-28,,,300000000.0,,,5.85,,,,
2000-05-24,15/00,2000-08-23,,,299000000.0,,,5.95,,,,
2000-06-07,16/00,2000-07-12,,,300000000.0,,,5.823,,,,
2000-06-07,16/00,2000-09-06,,,300000000.0,,,5.858,,,,
2000-07-12,17/00,2000-10-23,,700000000.0,701000000.0,2715000000.0,3.879,5.912,5.86,5.97,6.13,5.8
2000-07-26,18/00,2000-10-23,,400000000.0,400000000.0,2009000000.0,5.023,5.951,5.92,5.97,6.23,1.9
2000-07-26,18/00,2001-01-22,,400000000.0,400000000.0,1819000000.0,4.548,6.033,5.95,6.1,6.28,6.7
2000-08-02,19/00,2000-10-23,,300000000.0,300000000.0,1064000000.0,3.547,6.251,6.2,6.28,6.35,2.9
2000-08-09,20/00,2000-10-23,,400000000.0,400000000.0,1304000000.0,3.26,6.281,6.2,6.3,6.35,1.9
2000-08-09,20/00,2001-01-22,,300000000.0,300000000.0,999000000.0,3.33,6.388,6.35,6.4,6.45,1.2
2000-08-16,21/00,2000-10-23,,300000000.0,300000000.0,1419000000.0,4.73,6.346,6.2,6.39,6.5,4.4
2000-08-16,21/00,2001-01-22,,300000000.0,300000000.0,1460000000.0,4.867,6.499,6.48,6.5,6.5,0.1
2000-09-06,22/00,2000-10-23,,400000000.0,400000000.0,1534000000.0,3.835,6.285,6.25,6.3,6.38,1.5
2000-09-06,22/00,2001-01-22,,300000000.0,300000000.0,1139000000.0,3.797,6.41,6.36,6.43,6.5,2.0
2000-09-13,23/00,2000-10-23,,500000000.0,500000000.0,1269000000.0,2.538,6.289,6.26,6.29,6.35,0.1
2000-09-13,23/00,2001-01-22,,500000000.0,500000000.0,1002000000.0,2.004,6.463,6.41,6.49,6.57,2.7
2000-09-13,23/00,2001-04-23,,500000000.0,500000000.0,2139000000.0,4.278,6.587,6.55,6.6,6.69,1.3
2000-10-04,24/00,2001-01-22,,400000000.0,401000000.0,2334000000.0,5.835,6.373,6.36,6.38,6.48,0.7
2000-10-04,24/00,2001-04-23,,400000000.0,400000000.0,2729000000.0,6.823,6.454,6.44,6.47,6.54,1.6
2000-10-25,25/00,2001-01-22,,300000000.0,301000000.0,1278000000.0,4.26,6.215,6.15,6.25,6.28,3.5
2000-10-25,25/00,2001-04-23,,300000000.0,300000000.0,1150000000.0,3.833,6.281,6.25,6.29,6.38,0.9
2000-11-15,26/00,2001-01-22,,300000000.0,300000000.0,2050000000.0,6.833,6.213,6.21,6.22,6.29,0.7
2000-11-15,26/00,2001-04-23,,300000000.0,299000000.0,1620000000.0,5.4,6.248,6.24,6.25,6.32,0.2
2000-12-13,27/00,2001-01-22,,400000000.0,401000000.0,1295000000.0,3.238,6.171,6.14,6.19,6.23,1.9
2000-12-13,27/00,2001-04-23,,200000000.0,200000000.0,1255000000.0,6.275,6.053,6.05,6.06,6.18,0.7
2001-01-10,01/01,2001-04-23,,300000000.0,300000000.0,2475000000.0,8.25,5.801,5.78,5.82,5.91,1.9
2001-01-10,01/02,2001-07-23,,400000000.0,400000000.0,1910000000.0,4.775,5.569,5.55,5.59,5.72,2.1
2001-01-17,02/01,2001-04-23,,500000000.0,500000000.0,2455800000.0,4.912,5.791,5.76,5.81,5.94,1.9
2001-01-31,03/01,2001-04-23,,200000000.0,201000000.0,1253000000.0,6.265,5.674,5.67,5.68,5.78,0.6
2001-01-31,03/01,2001-07-23,,300000000.0,300000000.0,1420000000.0,4.733,5.404,5.4,5.42,5.48,1.6
2001-02-14,04/01,2001-07-23,,300000000.0,300000000.0,990000000.0,3.3,5.392,5.34,5.43,5.47,3.8
2001-02-28,05/01,2001-04-23,,200000000.0,200000000.0,1376000000.0,6.88,5.503,5.48,5.52,5.59,1.7
2001-02-28,05/01,2001-07-23,,300000000.0,300000000.0,1395000000.0,4.65,5.253,5.22,5.27,5.37,1.7
2001-03-14,06/01,2001-04-23,,200000000.0,200000000.0,1105000000.0,5.525,5.282,5.27,5.29,5.35,0.8
2001-03-14,06/01,2001-07-23,,300000000.0,300000000.0,1855000000.0,6.183,4.92,4.92,4.92,5.09,0.0
2001-03-28,07/01,2001-07-23,,500000000.0,500500000.0,2660000000.0,5.32,5.003,4.99,5.01,5.09,0.7
2001-04-04,08/01,2001-07-23,,500000000.0,500000000.0,1782000000.0,3.564,4.757,4.68,4.79,4.83,3.3
2001-04-11,09/01,2001-10-22,,500000000.0,500000000.0,2595000000.0,5.19,4.729,4.67,4.74,4.85,1.1
2001-05-02,10/01,2001-10-22,,500000000.0,499000000.0,3251000000.0,6.502,4.721,4.7,4.73,4.81,0.9
2001-05-16,11/01,2001-07-23,,300000000.0,300000000.0,2085000000.0,6.95,4.8,4.78,4.81,4.9,1.0
2001-05-16,11/01,2001-10-22,,200000000.0,200000000.0,1845000000.0,9.225,4.774,4.76,4.8,4.85,2.6
2001-05-30,12/01,2001-07-23,,200000000.0,200000000.0,1367000000.0,6.835,4.79,4.79,4.79,4.95,0.0
2001-05-30,12/01,2001-10-22,,300000000.0,301000000.0,1648000000.0,5.493,4.827,4.79,4.84,4.96,1.3
2001-06-13,13/01,2001-10-22,,500000000.0,500000000.0,2310000000.0,4.62,4.896,4.87,4.9,4.96,0.4
2001-07-04,14/01,2001-10-22,,300000000.0,300000000.0,1903000000.0,6.343,4.935,4.92,4.94,4.94,0.5
2001-07-04,14/01,2002-01-22,,200000000.0,200000000.0,1058000000.0,5.29,4.95,4.95,4.95,5.05,0.0
2001-07-18,15/01,2001-10-22,,200000000.0,201000000.0,1297000000.0,6.485,4.91,4.88,4.93,5.01,2.0
2001-07-18,15/01,2002-01-22,,300000000.0,300000000.0,1392000000.0,4.64,4.938,4.93,4.95,5.02,1.2
2001-08-01,16/01,2002-01-22,,500000000.0,499590000.0,2424590000.0,4.849,4.932,4.78,4.95,5.0,1.8
2001-08-22,17/01,2001-10-22,,300000000.0,300000000.0,2108000000.0,7.027,4.869,4.83,4.88,4.95,1.1
2001-08-22,17/01,2002-01-22,,200000000.0,200000000.0,1565000000.0,7.825,4.809,4.78,4.82,4.86,1.1
2001-09-05,18/01,2001-10-22,,200000000.0,200000000.0,730000000.0,3.65,4.65,4.65,4.65,4.72,0.0
2001-09-05,18/01,2002-01-22,,300000000.0,300000000.0,1763000000.0,5.877,4.664,4.65,4.67,4.72,0.6
2001-09-26,19/01,2002-01-22,,500000000.0,501500000.0,2726000000.0,5.452,4.299,4.25,4.31,4.5,1.1
2001-10-03,20/01,2002-01-22,,500000000.0,500000000.0,2125000000.0,4.25,4.299,4.28,4.3,4.4,0.1
2001-10-10,21/01,2002-04-23,,500000000.0,499000000.0,1520000000.0,3.04,4.1621,4.11,4.18,4.25,1.79
2001-10-24,22/01,2002-01-22,,300000000.0,300000000.0,1047000000.0,3.49,4.1817,4.17,4.19,4.26,0.83
2001-10-24,22/01,2002-04-23,,200000000.0,201000000.0,445000000.0,2.225,4.1314,4.09,4.15,4.2,1.86
2001-11-07,23/01,2002-04-23,,500000000.0,501000000.0,1455000000.0,2.91,4.021,3.97,4.04,4.09,1.9
2001-11-21,24/01,2002-01-22,,200000000.0,200000000.0,775000000.0,3.875,4.22,4.22,4.22,4.34,0.0
2001-11-21,24/01,2002-04-23,,300000000.0,300000000.0,809000000.0,2.697,4.2093,4.16,4.25,4.3,4.07
2001-12-05,25/01,2002-04-23,,500000000.0,501000000.0,1395000000.0,2.79,4.1501,4.12,4.17,4.23,1.99
2001-12-12,26/01,2002-04-23,,500000000.0,500000000.0,1380000000.0,2.76,4.1601,4.08,4.2,4.23,3.99
2002-01-09,01/02,2002-04-23,,200000000.0,201000000.0,1045000000.0,5.225,4.1503,4.14,4.16,4.21,0.97
2002-01-09,01/02,2002-07-23,,300000000.0,300000000.0,1410000000.0,4.7,4.1522,4.13,4.17,4.22,1.78
2002-01-30,02/02,2002-07-23,,500000000.0,500000000.0,940000000.0,1.88,4.233,4.17,4.3,4.33,6.7
2002-02-06,03/02,2002-04-23,,500000000.0,500000000.0,1435000000.0,2.87,4.191,4.17,4.2,4.3,0.9
2002-02-13,04/02,2002-04-23,,500000000.0,500000000.0,1900000000.0,3.8,4.25,4.25,4.25,4.28,0.0
2002-02-13,04/02,2002-07-23,,500000000.0,500500000.0,2293500000.0,4.587,4.266,4.24,4.28,4.4,1.4
2002-02-27,05/02,2002-07-23,,300000000.0,300000000.0,1007000000.0,3.357,4.3364,4.26,4.35,4.4,1.36
2002-03-13,06/02,2002-07-23,,400000000.0,401000000.0,1785000000.0,4.463,4.3765,4.35,4.38,4.45,0.35
2002-03-27,07/02,2002-07-23,,500000000.0,499500000.0,1817500000.0,3.635,4.6377,4.42,4.64,4.73,0.23
2002-04-03,08/02,2002-10-22,,500000000.0,500000000.0,1280000000.0,2.56,4.878,4.84,4.89,4.91,1.2
2002-04-10,09/02,2002-07-23,,800000000.0,800000000.0,3140000000.0,3.925,4.4979,4.47,4.51,4.65,1.21
2002-04-10,09/02,2002-10-22,,400000000.0,400000000.0,1890000000.0,4.725,4.7675,4.68,4.78,4.9,1.25
2002-08-28,10/02,2002-10-22,,1000000000.0,999000000.0,3800000000.0,3.8,4.8525,4.82,4.87,5.0,1.75
2002-09-04,11/02,2002-10-22,,1000000000.0,999000000.0,2901000000.0,2.901,4.7446,4.7,4.76,4.85,1.54
2002-09-11,12/02,2002-10-22,,1000000000.0,998000000.0,3536000000.0,3.536,4.7704,4.73,4.79,4.83,1.96
2002-09-17,13/02,2002-10-22,,1000000000.0,1000000000.0,1542000000.0,1.542,4.8574,4.8,4.9,4.92,4.26
2002-09-25,14/02,2002-11-21,,1000000000.0,1001000000.0,3819000000.0,3.819,4.853,4.77,4.87,4.97,1.7
2002-10-02,15/02,2002-11-21,,500000000.0,500000000.0,2456000000.0,4.912,4.8386,4.8,4.84,4.93,0.14
2002-10-02,15/02,2003-01-22,,500000000.0,500000000.0,2704000000.0,5.408,4.8542,4.83,4.86,4.97,0.58
2002-10-09,16/02,2003-01-22,,700000000.0,700000000.0,3555000000.0,5.079,4.8,4.8,4.8,4.9,0.0
2002-11-06,17/02,2003-01-22,,400000000.0,400400000.0,3208400000.0,8.021,4.7465,4.68,4.75,4.85,0.35
2002-11-06,17/02,2003-02-27,,600000000.0,600000000.0,3415000000.0,5.692,4.7626,4.72,4.77,4.83,0.74
2002-11-13,18/02,2003-01-22,,200000000.0,200000000.0,1375000000.0,6.875,4.7102,4.66,4.72,4.8,0.98
2002-11-13,18/02,2003-02-27,,400000000.0,400000000.0,1826000000.0,4.565,4.7023,4.68,4.71,4.77,0.77
2002-11-13,18/02,2003-03-13,,400000000.0,400000000.0,1824000000.0,4.56,4.6851,4.66,4.69,4.76,0.49
2002-11-20,19/02,2003-02-27,,300000000.0,300000000.0,2947000000.0,9.823,4.7104,4.69,4.72,4.78,0.96
2002-11-20,19/02,2003-03-13,,400000000.0,400000000.0,2901000000.0,7.253,4.7105,4.69,4.72,4.77,0.95
2002-11-20,19/02,2003-03-27,,300000000.0,300000000.0,2661000000.0,8.87,4.7183,4.68,4.72,4.79,0.17
2002-11-27,20/02,2003-02-27,,200000000.0,200000000.0,1765000000.0,8.825,4.7258,4.7,4.74,4.8,1.42
2002-11-27,20/02,2003-03-13,,300000000.0,300000000.0,2295000000.0,7.65,4.7278,4.71,4.73,4.8,0.22
2002-11-27,20/02,2003-03-27,,300000000.0,300000000.0,2335000000.0,7.783,4.7278,4.71,4.73,4.8,0.22
2002-12-04,21/02,2003-03-13,,200000000.0,200000000.0,1605000000.0,8.025,4.7293,4.72,4.73,4.84,0.07
2002-12-04,21/02,2003-03-27,,300000000.0,300000000.0,2260000000.0,7.533,4.735,4.72,4.74,4.8,0.5
2002-12-04,21/02,2003-04-10,,300000000.0,300000000.0,1865000000.0,6.217,4.7468,4.72,4.76,4.8,1.32
2002-12-11,22/02,2003-03-27,,200000000.0,200000000.0,1640000000.0,8.2,4.74,4.74,4.74,4.8,0.0
2002-12-11,22/02,2003-04-10,,400000000.0,400000000.0,2591000000.0,6.478,4.7424,4.7,4.75,4.8,0.76
2002-12-18,23/02,2003-03-13,,200000000.0,200000000.0,870000000.0,4.35,4.74,4.74,4.74,4.8,0.0
2002-12-18,23/02,2003-03-27,,200000000.0,200000000.0,1095000000.0,5.475,4.74,4.74,4.74,4.81,0.0
2003-01-08,01/03,2003-04-10,,200000000.0,199000000.0,1773000000.0,8.865,4.7185,4.71,4.72,4.77,0.15
