date,tender,maturity,coupon,offered,allotted,bids,coverage,wa_yield,low_yield,high_yield,highest_bid_yield,tail_bp
2009-02-18,TB261,2012-04-15,5.75,600000000.0,600000000.0,2865000000.0,4.78,2.9851,2.975,2.99,3.08,0.49
2009-02-20,TB262,2011-06-15,5.75,600000000.0,599000000.0,2670000000.0,4.45,2.9321,2.93,2.935,3.0,0.29
2009-02-25,TB263,2013-05-15,6.5,600000000.0,600000000.0,2445000000.0,4.08,3.4804,3.47,3.485,3.58,0.46
2009-02-27,TB264,2021-05-15,5.75,500000000.0,501000000.0,1958000000.0,3.91,4.5176,4.51,4.525,4.63,0.74
2009-03-04,TB265,2012-04-15,5.75,600000000.0,600000000.0,2330000000.0,3.88,3.3029,3.29,3.305,3.38,0.21
2009-03-06,TB266,2014-06-15,6.25,600000000.0,598000000.0,1882000000.0,3.14,3.7168,3.705,3.725,4.74,0.82
2009-03-11,TB267,2017-02-15,6,600000000.0,601000000.0,1782000000.0,2.97,4.1811,4.17,4.195,4.355,1.39
2009-03-13,TB268,2010-08-15,5.25,600000000.0,600000000.0,1529000000.0,2.55,2.588,2.575,2.595,2.69,0.7
2009-03-18,TB269,2011-06-15,5.75,700000000.0,701000000.0,3137000000.0,4.48,2.9546,2.94,2.96,3.02,0.54
2009-03-20,TB270,2021-05-15,5.75,500000000.0,500000000.0,1228000000.0,2.46,4.4176,4.395,4.43,4.6,1.24
2009-03-25,TB271,2014-06-15,6.25,600000000.0,601000000.0,1624000000.0,2.71,3.9811,3.96,4.0,4.1,1.89
2009-03-27,TB272,2019-03-15,5.25,600000000.0,600000000.0,1786000000.0,2.98,4.5506,4.54,4.56,5.04,0.94
2009-04-01,TB273,2017-02-15,6,600000000.0,600000000.0,2195000000.0,3.66,4.2867,4.275,4.295,4.42,0.83
2009-04-03,TB274,2013-05-15,6.5,600000000.0,599000000.0,2043000000.0,3.4,3.8374,3.825,3.845,4.0,0.76
2009-04-08,TB275,2021-05-15,5.75,700000000.0,700000000.0,2350000000.0,3.36,4.8736,4.865,4.88,4.96,0.64
2009-04-15,TB276,2019-03-15,5.25,700000000.0,700000000.0,2212000000.0,3.16,4.6351,4.625,4.64,4.74,0.49
2009-04-17,TB277,2011-06-15,5.75,700000000.0,701000000.0,3455000000.0,4.94,3.3248,3.315,3.335,3.37,1.02
2009-04-22,TB278,2012-04-15,5.75,700000000.0,700000000.0,3825000000.0,5.46,3.5375,3.53,3.555,3.68,1.75
2009-04-24,TB279,2017-02-15,6,700000000.0,700000000.0,2489000000.0,3.56,4.3763,4.37,4.38,4.535,0.37
2009-04-29,TB280,2020-04-15,4.5,750000000.0,750000000.0,2025000000.0,2.89,4.6844,4.62,4.725,5.005,4.06
2009-05-01,TB281,2010-08-15,5.25,700000000.0,700000000.0,3821000000.0,5.46,2.6779,2.665,2.685,2.84,0.71
2009-05-06,TB282,2020-04-15,4.5,700000000.0,699000000.0,2236000000.0,3.19,5.0042,4.99,5.02,5.19,1.58
2009-05-08,TB283,2019-03-15,5.25,700000000.0,702000000.0,2660000000.0,3.8,4.9563,4.95,4.96,5.1,0.37
2009-05-13,TB284,2012-04-15,5.75,700000000.0,701000000.0,3055000000.0,4.36,3.8646,3.86,3.87,4.04,0.54
2009-05-15,TB285,2017-02-15,6,700000000.0,700000000.0,1810000000.0,2.59,4.7633,4.76,4.77,4.815,0.67
2009-05-20,TB286,2020-04-15,4.5,700000000.0,699000000.0,2130000000.0,3.04,5.2237,5.215,5.23,5.44,0.63
2009-05-22,TB287,2011-06-15,5.75,700000000.0,700000000.0,3960000000.0,5.66,3.7275,3.725,3.73,3.8,0.25
2009-05-27,TB288,2019-03-15,5.25,700000000.0,699000000.0,1935000000.0,2.76,5.3471,5.34,5.355,5.62,0.79
2009-05-29,TB289,2012-04-15,5.75,700000000.0,698000000.0,3206000000.0,4.58,3.9845,3.975,3.99,4.25,0.55
2009-06-03,TB290,2017-02-15,6,700000000.0,700000000.0,2292000000.0,3.27,5.3252,5.315,5.33,5.46,0.48
2009-06-05,TB291,2013-05-15,6.5,700000000.0,700000000.0,2420000000.0,3.46,4.5704,4.565,4.575,5.12,0.46
2009-06-10,TB292,2015-04-15,6.25,500000000.0,499000000.0,1055000000.0,2.11,5.2852,5.275,5.295,5.435,0.98
2009-06-12,TB293,2011-06-15,5.75,700000000.0,699000000.0,2370000000.0,3.39,4.0056,3.98,4.01,4.145,0.44
2009-06-17,TB294,2019-03-15,5.25,700000000.0,700000000.0,1245000000.0,1.78,5.4372,5.42,5.45,5.63,1.28
2009-06-19,TB295,2012-04-15,5.75,700000000.0,700000000.0,1310000000.0,1.87,4.5279,4.51,4.54,4.72,1.21
2009-06-24,TB296,2010-08-15,5.25,700000000.0,701000000.0,2695000000.0,3.85,3.4161,3.4,3.44,3.61,2.39
2009-07-08,TB297,2013-05-15,6.5,700000000.0,700000000.0,2645000000.0,3.78,4.7435,4.73,4.75,5.1,0.65
2009-07-10,TB298,2011-06-15,5.75,700000000.0,700000000.0,2815000000.0,4.02,3.7208,3.71,3.73,3.85,0.92
2009-07-15,TB299,2014-06-15,6.25,700000000.0,700000000.0,1960000000.0,2.8,5.1288,5.12,5.14,5.28,1.12
2009-07-17,TB300,2012-04-15,5.75,700000000.0,700000000.0,2245000000.0,3.21,4.4722,4.465,4.475,4.62,0.28
2009-07-22,TB301,2013-05-15,6.5,800000000.0,799000000.0,2225000000.0,2.78,5.0174,5.01,5.025,5.2,0.76
2009-07-24,TB302,2021-05-15,5.75,500000000.0,499000000.0,1199000000.0,2.4,5.7918,5.78,5.8,6.0,0.82
2009-07-29,TB303,2014-06-15,6.25,700000000.0,699000000.0,2391000000.0,3.42,5.5313,5.52,5.54,5.64,0.87
2009-07-31,TB304,2012-04-15,5.75,700000000.0,700000000.0,3460000000.0,4.94,4.8116,4.81,4.815,4.84,0.34
2009-08-05,TB305,2015-04-15,6.25,500000000.0,500000000.0,2055000000.0,4.11,5.5732,5.56,5.58,5.69,0.68
2009-08-07,TB306,2013-05-15,6.5,800000000.0,802000000.0,3141000000.0,3.93,5.3709,5.36,5.375,5.45,0.41
2009-08-12,TB307,2020-04-15,4.5,500000000.0,499000000.0,1287000000.0,2.57,5.6782,5.67,5.685,5.74,0.68
2009-08-14,TB308,2014-06-15,6.25,800000000.0,800000000.0,2655000000.0,3.32,5.4804,5.46,5.485,5.54,0.46
2009-08-19,TB309,2017-02-15,6,500000000.0,499000000.0,1940000000.0,3.88,5.4658,5.465,5.47,5.58,0.42
2009-08-21,TB310,2015-04-15,6.25,500000000.0,501000000.0,2195000000.0,4.39,5.3022,5.295,5.305,5.37,0.28
2009-08-26,TB311,2021-05-15,5.75,500000000.0,500000000.0,1258000000.0,2.52,5.4542,5.45,5.46,5.53,0.58
2009-08-28,TB312,2013-05-15,6.5,700000000.0,699000000.0,1885000000.0,2.69,5.2095,5.2,5.215,5.28,0.55
2009-09-04,TB313,2014-06-15,6.25,700000000.0,700000000.0,2035000000.0,2.91,5.2284,5.22,5.235,5.27,0.66
2009-09-09,TB314,2015-04-15,6.25,500000000.0,500000000.0,1283000000.0,2.57,5.3067,5.295,5.31,5.35,0.33
2009-09-16,TB315,2017-02-15,6,500000000.0,500000000.0,1440000000.0,2.88,5.2283,5.22,5.235,5.335,0.67
2009-09-18,TB316,2012-04-15,5.75,700000000.0,701000000.0,2428000000.0,3.47,4.6713,4.665,4.675,4.71,0.37
2009-09-23,TB317,2020-04-15,4.5,500000000.0,502000000.0,1719000000.0,3.44,5.4334,5.43,5.44,5.47,0.66
2009-09-25,TB318,2013-05-15,6.5,700000000.0,699000000.0,2895000000.0,4.14,4.9075,4.905,4.91,4.945,0.25
2009-10-07,TB319,2014-06-15,6.25,700000000.0,698000000.0,2275000000.0,3.25,5.163,5.155,5.165,5.19,0.2
2009-10-14,TB320,2017-02-15,6,700000000.0,700000000.0,1699000000.0,2.43,5.3299,5.325,5.335,5.41,0.51
2009-10-21,TB321,2020-04-15,4.5,500000000.0,500000000.0,1974000000.0,3.95,5.6575,5.65,5.66,5.74,0.25
2009-10-23,TB322,2012-04-15,5.75,700000000.0,702000000.0,2909000000.0,4.16,5.2544,5.25,5.255,5.33,0.06
2009-10-28,TB323,2014-06-15,6.25,500000000.0,500000000.0,1900000000.0,3.8,5.5304,5.525,5.535,5.69,0.46
2009-10-30,TB324,2015-04-15,6.25,700000000.0,700000000.0,2050000000.0,2.93,5.4534,5.445,5.46,5.5,0.66
2009-11-04,TB325,2020-04-15,4.5,500000000.0,499000000.0,2215000000.0,4.43,5.645,5.64,5.65,5.795,0.5
2009-11-06,TB326,2012-04-15,5.75,700000000.0,700000000.0,3875000000.0,5.54,5.0221,5.02,5.025,5.09,0.29
2009-11-11,TB327,2021-05-15,5.75,500000000.0,499000000.0,1975000000.0,3.95,5.7793,5.775,5.785,5.81,0.57
2009-11-13,TB328,2014-06-15,6.25,700000000.0,701000000.0,3860000000.0,5.51,5.3847,5.38,5.39,5.46,0.53
2009-11-18,TB329,2020-04-15,4.5,600000000.0,599000000.0,2127000000.0,3.54,5.554,5.55,5.56,5.605,0.6
2009-11-20,TB330,2013-05-15,6.5,600000000.0,601000000.0,2230000000.0,3.72,4.9827,4.98,4.985,5.005,0.23
2009-11-25,TB331,2021-05-15,5.75,500000000.0,501000000.0,1678000000.0,3.36,5.425,5.42,5.43,5.5,0.5
2009-11-27,TB332,2012-04-15,5.75,700000000.0,701000000.0,2910000000.0,4.16,4.5967,4.59,4.6,4.72,0.33
2009-12-02,TB333,2017-02-15,6,500000000.0,501000000.0,2260000000.0,4.52,5.1715,5.17,5.175,5.25,0.35
2009-12-04,TB334,2014-06-15,6.25,700000000.0,700000000.0,2990000000.0,4.27,5.0536,5.045,5.055,5.13,0.14
2009-12-09,TB335,2013-05-15,6.5,700000000.0,700000000.0,2295000000.0,3.28,4.9179,4.91,4.925,5.0,0.71
2010-01-13,TB336,2019-03-15,5.25,500000000.0,500000000.0,1310000000.0,2.62,5.4984,5.49,5.505,5.55,0.66
2010-01-15,TB337,2015-04-15,6.25,700000000.0,700000000.0,3180000000.0,4.54,5.382,5.375,5.385,5.415,0.3
2010-01-20,TB338,2020-04-15,4.5,500000000.0,500000000.0,1270000000.0,2.54,5.6316,5.625,5.635,5.68,0.34
2010-01-22,TB339,2012-04-15,5.75,700000000.0,700000000.0,3395000000.0,4.85,4.66,4.66,4.66,4.705,0.0
2010-01-27,TB340,2013-05-15,6.5,700000000.0,700000000.0,1013000000.0,1.45,4.9214,4.91,4.93,4.96,0.86
2010-01-29,TB341,2019-03-15,5.25,500000000.0,500000000.0,1425000000.0,2.85,5.4115,5.405,5.415,5.48,0.35
2010-02-03,TB342,2020-04-15,4.5,500000000.0,500000000.0,1439000000.0,2.88,5.5163,5.51,5.52,5.55,0.37
2010-02-05,TB343,2015-04-15,6.25,700000000.0,700000000.0,1970000000.0,2.81,5.0439,5.04,5.05,5.09,0.61
2010-02-10,TB344,2021-05-15,5.75,500000000.0,500000000.0,1893000000.0,3.79,5.5744,5.57,5.575,5.64,0.06
2010-02-12,TB345,2013-05-15,6.5,700000000.0,700000000.0,3760000000.0,5.37,4.91,4.91,4.91,4.945,0.0
2010-02-17,TB346,2020-04-15,4.5,500000000.0,500000000.0,2156000000.0,4.31,5.5952,5.59,5.6,5.65,0.48
2010-02-19,TB347,2012-11-15,4.75,1250000000.0,1250000000.0,4490000000.0,3.74,4.8552,4.83,4.865,4.94,0.98
2010-02-24,TB348,2021-05-15,5.75,300000000.0,300000000.0,1399000000.0,4.66,5.6272,5.625,5.63,5.68,0.28
2010-02-26,TB349,2012-11-15,4.75,1000000000.0,1000000000.0,2690000000.0,2.69,4.747,4.74,4.75,4.82,0.3
2010-03-03,TB350,2020-04-15,4.5,500000000.0,500000000.0,1893000000.0,3.79,5.455,5.45,5.46,5.5,0.5
2010-03-05,TB351,2013-05-15,6.5,700000000.0,700000000.0,2560000000.0,3.66,4.8499,4.845,4.85,4.89,0.01
2010-03-10,TB352,2014-06-15,6.25,700000000.0,700000000.0,2405000000.0,3.44,5.2093,5.205,5.21,5.24,0.07
2010-03-17,TB353,2015-04-15,6.25,500000000.0,500000000.0,1890000000.0,3.78,5.3522,5.345,5.355,5.4,0.28
2010-03-19,TB354,2012-11-15,4.75,1000000000.0,1000000000.0,3200000000.0,3.2,5.0646,5.05,5.075,5.14,1.04
2010-03-24,TB355,2019-03-15,5.25,500000000.0,500000000.0,1935000000.0,3.87,5.6565,5.655,5.66,5.705,0.35
2010-03-26,TB356,2014-06-15,6.25,700000000.0,700000000.0,2020000000.0,2.89,5.4008,5.39,5.41,5.44,0.92
2010-03-31,TB357,2021-05-15,5.75,500000000.0,500000000.0,2145000000.0,4.29,5.8291,5.825,5.83,5.91,0.09
2010-04-07,TB358,2022-07-15,5.75,1000000000.0,1000000000.0,3089000000.0,3.25,5.9642,5.935,5.98,6.1,1.58
2010-04-09,TB359,2017-02-15,6,500000000.0,500000000.0,1705000000.0,3.41,5.7008,5.7,5.705,5.745,0.42
2010-04-14,TB360,2022-07-15,5.75,800000000.0,800000000.0,3023000000.0,3.78,5.9428,5.94,5.945,6.045,0.22
2010-04-16,TB361,2012-11-15,4.75,750000000.0,750000000.0,3505000000.0,4.67,5.2141,5.205,5.215,5.31,0.09
2010-04-21,TB362,2020-04-15,4.5,700000000.0,700000000.0,1880000000.0,2.69,5.8501,5.84,5.855,5.905,0.49
2010-04-23,TB363,2019-03-15,5.25,500000000.0,500000000.0,1456000000.0,2.91,5.7754,5.77,5.78,5.84,0.46
2010-04-30,TB364,2013-12-15,5.5,1250000000.0,1250000000.0,4805000000.0,4.0,5.3931,5.37,5.4,5.6,0.69
2010-05-05,TB365,2022-07-15,5.75,500000000.0,500000000.0,1592000000.0,3.18,5.7568,5.75,5.76,5.795,0.32
2010-05-07,TB366,2012-11-15,4.75,700000000.0,700000000.0,2249000000.0,3.21,4.9063,4.89,4.91,5.02,0.37
2010-05-12,TB367,2011-06-15,5.75,700000000.0,700000000.0,2150000000.0,3.07,4.4414,4.415,4.465,4.55,2.36
2010-05-14,TB368,2013-12-15,5.5,1000000000.0,1000000000.0,3835000000.0,3.84,5.1953,5.195,5.2,5.225,0.47
2010-05-19,TB369,2017-02-15,6,500000000.0,500000000.0,1792000000.0,3.58,5.271,5.27,5.275,5.4,0.4
2010-05-21,TB370,2012-11-15,4.75,700000000.0,700000000.0,2195000000.0,3.14,4.6532,4.645,4.655,4.74,0.18
2010-05-26,TB371,2020-04-15,4.5,500000000.0,500000000.0,1690000000.0,3.38,5.3332,5.33,5.335,5.38,0.18
2010-05-28,TB372,2013-12-15,5.5,750000000.0,750000000.0,3350000000.0,4.47,4.955,4.95,4.96,5.02,0.5
2010-06-02,TB373,2017-02-15,6,500000000.0,500000000.0,1367000000.0,2.73,5.16,5.155,5.165,5.22,0.5
2010-06-04,TB374,2015-04-15,6.25,700000000.0,700000000.0,1925000000.0,2.75,5.0932,5.09,5.095,5.12,0.18
2010-06-09,TB375,2022-07-15,5.75,500000000.0,500000000.0,1672000000.0,3.34,5.4302,5.425,5.435,5.495,0.48
2010-06-16,TB376,2019-03-15,5.25,500000000.0,500000000.0,1090000000.0,2.18,5.3912,5.385,5.395,5.45,0.38
2010-06-18,TB377,2013-12-15,5.5,700000000.0,700000000.0,2690000000.0,3.84,4.8874,4.88,4.89,4.95,0.26
2010-07-02,TB378,2012-11-15,4.75,700000000.0,700000000.0,1933000000.0,2.76,4.4499,4.445,4.455,4.54,0.51
2010-07-07,TB379,2016-06-15,4.75,1000000000.0,1000000000.0,1800000000.0,1.89,4.8608,4.84,4.875,4.935,1.42
2010-07-14,TB380,2020-04-15,4.5,500000000.0,500000000.0,1350000000.0,2.7,5.1754,5.17,5.18,5.23,0.46
2010-07-16,TB381,2015-04-15,6.25,700000000.0,700000000.0,2345000000.0,3.35,4.7811,4.775,4.785,4.84,0.39
2010-07-21,TB382,2021-05-15,5.75,500000000.0,500000000.0,1532000000.0,3.06,5.28,5.28,5.28,5.31,0.0
2010-07-23,TB383,2016-06-15,4.75,800000000.0,800000000.0,2385000000.0,2.98,5.0188,5.01,5.025,5.07,0.62
2010-07-30,TB384,2019-03-15,5.25,500000000.0,500000000.0,1390000000.0,2.78,5.1315,5.125,5.135,5.15,0.35
2010-08-04,TB385,2020-04-15,4.5,500000000.0,500000000.0,2118000000.0,4.24,5.1319,5.125,5.135,5.19,0.31
2010-08-06,TB386,2016-06-15,4.75,700000000.0,700000000.0,1960000000.0,2.8,4.925,4.915,4.93,4.955,0.5
2010-08-11,TB387,2017-02-15,6,500000000.0,500000000.0,2130000000.0,4.26,4.8732,4.87,4.875,4.905,0.18
2010-08-13,TB388,2013-12-15,5.5,700000000.0,700000000.0,4415000000.0,6.31,4.619,4.61,4.62,4.645,0.1
2010-08-18,TB389,2022-07-15,5.75,500000000.0,500000000.0,2270000000.0,4.54,5.0654,5.055,5.07,5.1,0.46
2010-08-20,TB390,2016-06-15,4.75,700000000.0,700000000.0,2175000000.0,3.11,4.6858,4.68,4.69,4.705,0.42
2010-08-25,TB391,2020-04-15,4.5,500000000.0,500000000.0,2210000000.0,4.42,4.815,4.815,4.815,4.85,0.0
2010-08-27,TB392,2013-12-15,5.5,700000000.0,700000000.0,2655000000.0,3.79,4.3862,4.385,4.39,4.42,0.38
2010-09-01,TB393,2022-07-15,5.75,500000000.0,500000000.0,1171000000.0,2.34,4.8672,4.86,4.87,4.89,0.28
2010-09-03,TB394,2016-06-15,4.75,700000000.0,700000000.0,2593000000.0,3.7,4.6266,4.62,4.635,4.66,0.84
2010-09-08,TB395,2020-04-15,4.5,500000000.0,500000000.0,1628000000.0,3.26,4.881,4.88,4.885,4.93,0.4
2010-09-10,TB396,2014-10-21,4.5,1250000000.0,1250000000.0,3293000000.0,2.74,4.7561,4.745,4.765,4.85,0.89
2010-09-17,TB397,2015-04-15,6.25,700000000.0,700000000.0,2600000000.0,3.71,4.8593,4.855,4.86,4.89,0.07
2010-09-22,TB398,2022-07-15,5.75,500000000.0,500000000.0,2146000000.0,4.29,5.18,5.18,5.18,5.21,0.0
2010-09-24,TB399,2016-06-15,4.75,700000000.0,700000000.0,2180000000.0,3.11,4.9754,4.97,4.98,5.0,0.46
2010-09-29,TB400,2019-03-15,5.25,500000000.0,500000000.0,1534000000.0,3.07,5.0374,5.035,5.04,5.07,0.26
2010-10-01,TB401,2014-10-21,4.5,850000000.0,850000000.0,2350000000.0,2.76,4.9279,4.925,4.93,4.96,0.21
2010-10-06,TB402,2020-04-15,4.5,500000000.0,500000000.0,1805000000.0,3.61,5.0151,5.01,5.02,5.065,0.49
2010-10-08,TB403,2013-05-15,6.5,700000000.0,700000000.0,2470000000.0,3.53,4.9183,4.91,4.92,4.97,0.17
2010-10-13,TB404,2022-07-15,5.75,500000000.0,500000000.0,1679000000.0,3.36,5.0982,5.095,5.1,5.13,0.18
2010-10-15,TB405,2016-06-15,4.75,700000000.0,700000000.0,1410000000.0,2.01,4.9784,4.97,4.985,5.01,0.66
2010-10-20,TB406,2017-02-15,6,500000000.0,500000000.0,1820000000.0,3.64,5.0431,5.04,5.045,5.07,0.19
2010-10-22,TB407,2012-11-15,4.75,700000000.0,700000000.0,2705000000.0,3.86,4.9013,4.895,4.905,4.93,0.37
2010-10-29,TB408,2013-12-15,5.5,700000000.0,700000000.0,3870000000.0,5.53,4.9319,4.925,4.935,4.95,0.31
2010-11-03,TB409,2020-04-15,4.5,500000000.0,500000000.0,2225000000.0,4.45,5.2521,5.25,5.255,5.275,0.29
2010-11-05,TB410,2014-10-21,4.5,700000000.0,700000000.0,2950000000.0,4.21,5.1412,5.135,5.145,5.165,0.38
2010-11-10,TB411,2022-07-15,5.75,500000000.0,500000000.0,2277000000.0,4.55,5.4348,5.43,5.435,5.46,0.02
2010-11-12,TB412,2016-06-15,4.75,700000000.0,700000000.0,2805000000.0,4.01,5.2675,5.265,5.27,5.32,0.25
2010-11-17,TB413,2020-04-15,4.5,500000000.0,500000000.0,2645000000.0,5.29,5.4021,5.4,5.405,5.425,0.29
2010-11-19,TB414,2014-10-21,4.5,700000000.0,700000000.0,2645000000.0,3.78,5.2847,5.275,5.29,5.31,0.53
2010-11-24,TB415,2018-01-21,5.5,850000000.0,850000000.0,2990000000.0,3.74,5.4123,5.4,5.42,5.47,0.77
2010-11-26,TB416,2013-12-15,5.5,700000000.0,700000000.0,3065000000.0,4.38,5.165,5.165,5.165,5.2,0.0
2010-12-01,TB417,2020-04-15,4.5,500000000.0,500000000.0,2050000000.0,4.1,5.411,5.41,5.415,5.425,0.4
2010-12-03,TB418,2012-11-15,4.75,700000000.0,700000000.0,3506000000.0,5.01,4.9429,4.935,4.95,4.97,0.71
2010-12-08,TB419,2018-01-21,5.5,650000000.0,650000000.0,2372000000.0,3.65,5.4727,5.47,5.475,5.495,0.23
2011-01-12,TB420,2013-12-15,5.5,700000000.0,700000000.0,2540000000.0,3.63,4.9564,4.95,4.96,5.005,0.36
2011-01-14,TB421,2012-11-15,4.75,700000000.0,700000000.0,2940000000.0,4.2,4.9771,4.975,4.98,5.025,0.29
2011-01-19,TB422,2016-06-15,4.75,700000000.0,700000000.0,2895000000.0,4.14,5.3654,5.36,5.37,5.395,0.46
2011-01-21,TB423,2014-10-21,4.5,700000000.0,700000000.0,3195000000.0,4.56,5.2881,5.285,5.29,5.31,0.19
2011-01-28,TB424,2013-12-15,5.5,700000000.0,700000000.0,4055000000.0,5.79,5.0348,5.03,5.035,5.055,0.02
2011-02-02,TB425,2020-04-15,4.5,500000000.0,500000000.0,2350000000.0,4.7,5.548,5.545,5.55,5.64,0.2
2011-02-04,TB426,2012-11-15,4.75,700000000.0,700000000.0,3576000000.0,5.11,4.9964,4.995,5.0,5.035,0.36
2011-02-09,TB427,2018-01-21,5.5,500000000.0,500000000.0,1970000000.0,3.94,5.6994,5.695,5.7,5.72,0.06
2011-02-11,TB428,2014-10-21,4.5,700000000.0,700000000.0,2740000000.0,3.91,5.3727,5.37,5.375,5.39,0.23
2011-02-16,TB429,2022-07-15,5.75,500000000.0,500000000.0,2315000000.0,4.63,5.7452,5.745,5.75,5.765,0.48
2011-02-18,TB430,2013-12-15,5.5,700000000.0,700000000.0,3865000000.0,5.52,5.1941,5.19,5.195,5.21,0.09
2011-02-23,TB431,2018-01-21,5.5,500000000.0,500000000.0,2255000000.0,4.51,5.4784,5.475,5.48,5.505,0.16
2011-02-25,TB432,2016-06-15,4.75,700000000.0,700000000.0,2590000000.0,3.7,5.3867,5.38,5.39,5.405,0.33
2011-03-02,TB433,2022-07-15,5.75,500000000.0,500000000.0,2155000000.0,4.31,5.5396,5.535,5.54,5.565,0.04
2011-03-04,TB434,2014-10-21,4.5,700000000.0,700000000.0,3660000000.0,5.23,5.2699,5.265,5.27,5.29,0.01
2011-03-09,TB435,2013-05-15,6.5,500000000.0,500000000.0,3037000000.0,6.07,4.9904,4.99,4.995,5.02,0.46
2011-03-16,TB436,2018-01-21,5.5,500000000.0,500000000.0,1750000000.0,3.5,5.3126,5.31,5.315,5.365,0.24
2011-03-18,TB437,2014-10-21,4.5,700000000.0,700000000.0,2260000000.0,3.23,4.9782,4.975,4.985,5.015,0.68
2011-03-23,TB438,2021-05-15,5.75,500000000.0,500000000.0,2232000000.0,4.46,5.4445,5.44,5.445,5.49,0.05
2011-03-25,TB439,2013-12-15,5.5,700000000.0,700000000.0,1980000000.0,2.83,4.9482,4.945,4.955,4.975,0.68
2011-03-30,TB440,2020-04-15,4.5,500000000.0,500000000.0,2381000000.0,4.76,5.4686,5.465,5.47,5.49,0.14
2011-04-01,TB441,2014-10-21,4.5,700000000.0,700000000.0,4730000000.0,6.76,5.1381,5.135,5.14,5.16,0.19
2011-04-06,TB442,2018-01-21,5.5,500000000.0,500000000.0,2695000000.0,5.39,5.4298,5.425,5.43,5.45,0.02
2011-04-08,TB443,2016-06-15,4.75,700000000.0,700000000.0,2610000000.0,3.73,5.362,5.36,5.365,5.38,0.3
2011-04-13,TB444,2022-07-15,5.75,500000000.0,500000000.0,2570000000.0,5.14,5.6588,5.655,5.66,5.67,0.12
2011-04-15,TB445,2014-10-21,4.5,700000000.0,700000000.0,2770000000.0,3.96,5.2375,5.235,5.24,5.255,0.25
2011-04-20,TB446,2021-05-15,5.75,700000000.0,700000000.0,2058000000.0,2.94,5.5157,5.515,5.52,5.54,0.43
2011-04-29,TB447,2016-06-15,4.75,700000000.0,700000000.0,4063000000.0,5.8,5.235,5.235,5.235,5.27,0.0
2011-05-04,TB448,2019-03-15,5.25,600000000.0,600000000.0,2055000000.0,3.42,5.3544,5.35,5.355,5.375,0.06
2011-05-06,TB449,2022-07-15,5.75,600000000.0,600000000.0,2094000000.0,3.49,5.4001,5.395,5.405,5.445,0.49
2011-05-11,TB450,2020-04-15,4.5,600000000.0,600000000.0,2155000000.0,3.59,5.4329,5.425,5.435,5.465,0.21
2011-05-13,TB451,2014-06-15,6.25,600000000.0,600000000.0,1925000000.0,3.21,5.0743,5.065,5.08,5.1,0.57
2011-05-18,TB452,2023-04-21,5.5,1000000000.0,1000000000.0,3501000000.0,3.54,5.482,5.46,5.49,5.54,0.8
2011-05-20,TB453,2014-10-21,4.5,750000000.0,750000000.0,2520000000.0,3.36,5.0482,5.03,5.055,5.075,0.68
2011-05-25,TB454,2021-05-15,5.75,750000000.0,750000000.0,2283000000.0,3.04,5.2847,5.28,5.285,5.325,0.03
2011-05-27,TB455,2016-06-15,4.75,750000000.0,750000000.0,2390000000.0,3.19,5.0583,5.055,5.06,5.08,0.17
2011-06-01,TB456,2020-04-15,4.5,750000000.0,750000000.0,1532000000.0,2.04,5.2469,5.24,5.25,5.27,0.31
2011-06-03,TB457,2019-03-15,5.25,750000000.0,750000000.0,1618000000.0,2.16,5.2091,5.2,5.22,5.235,1.09
2011-06-08,TB458,2023-04-21,5.5,800000000.0,800000000.0,2139000000.0,2.67,5.3883,5.375,5.4,5.455,1.17
2011-06-10,TB459,2017-02-15,6,750000000.0,750000000.0,4139000000.0,5.52,5.0608,5.055,5.065,5.105,0.42
2011-06-17,TB460,2016-06-15,4.75,750000000.0,750000000.0,3276000000.0,4.37,4.8437,4.835,4.85,4.9,0.63
2011-06-22,TB461,2021-05-15,5.75,750000000.0,750000000.0,2437000000.0,3.25,5.1346,5.13,5.14,5.16,0.54
2011-06-24,TB462,2015-04-15,6.25,750000000.0,750000000.0,3070000000.0,4.09,4.6722,4.67,4.675,4.74,0.28
2011-07-01,TB463,2015-10-21,4.75,1250000000.0,1250000000.0,4355000000.0,3.51,4.9022,4.885,4.91,5.0,0.78
2011-07-06,TB464,2019-03-15,5.25,700000000.0,700000000.0,3220000000.0,4.6,5.1236,5.11,5.125,5.155,0.14
2011-07-08,TB465,2014-10-21,4.5,700000000.0,700000000.0,3827000000.0,5.47,4.7621,4.76,4.765,4.785,0.29
2011-07-13,TB466,2023-04-21,5.5,700000000.0,700000000.0,2408000000.0,3.44,5.0571,5.05,5.06,5.125,0.29
2011-07-15,TB467,2018-01-21,5.5,700000000.0,700000000.0,2820000000.0,4.03,4.7799,4.775,4.78,4.86,0.01
2011-07-20,TB468,2020-04-15,4.5,700000000.0,700000000.0,2530000000.0,3.61,4.8933,4.89,4.9,4.925,0.67
2011-07-22,TB469,2016-06-15,4.75,700000000.0,700000000.0,4170000000.0,5.96,4.5949,4.59,4.6,4.64,0.51
2011-07-29,TB470,2015-10-21,4.75,1000000000.0,1000000000.0,3230000000.0,3.23,4.5374,4.53,4.54,4.56,0.26
2011-08-03,TB471,2023-04-21,5.5,700000000.0,700000000.0,1956000000.0,2.79,4.7824,4.775,4.785,4.87,0.26
