date,GFG,D,RIWF,IZ,W,IG,FI,WSF,UA,T0,N,GB,VB,GBI,US,UT,SP,RE,T1,FRGSF,VRGSF,VF,GD,FRGUSD,GSGSF,ES,DS,AIWFS
2013-04,45744.67653504,444254.58316524,2673.07591207,4333.76452171,273.67762912,,0,3731.27173584,956.06851165,504877.8998619,59306.960165,279716.10394327,9088.01320062,11347.3104524,72326.0316163,0,30.64029737,60336.43728386,504877.8998619,0,0,8104.73782882,0,0,0,0,2910.78185123,4621.66507426
2013-05,44805.04006616,448348.55505189,2483.70134996,4429.26562392,273.00725634,,0,3708.96144377,961.21103241,507143.77800087,59624.66155,276625.80796141,14433.97203655,10001.06105162,70485.58756996,0,18.07602599,67056.71816292,507143.77800087,0,0,4177.25864874,0,0,0,0,2134.03617642,4720.63499368
2013-06,37617.61242651,438177.4495917,2562.97153691,4378.02143635,269.14812094,,0,3658.07664499,1050.97936221,488867.59618023,59863.25748,321115.9939605,15352.16479165,8073.20139551,26729.41096911,0,140.77956413,49507.78072905,488867.59618023,0,0,3418.95371395,0,0,0,0,1153.33706062,4666.05357633
2013-07,41016.32389091,444348.93761447,2515.59560839,4391.13916277,266.98472275,,0,3667.8565909,956.16261942,497775.7919981,60052.760215,320437.69182421,11015.03696836,10454.46065914,28729.55970716,0,303.02400561,52104.18242674,497775.7919981,0,0,10035.38126844,0,0,0,0,612.79178849,4643.69492344
2013-08,43439.09278507,443418.70346014,2375.98906661,4387.14357874,266.72006325,,0,3641.5923976,956.36029152,498485.60164293,59689.24445,318533.94404834,10925.87958068,12850.31963176,28326.09074179,0,67.73585989,54197.80973323,498485.60164293,0,0,9255.48592587,0,0,0,0,0,4639.09167137
2013-09,40108.03628175,443070.61319166,2402.32180755,4313.73136848,261.39331523,,0,3713.51663665,1036.08249767,494905.69511871,59810.426085,317757.58204753,11782.99010806,12320.67225458,28289.54355076,0,101.41446389,50185.37625269,494905.69511871,0,0,10096.19636251,0,0,0,0,0.00001972,4561.49399369
2013-10,40164.34931251,446798.24922815,2245.32820328,4361.49074397,258.38938913,,0,3667.31153994,965.41208497,498460.53050195,60160.38503,317967.48930222,11333.0334529,11637.55874184,28798.08987516,0,28.72526,51877.13903889,498460.53050195,0,0,12076.22997667,0,0,0,0,0,4581.87982427
2013-11,37844.1875329,446420.24634472,2317.62328037,4344.01467727,250.55861625,,0,3638.11592047,956.7317788,495771.47815078,61157.827845,317949.67087575,9483.37980629,12928.96191298,27659.58321995,0,34.11971774,47868.73306319,495771.47815078,0,0,14126.0636976,0,0,0,0,0,4563.13801228
2013-12,35564.96163437,443274.51771485,2295.38419036,4293.89450471,244.2324653,,0,3689.88381807,1019.09451329,490381.96884095,65766.360365,317131.68430329,10481.82179107,11523.21831207,24773.72087141,0,97.91038138,48022.76777268,490381.96884095,0,0,8073.95562681,0,0,0,0,0,4510.52941724
2014-01,37943.16648009,447978.38131789,2272.44361028,4353.09155919,247.06524356,,0,3615.78565257,943.08481079,497353.01867437,62532.763855,315678.66040262,5440.76451564,14574.16099773,31074.32636942,0,17.03478606,53298.29803806,497353.01867437,0,0,10167.6244269,0,0,0,0,0,4569.38528294
2014-02,39189.62376131,442151.14404725,2230.25533573,4272.78993486,242.47843829,,0,3628.11813461,927.36467165,492641.7743237,62294.2732,314482.42657218,3686.93728257,15490.54253701,33766.01256277,0,12.15756857,49056.35976879,492641.7743237,0,0,9368.51090837,0,0,0,0,0,4484.55392344
2014-03,38199.49496771,445479.5600719,2174.29225405,4275.85525547,242.03783774,,0,3743.08873115,1001.19966999,495115.52878801,62357.097285,311897.96931578,8089.78830562,16558.29274056,31695.30713881,0,126.43376476,52363.38583309,495115.52878801,0,0,7535.13799541,0,0,0,0,0,4492.11640898
2014-04,37939.27806139,447444.80279557,2090.43041733,4263.12864431,237.61385522,,0,3739.08173571,919.89448796,496634.22999749,62727.087505,307677.56427934,8184.72147444,18789.17846825,33363.99723674,0,64.48801819,53005.50701909,496634.22999749,0,0,8335.81685812,0,0,0,0,0,4485.86913832
2014-05,37508.36597566,451952.49572934,2189.68352963,4307.1948017,233.81561328,,0,3722.90211531,951.9578125,500866.41557742,62675.096425,304263.42328656,13368.47880901,16813.03356186,33510.84834745,0,8.45189939,58081.45336487,500866.41557742,0,0,7604.19291645,0,0,0,0,0,4541.43696683
2014-06,39108.58361692,457215.85717265,2275.4138774,4275.75890004,226.13745979,,0,3764.03536045,1097.09184887,507962.87823612,62775.03662,301977.97224189,16648.38060693,15437.41700228,34084.45180213,0,131.37680076,64135.04649523,507962.87823612,0,0,8251.81672693,0,0,0,0,0,4521.37993997
2014-07,39089.03805601,466618.09796664,2299.55508616,4324.92560814,227.93276387,,0,3777.19667633,992.4870977,517329.23325485,62705.20634,307282.83458894,11289.6835547,14771.71862023,34942.98527721,0,19.6301737,68385.23871387,517329.23325485,0,0,13358.60505863,0,0,0,0,0,4573.33092757
2014-08,39380.83214089,471385.23632124,2235.94603286,4322.85860965,227.80166443,,0,3747.66154835,997.40060387,522326.73692129,62455.932155,312702.88924727,10315.54126347,12722.83434486,33093.37248086,0,11.0146957,68628.44494454,522326.73692129,29,0,17826.00729177,0,0,0,0,0,4570.70049782
2014-09,38890.81586045,471452.30812977,2232.99638134,4353.55992007,231.36965138,,0,3848.64186401,1036.44797868,522046.1397857,62897.02191,307459.25614775,11866.34713978,13492.57694381,35641.34463405,0,155.34221601,76524.48960195,522046.1397857,0,13,9336.62608296,0,0,0,0,0,4660.13510939
2014-10,37518.94150457,475585.66581777,2194.34559846,4369.8154104,228.46173768,,0,3813.74939972,1029.13807875,524740.11754735,62657.52862,310472.18985183,10416.87641598,14143.95881569,33240.66429811,0,61.06573865,76096.33194236,524740.11754735,0,0,12953.07603667,0,0,0,11.00001,0,4687.42581806
2014-11,38098.42207515,475727.83264443,2131.5191785,4331.67050417,218.32101008,,0,3789.21812226,1007.08809031,525304.0716249,63648.14039,314843.23989016,8873.27152271,14297.60844745,32488.37001815,0,45.61074175,73282.79326057,525304.0716249,0,0,13183.97286042,0,0,0,0,0,4641.06449369
2014-12,39629.62133313,510062.40675293,2037.32704323,4413.78577845,213.31324837,,0,3978.34616919,867.05909294,561201.85941824,67595.809155,328006.19748696,9046.42032043,17486.92014122,33126.75826791,0,154.76606495,86304.63436541,561201.85941824,0,0,14753.1425483,0,0,0,0,0,4727.21106806
2015-01,39141.97374336,507856.14870867,1899.1158114,4018.38972772,192.3108524,,0,3857.44182574,847.47223542,557812.85290471,65593.244765,384820.912789,8083.06921127,19156.52598057,32009.43383592,0,63.74744165,34851.99553951,557812.85290471,0,0,8930.2114638,0,0,0,0,0,4303.71187799
2015-02,38542.14101926,519330.24447939,1747.40829313,4099.20052944,195.59519735,,0,3877.57372316,818.20283318,568610.36607491,66088.42855,377887.75956145,7096.13937261,24211.98499321,34757.3534787,0,54.10925308,44422.15735853,568610.36607491,0,0,9699.94462521,0,0,0,0,0,4392.48888212
2015-03,38612.42257007,531911.39044116,1642.93493199,4034.5469457,202.50790468,,0,3898.43854625,1045.08003115,581347.321371,66897.03725,373918.03036025,13968.39138981,18747.41992903,37478.68127561,0,140.71614759,56272.44430129,581347.321371,0,0,9512.05480844,0,0,0,0,0,4412.54590898
2015-04,37242.95542552,536364.09496798,1590.51708514,4042.17387833,195.98148304,,0,3892.68934043,883.75576828,584212.16794872,67227.310445,382580.38310009,17389.59044828,16097.98329548,34786.07001753,0,56.20856013,48432.74261845,584212.16794872,0,0,13286.21659817,0,0,0,0,0,4355.66286559
2015-05,37297.61527993,525478.93413693,1542.70899355,4009.71084808,185.12565922,,0,3888.27317768,891.62990006,573293.99799545,67170.406765,379542.36362227,20851.97716682,18684.924911,35838.63003306,0,46.36802549,39918.11289248,573293.99799545,0,0,6965.45101745,0,0,0,0,0,4275.76356188
2015-06,36422.88704886,529520.60955158,1575.70646835,4427.56097865,176.83401131,,0,3876.22672225,1025.33791032,577025.16269132,67436.69859,385354.82843047,16163.48394774,21158.09937028,34911.04426415,0,65.3407561,34251.94163101,577025.16269132,0,0,13381.00023474,0,0,0,0,0,4302.72546683
2015-07,35112.15599425,550669.75134269,1490.36615965,4510.59570479,177.97186324,,0,3848.04974962,894.36118736,596703.2520016,67284.20173,397307.71726973,11858.06805478,18906.10385662,34932.14448574,0,33.27104334,43148.8931447,596703.2520016,0,0,18846.93960895,0,0,0,0,0,4385.91280774
2015-08,36422.60310438,557883.50790123,1690.08315195,4598.35617969,179.38779804,,0,3869.47164097,907.22436059,605550.63413685,67666.48147,394311.99751786,11803.09213108,21879.48717235,36843.25386088,0,35.68957949,51984.29919818,605550.63413685,0,0,16555.26023605,0,0,0,0,0,4471.07297096
2015-09,36339.54160942,566181.92777136,1625.88075232,4627.07787306,190.53792493,,0,3930.5489496,1037.44184984,613932.95673053,68181.98518,396263.65368707,12192.35523769,25701.92905046,31981.80342346,0,114.17544244,50419.93147276,613932.95673053,0,0,24575.47151982,0,0,0,0,0,4501.65171683
2015-10,37671.61996187,571928.69478851,1590.53700115,4655.79419928,187.36282028,,0,3903.9956836,886.92666442,620824.93111911,68790.52861,400706.2070212,9717.96991406,24461.30406265,33243.95309236,0,77.57701678,58062.25553583,620824.93111911,0,0,21235.53583329,0,0,0,0,0,4529.60003294
2015-11,36530.12726198,586970.51516337,1669.61552942,4764.24742191,184.23580243,,0,3910.69201575,847.84561697,634877.27881183,69385.193875,396424.30043386,9326.96236806,29260.84174328,33674.12647762,0,60.4362673,68938.69000406,634877.27881183,0,0,23162.04630806,0,0,0,0,0,4644.68133459
2015-12,35466.67673919,593234.09323195,1608.40114019,4707.34538178,169.91761363,,0,3972.39022705,992.9786909,640151.80302469,72881.893755,402316.51567868,10930.94637819,25621.4491348,30165.48920671,0,113.9055785,61052.53701688,640151.80302469,0,0,32521.38203844,0,0,0,0,0,4547.68423749
2016-01,38065.3178612,599758.5835548,1644.09389255,4878.35478729,171.76740962,,0,3918.71538265,850.41262792,649287.24551603,71264.080785,405585.87926919,11031.90186521,25123.46380541,31756.18699925,0,82.48470776,74551.63944364,649287.24551603,0,0,25242.65285763,0,0,0,0,0,4648.95578294
2016-02,41233.35042763,589812.64742041,1396.52923684,4762.8028319,165.61506913,,0,3916.46144948,864.96805449,642152.37448988,70969.51465,415017.64733941,7629.05536524,26068.47662305,31473.63655056,0,81.45182345,68998.96701146,642152.37448988,0,0,17375.14739335,0,0,0,0,0,4538.47773336
2016-03,39614.30294109,595374.62759202,1366.19616714,4748.25786296,160.37816156,,0,4047.9370519,1066.86503078,646378.56480745,71491.75442,421409.80233032,6980.43954558,21962.68927944,34383.41951655,0,179.41416737,66745.6149107,646378.56480745,0,0,18785.92282355,0,0,0,0,0,4439.50781394
2016-04,41289.23506859,616130.4372301,1350.11182373,4761.51414264,157.49611514,,0,4003.78043047,885.52292953,668578.0977402,71720.8669,419493.09475241,12386.29295974,29241.66832624,30687.01255247,0,1094.66435968,73893.71240761,668578.0977402,0,0,25580.83481067,0,0,0,0,0,4479.95067138
2016-05,40161.41413669,624227.2402956,1359.0188257,4548.53232053,152.84786204,,0,4027.46219835,914.60049683,675406.11613574,72231.8649,420421.76095028,17984.67745072,25385.5992506,30648.6212441,0,43.66829917,82257.55051432,675406.11613574,15,0,21863.97465476,0,0,0,0,0,4568.39887179
2016-06,43064.04237263,635269.63966061,1351.90877176,4463.72933759,140.22877067,,0,4098.71901255,1206.53378948,689594.80171529,71810.8309,431493.17749866,16068.02149573,33604.34651069,29955.96209648,0,245.80595765,81351.19333848,689594.80171529,0,23,20557.25238672,0,0,0,0,0,4485.21153088
2016-07,43546.49827836,641049.82619702,1339.80641827,4422.77466332,136.64883294,,0,4046.8334085,977.38708469,695519.7748831,72333.550835,438025.62612113,12146.98756466,30121.29482127,31495.17855466,0,62.8913432,81131.98591984,695519.7748831,0,0,25704.83009746,0,0,0,52.003345,0,4445.42628088
2016-08,43071.68647199,656555.38179573,1357.54497957,4460.95765493,136.40316498,,0,4064.42645598,964.0142332,710610.41475638,72155.10606,437208.55690025,12608.46862545,34582.18671681,32228.80187937,0,45.03919885,88507.52859102,710610.41475638,0,0,28770.44463805,0,0,0,0,0,4504.28214658
2016-09,42925.73290505,666227.50357418,1329.12003268,4410.80559498,133.79304286,,0,4065.1741566,1179.85071777,720271.98002412,72682.84847,453455.70411923,12513.38029538,19982.22235694,32307.15979255,0,287.55994853,88760.73850191,720271.98002412,0,0,35828.72016572,0,0,0,0,0,4453.64637386
2016-10,42146.27598378,664465.22109121,1334.40626689,4417.4311844,130.1724204,,0,4068.23296023,871.28233883,717433.02224574,73112.214035,452723.19744391,8088.94157307,28543.78798883,29958.16600402,0,67.86632156,88783.31527272,717433.02224574,0,0,31683.80302823,0,0,0,0,0,4471.7305784
2016-11,40090.53749445,683305.93579468,1345.98420362,4454.20100599,166.53873546,,0,4003.37979982,849.08052877,734215.65756279,74716.063815,451888.02045698,7573.99722261,39575.866636,29221.3412765,0,88.19059865,93281.69678062,734215.65756279,0,0,33359.95135919,0,0,0,0,0,4510.52941724
2016-12,39400.34942063,696104.16238063,1341.15985865,4406.19454813,155.41026003,,0,3997.6323635,1097.05792699,746501.96675856,78084.371565,468199.19394615,7229.68693136,24584.98088002,30035.55097941,0,251.64490731,84527.44113475,746501.96675856,0,0,49096.32239814,0,0,0,0,0,4492.77401642
2017-01,40056.38619853,674519.82062207,1328.32389665,4353.65150614,152.11225296,,0,3934.36878242,855.59888524,725200.26214401,76266.23777,459431.17308487,5874.17483421,37028.36069049,33037.26564905,0,149.38056046,78264.10886277,725200.26214401,0,0,30698.54474806,0,0,0,0,0,4451.0159441
2017-02,42175.37426652,702517.1333086,1292.20242763,4370.72770773,150.73582281,,0,3974.3449801,837.58588572,755318.10439911,75675.45024,472945.16421971,7216.93369468,42013.38211373,32187.89915374,0,121.91858494,87066.32565488,755318.10439911,0,0,33620.61537391,0,0,0,0,0,4470.41536352
2017-03,41647.63726941,710532.14626928,1290.90311883,4359.52670626,249.49003998,,0,3999.3260496,1137.213859,763216.24331236,76194.54404,473160.16724923,12431.60129985,46921.7485731,30836.25027067,0,179.33308142,92423.83557952,763216.24331236,0,0,26605.25273314,0,0,0,0,0,4463.51048543
2017-04,42038.57140286,730113.5410649,1292.9842655,4359.69182378,248.41040998,,0,3949.5552444,859.76217508,782862.5163865,76304.218455,478469.51838756,18321.88612313,46200.5325498,29675.14706402,0,1850.1376629,93631.18743232,782862.5163865,0,0,33936.51411477,0,0,0,0,0,4473.374597
2017-05,41020.76949534,727977.49344253,1275.47475712,4301.35372196,238.11258243,,0,3974.52976578,871.69417238,779664.42793754,76291.815555,472617.98950316,24345.00028708,46769.42966324,33307.48687862,0,137.5865534,87342.25962116,779664.42793754,5,0,34440.3139669,0,0,0,0,0,4412.54590898
2017-06,39746.16865763,724360.71252937,1234.32265536,4252.9997797,224.85831451,,0,3974.39968025,1150.78707757,774944.24869439,76241.965075,480519.90199154,18879.30917052,42531.6031557,37745.26817045,0,276.51445493,84011.11982383,774944.24869439,0,8,30353.86054881,0,0,0,0,0,4376.70630361
2017-07,41101.18159314,745274.43717026,1183.866122,4357.05988852,227.47090379,,0,3901.0504016,880.17054225,796925.23662156,76503.10959,478983.57834863,15563.49047063,49144.07308176,35892.21319478,0,199.58130844,108042.81252032,796925.23662156,0,0,28065.86400809,0,0,0,43.000942,0,4487.51315691
2017-08,42360.30806791,747029.94488127,1148.19369368,4360.92648738,225.14959739,,0,3888.29425255,875.44729784,799888.26427802,76070.865385,467089.86692991,17021.43141221,58989.49550693,36863.80426531,0,166.90722159,109630.6582393,799888.26427802,0,0,29565.42053482,0,0,0,0,0,4489.81478295
2017-09,41674.38185089,760965.62915674,1154.45469433,4380.60796525,225.22318187,,0,3893.4020447,1162.68108144,813456.37997522,76521.98936,468449.54266147,16131.45873669,59542.20511887,35371.38714596,0,339.53780492,116541.23359453,813456.37997522,0,0,36048.82493926,0,0,0,0,0,4510.20061352
2017-10,42357.13582528,782817.5845913,1089.92227309,4431.4803479,230.40116522,,0,3870.15887733,869.82811231,835666.51119243,76970.9449,465471.79636813,15138.56697185,63673.807298,34456.87170575,0,275.66549203,132853.39106456,835666.51119243,0,0,42215.96805545,0,0,0,0,0,4609.49933666
2017-11,42126.52416406,784238.6386907,963.41231035,4395.97081971,221.23740176,,0,3875.40119108,847.65124296,836668.83582062,78170.25097,467939.42439718,14964.93090196,62021.73470505,32303.01199224,0,222.50625984,132011.71683272,836668.83582062,0,0,44454.0375448,0,0,0,0,0,4581.22221683
2017-12,42494.04545352,790124.78208593,871.26645868,4495.51778895,210.27613572,,0,3956.1797916,1154.3069359,843306.3746503,81638.894365,470439.40576262,14754.84332319,54085.61403612,34398.75119477,0,314.79137754,137167.82931322,843306.3746503,0,0,45933.57195771,0,0,0,0,0,4572.67332013
2018-01,41882.53325714,759714.51751323,829.26594419,4388.70056985,201.04893079,,0,3861.58321771,892.68418238,811770.33361529,79622.68,464076.10295149,8484.26282706,64742.36697317,38148.09946446,0,254.21697883,122085.44949442,811770.33361529,0,0,29893.31563672,0,0,0,0,0,4463.83928914
2018-02,41625.83793176,767985.20058893,833.54177022,4496.5548438,200.76827159,,0,3875.47838246,880.79483854,819898.1766273,79035.11267,456680.25029276,8933.99745039,73826.61552979,37369.43519843,0,264.49909963,123488.18703134,819898.1766273,0,0,35813.22380549,0,0,0,0,0,4486.85554947
2018-03,42269.43404284,768362.88708093,841.7212645,4552.16124686,203.11426517,,0,3895.86545145,1131.9668076,821257.15015935,79566.823695,466174.68759192,15280.60035931,57484.94141518,36858.46693508,0,235.5697935,130320.43172082,821257.15015935,0,0,30769.53140279,0,0,0,0,0,4566.09724575
2018-04,43470.5871079,787388.49937918,864.08457265,4664.03239221,209.00657231,,0,3876.45288362,904.61712792,841377.28003579,79142.608815,473850.52844921,21640.05949514,48537.98507587,33327.84214715,0,220.75753655,149194.75399022,841377.28003579,0,52,30732.45945197,0,0,0,0,0,4678.28507468
2018-05,42939.09398986,774548.61580022,848.46470844,4581.29277955,204.63370195,,0,3892.79880099,917.76984404,827932.66962505,79006.02428,464140.84627886,28348.92775873,50136.2409122,34781.80483273,0,237.22722559,133033.05969718,827932.66962505,0,0,33654.82188161,0,0,0,0,0,4593.71675815
2018-06,41561.74406517,783814.38876192,1057.06724362,4583.0440205,195.49725162,,0,3918.44982,1145.16089946,836275.35206229,79011.668825,466097.1785366,27775.52626187,49644.6172781,33488.21380387,0,296.55944068,140281.98610404,836275.35206229,0,0,35084.1095139,0,0,0,0,0,4595.49229823
2018-07,40416.57961822,776934.61791074,1020.62518507,4552.1739764,224.00894222,,0,3859.46683865,927.80087041,827935.27334171,79075.14194,476874.30049192,21314.9380398,44537.36209418,33975.51790546,0,236.73439473,138875.02571402,827935.27334171,0,0,28481.7337737,0,0,0,0,0,4564.5189879
2018-08,38952.30044136,753850.21832569,995.53266546,4404.91136419,264.28915549,,0,3867.1991119,924.08926698,803258.54033107,78877.49664,476436.83929763,20945.95619261,45203.26468807,34462.23707137,0,226.90311949,120213.44101801,803258.54033107,0,0,22440.10402528,0,0,0,0,0,4452.29827861
2018-09,38765.46624352,763049.33000173,1002.81906801,4431.61575083,266.91254209,,0,3833.073506,1428.7830957,812778.00020788,78610.34598,467377.95857901,19805.62408757,54995.5221019,36411.95297054,0,219.21153674,127340.56690966,812778.00020788,0,0,23537.45921778,0,0,0,0,0,4479.35882468
2018-10,40823.28361477,778049.9661193,1108.10015247,4519.97145248,271.2621312,,0,3840.7731472,1033.58440466,829646.94102208,78727.63458,470833.9879209,17871.86710412,50553.35593499,39074.85125814,0,222.24629087,141928.06162101,829646.94102208,0,0,25866.34015803,0,0,0,0,0,4568.59615402
2018-11,40672.43012233,775131.18764557,1100.97845431,4492.8374748,268.2319215,,0,3871.65997236,1025.80765561,826563.13324648,79413.32795,475593.30310167,16787.74765746,47528.21084843,37548.32421714,0,162.94047696,138848.59781193,826563.13324648,0,0,26141.44720098,0,0,0,0,0,4539.23398191
2018-12,42237.31847994,763727.90064969,1188.40501469,4440.58670517,260.29248537,,0,3977.0763026,1237.24344701,817068.82308447,82238.834375,480634.26907572,15612.62116493,37101.74761536,41478.57999348,0,472.17181446,120232.29511018,817068.82308447,0,0,34811.77718958,0,0,0,0,0,4486.52674576
2019-01,44024.51981679,773094.50668593,1151.8100962,4526.5859081,260.3257234,,0,3939.62627012,951.51890355,827948.89340409,80063.13273,484407.97338817,11719.42419476,45475.26267338,35655.56647583,0,340.07503348,135230.66698562,827948.89340409,0,0,30483.46099528,0,0,0,0,0,4573.33092757
2019-02,43900.09134768,755094.34055505,1138.46974608,4521.34374058,258.12999953,,0,3919.53126939,929.89586267,809761.80252098,79738.84218,485246.85129457,11570.2201154,44201.06866327,36051.33778992,0,319.21068772,133535.79157738,809761.80252098,0,0,14532.90905292,0,0,0,0,0,4565.5711598
2019-03,43117.82046489,767715.0305068,1180.11149304,4501.79089396,257.0872646,,0,4038.2126292,1480.32983582,822290.38308831,79988.164175,481580.17924916,18521.67778377,41359.90758955,35622.59942262,0,320.05865006,150936.39473305,822290.38308831,0,0,9415.49278769,0,0,0,0,0,4545.90869741
2019-04,43716.37117853,788039.31461735,1254.71422854,4598.93863978,261.95737149,,0,3987.15657701,1035.94650874,842894.39912144,79705.721295,477300.41990133,29525.2755184,41377.61569829,30788.78679581,0,242.75843295,167111.65188628,842894.39912144,0,48,12150.24450734,0,0,0,0,0,4643.92508604
2019-05,43608.7140799,775376.24037739,1229.90139652,4510.50454397,256.1592341,,0,3993.18155367,1020.42365778,829995.12484333,79527.988505,471562.26028157,30229.81456514,46114.17305169,31044.3679524,0,157.62018125,154929.56994833,829995.12484333,0,0,11877.24015063,0,0,0,0,0,4552.09020732
2019-06,46015.3158717,777850.8869755,1205.89740279,4415.55655365,247.62126598,,0,4020.45606095,1300.01153148,835055.74566205,79306.277085,473953.29406719,29677.78757383,46015.0874718,30494.98879793,0,348.79054732,156695.2702773,835055.74566205,0,0,14107.90727733,0,0,0,0,0,4456.34256435
2019-07,47327.541934,783412.30651581,1389.34211957,4436.09184007,247.20738228,,0,4018.62173323,999.13671228,841830.24823724,79222.238465,469505.66793726,26920.15062595,54897.57630424,32343.02859775,0,159.1097474,160922.05591226,841830.24823724,0,0,13383.42920948,0,0,0,0,0,4476.9914379
2019-08,50471.59746931,784546.49671993,1381.20973363,4407.973559,244.01979951,,0,4003.35300133,1018.15941781,846072.80970052,78956.4265,474920.86570636,27419.76066437,54064.18360251,35885.75286581,0,178.09534323,160511.77300756,846072.80970052,0,0,9685.16622918,0,0,0,0,0,4450.7857815
2019-09,49524.92326921,797782.26754861,1308.43461625,4421.62250875,244.79277589,,0,4148.9904008,1463.582338,858894.61345751,79696.93819,479365.30458005,27604.66378952,50192.23091647,35899.04732742,0,326.11904583,169700.44306587,858894.61345751,0,0,11648.09871664,0,0,0,0,0,4461.76782571
2019-10,49923.70595467,800486.21853566,1311.74498897,4438.33566004,243.82777176,,0,4053.38848178,1075.68266419,861532.90405707,79982.933895,492673.86304868,25256.33652804,40095.15228325,34129.37359179,0,83.78002099,174134.2370479,861532.90405707,0,0,10698.65794566,0,0,0,0,0,4478.56969576
2019-11,48788.15192635,804698.39425919,1250.01392554,4466.01913782,246.03122249,,0,4114.02999048,1038.37956514,864601.02002701,81026.383505,501212.68395856,24368.6328071,33468.81014901,30206.51650952,0,72.72338806,178900.51358315,864601.02002701,0,0,10840.76990338,0,0,0,0,0,4503.98622323
2019-12,49110.8539366,794015.2814347,1368.65435384,4380.61554007,276.23132693,,0,4074.25242805,1201.37290826,860956.26192845,84450.10756,505810.57243106,23481.49574997,30164.09068412,31997.37535329,0,237.53772568,167082.51906146,860956.26192845,6529,0,13314.65795327,0,0,0,0,0,4417.9054096
2020-01,51119.63190134,783042.63918093,1357.28107937,4348.52942951,347.6192427,,0,4028.38935037,930.04296061,845174.13314483,82805.212995,501671.38412854,21306.50817308,37653.62402574,29832.58656639,0,126.57292248,162744.78598767,845174.13314483,0,0,4647.94010265,0,0,0,0,0,4385.51824328
2020-02,52291.986412,788307.45878445,1314.62321212,4327.82721246,345.11625767,,0,4071.08884527,914.48727552,851572.58799949,82493.640325,500012.62574125,21317.84816564,48266.39338639,29280.84084054,0,231.50250428,160757.24666508,851572.58799949,0,0,4849.95550799,0,0,0,0,0,4362.53486332
2020-03,51920.2608444,781440.79949863,1291.86912975,4164.86370646,476.48983263,,0,3978.7251203,1408.43229736,852310.8685656,83224.393,526069.76427671,24142.98362244,41160.70232132,34283.54060157,5898.647,294.51580884,128857.43909468,852310.8685656,642,0,4046.63079924,1111.005826,5876.42231007,0,0,0,4332.2520408
2020-04,55331.25711059,811870.96400271,1664.81605013,4191.5705371,761.65541152,,0,3943.89945139,1117.83742458,903488.95247002,83781.783695,584409.3986605,31408.81383213,23643.17776094,29086.75863546,10291.0425,47.79008844,136430.64129922,903488.95247002,6078,0,29.54292365,8217.010732,10311.94175,0,0,0,4360.00307468
2020-05,55658.78445931,827403.80161417,1682.01057918,4491.82704591,940.85989773,,0,3933.40105839,1067.7080488,918647.29657449,84371.78889,591288.03957581,36224.53074736,24389.12231996,29897.99993557,9981.4816,28.69981915,137899.13415393,918647.29657449,4013,0,228.26326422,9535.392121,9920.51175,0,0,0,4338.23626849
2020-06,56231.98580377,863218.85278856,1654.31759915,4451.66716902,932.85044141,,0,4003.6558045,1439.63688039,956297.51183067,84901.429115,596650.04146833,35720.34345458,26063.07279228,32936.79032984,9717.6638,268.32614542,163848.93302597,956297.51183067,4654,0,1891.47426961,10102.043564,9608.50177987,0,0,0,4299.43742964
2020-07,59949.04737755,859129.78724553,1623.7417878,4369.81167428,912.626506,,0,4005.54331028,1176.07229605,949277.68527749,84748.936435,625402.27616053,23318.0780981,17010.08400517,29449.83549853,3039.1169,42.61630046,159912.55893643,949277.68527749,4300,0,2133.78992767,10899.56438,2911.4907,0,0,0,4220.3930156
2020-08,59468.90269702,859650.16813208,1589.20647235,4370.77181353,911.89450493,,0,3984.38823055,1163.80320117,951810.95014963,84847.823855,630860.40726664,24170.49313371,18724.07226136,29279.61117828,2027.8385,35.41328916,156763.59649888,951810.95014963,7650,0,880.64354357,11084.084398,1937.7307,0,0,0,4221.05062303
2020-09,58229.24517933,884157.44540219,1872.81759923,4418.52650846,922.52776177,,0,4009.01452575,1321.39379139,975014.06256001,85263.29898,636612.12470226,22022.76408018,18598.312429,28655.89367969,694.255,326.58525738,178161.17384228,975014.06256001,8217.6156,0,412.50568478,11175.944828,689.53136389,0,0,0,4267.14890444
2020-10,57556.2632584,882109.63145572,1866.71842113,4404.61417645,918.64910794,,0,4017.90916419,994.84048727,972289.5653581,85615.809325,634953.94798999,18491.47037514,27231.25120099,27579.46020244,1909.6336,69.11021575,171787.4185279,972289.5653581,7250,0,397.73020819,11253.568187,1917.3711,0,0,0,4253.7337127
2020-11,53685.17912608,890078.0602698,1863.77484388,4398.03634784,916.17990172,,0,4033.23651071,1100.54573913,977003.44350316,86382.055855,637929.65261132,15770.05854057,24747.61204382,27998.83489498,4194.0155,52.27489447,172147.90105343,977003.44350316,5400,0,3534.01199273,11372.742764,4155.688,0,0,0,4247.02611684
2020-12,55747.12079425,910001.04226745,1849.57774245,4363.87669915,907.62630857,,0,4072.89959155,1517.6437136,999027.86579055,89013.625415,628825.19464457,13755.32204081,28120.23532991,32160.93966712,9027.1433,387.85281364,183950.58453961,999027.86579055,549.948,0,9572.95381644,11176.392896,8841.73777753,0,0,0,4214.01422345
