date,H0,H5,H7
2006-06-15,1.1445,1.364314,1.0112
2006-06-16,1.157537,1.368467,1.0166
2006-06-19,1.264397,1.377635,1.0332
2006-06-20,1.332925,1.376726,1.0368
2006-06-21,1.338557,1.37822,1.0401
2006-06-22,1.337955,1.385074,1.0436
2006-06-23,1.276905,1.391249,1.0511
2006-06-26,1.233285,1.390784,1.0528
2006-06-27,1.058364,1.394562,1.0532
2006-06-28,1.205052,1.394016,1.0558
2006-06-29,1.256176,1.405513,1.0593
2006-06-30,1.242492,1.401813,1.0655
2006-07-03,1.313229,1.405244,1.0687
2006-07-04,1.322613,1.421682,1.072
2006-07-05,1.300501,1.414256,1.075
2006-07-06,1.12705,1.416357,1.0761
2006-07-07,1.302648,1.424114,1.0864
2006-07-10,1.278962,1.417897,1.0893
2006-07-11,1.163013,1.424705,1.0907
2006-07-12,1.148428,1.427686,1.0915
2006-07-13,1.025502,1.423336,1.0908
2006-07-14,0.999745,1.417743,1.088
2006-07-17,1.324296,1.416159,1.0953
2006-07-18,1.416225,1.423646,1.0992
2006-07-19,1.259232,1.425504,1.1009
2006-07-20,1.285477,1.433854,1.1025
2006-07-21,1.328756,1.433574,1.1091
2006-07-24,1.322796,1.438325,1.1116
2006-07-25,1.285631,1.439322,1.1133
2006-07-26,1.276573,1.43787,1.1152
2006-07-27,1.304806,1.437403,1.1174
2006-07-28,1.285368,1.45314,1.1229
2006-07-31,1.345125,1.449784,1.1249
2006-08-02,1.352389,1.453651,1.1258
2006-08-03,1.419925,1.470951,1.1279
2006-08-04,1.341923,1.4794,1.1365
2006-08-07,1.332869,1.482017,1.1412
2006-08-08,1.348709,1.483411,1.1436
2006-08-09,1.351522,1.488021,1.1467
2006-08-10,1.345267,1.492781,1.1517
2006-08-11,1.354483,1.496029,1.1629
2006-08-14,1.373951,1.510946,1.1843
2006-08-15,1.364064,1.505582,1.1924
2006-08-16,1.222,1.522783,1.198
2006-08-17,1.304614,1.531868,1.2037
2006-08-18,1.285343,1.541934,1.2094
2006-08-21,1.349092,1.542244,1.2168
2006-08-22,1.339064,1.536674,1.2191
2006-08-23,1.376788,1.550094,1.222
2006-08-24,1.359639,1.555129,1.2235
2006-08-25,1.355613,1.550991,1.2315
2006-08-28,1.3576,1.558432,1.2375
2006-08-29,1.359886,1.576993,1.2416
2006-08-30,1.344429,1.582586,1.2458
2006-08-31,1.370228,1.595433,1.2486
2006-09-01,1.379058,1.602268,1.254
2006-09-04,1.355442,1.60109,1.2551
2006-09-05,1.383647,1.603492,1.265
2006-09-06,1.362762,1.602518,1.2675
2006-09-07,1.341549,1.612648,1.2696
2006-09-08,1.291634,1.613096,1.2714
2006-09-11,1.339319,1.620693,1.2797
2006-09-12,1.358259,1.623305,1.2844
2006-09-13,1.354488,1.609813,1.2897
2006-09-14,1.367003,1.620864,1.2951
2006-09-15,1.503876,1.650201,1.3035
2006-09-18,1.530183,1.652481,1.3106
2006-09-19,1.425486,1.66851,1.3124
2006-09-20,1.638994,1.672236,1.3157
2006-09-21,1.613701,1.657137,1.3187
2006-09-22,1.610905,1.662878,1.328
2006-09-25,1.618596,1.662934,1.3327
2006-09-26,1.61377,1.670654,1.3369
2006-09-27,1.62803,1.674695,1.3431
2006-09-28,1.652646,1.711432,1.3489
2006-09-29,1.682963,1.717804,1.3635
2006-10-02,1.625842,1.714819,1.3664
2006-10-03,1.620374,1.730506,1.3697
2006-10-04,1.642864,1.730613,1.3732
2006-10-05,1.628612,1.733577,1.3768
2006-10-06,1.627953,1.736876,1.3876
2006-10-09,1.608078,1.733361,1.3927
2006-10-10,1.521028,1.7369,1.3953
2006-10-11,1.458585,1.741399,1.3986
2006-10-12,1.526902,1.750143,1.4027
2006-10-13,1.521816,1.74409,1.4106
2006-10-16,1.50794,1.749647,1.425
2006-10-17,1.53576,1.74434,1.4273
2006-10-18,1.497053,1.764966,1.4282
2006-10-19,1.366046,1.760781,1.4294
2006-10-20,1.638142,1.752754,1.4377
2006-10-23,1.617841,1.753943,1.4431
2006-10-24,1.579745,1.767806,1.4459
2006-10-25,1.596524,1.764942,1.4493
2006-10-26,1.517697,1.753328,1.452
2006-10-27,1.536368,1.754263,1.4564
2006-10-30,1.561397,1.764403,1.463
2006-10-31,1.627171,1.758905,1.4673
2006-11-01,1.647105,1.757845,1.4694
2006-11-02,1.633244,1.763965,1.4724
2006-11-03,1.618357,1.764298,1.4778
2006-11-06,1.641706,1.767353,1.4839
2006-11-07,1.66865,1.77605,1.4876
2006-11-08,1.68658,1.779531,1.4912
2006-11-09,1.658218,1.779476,1.4946
2006-11-10,1.694052,1.781853,1.5027
2006-11-13,1.706845,1.789449,1.5096
2006-11-14,1.776003,1.802452,1.514
2006-11-15,1.806513,1.804775,1.5189
2006-11-16,1.839246,1.804965,1.5256
2006-11-17,1.956658,1.822042,1.5419
2006-11-20,1.79926,1.831203,1.553
2006-11-21,1.699144,1.823971,1.5568
2006-11-22,1.686029,1.826263,1.5606
2006-11-23,1.714395,1.833816,1.5643
2006-11-24,1.750012,1.84206,1.5725
2006-11-27,1.732715,1.846291,1.5812
2006-11-28,1.792337,1.843104,1.586
2006-11-29,1.764783,1.845817,1.593
2006-11-30,1.768215,1.844579,1.5974
2006-12-01,1.784345,1.864604,1.6108
2006-12-04,1.716327,1.861524,1.6148
2006-12-05,1.66666,1.873066,1.618
2006-12-06,1.422615,1.871204,1.6186
2006-12-07,1.372712,1.871736,1.619
2006-12-08,1.350816,1.879034,1.6209
2006-12-11,1.612274,1.883585,1.6239
2006-12-12,1.447052,1.889916,1.6249
2006-12-13,1.573782,1.890978,1.6273
2006-12-14,1.757549,1.904834,1.6316
2006-12-15,2.08587,1.916361,1.6509
2006-12-18,1.7174,1.921927,1.653
2006-12-19,1.780822,1.93188,1.6569
2006-12-20,2.013523,1.944918,1.661
2006-12-21,1.927549,1.962521,1.6645
2006-12-22,1.887716,,1.679
2006-12-27,1.848558,1.974338,1.6821
2006-12-28,1.701237,,1.6826
2006-12-29,1.897995,2.000507,1.6944
2007-01-03,1.992454,2.017247,1.6991
2007-01-04,2.02628,2.032238,1.7033
2007-01-05,1.941855,2.040945,1.7119
2007-01-08,1.798285,2.048569,1.7154
2007-01-09,1.407887,2.024266,1.7132
2007-01-10,1.494024,2.037837,1.7129
2007-01-11,1.99197,2.040324,1.7188
2007-01-12,1.84942,2.047724,1.7251
2007-01-15,1.474271,2.053801,1.7289
2007-01-16,1.698992,2.0595,1.731
2007-01-17,1.924981,2.04949,1.7352
2007-01-18,1.895756,2.051103,1.7396
2007-01-19,1.751168,2.059,1.7441
2007-01-22,1.968985,2.06118,1.7499
2007-01-23,1.962467,2.065782,1.7536
2007-01-24,1.963207,2.064615,1.7578
2007-01-25,1.9086,2.06758,1.7612
2007-01-26,1.868447,2.064227,1.7674
2007-01-29,1.872229,2.041796,1.776
2007-01-30,1.972454,2.056146,1.7805
2007-01-31,1.905279,2.076484,1.7835
2007-02-01,1.95985,2.095101,1.7869
2007-02-02,1.927828,2.094232,1.7933
2007-02-05,1.905711,2.095,1.8
2007-02-06,1.959676,2.105071,1.8035
2007-02-07,1.970355,2.098854,1.8068
2007-02-08,1.994327,2.100352,1.8102
2007-02-09,1.925256,2.09636,1.8156
2007-02-12,1.923605,2.111485,1.8206
2007-02-13,1.880599,2.102244,1.8225
2007-02-14,1.920724,2.107948,1.8241
2007-02-15,2.039693,2.107283,1.8267
2007-02-16,2.043569,2.12128,1.8337
2007-02-19,1.997134,2.112052,1.8312
2007-02-20,1.991513,2.118367,1.8333
2007-02-21,1.942588,2.118466,1.836
2007-02-22,1.95193,2.123331,1.8389
2007-02-23,1.928068,2.128556,1.8433
2007-02-26,1.89379,2.128256,1.8467
2007-02-27,1.890922,2.136109,1.8498
2007-02-28,1.835111,2.126084,1.8505
2007-03-01,2.004614,2.123037,1.8523
2007-03-02,1.913376,2.111275,1.8566
2007-03-05,1.958409,2.114033,1.8613
2007-03-06,1.92551,2.116959,1.8669
2007-03-07,1.944999,2.124724,1.8733
2007-03-08,1.929497,2.114903,1.874
2007-03-09,1.885549,2.130922,1.8917
2007-03-12,1.955926,2.138523,1.9004
2007-03-13,2.024456,2.150838,1.9055
2007-03-14,2.006882,2.159506,1.9083
2007-03-15,1.978459,2.17816,1.9091
2007-03-16,1.677594,2.176461,1.8956
2007-03-19,0.759078,2.176866,1.8861
2007-03-20,2.07241,2.179367,1.8868
2007-03-21,2.119297,2.194301,1.8889
2007-03-22,2.067243,2.189258,1.891
2007-03-23,1.95851,2.194358,1.8934
2007-03-26,1.98487,2.186845,1.8944
2007-03-27,1.834412,2.183106,1.8942
2007-03-28,1.861651,2.190535,1.896
2007-03-29,1.886602,2.192006,1.896
2007-03-30,1.979335,2.191262,1.8985
2007-04-02,1.970936,2.189304,1.8994
2007-04-03,2.009617,2.1727,1.8996
2007-04-04,2.012593,2.201023,1.8994
2007-04-05,2.028586,2.206564,1.9064
2007-04-10,2.046217,2.209805,1.918
2007-04-11,2.091348,2.20375,1.9191
2007-04-12,1.984508,2.207446,1.9199
2007-04-13,1.939084,2.220067,1.9229
2007-04-16,2.017467,2.222333,1.9314
2007-04-17,2.053188,2.228041,1.9328
2007-04-18,1.902466,2.225836,1.9329
2007-04-19,1.90661,2.236263,1.9327
2007-04-20,2.086739,2.241349,1.9438
2007-04-23,2.057819,2.243792,1.9445
2007-04-24,2.081044,2.248426,1.9458
2007-04-25,2.051129,2.250383,1.9474
2007-04-26,2.082024,2.244526,1.949
2007-04-27,2.065023,2.252444,1.956
2007-04-30,2.066636,2.249416,1.9592
2007-05-02,2.116049,2.261361,1.9609
2007-05-03,2.082261,2.266455,1.9624
2007-05-04,2.044093,2.279829,1.9668
2007-05-07,2.052778,2.279189,1.9677
2007-05-08,2.049442,2.280237,1.9683
2007-05-09,2.050322,2.273743,1.9693
2007-05-10,2.038687,2.28187,1.9702
2007-05-11,2.011069,2.28428,1.9735
2007-05-14,2.140458,2.290618,1.9769
2007-05-15,2.204008,2.304184,1.9788
2007-05-16,2.224371,2.315954,1.9844
2007-05-18,2.429751,2.330161,1.9971
2007-05-21,2.133684,2.334895,1.9992
2007-05-22,2.076459,2.33801,2.0006
2007-05-23,2.037621,2.352153,2.0011
2007-05-24,1.990729,2.371237,2.0011
2007-05-25,1.946435,2.377679,2.0012
2007-05-29,2.173639,2.369167,2.0054
2007-05-30,2.133035,2.373071,2.0069
2007-05-31,2.165807,2.372672,2.0105
2007-06-01,2.158066,2.376117,2.0156
2007-06-04,2.123463,2.376519,2.0199
2007-06-05,1.972859,2.374264,2.02
2007-06-06,1.873646,2.37602,2.0195
2007-06-07,2.165801,2.373279,2.0219
2007-06-08,2.185448,2.369857,2.0283
2007-06-11,1.923417,2.373795,2.0316
2007-06-12,1.630734,2.377895,2.0281
2007-06-13,1.752827,2.394813,2.0251
2007-06-14,1.603724,2.384912,2.0207
2007-06-15,2.383656,2.39416,2.033
2007-06-18,2.162249,2.399728,2.0458
2007-06-19,2.030591,2.389618,2.0597
2007-06-20,2.404978,2.433258,2.0634
2007-06-21,2.520078,2.475222,2.0678
2007-06-22,2.596227,2.548745,2.0849
2007-06-25,2.590256,2.569107,2.0944
2007-06-26,2.554158,2.548124,2.1006
2007-06-27,2.506404,2.583577,2.1079
2007-06-28,2.479485,2.595491,2.1171
2007-06-29,2.418879,2.603583,2.1316
2007-07-02,2.430063,2.594167,2.1367
2007-07-03,2.49492,2.596025,2.1421
2007-07-04,2.590986,2.603625,2.1485
2007-07-05,2.524996,2.612566,2.1527
2007-07-06,2.39067,2.611112,2.1606
2007-07-09,2.431697,2.603673,2.1704
2007-07-10,2.334494,2.599381,2.1736
2007-07-11,2.220365,2.600924,2.175
2007-07-12,2.142251,2.631187,2.1768
2007-07-13,2.196048,2.643774,2.1853
2007-07-16,2.118021,2.622818,2.1864
2007-07-17,2.119799,2.612859,2.1871
2007-07-18,2.251967,2.619989,2.191
2007-07-19,2.47675,2.620062,2.1973
2007-07-20,2.387655,2.623091,2.2073
2007-07-23,2.37198,2.610368,2.2107
2007-07-24,2.367843,2.630301,2.2139
2007-07-25,2.353401,2.630059,2.2172
2007-07-26,2.150184,2.634916,2.218
2007-07-27,2.30784,2.604056,2.2261
2007-07-30,2.428143,2.583193,2.2284
2007-07-31,2.490651,2.569857,2.2377
2007-08-02,2.452421,2.564251,2.2413
2007-08-03,2.392233,2.570006,2.2482
2007-08-06,2.621298,2.574731,2.2587
2007-08-07,2.494694,2.595351,2.2635
2007-08-08,2.535584,2.606173,2.2688
2007-08-09,2.460204,2.622855,2.2733
2007-08-10,2.2571,2.593106,2.2755
2007-08-13,2.247676,2.575606,2.2836
2007-08-14,1.988135,2.600067,2.282
2007-08-15,1.959246,2.624947,2.2793
2007-08-16,2.117208,2.605461,2.2777
2007-08-17,2.186256,2.582252,2.276
2007-08-20,2.394263,2.578145,2.272
2007-08-21,2.373259,2.636871,2.2746
2007-08-22,2.360119,2.631,2.2777
2007-08-23,2.208053,2.620846,2.2796
2007-08-24,1.984929,2.645549,2.2735
2007-08-27,2.042595,2.63,2.2712
2007-08-28,1.910938,2.643928,2.281
2007-08-29,2.085231,2.578335,2.2801
2007-08-30,2.188372,2.650733,2.2807
2007-08-31,2.3134,2.617643,2.2832
2007-09-03,2.299924,2.588047,2.2872
2007-09-04,2.161679,2.59775,2.2876
2007-09-05,2.249865,2.58665,2.2907
2007-09-06,2.088573,2.604011,2.293
2007-09-07,2.009323,2.613771,2.2856
2007-09-10,2.205203,2.581192,2.2877
2007-09-11,2.055142,2.569364,2.2891
2007-09-12,1.916758,2.550151,2.2922
2007-09-13,2.296746,2.514149,2.2982
2007-09-14,2.040302,2.424227,2.2976
2007-09-17,1.954899,2.422227,2.2908
2007-09-18,1.87716,2.410741,2.2876
2007-09-19,1.86907,2.425399,2.2859
2007-09-20,1.942546,2.414882,2.2808
2007-09-21,1.876648,2.423798,2.2656
2007-09-24,1.947552,2.442159,2.251
2007-09-25,2.013861,2.428301,2.2447
2007-09-26,1.989139,2.421974,2.2385
2007-09-27,2.083798,2.423157,2.231
2007-09-28,2.209981,2.427135,2.2241
2007-10-01,2.095218,2.453958,2.2228
2007-10-02,2.123279,2.437547,2.2195
2007-10-03,2.145943,2.453066,2.2157
2007-10-04,2.117957,2.450663,2.2105
2007-10-05,2.009526,2.447025,2.2009
2007-10-08,1.8698,2.454955,2.1908
2007-10-09,1.8146,2.477876,2.1841
2007-10-10,1.829364,2.495067,2.1786
2007-10-11,2.01846,2.49659,2.1764
2007-10-12,1.871352,2.492593,2.1672
2007-10-15,1.82802,2.494349,2.1623
2007-10-16,1.8657,2.48168,2.1595
2007-10-17,1.988939,2.492794,2.1581
2007-10-18,1.896459,2.529491,2.1542
2007-10-19,1.957164,2.500517,2.1447
2007-10-22,2.007794,2.479604,2.135
2007-10-23,1.97244,2.472635,2.1306
2007-10-24,1.880929,2.473162,2.1253
2007-10-25,1.878146,2.43802,2.1201
2007-10-26,1.856298,2.3976,2.1115
2007-10-29,1.927612,2.349681,2.1029
2007-10-30,2.023581,2.37545,2.0984
2007-10-31,2.118889,2.359806,2.0899
2007-11-01,1.967776,2.395448,2.0887
2007-11-02,1.929668,2.352215,2.0799
2007-11-05,1.997464,2.30931,2.0685
2007-11-06,2.060114,2.317021,2.0624
2007-11-07,2.015681,2.275386,2.0572
2007-11-08,1.935481,2.2788,2.0506
2007-11-09,1.999057,2.277812,2.0448
2007-11-12,2.027775,2.248393,2.0374
2007-11-13,2.085884,2.261012,2.0357
2007-11-14,2.11455,2.270808,2.037
2007-11-15,2.177649,2.262744,2.0394
2007-11-16,2.165636,2.258323,2.0429
2007-11-19,2.15257,2.265462,2.0391
2007-11-20,2.107541,2.284822,2.036
2007-11-21,2.11934,2.302682,2.0332
2007-11-22,2.051829,2.307846,2.0299
2007-11-23,2.041068,2.278515,2.0285
2007-11-26,1.995715,2.313636,2.0294
2007-11-27,1.954819,2.31769,2.0284
2007-11-28,1.944365,2.292522,2.0288
2007-11-29,2.079579,2.301339,2.0268
2007-11-30,2.115592,2.319167,2.0203
2007-12-03,2.046773,2.334991,2.0175
2007-12-04,2.034052,2.305233,2.0161
2007-12-05,2.025475,2.32032,2.0136
2007-12-06,2.049244,2.338196,2.0132
2007-12-07,2.003123,2.347929,2.013
2007-12-10,1.98124,2.365625,2.0105
2007-12-11,1.955891,2.370248,2.0094
2007-12-12,1.844594,2.371759,2.0086
2007-12-13,1.884569,2.359836,2.004
2007-12-14,1.851815,2.366827,1.9978
2007-12-17,1.84741,2.34797,1.9966
2007-12-18,1.820065,2.35097,1.996
2007-12-19,1.832966,2.360976,1.9956
2007-12-20,1.842934,2.359833,1.9945
2007-12-21,1.875118,2.322135,1.9944
2007-12-24,1.860395,2.317727,1.9904
2007-12-27,1.90135,,1.9883
2007-12-28,1.839178,2.312795,1.9839
2007-12-31,1.873853,,1.9717
2008-01-03,1.996285,2.312833,1.9683
2008-01-04,1.923343,2.336153,1.9654
2008-01-07,1.879856,2.323864,1.9628
2008-01-08,1.960335,2.334203,1.9638
2008-01-09,1.876949,2.33354,1.9645
2008-01-10,1.836502,2.313174,1.9646
2008-01-11,1.838847,2.305288,1.9602
2008-01-14,2.157294,2.266,1.965
2008-01-15,2.046804,2.241234,1.9674
2008-01-16,2.031549,2.222784,1.9692
2008-01-17,1.937789,2.297135,1.9687
2008-01-18,2.068633,2.301765,1.9729
2008-01-21,2.152004,2.298062,1.9751
2008-01-22,2.206304,2.295905,1.9773
2008-01-23,2.155319,2.255625,1.9793
2008-01-24,2.144979,2.270929,1.9822
2008-01-25,2.082836,2.265925,1.9867
2008-01-28,2.105723,2.265577,1.9921
2008-01-29,2.080633,2.248899,1.9938
2008-01-30,2.177264,2.261897,1.9954
2008-01-31,2.241335,2.286765,1.9968
2008-02-01,2.314646,2.311683,2.0075
2008-02-04,2.438196,2.368611,2.0145
2008-02-05,2.290798,2.370244,2.0177
2008-02-06,2.220737,2.354177,2.0195
2008-02-07,2.25236,2.387813,2.0221
2008-02-08,2.288577,2.441827,2.0318
2008-02-11,2.364958,2.416264,2.0363
2008-02-12,2.482698,2.401565,2.0412
2008-02-13,2.46581,2.411415,2.0454
2008-02-14,2.560958,2.430623,2.0503
2008-02-15,2.499183,2.444231,2.0635
2008-02-18,2.299227,2.445959,2.0625
2008-02-19,2.169728,2.444693,2.0627
2008-02-20,2.432722,2.44823,2.0663
2008-02-21,2.413045,2.457568,2.0695
2008-02-22,2.373149,2.449056,2.0796
2008-02-25,2.322299,2.444411,2.0833
2008-02-26,2.30285,2.441429,2.0867
2008-02-27,2.245158,2.4385,2.0898
2008-02-28,2.204576,2.430534,2.0927
2008-02-29,2.240998,2.42776,2.0969
2008-03-03,2.164148,2.390167,2.0981
2008-03-04,2.145622,2.369872,2.0994
2008-03-05,2.113495,2.363651,2.1004
2008-03-06,2.081263,2.359562,2.1007
2008-03-07,2.376762,2.335118,2.1131
2008-03-10,2.196427,2.336703,2.1155
2008-03-11,2.041394,2.305696,2.1164
2008-03-12,2.010858,2.277294,2.1182
2008-03-13,1.955849,2.284885,2.119
2008-03-14,1.865778,2.246999,2.1195
2008-03-17,2.099699,2.20789,2.1223
2008-03-18,2.102939,2.190342,2.1254
2008-03-19,2.139462,2.228387,2.1288
2008-03-20,2.15669,2.226161,2.1338
2008-03-25,2.129391,2.271544,2.1419
2008-03-26,2.212536,2.281284,2.1517
2008-03-27,2.110843,2.288334,2.154
2008-03-28,2.017127,2.270418,2.1599
2008-03-31,1.894609,2.240143,2.1664
2008-04-01,1.909778,2.214499,2.1636
2008-04-02,1.761301,2.184227,2.1593
2008-04-03,1.768806,2.160884,2.1568
2008-04-04,1.729204,2.207901,2.1504
2008-04-07,1.766117,2.217222,2.1491
2008-04-08,1.763501,2.201278,2.1469
2008-04-09,1.773174,2.185293,2.1458
2008-04-10,1.803349,2.168875,2.1454
2008-04-11,1.775764,2.210159,2.1433
2008-04-14,1.831556,2.21877,2.1397
2008-04-15,1.78868,2.19571,2.1369
2008-04-16,1.757027,2.204937,2.1339
2008-04-17,1.755381,2.20463,2.1318
2008-04-18,1.738838,2.201111,2.1209
2008-04-21,1.742405,2.209448,2.1164
2008-04-22,1.752121,2.196,2.1114
2008-04-23,1.741894,2.202277,2.1068
2008-04-24,1.677391,2.149337,2.1016
2008-04-25,1.628018,2.161875,2.0866
2008-04-28,1.6506,2.135213,2.0815
2008-04-29,1.69283,2.080499,2.076
2008-04-30,1.850478,2.076832,2.0693
2008-05-02,1.891107,2.070667,2.0553
2008-05-05,1.798433,2.061796,2.0454
2008-05-06,1.774489,2.058247,2.0404
2008-05-07,1.803914,2.056713,2.0354
2008-05-08,1.776629,2.057226,2.0327
2008-05-09,1.74402,2.043433,2.0078
2008-05-13,1.742728,2.036136,1.9943
2008-05-14,1.715971,2.043031,1.9848
2008-05-15,1.692702,2.063334,1.9817
2008-05-16,1.698387,2.067073,1.9552
2008-05-19,1.758635,2.055,1.9467
2008-05-20,1.752059,2.048857,1.9391
2008-05-21,1.876073,2.047647,1.9331
2008-05-22,1.736828,2.042316,1.931
2008-05-23,1.699477,2.059703,1.9087
2008-05-26,1.705727,2.025775,1.8973
2008-05-27,1.684342,1.995057,1.891
2008-05-28,1.692639,1.990119,1.8853
2008-05-29,1.818747,2.000015,1.8847
2008-05-30,1.796851,2.034167,1.87
2008-06-02,2.004831,2.001667,1.8715
2008-06-03,2.046169,1.993492,1.8703
2008-06-04,1.929508,2.01875,1.8679
2008-06-05,1.780394,2.020036,1.8643
2008-06-06,1.921233,2.059036,1.864
2008-06-09,1.929087,2.166667,1.8477
2008-06-10,1.960589,2.220715,1.8451
2008-06-11,1.873738,2.202947,1.8433
2008-06-12,1.847777,2.231521,1.8415
2008-06-13,1.807441,2.248488,1.8394
2008-06-16,1.786126,2.258333,1.8377
2008-06-17,2.038702,2.271828,1.8371
2008-06-18,1.90821,2.251972,1.8349
2008-06-19,1.861756,2.166221,1.8319
2008-06-20,1.7786,2.126667,1.8305
2008-06-23,1.700274,2.124627,1.8292
2008-06-24,1.689075,2.144441,1.8094
2008-06-25,1.67056,2.136091,1.8044
2008-06-26,1.675059,2.133846,1.7986
2008-06-27,1.694051,2.099,1.7843
2008-06-30,1.860357,2.141924,1.7839
2008-07-01,1.810257,2.167411,1.7828
2008-07-02,1.849857,2.196612,1.7838
2008-07-03,1.946097,2.201154,1.7858
2008-07-04,1.9184,2.201183,1.792
2008-07-07,1.914557,2.241094,1.7937
2008-07-08,1.883727,2.22294,1.795
2008-07-09,1.96889,2.226415,1.7972
2008-07-10,1.960069,2.224348,1.7989
2008-07-11,1.965827,2.235106,1.8052
2008-07-14,1.929161,2.216802,1.8063
2008-07-15,1.810603,2.21891,1.8065
2008-07-16,1.672653,2.2,1.8056
2008-07-17,1.650383,2.222653,1.8044
2008-07-18,1.653373,2.227857,1.8016
2008-07-21,1.829515,2.227,1.8026
2008-07-22,1.824898,2.238731,1.8034
2008-07-23,1.843929,2.260833,1.8045
2008-07-24,1.807519,2.209632,1.8059
2008-07-25,1.74187,2.17625,1.8097
2008-07-28,1.772584,2.11597,1.811
2008-07-29,1.85477,2.175372,1.8128
2008-07-30,1.79137,2.188431,1.8127
2008-07-31,1.955679,2.1639,1.8182
2008-08-04,1.926562,2.180933,1.8168
2008-08-05,1.935469,2.191081,1.8183
2008-08-06,1.880273,2.189915,1.8194
2008-08-07,1.858917,2.205263,1.82
2008-08-08,1.83854,2.205802,1.8213
2008-08-11,1.786592,2.191972,1.821
2008-08-12,1.827266,2.188572,1.8241
2008-08-13,1.879354,2.175524,1.8256
2008-08-14,1.995302,2.19028,1.8287
2008-08-15,2.0848,2.190833,1.8385
2008-08-18,2.057582,2.169697,1.8453
2008-08-19,1.88432,2.168,1.8467
2008-08-20,1.887787,2.18125,1.8482
2008-08-21,1.884621,2.169687,1.8483
2008-08-22,1.838396,2.151844,1.8493
2008-08-25,1.86088,2.181667,1.8542
2008-08-26,1.801305,2.183587,1.8552
2008-08-27,1.738753,2.1775,1.8558
2008-08-28,1.82508,2.180561,1.8576
2008-08-29,1.933609,2.19375,1.8621
2008-09-01,1.865783,2.15375,1.8623
2008-09-02,1.803969,2.152,1.8601
2008-09-03,1.813308,2.158668,1.8575
2008-09-04,1.81554,2.194545,1.8563
2008-09-05,1.878752,2.18,1.858
2008-09-08,1.884637,2.182,1.856
2008-09-09,1.860022,2.196667,1.8553
2008-09-10,1.908814,2.19125,1.8547
2008-09-11,1.805317,2.193353,1.854
2008-09-12,1.818859,2.19,1.8531
2008-09-15,1.953255,2.181538,1.8555
2008-09-16,1.906216,2.143693,1.8568
2008-09-17,1.696802,2.134546,1.8531
2008-09-18,1.682444,2.076667,1.8506
2008-09-19,1.660219,2.120644,1.8446
2008-09-22,1.519593,2.109259,1.843
2008-09-23,1.676156,2.071725,1.8427
2008-09-24,1.622579,2.09,1.842
2008-09-25,1.648856,2.084371,1.8418
2008-09-26,1.567828,2.045215,1.8349
2008-09-29,1.607507,1.988334,1.8369
2008-09-30,1.666335,1.904141,1.8348
2008-10-01,1.617593,1.851995,1.8327
2008-10-02,1.608306,1.8575,1.83
2008-10-03,1.369098,1.736885,1.8142
2008-10-06,0.537537,1.873463,1.7967
2008-10-07,0.270137,,1.7787
2008-10-08,0.655869,1.732353,1.7653
2008-10-09,0.78359,1.55,1.7523
2008-10-10,0.974116,1.326684,1.7253
2008-10-13,0.833046,1.303957,1.7076
2008-10-14,1.031019,1.340876,1.6978
2008-10-15,1.039464,1.154465,1.6893
2008-10-16,1.175095,1.253978,1.6839
2008-10-17,1.10135,1.224695,1.6658
2008-10-20,1.06191,1.58,1.6594
2008-10-21,1.038871,1.347263,1.6508
2008-10-22,0.26077,0.85,1.6337
2008-10-23,0.382708,1.275,1.6178
2008-10-24,0.411441,1.2,1.5772
2008-10-27,0.479715,1.471527,1.5597
2008-10-28,0.665488,1.381128,1.5476
2008-10-29,0.55606,1.285526,1.5335
2008-10-30,0.513355,1.250981,1.5195
2008-10-31,0.522862,1.18913,1.4672
2008-11-03,0.501799,1.106848,1.4568
2008-11-04,0.451949,1.048674,1.4407
2008-11-05,0.433614,1.038474,1.4243
2008-11-06,0.439579,1.096607,1.4086
2008-11-07,0.322883,,1.3691
2008-11-10,0.27628,,1.3417
2008-11-11,0.255311,0.766667,1.325
2008-11-12,0.291182,0.509884,1.3083
2008-11-13,0.316017,0.595333,1.2912
2008-11-14,0.299182,0.637144,1.252
2008-11-17,0.321108,,1.2146
2008-11-18,0.271503,0.478573,1.1951
2008-11-19,0.283921,0.59,1.1776
2008-11-20,0.189754,0.95,1.1591
2008-11-21,0.077983,,1.1169
2008-11-24,0.05083,,1.0816
2008-11-25,0.031057,,1.0616
2008-11-26,0.024548,0.225928,1.0423
2008-11-27,0.031094,0.06,1.0148
2008-11-28,0.03909,,0.9522
2008-12-01,0.022054,0.06,0.9319
2008-12-02,0.002972,0.08667,0.912
2008-12-03,0.056103,0.073686,0.8927
2008-12-04,0.081179,0.35,0.8736
2008-12-05,0.082825,0.08667,0.8143
2008-12-08,0.087937,0.10667,0.7945
2008-12-09,0.043844,0.08667,0.7745
2008-12-10,0.036623,0.01,0.7539
2008-12-11,0.032981,,0.7344
2008-12-12,0.02885,,0.6752
2008-12-15,0.029176,0.03,0.6541
2008-12-16,0.025703,,0.6334
2008-12-17,0.024612,,0.615
2008-12-18,0.018264,,0.5966
2008-12-19,0.020628,,0.5425
2008-12-22,0.020327,0.075,0.526
2008-12-23,0.023351,,0.5078
2008-12-24,0.028542,,0.4583
2008-12-29,0.026664,0.075,0.4043
2008-12-30,0.022935,,0.4001
2008-12-31,0.019608,0.25,0.3539
2009-01-05,0.025207,0.092,0.3036
