date,cb_score_lw,cb_regime,fi_score_lw,fi_regime,general
2024-08-05,0.5,NEUTRAL,0.28,INJECTION,NEUTRAL_PARTIAL
2024-08-13,0.5,NEUTRAL,0.31,INJECTION,NEUTRAL_PARTIAL
2024-08-20,0.5,NEUTRAL,0.17,INJECTION,NEUTRAL_PARTIAL
2024-08-27,0.5,NEUTRAL,0.1,INJECTION,NEUTRAL_PARTIAL
2024-09-03,0.5,NEUTRAL,-0.88,DRAIN,NEUTRAL_PARTIAL
2024-09-10,0.5,NEUTRAL,0.24,DRAIN,NEUTRAL_PARTIAL
2024-09-18,0.5,NEUTRAL,0.02,NEUTRAL,NEUTRAL_PARTIAL
2024-09-26,0.0,DRAIN,0.07,NEUTRAL,NEUTRAL_PARTIAL
2024-10-03,0.5,DRAIN,0.2,NEUTRAL,NEUTRAL_PARTIAL
2024-10-10,0.5,NEUTRAL,0.23,NEUTRAL,NEUTRAL_PARTIAL
2024-10-18,0.5,NEUTRAL,0.2,NEUTRAL,NEUTRAL_PARTIAL
2024-10-25,0.5,NEUTRAL,0.17,NEUTRAL,NEUTRAL_PARTIAL
2024-11-01,0.5,NEUTRAL,-0.59,NEUTRAL,NEUTRAL_PARTIAL
2024-11-11,0.5,NEUTRAL,0.12,NEUTRAL,NEUTRAL_PARTIAL
2024-11-18,0.5,NEUTRAL,-0.51,NEUTRAL,NEUTRAL_PARTIAL
2024-11-25,0.5,NEUTRAL,0.5,NEUTRAL,NEUTRAL_PARTIAL
2024-12-02,0.5,NEUTRAL,-0.45,NEUTRAL,NEUTRAL_PARTIAL
2024-12-09,0.5,NEUTRAL,-0.29,DRAIN,NEUTRAL_PARTIAL
2024-12-16,0.5,NEUTRAL,0.16,NEUTRAL,NEUTRAL_PARTIAL
2024-12-23,0.0,DRAIN,-0.29,NEUTRAL,NEUTRAL_PARTIAL
2024-12-30,0.0,DRAIN,-0.27,NEUTRAL,NEUTRAL_PARTIAL
2025-01-10,0.5,NEUTRAL,-0.17,NEUTRAL,NEUTRAL_PARTIAL
2025-01-20,0.5,NEUTRAL,0.16,NEUTRAL,NEUTRAL_PARTIAL
2025-01-27,0.5,NEUTRAL,0.51,INJECTION,NEUTRAL_PARTIAL
2025-02-03,0.5,NEUTRAL,-0.56,NEUTRAL,NEUTRAL_PARTIAL
2025-02-10,0.5,NEUTRAL,0.32,NEUTRAL,NEUTRAL_PARTIAL
2025-02-18,0.5,NEUTRAL,-0.13,NEUTRAL,NEUTRAL_PARTIAL
2025-02-26,1.0,INJECTION,-0.14,NEUTRAL,NEUTRAL_PARTIAL
2025-03-05,0.5,INJECTION,-0.87,DRAIN,NEUTRAL_CONFLICT
2025-03-12,0.0,DRAIN,-0.01,DRAIN,LIQUIDITY_DRAIN
2025-03-19,0.0,DRAIN,0.27,NEUTRAL,NEUTRAL_PARTIAL
2025-03-27,0.5,NEUTRAL,0.48,INJECTION,NEUTRAL_PARTIAL
2025-04-03,0.5,NEUTRAL,0.12,INJECTION,NEUTRAL_PARTIAL
2025-04-10,0.5,NEUTRAL,0.53,INJECTION,NEUTRAL_PARTIAL
2025-04-17,0.5,NEUTRAL,0.48,INJECTION,NEUTRAL_PARTIAL
2025-04-24,0.5,NEUTRAL,0.53,INJECTION,NEUTRAL_PARTIAL
2025-05-02,0.5,NEUTRAL,-0.91,DRAIN,NEUTRAL_PARTIAL
2025-05-13,0.5,NEUTRAL,-0.23,DRAIN,NEUTRAL_PARTIAL
2025-05-20,0.5,NEUTRAL,-0.02,NEUTRAL,NEUTRAL_PARTIAL
2025-05-27,0.5,NEUTRAL,0.3,NEUTRAL,NEUTRAL_PARTIAL
2025-06-03,0.5,NEUTRAL,-1.5,DRAIN,NEUTRAL_PARTIAL
2025-06-10,0.5,NEUTRAL,0.16,DRAIN,NEUTRAL_PARTIAL
2025-06-17,0.5,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2025-06-24,0.0,DRAIN,0.14,NEUTRAL,NEUTRAL_PARTIAL
2025-07-01,0.5,DRAIN,-0.52,NEUTRAL,NEUTRAL_PARTIAL
2025-07-08,0.5,NEUTRAL,0.51,NEUTRAL,NEUTRAL_PARTIAL
2025-07-15,0.5,NEUTRAL,0.16,INJECTION,NEUTRAL_PARTIAL
2025-07-23,1.0,INJECTION,0.07,NEUTRAL,NEUTRAL_PARTIAL
2025-07-30,1.0,INJECTION,0.13,NEUTRAL,NEUTRAL_PARTIAL
2025-08-06,0.5,INJECTION,-0.79,DRAIN,NEUTRAL_CONFLICT
2025-08-14,1.0,INJECTION,-0.68,DRAIN,NEUTRAL_CONFLICT
2025-08-21,0.5,INJECTION,0.4,DRAIN,NEUTRAL_CONFLICT
2025-08-28,0.5,NEUTRAL,-0.05,NEUTRAL,NEUTRAL_PARTIAL
2025-09-04,0.5,NEUTRAL,0.23,NEUTRAL,NEUTRAL_PARTIAL
2025-09-11,0.5,NEUTRAL,-0.78,NEUTRAL,NEUTRAL_PARTIAL
2025-09-19,0.5,NEUTRAL,0.08,NEUTRAL,NEUTRAL_PARTIAL
2025-09-29,0.0,DRAIN,-0.14,NEUTRAL,NEUTRAL_PARTIAL
2025-10-06,0.0,DRAIN,0.31,NEUTRAL,NEUTRAL_PARTIAL
2025-10-14,0.5,NEUTRAL,-0.32,DRAIN,NEUTRAL_PARTIAL
2025-10-21,0.5,NEUTRAL,-0.04,DRAIN,NEUTRAL_PARTIAL
2025-10-28,0.5,NEUTRAL,0.13,NEUTRAL,NEUTRAL_PARTIAL
2025-11-05,0.5,NEUTRAL,0.12,NEUTRAL,NEUTRAL_PARTIAL
2025-11-12,0.5,NEUTRAL,0.1,NEUTRAL,NEUTRAL_PARTIAL
2025-11-19,0.5,NEUTRAL,0.04,NEUTRAL,NEUTRAL_PARTIAL
2025-11-27,0.5,NEUTRAL,-0.13,NEUTRAL,NEUTRAL_PARTIAL
2025-12-04,0.5,NEUTRAL,-0.01,NEUTRAL,NEUTRAL_PARTIAL
2025-12-11,0.5,NEUTRAL,-0.18,NEUTRAL,NEUTRAL_PARTIAL
2025-12-18,0.5,NEUTRAL,0.49,NEUTRAL,NEUTRAL_PARTIAL
2025-12-25,0.5,NEUTRAL,0.83,INJECTION,NEUTRAL_PARTIAL
2026-01-06,0.0,DRAIN,0.18,INJECTION,NEUTRAL_CONFLICT
2026-01-14,0.5,NEUTRAL,-0.57,DRAIN,NEUTRAL_PARTIAL
2026-01-21,0.5,NEUTRAL,-0.39,DRAIN,NEUTRAL_PARTIAL
2026-01-28,0.5,NEUTRAL,0.17,NEUTRAL,NEUTRAL_PARTIAL
2026-02-04,1.0,INJECTION,-1.5,DRAIN,NEUTRAL_CONFLICT
2026-02-12,0.0,DRAIN,0.03,NEUTRAL,NEUTRAL_PARTIAL
2026-02-19,0.0,DRAIN,0.34,NEUTRAL,NEUTRAL_PARTIAL
2026-02-27,1.0,INJECTION,0.28,INJECTION,LIQUIDITY_INJECTION
2026-03-06,0.5,INJECTION,0.3,INJECTION,LIQUIDITY_INJECTION
2026-03-13,0.5,NEUTRAL,0.2,INJECTION,NEUTRAL_PARTIAL
2026-03-23,0.5,NEUTRAL,1.5,INJECTION,NEUTRAL_PARTIAL
2026-03-30,0.5,NEUTRAL,1.23,INJECTION,NEUTRAL_PARTIAL
2026-04-06,0.0,DRAIN,0.05,INJECTION,NEUTRAL_CONFLICT
2026-04-13,0.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2026-04-20,0.5,NEUTRAL,-0.19,NEUTRAL,NEUTRAL_PARTIAL
2026-04-27,0.5,NEUTRAL,-0.33,NEUTRAL,NEUTRAL_PARTIAL
2026-05-08,1.0,INJECTION,-1.41,DRAIN,NEUTRAL_CONFLICT
2026-05-15,0.0,NEUTRAL,0.05,DRAIN,NEUTRAL_PARTIAL
2026-05-22,1.0,NEUTRAL,0.52,INJECTION,NEUTRAL_PARTIAL
2026-05-29,1.0,INJECTION,-0.14,INJECTION,LIQUIDITY_INJECTION
2026-06-05,0.5,INJECTION,0.12,NEUTRAL,NEUTRAL_PARTIAL
2026-06-12,0.5,NEUTRAL,0.8,INJECTION,NEUTRAL_PARTIAL
2026-06-19,0.5,NEUTRAL,0.11,INJECTION,NEUTRAL_PARTIAL
2026-06-26,0.5,NEUTRAL,-0.1,NEUTRAL,NEUTRAL_PARTIAL
2026-07-03,0.0,DRAIN,-0.57,DRAIN,LIQUIDITY_DRAIN
2026-07-10,0.5,DRAIN,-0.47,DRAIN,LIQUIDITY_DRAIN
2026-07-17,0.5,NEUTRAL,0.14,DRAIN,NEUTRAL_PARTIAL
2026-07-27,0.5,NEUTRAL,0.47,INJECTION,NEUTRAL_PARTIAL
2026-08-03,0.5,NEUTRAL,-1.5,DRAIN,NEUTRAL_PARTIAL
2026-08-10,0.0,DRAIN,0.25,DRAIN,LIQUIDITY_DRAIN
2026-08-18,0.0,DRAIN,-0.08,NEUTRAL,NEUTRAL_PARTIAL
2026-08-25,1.0,NEUTRAL,0.03,NEUTRAL,NEUTRAL_PARTIAL
2026-09-01,0.5,INJECTION,-1.5,DRAIN,NEUTRAL_CONFLICT
