date,CORRA_TOTAL_VOLUME
2024-06-13,51830907140.0
2024-06-14,49066289736.0
2024-06-17,45283549974.0
2024-06-18,44753887164.0
2024-06-19,40529174520.0
2024-06-20,36458548063.0
2024-06-21,40213412834.0
2024-06-24,41334349698.0
2024-06-25,44296864651.0
2024-06-26,43919001727.0
2024-06-27,43434026600.0
2024-06-28,44790522958.0
2024-07-02,50434610696.0
2024-07-03,46348509283.0
2024-07-04,38231662258.0
2024-07-05,44119339471.0
2024-07-08,44734059325.0
2024-07-09,48375687165.0
2024-07-10,50034034244.0
2024-07-11,55243132323.0
2024-07-12,55339077041.0
2024-07-15,59821606592.0
2024-07-16,53197550040.0
2024-07-17,55621301418.0
2024-07-18,50336044857.0
2024-07-19,41734548973.0
2024-07-22,61144800873.0
2024-07-23,48147229409.0
2024-07-24,56238815421.0
2024-07-25,72638749334.0
2024-07-26,50102814567.0
2024-07-29,55378294437.0
2024-07-30,51973017269.0
2024-07-31,45745868001.0
2024-08-01,53774137278.0
2024-08-02,56030351750.0
2024-08-06,64601368366.0
2024-08-07,50961471970.0
2024-08-08,52869981524.0
2024-08-09,49774756920.0
2024-08-12,47031885400.0
2024-08-13,42078274163.0
2024-08-14,53612628073.0
2024-08-15,42903259575.0
2024-08-16,51070217159.0
2024-08-19,47641707055.0
2024-08-20,48115386099.0
2024-08-21,50609422836.0
2024-08-22,57540550231.0
2024-08-23,58164328033.0
2024-08-26,59501182142.0
2024-08-27,64006610280.0
2024-08-28,61439178642.0
2024-08-29,60172197360.0
2024-08-30,51820902104.0
2024-09-03,50081241748.0
2024-09-04,71042572491.0
2024-09-05,72377156483.0
2024-09-06,66901717476.0
2024-09-09,67462926197.0
2024-09-10,70455906807.0
2024-09-11,63100957644.0
2024-09-12,63860318934.0
2024-09-13,68370073469.0
2024-09-16,58842403956.0
2024-09-17,68003231358.0
2024-09-18,64287287994.0
2024-09-19,58838769358.0
2024-09-20,60321413806.0
2024-09-23,52149215038.0
2024-09-24,59974563739.0
2024-09-25,57411730988.0
2024-09-26,60249116423.0
2024-09-27,55849970995.0
2024-10-01,68426094420.0
2024-10-02,60616031561.0
2024-10-03,60243786218.0
2024-10-04,57958935884.0
2024-10-07,60556202229.0
2024-10-08,63416868137.0
2024-10-09,58720342719.0
2024-10-10,55957425064.0
2024-10-11,57508046639.0
2024-10-15,62171836923.0
2024-10-16,69720058343.0
2024-10-17,53353178055.0
2024-10-18,54204460860.0
2024-10-21,56563187178.0
2024-10-22,65831537253.0
2024-10-23,55855092595.0
2024-10-24,52777317878.0
2024-10-25,47105847337.0
2024-10-28,66477209535.0
2024-10-29,44801153316.0
2024-10-30,40839624689.0
2024-10-31,41507080140.0
2024-11-01,75710775431.0
2024-11-04,65997938002.0
2024-11-05,54305928227.0
2024-11-06,42700752232.0
2024-11-07,40509789868.0
2024-11-08,44555589987.0
2024-11-12,53485226512.0
2024-11-13,50978744054.0
2024-11-14,52064443004.0
2024-11-15,63251578710.0
2024-11-18,63675591081.0
2024-11-19,56188410320.0
2024-11-20,54966980191.0
2024-11-21,55128614702.0
2024-11-22,66471275905.0
2024-11-25,50006773300.0
2024-11-26,46004825587.0
2024-11-27,46993974130.0
2024-11-28,40555677002.0
2024-11-29,58980199937.0
2024-12-02,52788283068.0
2024-12-03,51494163878.0
2024-12-04,45560366894.0
2024-12-05,40796327403.0
2024-12-06,49593588863.0
2024-12-09,43436454785.0
2024-12-10,48864737298.0
2024-12-11,55499418667.0
2024-12-12,61207213461.0
2024-12-13,49129053185.0
2024-12-16,50996816066.0
2024-12-17,42729449986.0
2024-12-18,43742680465.0
2024-12-19,49235203578.0
2024-12-20,48728738238.0
2024-12-23,44332966253.0
2024-12-24,44484047138.0
2024-12-27,38086339505.0
2024-12-30,32421925230.0
2024-12-31,41344672165.0
2025-01-02,38239247465.0
2025-01-03,38765942225.0
2025-01-06,39373847162.0
2025-01-07,44077133286.0
2025-01-08,45744740813.0
2025-01-09,47925109318.0
2025-01-10,45331067768.0
2025-01-13,37665178445.0
2025-01-14,42696213455.0
2025-01-15,44847658870.0
2025-01-16,53571434061.0
2025-01-17,40785525628.0
2025-01-20,36563410430.0
2025-01-21,52349864507.0
2025-01-22,52087654648.0
2025-01-23,56730823303.0
2025-01-24,45556610940.0
2025-01-27,40274735319.0
2025-01-28,43233391487.0
2025-01-29,47541260509.0
2025-01-30,63867490448.0
2025-01-31,58962294711.0
2025-02-03,70378031010.0
2025-02-04,73756624741.0
2025-02-05,59507431524.0
2025-02-06,55196781267.0
2025-02-07,58710361907.0
2025-02-10,51079701626.0
2025-02-11,48154624957.0
2025-02-12,68400881384.0
2025-02-13,55200559817.0
2025-02-14,62707021891.0
2025-02-18,61158815823.0
2025-02-19,59414081590.0
2025-02-20,55560210482.0
2025-02-21,57390590623.0
2025-02-24,53890427594.0
2025-02-25,50254062064.0
2025-02-26,52853192246.0
2025-02-27,55402755525.0
2025-02-28,59000732709.0
2025-03-03,62248598446.0
2025-03-04,54031503068.0
2025-03-05,48958466222.0
2025-03-06,48173939004.0
2025-03-07,53447353260.0
2025-03-10,52049571651.0
2025-03-11,52765137950.0
2025-03-12,54123582325.0
2025-03-13,62935976106.0
2025-03-14,61634312282.0
2025-03-17,58857323707.0
2025-03-18,60035505469.0
2025-03-19,56791651371.0
2025-03-20,49454103489.0
2025-03-21,47692292981.0
2025-03-24,47553522830.0
2025-03-25,49976633756.0
2025-03-26,55853670752.0
2025-03-27,45169005589.0
2025-03-28,40835777824.0
2025-03-31,43094468276.0
2025-04-01,54070285591.0
2025-04-02,45629691928.0
2025-04-03,43663836845.0
2025-04-04,43661725253.0
2025-04-07,47018664381.0
2025-04-08,48197468686.0
2025-04-09,56058838809.0
2025-04-10,60241715142.0
2025-04-11,54253958799.0
2025-04-14,56190822321.0
2025-04-15,47179458166.0
2025-04-16,61294509986.0
2025-04-17,48916612431.0
2025-04-21,43332290568.0
2025-04-22,47260959831.0
2025-04-23,58043614655.0
2025-04-24,50692429686.0
2025-04-25,47723941531.0
2025-04-28,49553914921.0
2025-04-29,45245794616.0
2025-04-30,53967908810.0
2025-05-01,64418449976.0
2025-05-02,52759246713.0
2025-05-05,53689800100.0
2025-05-06,45430026880.0
2025-05-07,52884427401.0
2025-05-08,46592559423.0
2025-05-09,49233314037.0
2025-05-12,51727917919.0
2025-05-13,49958057638.0
2025-05-14,50700796641.0
2025-05-15,55947010091.0
2025-05-16,54851117235.0
2025-05-20,58885461588.0
2025-05-21,70608917290.0
2025-05-22,59053860888.0
2025-05-23,48273647610.0
2025-05-26,47533495472.0
2025-05-27,48394556290.0
2025-05-28,61447455126.0
2025-05-29,56916272400.0
2025-05-30,57659931775.0
2025-06-02,62500749558.0
2025-06-03,62428333925.0
2025-06-04,60933431131.0
2025-06-05,60674329018.0
2025-06-06,56578494542.0
2025-06-09,52717846782.0
2025-06-10,51761607501.0
2025-06-11,48291114688.0
2025-06-12,51850638684.0
2025-06-13,51561195788.0
2025-06-16,55060571699.0
2025-06-17,42719434248.0
2025-06-18,47254077671.0
2025-06-19,43068095284.0
2025-06-20,65976294267.0
2025-06-23,48885573558.0
2025-06-24,50679370061.0
2025-06-25,48348887038.0
2025-06-26,47687449816.0
2025-06-27,44082009456.0
2025-06-30,41308274071.0
2025-07-02,49075996410.0
2025-07-03,42509218971.0
2025-07-04,38154886832.0
2025-07-07,50267858000.0
2025-07-08,52922849069.0
2025-07-09,55609212558.0
2025-07-10,44308605481.0
2025-07-11,35914173325.0
2025-07-14,44077865823.0
2025-07-15,41549337401.0
2025-07-16,46966011935.0
2025-07-17,46251612995.0
2025-07-18,42593543568.0
2025-07-21,41679975747.0
2025-07-22,42710688182.0
2025-07-23,51476598641.0
2025-07-24,46759524744.0
2025-07-25,44948310714.0
2025-07-28,38129897280.0
2025-07-29,39777691186.0
2025-07-30,41535187333.0
2025-07-31,46360130211.0
2025-08-01,44808589660.0
2025-08-05,45254576071.0
2025-08-06,35636912465.0
2025-08-07,33733956661.0
2025-08-08,41331958953.0
2025-08-12,27170893767.0
2025-08-13,47460525390.0
2025-08-14,47568458580.0
2025-08-15,40527321576.0
2025-08-18,38007494106.0
2025-08-19,39752438045.0
2025-08-20,47487576489.0
2025-08-21,46941916028.0
2025-08-22,49660098325.0
2025-08-25,50621930608.0
2025-08-26,54095059283.0
2025-08-27,52576307160.0
2025-08-28,43876041812.0
2025-08-29,43109340802.0
2025-09-02,43310975016.0
2025-09-03,54089649454.0
2025-09-04,48372100294.0
2025-09-05,45180107939.0
2025-09-08,44205168129.0
2025-09-09,55146994264.0
2025-09-10,46701508701.0
2025-09-11,39287214905.0
2025-09-12,45971768984.0
2025-09-15,50912942265.0
2025-09-16,48026011771.0
2025-09-17,51329248094.0
2025-09-18,53873758942.0
2025-09-19,46328951488.0
2025-09-22,51273748771.0
2025-09-23,49376718236.0
2025-09-24,56318739838.0
2025-09-25,53826605005.0
2025-09-26,44954192409.0
2025-09-29,49176784821.0
2025-10-01,51948187410.0
2025-10-02,48359759188.0
2025-10-03,49989994772.0
2025-10-06,48717637766.0
2025-10-07,51723364397.0
2025-10-08,56582279226.0
2025-10-09,50201297493.0
2025-10-10,51924196230.0
2025-10-14,66246109991.0
2025-10-15,56506431544.0
2025-10-16,56602167472.0
2025-10-17,54041520392.0
2025-10-20,54794923235.0
2025-10-21,59302323542.0
2025-10-22,62510102255.0
2025-10-23,60686988842.0
2025-10-24,65252019094.0
2025-10-27,62594348178.0
2025-10-28,55806149260.0
2025-10-29,55863403579.0
2025-10-30,58246771896.0
2025-10-31,49948104070.0
2025-11-03,58778449651.0
2025-11-04,56390041220.0
2025-11-05,64013124198.0
2025-11-06,64024041817.0
2025-11-07,61025295852.0
2025-11-10,56828194921.0
2025-11-12,54468277380.0
2025-11-13,45929778685.0
2025-11-14,54958269730.0
2025-11-17,55780531603.0
2025-11-18,47692335011.0
2025-11-19,49735541193.0
2025-11-20,50371441867.0
2025-11-21,44733553245.0
2025-11-24,51063584920.0
2025-11-25,52246712356.0
2025-11-26,55445379548.0
2025-11-27,48978621173.0
2025-11-28,57602825374.0
2025-12-01,59751182055.0
2025-12-02,52261523198.0
2025-12-03,55699332120.0
2025-12-04,57064249614.0
2025-12-05,53993907480.0
2025-12-08,52232792274.0
2025-12-09,50676249460.0
2025-12-10,54736660443.0
2025-12-11,60041285185.0
2025-12-12,64919309764.0
2025-12-15,60961876649.0
2025-12-16,60669036929.0
2025-12-17,57165942911.0
2025-12-18,57403287358.0
2025-12-19,57476455415.0
2025-12-22,50338086509.0
2025-12-23,52885883100.0
2025-12-24,37455404721.0
2025-12-29,44289184195.0
2025-12-30,47453886289.0
2025-12-31,42405662796.0
2026-01-02,56286909797.0
2026-01-05,53328388312.0
2026-01-06,49440143018.0
2026-01-07,52975354708.0
2026-01-08,53062888821.0
2026-01-09,45061783463.0
2026-01-12,55420640342.0
2026-01-13,46874723550.0
2026-01-14,49014686598.0
2026-01-15,46603832132.0
2026-01-16,53845638195.0
2026-01-19,47921475595.0
2026-01-20,53191601768.0
2026-01-21,51138137922.0
2026-01-22,53467624013.0
2026-01-23,58387470907.0
2026-01-26,55604973175.0
2026-01-27,53848654654.0
2026-01-28,49890816467.0
2026-01-29,42565938533.0
2026-01-30,35001170933.0
2026-02-02,52508309886.0
2026-02-03,50152817316.0
2026-02-04,56989304597.0
2026-02-05,59783197463.0
2026-02-06,52072293054.0
2026-02-09,57434753135.0
2026-02-10,46289661235.0
2026-02-11,48638433641.0
2026-02-12,43748672949.0
2026-02-13,53041302758.0
2026-02-17,56456664789.0
2026-02-18,53423956655.0
2026-02-19,62718264866.0
2026-02-20,56338090376.0
2026-02-23,63593856650.0
2026-02-24,56279345501.0
2026-02-25,59896119959.0
2026-02-26,62212274182.0
2026-02-27,56985448983.0
2026-03-02,56569576908.0
2026-03-03,57788852120.0
2026-03-04,49171892485.0
2026-03-05,52504814639.0
2026-03-06,55353985338.0
2026-03-09,47800839379.0
2026-03-10,47314658463.0
2026-03-11,63030372469.0
2026-03-12,50527218923.0
2026-03-13,54706145285.0
2026-03-16,57757616681.0
2026-03-17,47136239423.0
2026-03-18,53243762908.0
2026-03-19,57153634420.0
2026-03-20,57123085447.0
2026-03-23,56331238056.0
2026-03-24,51971203007.0
2026-03-25,57416558498.0
2026-03-26,47861886723.0
2026-03-27,47498415415.0
2026-03-30,52604599253.0
2026-03-31,44042731832.0
2026-04-01,57907406062.0
2026-04-02,44359615434.0
2026-04-06,43022635517.0
2026-04-07,51683269959.0
2026-04-08,53146634465.0
2026-04-09,49183930679.0
2026-04-10,48213784131.0
2026-04-13,55703738805.0
2026-04-14,54402387271.0
2026-04-15,45064173211.0
2026-04-16,46687682449.0
2026-04-17,42647037595.0
2026-04-20,44494766337.0
2026-04-21,46210534001.0
2026-04-22,47594129838.0
2026-04-23,52195493083.0
2026-04-24,37402855720.0
2026-04-27,39401152838.0
2026-04-28,36073876811.0
2026-04-29,34887987457.0
2026-04-30,41776140965.0
2026-05-01,39990433187.0
2026-05-04,43291700921.0
2026-05-05,43775751211.0
2026-05-06,51825462574.0
2026-05-07,46277600302.0
2026-05-08,48923987951.0
2026-05-11,51288790767.0
2026-05-12,39559950103.0
2026-05-13,44590538501.0
2026-05-14,44426061946.0
2026-05-15,50612116775.0
2026-05-19,52244584931.0
2026-05-20,54294250106.0
2026-05-21,48509746590.0
2026-05-22,39021078826.0
2026-05-25,44534875479.0
2026-05-26,43216766063.0
2026-05-27,51497204119.0
2026-05-28,57453497843.0
2026-05-29,45187497600.0
2026-06-01,50021443337.0
2026-06-02,42771184828.0
2026-06-03,45604917315.0
2026-06-04,48952454494.0
2026-06-05,51572161579.0
2026-06-08,53273910813.0
2026-06-09,53728396569.0
2026-06-10,52061148178.0
2026-06-11,53448815339.0
2026-06-12,49922770854.0
2026-06-15,54727470584.0
2026-06-16,45862373570.0
2026-06-17,53572473799.0
2026-06-18,44337179472.0
2026-06-19,54889804716.0
2026-06-22,62617525252.0
2026-06-23,63782766893.0
2026-06-24,55187778670.0
2026-06-25,63547149764.0
2026-06-26,63960740562.0
2026-06-29,54683592716.0
2026-06-30,58517208765.0
2026-07-02,53043651068.0
2026-07-03,46958264108.0
2026-07-06,52142013539.0
2026-07-07,54476701863.0
2026-07-08,52229061908.0
2026-07-09,56839394015.0
2026-07-10,51208807328.0
2026-07-13,51185834562.0
2026-07-14,58735631580.0
2026-07-15,60838632274.0
2026-07-16,59780223285.0
2026-07-17,55221465204.0
2026-07-20,62366281127.0
2026-07-21,53976725119.0
2026-07-22,57451438498.0
2026-07-23,62342181755.0
2026-07-24,73164410628.0
2026-07-27,55347025719.0
2026-07-28,59415473893.0
2026-07-29,53852765080.0
2026-07-30,62789518141.0
2026-07-31,46598188340.0
2026-08-04,54348857256.0
2026-08-05,56385720465.0
2026-08-06,52950665189.0
2026-08-07,51775108863.0
2026-08-10,53093621969.0
2026-08-11,53370140075.0
2026-08-12,55170835459.0
2026-08-13,54633742421.0
2026-08-14,51704565733.0
2026-08-17,51400356387.0
2026-08-18,51436706229.0
2026-08-19,55409766289.0
2026-08-20,55228251641.0
2026-08-21,62677532816.0
2026-08-24,55721188451.0
2026-08-25,49213347986.0
2026-08-26,58400970378.0
2026-08-27,55329001990.0
2026-08-28,56143338004.0
2026-08-31,57055110655.0
2026-09-01,51303800542.0
2026-09-02,58693362694.0
2026-09-03,61841059842.0
2026-09-04,58427336056.0
2026-09-08,56970545017.0
2026-09-09,58145111401.0
2026-09-10,55397896585.0
