date,V36610
2005-01-05,45336.0
2005-01-12,43821.0
2005-01-19,43628.0
2005-01-26,43687.0
2005-02-02,43448.0
2005-02-09,43714.0
2005-02-16,43266.0
2005-02-23,43709.0
2005-03-02,43600.0
2005-03-09,43624.0
2005-03-16,43825.0
2005-03-23,44094.0
2005-03-30,44114.0
2005-04-06,44124.0
2005-04-13,43842.0
2005-04-20,43935.0
2005-04-27,44133.0
2005-05-04,44154.0
2005-05-11,44680.0
2005-05-18,44738.0
2005-05-25,45585.0
2005-06-01,44806.0
2005-06-08,45132.0
2005-06-15,45012.0
2005-06-22,45204.0
2005-06-29,45755.0
2005-07-06,45554.0
2005-07-13,45732.0
2005-07-20,45962.0
2005-07-27,46018.0
2005-08-03,46235.0
2005-08-10,46305.0
2005-08-17,46511.0
2005-08-24,47065.0
2005-08-31,47635.0
2005-09-07,45833.0
2005-09-14,45535.0
2005-09-21,45386.0
2005-09-28,45666.0
2005-10-05,45662.0
2005-10-12,46075.0
2005-10-19,45756.0
2005-10-26,45923.0
2005-11-02,45850.0
2005-11-09,46192.0
2005-11-16,46242.0
2005-11-23,46692.0
2005-11-30,46988.0
2005-12-07,46108.0
2005-12-14,46882.0
2005-12-21,48678.0
2005-12-28,48381.0
2006-01-04,48328.0
2006-01-11,46483.0
2006-01-18,45584.0
2006-01-25,45658.0
2006-02-01,45402.0
2006-02-08,46019.0
2006-02-15,45548.0
2006-02-22,45791.0
2006-03-01,45478.0
2006-03-08,45529.0
2006-03-15,45530.0
2006-03-22,45487.0
2006-03-29,45562.0
2006-04-05,45412.0
2006-04-12,46242.0
2006-04-19,45890.0
2006-04-26,46662.0
2006-05-03,46697.0
2006-05-10,47866.0
2006-05-17,47371.0
2006-05-24,47789.0
2006-05-31,48199.0
2006-06-07,47079.0
2006-06-14,47165.0
2006-06-21,47193.0
2006-06-28,47737.0
2006-07-05,48025.0
2006-07-12,47525.0
2006-07-19,47610.0
2006-07-26,47814.0
2006-08-02,48190.0
2006-08-09,48670.0
2006-08-16,48656.0
2006-08-23,49053.0
2006-08-30,49165.0
2006-09-06,48653.0
2006-09-13,48061.0
2006-09-20,48104.0
2006-09-27,48316.0
2006-10-04,48310.0
2006-10-11,48713.0
2006-10-18,48990.0
2006-10-25,48838.0
2006-11-01,49902.0
2006-11-08,49016.0
2006-11-15,49058.0
2006-11-22,49415.0
2006-11-29,49454.0
