date,V36811
2005-01-01,2278.0
2005-02-01,2489.0
2005-03-01,2931.0
2005-04-01,2804.0
2005-05-01,2748.0
2005-06-01,2243.0
2005-07-01,2217.0
2005-08-01,2277.0
2005-09-01,2284.0
2005-10-01,1502.0
2005-11-01,1843.0
2005-12-01,2549.0
2006-01-01,2198.0
2006-02-01,2230.0
2006-03-01,2941.0
2006-04-01,2267.0
2006-05-01,2429.0
2006-06-01,1653.0
2006-07-01,2053.0
2006-08-01,1953.0
2006-09-01,2202.0
2006-10-01,1532.0
2006-11-01,2381.0
2006-12-01,2047.0
2007-01-01,1441.0
2007-02-01,2288.0
2007-03-01,2990.0
2007-04-01,2362.0
2007-05-01,2620.0
2007-06-01,1826.0
2007-07-01,1920.0
2007-08-01,2255.0
2007-09-01,2357.0
2007-10-01,1676.0
2007-11-01,2379.0
2007-12-01,2139.0
2008-01-01,1915.0
2008-02-01,2204.0
2008-03-01,2528.0
2008-04-01,1538.0
2008-05-01,2602.0
2008-06-01,2109.0
2008-07-01,1966.0
2008-08-01,2414.0
2008-09-01,1723.0
2008-10-01,1603.0
2008-11-01,2768.0
2008-12-01,4567.0
2009-01-01,3610.0
2009-02-01,2593.0
2009-03-01,2383.0
2009-04-01,2168.0
2009-05-01,2132.0
2009-06-01,1675.0
2009-07-01,1724.0
2009-08-01,1570.0
2009-09-01,1634.0
2009-10-01,1643.0
2009-11-01,1554.0
2009-12-01,1646.0
2010-01-01,1900.0
2010-02-01,1562.0
2010-03-01,1726.0
2010-04-01,1673.0
2010-05-01,2144.0
2010-06-01,2009.0
2010-07-01,1725.0
2010-08-01,1817.0
2010-09-01,1916.0
2010-10-01,1613.0
2010-11-01,1927.0
2010-12-01,1853.0
2011-01-01,1608.0
2011-02-01,2215.0
2011-03-01,2145.0
2011-04-01,2758.0
2011-05-01,2367.0
2011-06-01,2092.0
2011-07-01,1917.0
2011-08-01,1844.0
2011-09-01,2154.0
2011-10-01,2041.0
2011-11-01,2459.0
2011-12-01,2170.0
2012-01-01,2180.0
2012-02-01,2644.0
2012-03-01,2360.0
2012-04-01,2098.0
2012-05-01,2546.0
2012-06-01,2116.0
2012-07-01,2052.0
2012-08-01,2159.0
2012-09-01,2132.0
2012-10-01,2128.0
2012-11-01,2243.0
2012-12-01,2097.0
2013-01-01,1566.0
2013-02-01,1749.0
2013-03-01,2184.0
2013-04-01,1723.0
2013-05-01,2487.0
2013-06-01,2104.0
2013-07-01,1807.0
2013-08-01,2087.0
2013-09-01,2158.0
2013-10-01,2196.0
2013-11-01,2350.0
2013-12-01,1661.0
2014-01-01,2168.0
2014-02-01,2096.0
2014-03-01,2068.0
2014-04-01,1355.0
2014-05-01,1561.0
2014-06-01,1510.0
2014-07-01,1383.0
2014-08-01,1566.0
2014-09-01,1390.0
2014-10-01,1282.0
2014-11-01,1294.0
2014-12-01,1156.0
2015-01-01,1291.0
2015-02-01,1498.0
2015-03-01,1967.0
2015-04-01,1680.0
2015-05-01,1613.0
2015-06-01,1448.0
2015-07-01,2083.0
2015-08-01,2591.0
2015-09-01,2719.0
2015-10-01,2721.0
2015-11-01,3082.0
2015-12-01,3020.0
2016-01-01,3410.0
2016-02-01,3234.0
2016-03-01,3070.0
2016-04-01,2787.0
2016-05-01,3068.0
2016-06-01,3213.0
2016-07-01,2858.0
2016-08-01,2888.0
2016-09-01,3225.0
2016-10-01,3633.0
2016-11-01,4329.0
2016-12-01,3705.0
2017-01-01,3449.0
2017-02-01,3231.0
2017-03-01,3627.0
2017-04-01,3736.0
2017-05-01,3801.0
2017-06-01,3542.0
2017-07-01,3837.0
2017-08-01,4263.0
2017-09-01,3747.0
2017-10-01,3741.0
2017-11-01,3919.0
2017-12-01,4749.0
2018-01-01,4436.0
2018-02-01,4309.0
2018-03-01,4538.0
2018-04-01,4723.0
2018-05-01,4526.0
2018-06-01,4741.0
2018-07-01,4706.0
2018-08-01,4921.0
2018-09-01,4902.0
2018-10-01,4591.0
2018-11-01,4419.0
2018-12-01,4853.0
2019-01-01,4627.0
2019-02-01,4355.0
2019-03-01,4650.0
2019-04-01,4791.0
2019-05-01,4600.0
2019-06-01,4162.0
2019-07-01,4025.0
2019-08-01,4273.0
2019-09-01,4549.0
2019-10-01,4143.0
2019-11-01,4597.0
2019-12-01,4109.0
2020-01-01,3770.0
2020-02-01,3715.0
2020-03-01,4272.0
2020-04-01,4284.0
2020-05-01,3817.0
2020-06-01,3956.0
2020-07-01,4389.0
2020-08-01,4109.0
2020-09-01,3859.0
2020-10-01,3886.0
2020-11-01,5024.0
2020-12-01,5727.0
2021-01-01,5743.0
2021-02-01,5357.0
2021-03-01,5074.0
2021-04-01,3654.0
2021-05-01,2604.0
2021-06-01,2617.0
2021-07-01,2510.0
2021-08-01,2900.0
2021-09-01,2848.0
2021-10-01,3056.0
2021-11-01,3148.0
2021-12-01,2799.0
2022-01-01,3203.0
2022-02-01,3254.0
2022-03-01,3010.0
2022-04-01,4273.0
2022-05-01,3386.0
2022-06-01,3379.0
2022-07-01,2982.0
2022-08-01,3262.0
2022-09-01,3180.0
2022-10-01,3376.0
2022-11-01,3714.0
2022-12-01,3455.0
2023-01-01,3169.0
2023-02-01,3649.0
2023-03-01,2645.0
2023-04-01,4398.0
2023-05-01,3801.0
2023-06-01,3223.0
2023-07-01,3544.0
2023-08-01,3738.0
2023-09-01,3406.0
2023-10-01,3903.0
2023-11-01,3739.0
2023-12-01,3207.0
2024-01-01,3346.0
2024-02-01,3621.0
2024-03-01,3496.0
2024-04-01,6330.0
2024-05-01,4087.0
2024-06-01,3668.0
2024-07-01,4181.0
2024-08-01,3303.0
2024-09-01,3253.0
2024-10-01,3489.0
2024-11-01,4180.0
2024-12-01,4030.0
2025-01-01,4433.0
2025-02-01,4438.0
2025-03-01,4699.0
2025-04-01,5740.0
2025-05-01,3763.0
2025-06-01,3908.0
2025-07-01,3767.0
2025-08-01,3946.0
2025-09-01,3781.0
2025-10-01,4140.0
2025-11-01,4712.0
2025-12-01,3209.0
2026-01-01,3459.0
2026-02-01,3335.0
2026-03-01,4638.0
2026-04-01,6086.0
2026-05-01,3298.0
2026-06-01,4271.0
