date,V36875
2005-01-01,4070.0
2005-02-01,4215.0
2005-03-01,3647.0
2005-04-01,4598.0
2005-05-01,5119.0
2005-06-01,5040.0
2005-07-01,4715.0
2005-08-01,4014.0
2005-09-01,3089.0
2005-10-01,2759.0
2005-11-01,2352.0
2005-12-01,2608.0
2006-01-01,2790.0
2006-02-01,2611.0
2006-03-01,2028.0
2006-04-01,2308.0
2006-05-01,2261.0
2006-06-01,2408.0
2006-07-01,2816.0
2006-08-01,3319.0
2006-09-01,2980.0
2006-10-01,3108.0
2006-11-01,2762.0
2006-12-01,2701.0
2007-01-01,2186.0
2007-02-01,2812.0
2007-03-01,2946.0
2007-04-01,4036.0
2007-05-01,4011.0
2007-06-01,3365.0
2007-07-01,3006.0
2007-08-01,2700.0
2007-09-01,3414.0
2007-10-01,3065.0
2007-11-01,2361.0
2007-12-01,3065.0
2008-01-01,2872.0
2008-02-01,2029.0
2008-03-01,2252.0
2008-04-01,2926.0
2008-05-01,1673.0
2008-06-01,1907.0
2008-07-01,2072.0
2008-08-01,1553.0
2008-09-01,1419.0
2008-10-01,1551.0
2008-11-01,2247.0
2008-12-01,2218.0
2009-01-01,1715.0
2009-02-01,2291.0
2009-03-01,2357.0
2009-04-01,2173.0
2009-05-01,2241.0
2009-06-01,1786.0
2009-07-01,1295.0
2009-08-01,1732.0
2009-09-01,1587.0
2009-10-01,1283.0
2009-11-01,1301.0
2009-12-01,1302.0
2010-01-01,1526.0
2010-02-01,1759.0
2010-03-01,1766.0
2010-04-01,2574.0
2010-05-01,2154.0
2010-06-01,1641.0
2010-07-01,1627.0
2010-08-01,1789.0
2010-09-01,1837.0
2010-10-01,1481.0
2010-11-01,1718.0
2010-12-01,1646.0
2011-01-01,1577.0
2011-02-01,2205.0
2011-03-01,1878.0
2011-04-01,1534.0
2011-05-01,1714.0
2011-06-01,1561.0
2011-07-01,1515.0
2011-08-01,1468.0
2011-09-01,1739.0
2011-10-01,1515.0
2011-11-01,1020.0
2011-12-01,986.0
2012-01-01,931.0
2012-02-01,905.0
2012-03-01,856.0
2012-04-01,944.0
2012-05-01,1548.0
2012-06-01,1442.0
2012-07-01,733.0
2012-08-01,732.0
2012-09-01,930.0
2012-10-01,1128.0
2012-11-01,1185.0
2012-12-01,1619.0
2013-01-01,1608.0
2013-02-01,1485.0
2013-03-01,1278.0
2013-04-01,1382.0
2013-05-01,1245.0
2013-06-01,1646.0
2013-07-01,1366.0
2013-08-01,1523.0
2013-09-01,1372.0
2013-10-01,1337.0
2013-11-01,1575.0
2013-12-01,1781.0
2014-01-01,2192.0
2014-02-01,2675.0
2014-03-01,3004.0
2014-04-01,2594.0
2014-05-01,1863.0
2014-06-01,1936.0
2014-07-01,1657.0
2014-08-01,6316.0
2014-09-01,5497.0
