date,V36852
2005-01-01,1225415.0
2005-02-01,1246151.0
2005-03-01,1279261.0
2005-04-01,1263453.0
2005-05-01,1262366.0
2005-06-01,1294575.0
2005-07-01,1303423.0
2005-08-01,1312751.0
2005-09-01,1328679.0
2005-10-01,1316704.0
2005-11-01,1324699.0
2005-12-01,1353126.0
2006-01-01,1361274.0
2006-02-01,1385214.0
2006-03-01,1370069.0
2006-04-01,1418077.0
2006-05-01,1432370.0
2006-06-01,1457949.0
2006-07-01,1424085.0
2006-08-01,1447078.0
2006-09-01,1455416.0
2006-10-01,1451544.0
2006-11-01,1465964.0
2006-12-01,1466390.0
2007-01-01,1451553.0
2007-02-01,1478168.0
2007-03-01,1520406.0
2007-04-01,1554612.0
2007-05-01,1589688.0
2007-06-01,1612898.0
2007-07-01,1615073.0
2007-08-01,1635784.0
2007-09-01,1678937.0
2007-10-01,1692248.0
2007-11-01,1675803.0
2007-12-01,1697456.0
2008-01-01,1667703.0
2008-02-01,1711061.0
2008-03-01,1747983.0
2008-04-01,1726034.0
2008-05-01,1753108.0
2008-06-01,1750890.0
2008-07-01,1740591.0
2008-08-01,1733370.0
2008-09-01,1762469.0
2008-10-01,1747892.0
2008-11-01,1779369.0
2008-12-01,1850764.0
2009-01-01,1837604.0
2009-02-01,1790518.0
2009-03-01,1787766.0
2009-04-01,1859025.0
2009-05-01,1886726.0
2009-06-01,1902224.0
2009-07-01,1897605.0
2009-08-01,1925282.0
2009-09-01,1933520.0
2009-10-01,1957637.0
2009-11-01,1916616.0
2009-12-01,1925506.0
2010-01-01,1934399.0
2010-02-01,1890673.0
2010-03-01,1976740.0
2010-04-01,2006665.0
2010-05-01,1918748.0
2010-06-01,1880120.0
2010-07-01,1893868.0
2010-08-01,1948155.0
2010-09-01,2001384.0
2010-10-01,2045170.0
2010-11-01,2050398.0
2010-12-01,2075615.0
2011-01-01,2129015.0
2011-02-01,2154200.0
2011-03-01,2147176.0
2011-04-01,2181958.0
2011-05-01,2105311.0
2011-06-01,2052489.0
2011-07-01,2206883.0
2011-08-01,2091328.0
2011-09-01,2058799.0
2011-10-01,2055202.0
2011-11-01,2229270.0
2011-12-01,2309269.0
2012-01-01,2391779.0
2012-02-01,2445495.0
2012-03-01,2427310.0
2012-04-01,2411548.0
2012-05-01,2274638.0
2012-06-01,2294000.0
2012-07-01,2414420.0
2012-08-01,2527681.0
2012-09-01,2544218.0
2012-10-01,2430316.0
2012-11-01,2352698.0
2012-12-01,2443414.0
2013-01-01,2465609.0
2013-02-01,2287282.0
2013-03-01,2383499.0
2013-04-01,2460923.0
2013-05-01,2460881.0
2013-06-01,2359508.0
2013-07-01,2400192.0
2013-08-01,2387286.0
2013-09-01,2541847.0
2013-10-01,2482513.0
2013-11-01,2332482.0
2013-12-01,2353205.0
2014-01-01,2255514.0
2014-02-01,2295158.0
2014-03-01,2364312.0
2014-04-01,2546897.0
2014-05-01,2601414.0
2014-06-01,2612949.0
2014-07-01,2550226.0
2014-08-01,2442128.0
2014-09-01,2344149.0
2014-10-01,2340257.0
2014-11-01,2383747.0
2014-12-01,2329535.0
2015-01-01,2301333.0
2015-02-01,2387727.0
2015-03-01,2356555.0
2015-04-01,2609632.0
2015-05-01,2604298.0
2015-06-01,2472102.0
2015-07-01,2279688.0
2015-08-01,2300629.0
2015-09-01,2315238.0
2015-10-01,2520109.0
2015-11-01,2447217.0
2015-12-01,2347710.0
2016-01-01,2356854.0
2016-02-01,2516462.0
2016-03-01,2772284.0
2016-04-01,2817454.0
2016-05-01,2630860.0
2016-06-01,2665169.0
2016-07-01,2555501.0
2016-08-01,2652149.0
2016-09-01,2587488.0
2016-10-01,2505883.0
2016-11-01,2515080.0
2016-12-01,2703003.0
2017-01-01,2867374.0
2017-02-01,2862331.0
2017-03-01,2622672.0
2017-04-01,2556549.0
2017-05-01,2583996.0
2017-06-01,2877776.0
2017-07-01,3044489.0
2017-08-01,2974224.0
2017-09-01,3011995.0
2017-10-01,2781174.0
2017-11-01,2701100.0
2017-12-01,2819723.0
2018-01-01,3085982.0
2018-02-01,2882814.0
2018-03-01,2646079.0
2018-04-01,2829658.0
2018-05-01,2824133.0
2018-06-01,2658977.0
2018-07-01,2756250.0
2018-08-01,2928697.0
2018-09-01,3006458.0
2018-10-01,2940073.0
2018-11-01,2751076.0
2018-12-01,2698829.0
2019-01-01,2920760.0
2019-02-01,3111254.0
2019-03-01,2848115.0
2019-04-01,2816374.0
2019-05-01,2795188.0
2019-06-01,3206534.0
2019-07-01,3286000.0
2019-08-01,3022165.0
2019-09-01,3122297.0
2019-10-01,3224726.0
2019-11-01,3170567.0
2019-12-01,3381613.0
2020-01-01,3350325.0
2020-02-01,3158232.0
2020-03-01,3293701.0
2020-04-01,3515772.0
2020-05-01,3577348.0
2020-06-01,3731380.0
2020-07-01,3769173.0
2020-08-01,3973020.0
2020-09-01,3874003.0
2020-10-01,3462504.0
2020-11-01,4214313.0
2020-12-01,4219367.0
2021-01-01,3897279.0
2021-02-01,4053503.0
2021-03-01,4244786.0
2021-04-01,4336141.0
2021-05-01,4365164.0
2021-06-01,3775044.0
2021-07-01,3784001.0
2021-08-01,3696591.0
2021-09-01,3826112.0
2021-10-01,4343628.0
2021-11-01,3608051.0
2021-12-01,4014330.0
2022-01-01,3884068.0
2022-02-01,4179140.0
2022-03-01,4544304.0
2022-04-01,3598484.0
2022-05-01,4303645.0
2022-06-01,3886211.0
2022-07-01,4291408.0
2022-08-01,3547375.0
2022-09-01,3383803.0
2022-10-01,3833734.0
2022-11-01,4130724.0
2022-12-01,4205812.0
2023-01-01,4672634.0
2023-02-01,3568601.0
2023-03-01,4127137.0
2023-04-01,3990948.0
2023-05-01,4076181.0
2023-06-01,4704916.0
2023-07-01,4722793.0
2023-08-01,3668319.0
2023-09-01,3679624.0
2023-10-01,3339375.0
2023-11-01,4495241.0
2023-12-01,5049706.0
2024-01-01,4449190.0
2024-02-01,3510450.0
2024-03-01,3780369.0
2024-04-01,3336970.0
2024-05-01,4155530.0
2024-06-01,4095699.0
2024-07-01,3412587.0
2024-08-01,4932859.0
2024-09-01,4691203.0
2024-10-01,3325100.0
2024-11-01,3481032.0
2024-12-01,3334191.0
2025-01-01,3211092.0
2025-02-01,3280452.0
2025-03-01,3590225.0
2025-04-01,5160798.0
2025-05-01,5199848.0
2025-06-01,5043199.0
2025-07-01,3576527.0
2025-08-01,3998907.0
2025-09-01,3380733.0
2025-10-01,3532303.0
2025-11-01,4128767.0
2025-12-01,5219898.0
2026-01-01,5402678.0
2026-02-01,5158766.0
2026-03-01,3463548.0
2026-04-01,5275104.0
2026-05-01,3965745.0
2026-06-01,3501706.0
