date,V36612
2005-01-05,13413.0
2005-01-12,13454.0
2005-01-19,13083.0
2005-01-26,13113.0
2005-02-02,12837.0
2005-02-09,12850.0
2005-02-16,12378.0
2005-02-23,12380.0
2005-03-02,12621.0
2005-03-09,12634.0
2005-03-16,12732.0
2005-03-23,12759.0
2005-03-30,12787.0
2005-04-06,12759.0
2005-04-13,12438.0
2005-04-20,12500.0
2005-04-27,12661.0
2005-05-04,12648.0
2005-05-11,12923.0
2005-05-18,12946.0
2005-05-25,13466.0
2005-06-01,13919.0
2005-06-08,14256.0
2005-06-15,13771.0
2005-06-22,13929.0
2005-06-29,14450.0
2005-07-06,14196.0
2005-07-13,14209.0
2005-07-20,14400.0
2005-07-27,14432.0
2005-08-03,14630.0
2005-08-10,14668.0
2005-08-17,14627.0
2005-08-24,15150.0
2005-08-31,15378.0
2005-09-07,15485.0
2005-09-14,15163.0
2005-09-21,14653.0
2005-09-28,14897.0
2005-10-05,14858.0
2005-10-12,14838.0
2005-10-19,14892.0
2005-10-26,14981.0
2005-11-02,14926.0
2005-11-09,14914.0
2005-11-16,14929.0
2005-11-23,15077.0
2005-11-30,15336.0
2005-12-07,15600.0
2005-12-14,15637.0
2005-12-21,16439.0
2005-12-28,16479.0
2006-01-04,16336.0
2006-01-11,15392.0
2006-01-18,14719.0
2006-01-25,14755.0
2006-02-01,14480.0
2006-02-08,14517.0
2006-02-15,14364.0
2006-02-22,14310.0
2006-03-01,14208.0
2006-03-08,14231.0
2006-03-15,14093.0
2006-03-22,14112.0
2006-03-29,14143.0
2006-04-05,13971.0
2006-04-12,14277.0
2006-04-19,14397.0
2006-04-26,14901.0
2006-05-03,14925.0
2006-05-10,15534.0
2006-05-17,15532.0
2006-05-24,15616.0
2006-05-31,15981.0
2006-06-07,16175.0
2006-06-14,16213.0
2006-06-21,15865.0
2006-06-28,16393.0
2006-07-05,16573.0
2006-07-12,16111.0
2006-07-19,16172.0
2006-07-26,16200.0
2006-08-02,16551.0
2006-08-09,16581.0
2006-08-16,16722.0
2006-08-23,16756.0
2006-08-30,16937.0
2006-09-06,16950.0
2006-09-13,17130.0
2006-09-20,17143.0
2006-09-27,17327.0
2006-10-04,17341.0
2006-10-11,17722.0
2006-10-18,17736.0
2006-10-25,17551.0
2006-11-01,17565.0
2006-11-08,17379.0
2006-11-15,17392.0
2006-11-22,17474.0
