date,CORRA_TRIMMED_VOLUME
2020-06-12,9680106041.0
2020-06-15,8273721994.0
2020-06-16,7944744315.0
2020-06-17,8852311447.0
2020-06-18,9465863331.0
2020-06-19,10444142567.0
2020-06-22,9138804156.0
2020-06-23,7236518264.0
2020-06-24,4146222750.0
2020-06-25,6488281067.0
2020-06-26,9210482096.0
2020-06-29,8925998470.0
2020-06-30,11016766116.0
2020-07-02,7475701583.0
2020-07-03,7580804698.0
2020-07-06,7050087005.0
2020-07-07,7449704696.0
2020-07-08,7325306854.0
2020-07-09,7879175039.0
2020-07-10,7859680049.0
2020-07-13,8421205935.0
2020-07-14,8992945031.0
2020-07-15,7489786931.0
2020-07-16,8990801657.0
2020-07-17,10294231937.0
2020-07-20,9664376506.0
2020-07-21,10695474254.0
2020-07-22,10983276758.0
2020-07-23,10773305090.0
2020-07-24,10848693146.0
2020-07-27,12340350316.0
2020-07-28,10967206660.0
2020-07-29,9297970822.0
2020-07-30,9408276970.0
2020-07-31,10561617296.0
2020-08-04,8496017125.0
2020-08-05,8556028246.0
2020-08-06,8573784986.0
2020-08-07,7335573076.0
2020-08-10,8045162864.0
2020-08-11,6733825989.0
2020-08-12,6762598596.0
2020-08-13,7099059551.0
2020-08-14,8693792448.0
2020-08-17,9650710857.0
2020-08-18,8643979098.0
2020-08-19,10284336116.0
2020-08-20,8503940459.0
2020-08-21,11033664198.0
2020-08-24,9323571518.0
2020-08-25,10306285497.0
2020-08-26,10130065348.0
2020-08-27,9948324753.0
2020-08-28,11225020699.0
2020-08-31,11298550636.0
2020-09-01,9697930973.0
2020-09-02,8700714905.0
2020-09-03,9051391012.0
2020-09-04,8832697092.0
2020-09-08,10115347065.0
2020-09-09,9734913113.0
2020-09-10,9211201686.0
2020-09-11,9549189879.0
2020-09-14,6875167500.0
2020-09-15,7942536732.0
2020-09-16,7521160763.0
2020-09-17,8475093420.0
2020-09-18,8083404765.0
2020-09-21,6608884500.0
2020-09-22,11262007416.0
2020-09-23,9904809224.0
2020-09-24,8491734720.0
2020-09-25,9290606421.0
2020-09-28,4960869750.0
2020-09-29,7577784589.0
2020-09-30,9336484421.0
2020-10-01,7701820652.0
2020-10-02,7466244869.0
2020-10-05,8655110847.0
2020-10-06,7189997235.0
2020-10-07,8787555895.0
2020-10-08,8531354904.0
2020-10-09,9689828185.0
2020-10-13,8995809088.0
2020-10-14,9196471570.0
2020-10-15,9697535307.0
2020-10-16,8654562742.0
2020-10-19,8590986092.0
2020-10-20,7478897355.0
2020-10-21,9708358826.0
2020-10-22,10358046744.0
2020-10-23,11177399578.0
2020-10-26,11046674042.0
2020-10-27,9131046196.0
2020-10-28,9493557006.0
2020-10-29,9827029270.0
2020-10-30,10789373342.0
2020-11-02,15073020045.0
2020-11-03,8958450842.0
2020-11-04,8586600489.0
2020-11-05,8092230275.0
2020-11-06,10042611225.0
2020-11-09,9016078821.0
2020-11-10,13909893448.0
2020-11-12,11817144372.0
2020-11-13,10942972313.0
2020-11-16,10793081590.0
2020-11-17,10552410937.0
2020-11-18,12457425770.0
2020-11-19,12198443661.0
2020-11-20,9286910959.0
2020-11-23,9692280016.0
2020-11-24,7926258119.0
2020-11-25,10183600558.0
2020-11-26,6446384113.0
2020-11-27,8743222226.0
2020-11-30,9776116769.0
2020-12-01,8563083298.0
2020-12-02,8842672713.0
2020-12-03,7459854831.0
2020-12-04,8951262946.0
2020-12-07,10113737343.0
2020-12-08,10942819611.0
2020-12-09,10526222650.0
2020-12-10,11184650419.0
2020-12-11,11413080192.0
2020-12-14,13162793177.0
2020-12-15,14518674598.0
2020-12-16,13646234823.0
2020-12-17,11938693690.0
2020-12-18,11589743889.0
2020-12-21,9539989764.0
2020-12-22,8198829131.0
2020-12-23,8441016242.0
2020-12-24,7335596398.0
2020-12-29,7686163035.0
2020-12-30,7265669071.0
2020-12-31,4925904249.0
2021-01-04,8435074016.0
2021-01-05,7189392395.0
2021-01-06,6072953247.0
2021-01-07,8014138851.0
2021-01-08,8508694676.0
2021-01-11,8566402328.0
2021-01-12,9808243132.0
2021-01-13,9684098128.0
2021-01-14,9470481253.0
2021-01-15,8988856152.0
2021-01-18,9762161612.0
2021-01-19,12262575658.0
2021-01-20,12623155270.0
2021-01-21,11353043259.0
2021-01-22,10887355000.0
2021-01-25,9101305672.0
2021-01-26,11035639249.0
2021-01-27,8857641513.0
2021-01-28,11361761780.0
2021-01-29,9600510728.0
2021-02-01,10185848706.0
2021-02-02,8315435756.0
2021-02-03,8761929303.0
2021-02-04,7284661723.0
2021-02-05,10167413325.0
2021-02-08,8548858102.0
2021-02-09,9172859158.0
2021-02-10,10689861706.0
2021-02-11,9528392097.0
2021-02-12,11730480041.0
2021-02-16,11499290193.0
2021-02-17,10203163130.0
2021-02-18,13143076722.0
2021-02-19,11026299842.0
2021-02-22,12866798882.0
2021-02-23,13711184684.0
2021-02-24,14608862168.0
2021-02-25,10855212798.0
2021-02-26,11230441042.0
2021-03-01,15037288488.0
2021-03-02,12266358154.0
2021-03-03,7541862750.0
2021-03-04,9453194909.0
2021-03-05,10449564687.0
2021-03-08,8709937561.0
2021-03-09,10524620125.0
2021-03-10,10129588401.0
2021-03-11,13742345381.0
2021-03-12,10505955747.0
2021-03-15,8589881250.0
2021-03-16,11617731362.0
2021-03-17,10406506228.0
2021-03-18,12449899346.0
2021-03-19,11385872613.0
2021-03-22,9721357057.0
2021-03-23,9209438026.0
2021-03-24,7340238813.0
2021-03-25,9785063900.0
2021-03-26,9814700693.0
2021-03-29,10112986095.0
2021-03-30,9325854950.0
2021-03-31,9025427976.0
2021-04-01,9416244586.0
2021-04-05,13173464662.0
2021-04-06,11488261655.0
2021-04-07,10127558140.0
2021-04-08,10346626846.0
2021-04-09,8151399380.0
2021-04-12,12585715045.0
2021-04-13,10465341356.0
2021-04-14,10260935888.0
2021-04-15,11293287903.0
2021-04-16,10830902240.0
2021-04-19,11486190756.0
2021-04-20,11856932159.0
2021-04-21,12012700434.0
2021-04-22,12594037142.0
2021-04-23,11372071753.0
2021-04-26,11878591366.0
2021-04-27,9682806644.0
2021-04-28,10561660818.0
2021-04-29,9843974348.0
2021-04-30,11182468487.0
2021-05-03,14535174164.0
2021-05-04,10157000474.0
2021-05-05,12877466590.0
2021-05-06,9570866136.0
2021-05-07,10312475805.0
2021-05-10,13037210066.0
2021-05-11,11062326953.0
2021-05-12,14361462064.0
2021-05-13,13288642970.0
2021-05-14,12500399523.0
2021-05-17,11002545130.0
2021-05-18,12411879804.0
2021-05-19,13279055378.0
2021-05-20,11586044372.0
2021-05-21,11091665844.0
2021-05-25,11194432710.0
2021-05-26,12899192772.0
2021-05-27,13334933641.0
2021-05-28,12159110438.0
2021-05-31,9991315068.0
2021-06-01,12190291130.0
2021-06-02,9324316625.0
2021-06-03,9450934946.0
2021-06-04,10737266609.0
2021-06-07,12594791507.0
2021-06-08,12687988994.0
2021-06-09,9787730702.0
2021-06-10,9816438400.0
2021-06-11,10012453288.0
2021-06-14,9616066538.0
2021-06-15,15777820058.0
2021-06-16,16967079556.0
2021-06-17,18276147071.0
2021-06-18,18728025518.0
2021-06-21,14839370680.0
2021-06-22,16057995026.0
2021-06-23,12670402042.0
2021-06-24,14653075347.0
2021-06-25,16045673142.0
2021-06-28,20257259398.0
2021-06-29,16551362882.0
2021-06-30,23126727020.0
2021-07-02,17955287932.0
2021-07-05,15300103308.0
2021-07-06,15964116659.0
2021-07-07,15012022196.0
2021-07-08,11591128661.0
2021-07-09,11826056386.0
2021-07-12,11498974484.0
2021-07-13,14992360424.0
2021-07-14,12264508469.0
2021-07-15,10223526124.0
2021-07-16,11352897928.0
2021-07-19,14969435944.0
2021-07-20,13608512460.0
2021-07-21,13940648396.0
2021-07-22,12983634332.0
2021-07-23,12360269424.0
2021-07-26,11409815714.0
2021-07-27,9970577379.0
2021-07-28,12060815861.0
2021-07-29,12074580925.0
2021-07-30,13651800206.0
2021-08-03,14574428266.0
2021-08-04,12696274168.0
2021-08-05,10370060396.0
2021-08-06,13528662311.0
2021-08-09,11885102503.0
2021-08-10,10975953820.0
2021-08-11,12398403443.0
2021-08-12,12617871775.0
2021-08-13,11669915181.0
2021-08-16,10142899184.0
2021-08-17,11558121096.0
2021-08-18,10877754658.0
2021-08-19,10801140467.0
2021-08-20,11761550695.0
2021-08-23,13140320632.0
2021-08-24,11072442716.0
2021-08-25,11561767905.0
2021-08-26,9151331107.0
2021-08-27,10269208074.0
2021-08-30,9460056520.0
2021-08-31,11577983546.0
2021-09-01,12140164778.0
2021-09-02,13674687663.0
2021-09-03,9146279205.0
2021-09-07,15105337231.0
2021-09-08,8969782715.0
2021-09-09,11988004138.0
2021-09-10,12386172397.0
2021-09-13,11268402362.0
2021-09-14,13853260642.0
2021-09-15,9611345444.0
2021-09-16,8620211604.0
2021-09-17,8561493052.0
2021-09-20,12350405935.0
2021-09-21,11381936934.0
2021-09-22,11696796895.0
2021-09-23,13063301752.0
2021-09-24,10943627179.0
2021-09-27,11081192954.0
2021-09-28,9679556460.0
2021-09-29,8788426548.0
2021-10-01,13861269944.0
2021-10-04,11206051730.0
2021-10-05,12369237450.0
2021-10-06,11783490552.0
2021-10-07,10629038256.0
2021-10-08,10601648073.0
2021-10-12,10712267831.0
2021-10-13,7939203462.0
2021-10-14,9365213010.0
2021-10-15,11558566539.0
2021-10-18,12114664474.0
2021-10-19,12158546602.0
2021-10-20,11482933842.0
2021-10-21,10589691538.0
2021-10-22,14124156188.0
2021-10-25,9836642172.0
2021-10-26,10077934939.0
2021-10-27,11146927456.0
2021-10-28,12011778640.0
2021-10-29,15310952774.0
2021-11-01,12277278524.0
2021-11-02,14683843627.0
2021-11-03,12331929791.0
2021-11-04,11205559040.0
2021-11-05,11926731143.0
2021-11-08,11102290354.0
2021-11-09,12368805704.0
2021-11-10,12145335573.0
2021-11-12,14266432116.0
2021-11-15,12565817549.0
2021-11-16,16489578479.0
2021-11-17,13038222136.0
2021-11-18,11307928325.0
2021-11-19,13128737648.0
2021-11-22,15858786614.0
2021-11-23,14937150262.0
2021-11-24,12720480916.0
2021-11-25,13091406157.0
2021-11-26,11378232676.0
2021-11-29,15188077258.0
2021-11-30,11650870414.0
2021-12-01,13836860383.0
2021-12-02,15509361007.0
2021-12-03,13683369602.0
2021-12-06,14696023544.0
2021-12-07,12887413563.0
2021-12-08,15251246491.0
2021-12-09,14854253868.0
2021-12-10,14676113669.0
2021-12-13,13803943095.0
2021-12-14,16553148918.0
2021-12-15,13388208422.0
2021-12-16,11944711662.0
2021-12-17,12954293265.0
2021-12-20,15128031251.0
2021-12-21,13658571553.0
2021-12-22,8829263250.0
2021-12-23,10295294261.0
2021-12-24,8023557570.0
2021-12-29,11511131481.0
2021-12-30,11634989823.0
2021-12-31,9231818845.0
2022-01-04,13793153910.0
2022-01-05,14943119170.0
2022-01-06,9181101836.0
2022-01-07,12454952814.0
2022-01-10,14256613862.0
2022-01-11,12349591755.0
2022-01-12,13919247182.0
2022-01-13,13502119442.0
2022-01-14,15094010832.0
2022-01-17,12664094012.0
2022-01-18,14321095674.0
2022-01-19,12072118419.0
2022-01-20,12333479392.0
2022-01-21,11061572040.0
2022-01-24,11220154898.0
2022-01-25,11661999094.0
2022-01-26,16661589676.0
2022-01-27,15235770971.0
2022-01-28,13677550906.0
2022-01-31,12087596504.0
2022-02-01,11093273250.0
2022-02-02,9148844465.0
2022-02-03,12410497500.0
2022-02-04,10997616000.0
2022-02-07,12873927639.0
2022-02-08,10756980044.0
2022-02-09,12985351500.0
2022-02-10,13874382429.0
2022-02-11,13840918302.0
2022-02-14,15584801057.0
2022-02-15,16407454234.0
2022-02-16,14467386765.0
2022-02-17,12204563205.0
2022-02-18,12000333000.0
2022-02-22,14557819829.0
2022-02-23,10282614654.0
2022-02-24,8639225266.0
2022-02-25,10891356856.0
2022-02-28,13771794005.0
2022-03-01,13069886828.0
2022-03-02,13185333856.0
2022-03-03,17695089513.0
2022-03-04,15218298069.0
2022-03-07,15238768611.0
2022-03-08,13055875694.0
2022-03-09,8581181090.0
2022-03-10,12023220760.0
2022-03-11,11685763178.0
2022-03-14,11725381894.0
2022-03-15,14684321996.0
2022-03-16,16721547835.0
2022-03-17,14849051224.0
2022-03-18,12897067537.0
2022-03-21,12894574820.0
2022-03-22,11679396978.0
2022-03-23,12466003246.0
2022-03-24,12227042770.0
2022-03-25,9251504364.0
2022-03-28,9045395716.0
2022-03-29,10525052335.0
2022-03-30,13053918387.0
2022-03-31,14542721061.0
2022-04-01,14997150784.0
2022-04-04,14184062178.0
2022-04-05,9489926272.0
2022-04-06,10466595052.0
2022-04-07,10291412540.0
2022-04-08,12311871382.0
2022-04-11,12274214949.0
2022-04-12,11617336021.0
2022-04-13,15819303710.0
2022-04-14,18168666867.0
2022-04-18,20322032704.0
2022-04-19,19865404644.0
2022-04-20,17636804923.0
2022-04-21,18106935466.0
2022-04-22,11290651343.0
2022-04-25,9999933280.0
2022-04-26,10589603435.0
2022-04-27,12133355522.0
2022-04-28,12893110318.0
2022-04-29,10663354806.0
2022-05-02,12293027190.0
2022-05-03,12501827697.0
2022-05-04,10536712814.0
2022-05-05,12422358696.0
2022-05-06,11947224447.0
2022-05-09,12309581446.0
2022-05-10,13007756126.0
2022-05-11,12002562000.0
2022-05-12,15146712355.0
2022-05-13,14873455914.0
2022-05-16,13576936620.0
2022-05-17,15616665284.0
2022-05-18,14011941683.0
2022-05-19,14910091585.0
2022-05-20,15095265527.0
2022-05-24,15469312585.0
2022-05-25,16756288989.0
2022-05-26,16188376294.0
2022-05-27,16708632819.0
2022-05-30,17425268036.0
