date,CORRA_TRIMMED_VOLUME
2022-05-31,20637466850.0
2022-06-01,15921572234.0
2022-06-02,21048073070.0
2022-06-03,17491142131.0
2022-06-06,13662158457.0
2022-06-07,11420031001.0
2022-06-08,12899426561.0
2022-06-09,17605887022.0
2022-06-10,15267533525.0
2022-06-13,16752398964.0
2022-06-14,16924008986.0
2022-06-15,14401079878.0
2022-06-16,17960727327.0
2022-06-17,14553258545.0
2022-06-20,14133033597.0
2022-06-21,15574246737.0
2022-06-22,14819268743.0
2022-06-23,14068700417.0
2022-06-24,13510274162.0
2022-06-27,15634094126.0
2022-06-28,12061795294.0
2022-06-29,13701456650.0
2022-06-30,13107155782.0
2022-07-04,15177475372.0
2022-07-05,16612450501.0
2022-07-06,14058185504.0
2022-07-07,14082847507.0
2022-07-08,14344960256.0
2022-07-11,16355857973.0
2022-07-12,15017492822.0
2022-07-13,14778326716.0
2022-07-14,20718337408.0
2022-07-15,15976843503.0
2022-07-18,15099872590.0
2022-07-19,13745647041.0
2022-07-20,13858368319.0
2022-07-21,16681293361.0
2022-07-22,13940419887.0
2022-07-25,13356231788.0
2022-07-26,14238479529.0
2022-07-27,12290762910.0
2022-07-28,13737117121.0
2022-07-29,10926113687.0
2022-08-02,16612229218.0
2022-08-03,14900114558.0
2022-08-04,17249508142.0
2022-08-05,14317600074.0
2022-08-08,13735948462.0
2022-08-09,12304404750.0
2022-08-10,12150130242.0
2022-08-11,11574231509.0
2022-08-12,11131448398.0
2022-08-15,13441430708.0
2022-08-16,13958022472.0
2022-08-17,10165494010.0
2022-08-18,13535048630.0
2022-08-19,14731577553.0
2022-08-22,16579661636.0
2022-08-23,15185540644.0
2022-08-24,14792190391.0
2022-08-25,13995916035.0
2022-08-26,17177414406.0
2022-08-29,16472402787.0
2022-08-30,16689967539.0
2022-08-31,19630109302.0
2022-09-01,20757208239.0
2022-09-02,16305860254.0
2022-09-06,18276498374.0
2022-09-07,17574674500.0
2022-09-08,22624690758.0
2022-09-09,16509151303.0
2022-09-12,18600289957.0
2022-09-13,16770642022.0
2022-09-14,17472802325.0
2022-09-15,18832374750.0
2022-09-16,19067759997.0
2022-09-19,18656394852.0
2022-09-20,15307677817.0
2022-09-21,13072419380.0
2022-09-22,11274030000.0
2022-09-23,14706512320.0
2022-09-26,12159078000.0
2022-09-27,10978840500.0
2022-09-28,12059913265.0
2022-09-29,15485334007.0
2022-10-03,14530670317.0
2022-10-04,14970424819.0
2022-10-05,12353456398.0
2022-10-06,14912853058.0
2022-10-07,11075467922.0
2022-10-11,18238740172.0
2022-10-12,12482580906.0
2022-10-13,14838412313.0
2022-10-14,15402265471.0
2022-10-17,15889959238.0
2022-10-18,16026431116.0
2022-10-19,12904792594.0
2022-10-20,13341708848.0
2022-10-21,10880086816.0
2022-10-24,20183816159.0
2022-10-25,14451770606.0
2022-10-26,15245828002.0
2022-10-27,22892435077.0
2022-10-28,16828205936.0
2022-10-31,19181030890.0
2022-11-01,18631777336.0
2022-11-02,17347830236.0
2022-11-03,19440720967.0
2022-11-04,19368543308.0
2022-11-07,19691738830.0
2022-11-08,17588721534.0
2022-11-09,17888801439.0
2022-11-10,17434860951.0
2022-11-14,19869301616.0
2022-11-15,20409810185.0
2022-11-16,17984791991.0
2022-11-17,14165351491.0
2022-11-18,17451853258.0
2022-11-21,17107740466.0
2022-11-22,14924900081.0
2022-11-23,13063757743.0
2022-11-24,16814371534.0
2022-11-25,18003440474.0
2022-11-28,12713852714.0
2022-11-29,14163895162.0
2022-11-30,11777868750.0
2022-12-01,19590232360.0
2022-12-02,16649178255.0
2022-12-05,17340384171.0
2022-12-06,16461232688.0
2022-12-07,18880632106.0
2022-12-08,19201990494.0
2022-12-09,17291682717.0
2022-12-12,18791676499.0
2022-12-13,15521968495.0
2022-12-14,21449521056.0
2022-12-15,18571772670.0
2022-12-16,17068456867.0
2022-12-19,16957281194.0
2022-12-20,18795770896.0
2022-12-21,16852299446.0
2022-12-22,16244672606.0
2022-12-23,12627294750.0
2022-12-28,15252678000.0
2022-12-29,18174758260.0
2022-12-30,21526721678.0
2023-01-03,16772175386.0
2023-01-04,16476700460.0
2023-01-05,20106306072.0
2023-01-06,15312845936.0
2023-01-09,15863261343.0
2023-01-10,14679776788.0
2023-01-11,17326877499.0
2023-01-12,17065817367.0
2023-01-13,15741781305.0
2023-01-16,14120092651.0
2023-01-17,10368542570.0
2023-01-18,11195656401.0
2023-01-19,19195818318.0
2023-01-20,18292341476.0
2023-01-23,16467714202.0
2023-01-24,17618872591.0
2023-01-25,19360604434.0
2023-01-26,20690272305.0
2023-01-27,15908468694.0
2023-01-30,17699964029.0
2023-01-31,14686517520.0
2023-02-01,14535386219.0
2023-02-02,16024793978.0
2023-02-03,19667986611.0
2023-02-06,17368090574.0
2023-02-07,16873597438.0
2023-02-08,17563717500.0
2023-02-09,15747115809.0
2023-02-10,17995639532.0
2023-02-13,15821908500.0
2023-02-14,13103689624.0
2023-02-15,11118211330.0
2023-02-16,11509805074.0
2023-02-17,14227986827.0
2023-02-21,14503607950.0
2023-02-22,16870828252.0
2023-02-23,14698281596.0
2023-02-24,13799724920.0
2023-02-27,13327714069.0
2023-02-28,12828205703.0
2023-03-01,12726060257.0
2023-03-02,16772969250.0
2023-03-03,16212445548.0
2023-03-06,13508656093.0
2023-03-07,9852070962.0
2023-03-08,10841817298.0
2023-03-09,17630641908.0
2023-03-10,17622914266.0
2023-03-13,14324158804.0
2023-03-14,13247478488.0
2023-03-15,13971100912.0
2023-03-16,13741192418.0
2023-03-17,12398908980.0
2023-03-20,13556963877.0
2023-03-21,16902989860.0
2023-03-22,12619164956.0
2023-03-23,17768495605.0
2023-03-24,18334701604.0
2023-03-27,15520249224.0
2023-03-28,14271060604.0
2023-03-29,11543348784.0
2023-03-30,13906213528.0
2023-03-31,11051086720.0
2023-04-03,17641320712.0
2023-04-04,13931592076.0
2023-04-05,11542933423.0
2023-04-06,12363125345.0
2023-04-10,12821699878.0
2023-04-11,12628748492.0
2023-04-12,12690522431.0
2023-04-13,15401561156.0
2023-04-14,13487307578.0
2023-04-17,14012089180.0
2023-04-18,11071960930.0
2023-04-19,11529190306.0
2023-04-20,13008230255.0
2023-04-21,14261619496.0
2023-04-24,14214399350.0
2023-04-25,11341361723.0
2023-04-26,10166019538.0
2023-04-27,14469482042.0
2023-04-28,17193642948.0
2023-05-01,17191014278.0
2023-05-02,14432131916.0
2023-05-03,14886397459.0
2023-05-04,17008301690.0
2023-05-05,12792826429.0
2023-05-08,14605124886.0
2023-05-09,12694642644.0
2023-05-10,8888861729.0
2023-05-11,12090753528.0
2023-05-12,11160742126.0
2023-05-15,9702942436.0
2023-05-16,10438808234.0
2023-05-17,11588951472.0
2023-05-18,11235581299.0
2023-05-19,13814902024.0
2023-05-23,16691891191.0
2023-05-24,11785156876.0
2023-05-25,12669041110.0
2023-05-26,12211091954.0
2023-05-29,12757393028.0
2023-05-30,10634370750.0
2023-05-31,12049595721.0
2023-06-01,12952698537.0
2023-06-02,15024634632.0
2023-06-05,13332001894.0
2023-06-06,12019193403.0
2023-06-07,11817421394.0
2023-06-08,21218512661.0
2023-06-09,11827769279.0
2023-06-12,9813106500.0
2023-06-13,9843848250.0
2023-06-14,9469278442.0
2023-06-15,11777500624.0
2023-06-16,12872519979.0
2023-06-19,7441556936.0
2023-06-20,10614062597.0
2023-06-21,9266660054.0
2023-06-22,9422223391.0
2023-06-23,11149567780.0
2023-06-26,10018845225.0
2023-06-27,10558035811.0
2023-06-28,9151095430.0
2023-06-29,11536133328.0
2023-06-30,11880184455.0
2023-07-04,10692549014.0
2023-07-05,12070853551.0
2023-07-06,13444815010.0
2023-07-07,14895018697.0
2023-07-10,12350953240.0
2023-07-11,11954541958.0
2023-07-12,11465674082.0
2023-07-13,14219135298.0
2023-07-14,14792532715.0
2023-07-17,14170099982.0
2023-07-18,11417600753.0
2023-07-19,10458661257.0
2023-07-20,10319293541.0
2023-07-21,12661604766.0
2023-07-24,11454439131.0
2023-07-25,13369828115.0
2023-07-26,14170950104.0
2023-07-27,14174884288.0
2023-07-28,11831139589.0
2023-07-31,14318549594.0
2023-08-01,12646450018.0
2023-08-02,12618523009.0
2023-08-03,13569306718.0
2023-08-04,13136648207.0
2023-08-08,15302570233.0
2023-08-09,12748377914.0
2023-08-10,11425959512.0
2023-08-11,10766481746.0
2023-08-14,13301844513.0
2023-08-15,14418027428.0
2023-08-16,16969660100.0
2023-08-17,15002789247.0
2023-08-18,15508483090.0
2023-08-21,16307904298.0
2023-08-22,14909078491.0
2023-08-23,15526196108.0
2023-08-24,15298008662.0
2023-08-25,16700704994.0
2023-08-28,16368022596.0
2023-08-29,15873290252.0
2023-08-30,16174650218.0
2023-08-31,13106118970.0
2023-09-01,15591040082.0
2023-09-05,14796244852.0
2023-09-06,16000564477.0
2023-09-07,20982495833.0
2023-09-08,12862309887.0
2023-09-11,14234372250.0
2023-09-12,14261062500.0
2023-09-13,10642569000.0
2023-09-14,12111730500.0
2023-09-15,13366363964.0
2023-09-18,12521430750.0
2023-09-19,11447903250.0
2023-09-20,11678349750.0
2023-09-21,12107084003.0
2023-09-22,12684407391.0
2023-09-25,12021432594.0
2023-09-26,14181689710.0
2023-09-27,11687436632.0
2023-09-28,10901895286.0
2023-09-29,9673981944.0
2023-10-03,15986495025.0
2023-10-04,7004340634.0
2023-10-05,9084073663.0
2023-10-06,14864712172.0
2023-10-10,16478048690.0
2023-10-11,15252953780.0
2023-10-12,13255269885.0
2023-10-13,14530225730.0
2023-10-16,12137402650.0
2023-10-17,13463086576.0
2023-10-18,12373059955.0
2023-10-19,12778117757.0
2023-10-20,10935010622.0
2023-10-23,12539250792.0
2023-10-24,10634948069.0
2023-10-25,11070211100.0
2023-10-26,15455878141.0
2023-10-27,12896298547.0
2023-10-30,13508130946.0
2023-10-31,10970391250.0
2023-11-01,16042819164.0
2023-11-02,10641652193.0
2023-11-03,14704131189.0
2023-11-06,14120110500.0
2023-11-07,14889348000.0
2023-11-08,12479344645.0
2023-11-09,13333624712.0
2023-11-10,15408150698.0
2023-11-14,14448119656.0
2023-11-15,13551358822.0
2023-11-16,13497721747.0
2023-11-17,16228680872.0
2023-11-20,10183470834.0
2023-11-21,14210849089.0
2023-11-22,15635851426.0
2023-11-23,13591074444.0
2023-11-24,13633081066.0
2023-11-27,10756212274.0
2023-11-28,12158875193.0
2023-11-29,11397477468.0
2023-11-30,11333358046.0
2023-12-01,11233705212.0
2023-12-04,14358196180.0
2023-12-05,15670853934.0
2023-12-06,10387977888.0
2023-12-07,15248320377.0
2023-12-08,13520057414.0
2023-12-11,12162020896.0
2023-12-12,12571472109.0
2023-12-13,13499221920.0
2023-12-14,15386251422.0
2023-12-15,16020761441.0
2023-12-18,18243272116.0
2023-12-19,14138796996.0
2023-12-20,18415056173.0
2023-12-21,17587595984.0
2023-12-22,15195846682.0
2023-12-27,16081395944.0
2023-12-28,13430177929.0
2023-12-29,17533420558.0
2024-01-02,14295473503.0
2024-01-03,14392833854.0
2024-01-04,13314418117.0
2024-01-05,12669230495.0
2024-01-08,10195224942.0
2024-01-09,8663070068.0
2024-01-10,11071627724.0
2024-01-11,14011114351.0
2024-01-12,11359547404.0
2024-01-15,11894582234.0
2024-01-16,13423916692.0
2024-01-17,12629430976.0
2024-01-18,14073387263.0
2024-01-19,11605605880.0
2024-01-22,14520830351.0
2024-01-23,11354419941.0
2024-01-24,13363261823.0
2024-01-25,16470670797.0
2024-01-26,19752512757.0
2024-01-29,14296550959.0
2024-01-30,15069831111.0
2024-01-31,14835331486.0
2024-02-01,17221525379.0
2024-02-02,14148865881.0
2024-02-05,14406715702.0
2024-02-06,14746142045.0
2024-02-07,15505969478.0
2024-02-08,14316696556.0
2024-02-09,15714002284.0
2024-02-12,20415894632.0
2024-02-13,14332417466.0
2024-02-14,16560206990.0
2024-02-15,14437108532.0
2024-02-16,18349141088.0
2024-02-20,12863530383.0
2024-02-21,19885617501.0
2024-02-22,17138963087.0
2024-02-23,13348220245.0
2024-02-26,16000387777.0
2024-02-27,14442309768.0
2024-02-28,13327081334.0
2024-02-29,17723308170.0
2024-03-01,16064254187.0
2024-03-04,17329115328.0
2024-03-05,17922968833.0
2024-03-06,18565816346.0
2024-03-07,20578726121.0
2024-03-08,16196557292.0
2024-03-11,16817622346.0
2024-03-12,17612531579.0
2024-03-13,18363493300.0
2024-03-14,19727464750.0
2024-03-15,12030547823.0
2024-03-18,17746628458.0
2024-03-19,17691802109.0
2024-03-20,18219107876.0
2024-03-21,19480449091.0
2024-03-22,17902203859.0
2024-03-25,18322179437.0
2024-03-26,17967057508.0
2024-03-27,14484279400.0
2024-03-28,17312568601.0
2024-04-01,16345551747.0
2024-04-02,16616871126.0
2024-04-03,17800576138.0
2024-04-04,15430722865.0
2024-04-05,13445395412.0
2024-04-08,13978406828.0
2024-04-09,17901081665.0
2024-04-10,18503150099.0
2024-04-11,19955655329.0
2024-04-12,17213708152.0
2024-04-15,25115847143.0
2024-04-16,18555896534.0
2024-04-17,18693247960.0
2024-04-18,20754690725.0
2024-04-19,15221555680.0
2024-04-22,18854948980.0
2024-04-23,18542184862.0
2024-04-24,16719723896.0
2024-04-25,19509239371.0
2024-04-26,15282650696.0
2024-04-29,15939511312.0
2024-04-30,16552301744.0
2024-05-01,15568534404.0
2024-05-02,21781232741.0
2024-05-03,16803593780.0
2024-05-06,20003757776.0
2024-05-07,17515746028.0
2024-05-08,14349491402.0
2024-05-09,15790156352.0
2024-05-10,18760199500.0
2024-05-13,14720779787.0
2024-05-14,14471641812.0
2024-05-15,17151420813.0
2024-05-16,16135675981.0
2024-05-17,18025588567.0
2024-05-21,20387552588.0
2024-05-22,18959725582.0
2024-05-23,21145871816.0
2024-05-24,15693279313.0
2024-05-27,14117585608.0
2024-05-28,20859517546.0
2024-05-29,29391755114.0
2024-05-30,28130904850.0
2024-05-31,27822831371.0
2024-06-03,32742523424.0
2024-06-04,42405614627.0
2024-06-05,37719270880.0
2024-06-06,52017734490.0
2024-06-07,40573082351.0
2024-06-10,36258465112.0
2024-06-11,34455408100.0
2024-06-12,39622701391.0
