date,V44201362
2007-10-03,747.0
2007-10-10,600.0
2007-10-17,0.0
2007-10-24,0.0
2007-10-31,929.0
2007-11-07,0.0
2007-11-14,0.0
2007-11-21,866.0
2007-11-28,0.0
2007-12-05,0.0
2007-12-12,621.0
2007-12-19,3956.0
2007-12-26,4272.0
2008-01-02,3956.0
2008-01-09,1923.0
2008-01-16,0.0
2008-01-23,0.0
2008-01-30,0.0
2008-02-06,0.0
2008-02-13,0.0
2008-02-20,0.0
2008-02-27,0.0
2008-03-05,0.0
2008-03-12,451.0
2008-03-19,0.0
2008-03-26,2141.0
2008-04-02,3401.0
2008-04-09,4209.0
2008-04-16,4209.0
2008-04-23,4120.0
2008-04-30,5578.0
2008-05-07,4022.0
2008-05-14,4022.0
2008-05-21,3936.0
2008-05-28,3936.0
2008-06-04,2992.0
2008-06-11,2992.0
2008-06-18,2016.0
2008-06-25,2016.0
2008-07-02,976.0
2008-07-09,976.0
2008-07-16,0.0
2008-07-23,0.0
2008-07-30,927.0
2008-08-06,0.0
2008-08-13,0.0
2008-08-20,0.0
2008-08-27,0.0
2008-09-03,0.0
2008-09-10,0.0
2008-09-17,0.0
2008-09-24,1933.0
2008-10-01,3835.0
2008-10-08,8156.0
2008-10-15,11817.0
2008-10-22,19696.0
2008-10-29,22559.0
2008-11-05,24150.0
2008-11-12,27857.0
2008-11-19,28340.0
2008-11-26,32069.0
2008-12-03,32657.0
2008-12-10,35393.0
2008-12-17,34601.0
2008-12-24,38031.0
2008-12-31,35327.0
2009-01-07,35337.0
2009-01-14,34286.0
2009-01-21,34602.0
2009-01-28,32697.0
2009-02-04,36693.0
2009-02-11,33621.0
2009-02-18,37811.0
2009-02-25,35433.0
2009-03-04,35679.0
2009-03-11,36044.0
2009-03-18,33694.0
2009-03-25,33682.0
2009-04-01,34244.0
2009-04-08,32834.0
2009-04-15,31407.0
2009-04-22,31389.0
2009-04-29,29334.0
2009-05-06,29400.0
2009-05-13,27665.0
2009-05-20,27442.0
2009-05-27,24056.0
2009-06-03,23909.0
2009-06-10,26589.0
2009-06-17,29708.0
2009-06-24,29744.0
2009-07-01,29667.0
2009-07-08,29620.0
2009-07-15,31917.0
2009-07-22,32017.0
2009-07-29,33024.0
2009-08-05,33044.0
2009-08-12,31948.0
2009-08-19,28638.0
2009-08-26,29226.0
2009-09-02,30028.0
2009-09-09,29569.0
2009-09-16,27913.0
2009-09-23,28977.0
2009-09-30,29790.0
2009-10-07,28448.0
2009-10-14,28235.0
2009-10-21,30333.0
2009-10-28,27946.0
2009-11-04,27945.0
2009-11-11,27945.0
2009-11-18,27891.0
2009-11-25,26694.0
2009-12-02,26625.0
2009-12-09,26827.0
2009-12-16,26620.0
2009-12-23,25379.0
2009-12-30,25375.0
2010-01-06,25376.0
2010-01-13,25297.0
2010-01-20,24208.0
2010-01-27,24207.0
2010-02-03,24208.0
2010-02-10,24208.0
2010-02-17,24170.0
2010-02-24,23153.0
2010-03-03,23144.0
2010-03-10,23127.0
2010-03-17,23049.0
2010-03-24,22051.0
2010-03-31,22045.0
2010-04-07,22043.0
2010-04-14,23036.0
2010-04-21,21988.0
2010-04-28,21039.0
2010-05-05,17022.0
2010-05-12,16093.0
2010-05-19,15090.0
2010-05-26,15091.0
2010-06-02,9821.0
2010-06-09,8882.0
2010-06-16,7831.0
2010-06-23,6798.0
2010-06-30,5941.0
2010-07-07,4952.0
2010-07-14,3966.0
2010-07-21,2942.0
2010-07-28,2942.0
2010-08-04,2942.0
2010-08-11,2942.0
2010-08-18,0.0
2010-08-25,0.0
2010-09-01,2183.0
2010-09-08,0.0
2010-09-15,0.0
2010-09-22,0.0
2010-09-29,0.0
2010-10-06,0.0
2010-10-13,0.0
2010-10-20,0.0
2010-10-27,0.0
2010-11-03,0.0
2010-11-10,0.0
2010-11-17,0.0
2010-11-24,0.0
2010-12-01,985.0
2010-12-08,0.0
2010-12-15,784.0
2010-12-22,2062.0
2010-12-29,2062.0
2011-01-05,784.0
2011-01-12,0.0
2011-01-19,0.0
2011-01-26,0.0
2011-02-02,0.0
2011-02-09,0.0
2011-02-16,0.0
2011-02-23,0.0
2011-03-02,0.0
2011-03-09,0.0
2011-03-16,0.0
2011-03-23,0.0
2011-03-30,0.0
2011-04-06,0.0
2011-04-13,0.0
2011-04-20,0.0
2011-04-27,0.0
2011-05-04,0.0
2011-05-11,0.0
2011-05-18,0.0
2011-05-25,0.0
2011-06-01,910.0
2011-06-08,910.0
2011-06-15,911.0
2011-06-22,0.0
2011-06-29,0.0
2011-07-06,0.0
2011-07-13,0.0
2011-07-20,0.0
2011-07-27,0.0
2011-08-03,0.0
2011-08-10,317.0
2011-08-17,0.0
2011-08-24,0.0
2011-08-31,0.0
2011-09-07,0.0
2011-09-14,0.0
2011-09-21,0.0
2011-09-28,0.0
2011-10-05,0.0
2011-10-12,0.0
2011-10-19,0.0
2011-10-26,0.0
2011-11-02,0.0
2011-11-09,0.0
2011-11-16,0.0
2011-11-23,0.0
2011-11-30,0.0
2011-12-07,0.0
2011-12-14,0.0
2011-12-21,634.0
2011-12-28,1447.0
2012-01-04,1448.0
2012-01-11,0.0
2012-01-18,0.0
2012-01-25,0.0
2012-02-01,0.0
2012-02-08,0.0
2012-02-15,0.0
2012-02-22,0.0
2012-02-29,0.0
2012-03-07,0.0
2012-03-14,483.0
2012-03-21,0.0
2012-03-28,0.0
2012-04-04,0.0
2012-04-11,0.0
2012-04-18,0.0
2012-04-25,0.0
2012-05-02,0.0
2012-05-09,0.0
2012-05-16,0.0
2012-05-23,0.0
2012-05-30,0.0
2012-06-06,952.0
2012-06-13,0.0
2012-06-20,0.0
2012-06-27,0.0
2012-07-04,0.0
2012-07-11,0.0
2012-07-18,0.0
2012-07-25,0.0
2012-08-01,0.0
2012-08-08,0.0
2012-08-15,0.0
2012-08-22,0.0
2012-08-29,0.0
2012-09-05,497.0
2012-09-12,0.0
2012-09-19,0.0
2012-09-26,0.0
2012-10-03,0.0
2012-10-10,0.0
2012-10-17,0.0
2012-10-24,0.0
2012-10-31,571.0
2012-11-07,0.0
2012-11-14,0.0
2012-11-21,0.0
2012-11-28,0.0
2012-12-05,0.0
2012-12-12,0.0
2012-12-19,931.0
2012-12-26,1838.0
2013-01-02,1838.0
2013-01-09,1839.0
2013-01-16,453.0
2013-01-23,0.0
2013-01-30,924.0
2013-02-06,0.0
2013-02-13,0.0
2013-02-20,0.0
2013-02-27,489.0
2013-03-06,0.0
2013-03-13,0.0
2013-03-20,653.0
2013-03-27,0.0
2013-04-03,777.0
2013-04-10,0.0
2013-04-17,0.0
2013-04-24,0.0
2013-05-01,0.0
2013-05-08,0.0
2013-05-15,489.0
2013-05-22,0.0
2013-05-29,573.0
2013-06-05,583.0
2013-06-12,394.0
2013-06-19,539.0
2013-06-26,595.0
2013-07-03,3152.0
2013-07-10,0.0
2013-07-17,895.0
2013-07-24,0.0
2013-07-31,0.0
2013-08-07,0.0
2013-08-14,0.0
2013-08-21,0.0
2013-08-28,0.0
2013-09-04,0.0
2013-09-11,0.0
2013-09-18,0.0
2013-09-25,0.0
2013-10-02,0.0
2013-10-09,0.0
2013-10-16,0.0
2013-10-23,0.0
2013-10-30,355.0
2013-11-06,0.0
2013-11-13,0.0
2013-11-20,0.0
2013-11-27,0.0
2013-12-04,0.0
2013-12-11,0.0
2013-12-18,1187.0
2013-12-25,2205.0
2014-01-01,2206.0
2014-01-08,1019.0
2014-01-15,0.0
2014-01-22,0.0
2014-01-29,0.0
2014-02-05,0.0
2014-02-12,0.0
2014-02-19,0.0
2014-02-26,0.0
2014-03-05,0.0
2014-03-12,0.0
2014-03-19,0.0
2014-03-26,0.0
2014-04-02,0.0
2014-04-09,0.0
2014-04-16,0.0
2014-04-23,0.0
2014-04-30,0.0
2014-05-07,0.0
2014-05-14,0.0
2014-05-21,0.0
2014-05-28,0.0
2014-06-04,0.0
2014-06-11,0.0
2014-06-18,0.0
2014-06-25,0.0
2014-07-02,0.0
2014-07-09,0.0
2014-07-16,0.0
2014-07-23,0.0
2014-07-30,0.0
2014-08-06,0.0
2014-08-13,0.0
2014-08-20,0.0
2014-08-27,0.0
2014-09-03,0.0
2014-09-10,0.0
2014-09-17,0.0
2014-09-24,0.0
2014-10-01,501.0
2014-10-08,0.0
2014-10-15,0.0
2014-10-22,0.0
2014-10-29,0.0
2014-11-05,0.0
2014-11-12,0.0
2014-11-19,0.0
2014-11-26,0.0
2014-12-03,0.0
2014-12-10,0.0
2014-12-17,1457.0
2014-12-24,2764.0
2014-12-31,2765.0
2015-01-07,2765.0
2015-01-14,0.0
2015-01-21,0.0
2015-01-28,0.0
2015-02-04,0.0
2015-02-11,0.0
2015-02-18,0.0
2015-02-25,0.0
2015-03-04,0.0
2015-03-11,0.0
2015-03-18,0.0
2015-03-25,0.0
2015-04-01,985.0
2015-04-08,0.0
2015-04-15,0.0
2015-04-22,0.0
2015-04-29,0.0
2015-05-06,0.0
2015-05-13,0.0
2015-05-20,0.0
2015-05-27,0.0
2015-06-03,0.0
2015-06-10,0.0
2015-06-17,0.0
2015-06-24,0.0
2015-07-01,0.0
2015-07-08,0.0
2015-07-15,0.0
2015-07-22,0.0
2015-07-29,0.0
2015-08-05,0.0
2015-08-12,0.0
2015-08-19,0.0
2015-08-26,0.0
2015-09-02,0.0
2015-09-09,0.0
2015-09-16,0.0
2015-09-23,0.0
2015-09-30,0.0
2015-10-07,0.0
2015-10-14,0.0
2015-10-21,500.0
2015-10-28,500.0
2015-11-04,1500.0
2015-11-11,1500.0
2015-11-18,1800.0
2015-11-25,1801.0
2015-12-02,2566.0
2015-12-09,2566.0
2015-12-16,5281.0
2015-12-23,6589.0
2015-12-30,6589.0
2016-01-06,3889.0
2016-01-13,4190.0
2016-01-20,5690.0
2016-01-27,4997.0
2016-02-03,4998.0
2016-02-10,5298.0
2016-02-17,5295.0
2016-02-24,6098.0
2016-03-02,6093.0
2016-03-09,6395.0
2016-03-16,6395.0
2016-03-23,6702.0
2016-03-30,6703.0
2016-04-06,8503.0
2016-04-13,7004.0
2016-04-20,7002.0
2016-04-27,7003.0
2016-05-04,7003.0
2016-05-11,7004.0
2016-05-18,7002.0
2016-05-25,7003.0
2016-06-01,9866.0
2016-06-08,6906.0
2016-06-15,6945.0
2016-06-22,6946.0
2016-06-29,6973.0
2016-07-06,6974.0
2016-07-13,6986.0
2016-07-20,8387.0
2016-07-27,8487.0
2016-08-03,8488.0
2016-08-10,7002.0
2016-08-17,7003.0
2016-08-24,7003.0
2016-08-31,7004.0
2016-09-07,7002.0
2016-09-14,6999.0
2016-09-21,7000.0
2016-09-28,7001.0
2016-10-05,7002.0
2016-10-12,7002.0
2016-10-19,7001.0
2016-10-26,7001.0
2016-11-02,7001.0
2016-11-09,7002.0
2016-11-16,7003.0
2016-11-23,7004.0
2016-11-30,7002.0
2016-12-07,6927.0
2016-12-14,6951.0
2016-12-21,8252.0
2016-12-28,8277.0
2017-01-04,8277.0
2017-01-11,6977.0
2017-01-18,6978.0
2017-01-25,6985.0
2017-02-01,6986.0
2017-02-08,6986.0
2017-02-15,6986.0
2017-02-22,7002.0
2017-03-01,6995.0
2017-03-08,6988.0
2017-03-15,6989.0
2017-03-22,6992.0
2017-03-29,6993.0
2017-04-05,6998.0
2017-04-12,6999.0
2017-04-19,7002.0
2017-04-26,7003.0
2017-05-03,7003.0
2017-05-10,7004.0
2017-05-17,7002.0
2017-05-24,7003.0
2017-05-31,7003.0
2017-06-07,6931.0
2017-06-14,6968.0
2017-06-21,6963.0
2017-06-28,6972.0
2017-07-05,6972.0
2017-07-12,6987.0
2017-07-19,6985.0
2017-07-26,7487.0
2017-08-02,7488.0
2017-08-09,7501.0
2017-08-16,7501.0
2017-08-23,7000.0
2017-08-30,7001.0
2017-09-06,7000.0
2017-09-13,7001.0
2017-09-20,7002.0
2017-09-27,7003.0
2017-10-04,7001.0
