date,V36691
2005-01-01,89.0
2005-02-01,301.0
2005-03-01,294.0
2005-04-01,163.0
2005-05-01,185.0
2005-06-01,325.0
2005-07-01,205.0
2005-08-01,137.0
2005-09-01,169.0
2005-10-01,176.0
2005-11-01,488.0
2005-12-01,90.0
2006-01-01,59.0
2006-02-01,51.0
2006-03-01,47.0
2006-04-01,35.0
2006-05-01,243.0
2006-06-01,127.0
2006-07-01,382.0
2006-08-01,231.0
2006-09-01,67.0
2006-10-01,99.0
2006-11-01,280.0
2006-12-01,255.0
2007-01-01,68.0
2007-02-01,174.0
2007-03-01,292.0
2007-04-01,252.0
2007-05-01,308.0
2007-06-01,183.0
2007-07-01,454.0
2007-08-01,495.0
2007-09-01,611.0
2007-10-01,420.0
2007-11-01,617.0
2007-12-01,1187.0
2008-01-01,1071.0
2008-02-01,437.0
2008-03-01,753.0
2008-04-01,655.0
2008-05-01,525.0
2008-06-01,177.0
2008-07-01,251.0
2008-08-01,204.0
2008-09-01,404.0
2008-10-01,232.0
2008-11-01,261.0
2008-12-01,318.0
2009-01-01,74.0
2009-02-01,116.0
2009-03-01,146.0
2009-04-01,940.0
2009-05-01,2571.0
2009-06-01,2751.0
2009-07-01,2731.0
2009-08-01,2276.0
2009-09-01,2206.0
2009-10-01,2591.0
2009-11-01,2066.0
2009-12-01,2454.0
2010-01-01,2311.0
2010-02-01,2616.0
2010-03-01,2749.0
2010-04-01,2711.0
2010-05-01,2835.0
2010-06-01,352.0
2010-07-01,113.0
2010-08-01,129.0
2010-09-01,151.0
2010-10-01,156.0
2010-11-01,88.0
2010-12-01,127.0
2011-01-01,133.0
2011-02-01,98.0
2011-03-01,171.0
2011-04-01,146.0
2011-05-01,139.0
2011-06-01,176.0
2011-07-01,131.0
2011-08-01,155.0
2011-09-01,168.0
2011-10-01,237.0
2011-11-01,179.0
2011-12-01,240.0
2012-01-01,138.0
2012-02-01,214.0
2012-03-01,322.0
2012-04-01,255.0
2012-05-01,153.0
2012-06-01,219.0
2012-07-01,179.0
2012-08-01,223.0
2012-09-01,219.0
2012-10-01,227.0
2012-11-01,236.0
2012-12-01,303.0
2013-01-01,240.0
2013-02-01,282.0
2013-03-01,272.0
2013-04-01,269.0
2013-05-01,254.0
2013-06-01,286.0
2013-07-01,452.0
2013-08-01,270.0
2013-09-01,283.0
2013-10-01,229.0
2013-11-01,314.0
2013-12-01,252.0
2014-01-01,242.0
2014-02-01,297.0
2014-03-01,294.0
2014-04-01,279.0
2014-05-01,271.0
2014-06-01,254.0
2014-07-01,222.0
2014-08-01,229.0
2014-09-01,200.0
2014-10-01,201.0
2014-11-01,374.0
2014-12-01,526.0
2015-01-01,312.0
2015-02-01,280.0
2015-03-01,302.0
2015-04-01,243.0
2015-05-01,355.0
2015-06-01,227.0
2015-07-01,441.0
2015-08-01,406.0
2015-09-01,223.0
2015-10-01,294.0
2015-11-01,367.0
2015-12-01,494.0
2016-01-01,597.0
2016-02-01,506.0
2016-03-01,572.0
2016-04-01,636.0
2016-05-01,470.0
2016-06-01,749.0
2016-07-01,1023.0
2016-08-01,576.0
2016-09-01,549.0
2016-10-01,743.0
2016-11-01,538.0
2016-12-01,596.0
2017-01-01,553.0
2017-02-01,440.0
2017-03-01,501.0
2017-04-01,625.0
2017-05-01,497.0
2017-06-01,649.0
2017-07-01,613.0
2017-08-01,463.0
2017-09-01,1024.0
2017-10-01,602.0
2017-11-01,463.0
2017-12-01,749.0
2018-01-01,547.0
2018-02-01,1088.0
2018-03-01,538.0
2018-04-01,537.0
2018-05-01,364.0
2018-06-01,717.0
2018-07-01,446.0
2018-08-01,330.0
2018-09-01,702.0
2018-10-01,417.0
2018-11-01,292.0
2018-12-01,492.0
2019-01-01,472.0
2019-02-01,321.0
2019-03-01,504.0
2019-04-01,332.0
2019-05-01,358.0
2019-06-01,921.0
2019-07-01,755.0
2019-08-01,746.0
2019-09-01,785.0
2019-10-01,825.0
2019-11-01,870.0
2019-12-01,902.0
2020-01-01,967.0
2020-02-01,529.0
2020-03-01,9774.0
2020-04-01,140225.0
2020-05-01,190705.0
2020-06-01,238602.0
2020-07-01,240292.0
2020-08-01,282268.0
2020-09-01,311954.0
2020-10-01,293985.0
2020-11-01,315201.0
2020-12-01,330637.0
2021-01-01,351448.0
2021-02-01,369264.0
2021-03-01,337762.0
2021-04-01,261292.0
2021-05-01,258846.0
2021-06-01,255034.0
2021-07-01,255986.0
2021-08-01,249310.0
2021-09-01,271790.0
2021-10-01,270206.0
2021-11-01,263288.0
2021-12-01,250827.0
2022-01-01,242812.0
2022-02-01,240526.0
2022-03-01,223382.0
2022-04-01,212330.0
2022-05-01,175890.0
2022-06-01,182488.0
2022-07-01,177623.0
2022-08-01,184867.0
2022-09-01,193112.0
2022-10-01,177424.0
2022-11-01,193707.0
2022-12-01,187543.0
2023-01-01,182255.0
2023-02-01,191542.0
2023-03-01,201003.0
2023-04-01,176611.0
2023-05-01,163233.0
2023-06-01,164002.0
2023-07-01,160438.0
2023-08-01,140183.0
2023-09-01,141583.0
2023-10-01,141701.0
2023-11-01,136136.0
2023-12-01,113692.0
2024-01-01,102356.0
2024-02-01,124488.0
2024-03-01,121715.0
2024-04-01,114385.0
2024-05-01,107770.0
2024-06-01,110074.0
2024-07-01,98547.0
2024-08-01,114181.0
2024-09-01,116350.0
2024-10-01,127748.0
2024-11-01,115746.0
2024-12-01,119210.0
2025-01-01,124106.0
2025-02-01,97894.0
2025-03-01,98725.0
2025-04-01,87930.0
2025-05-01,77811.0
2025-06-01,74611.0
2025-07-01,75395.0
2025-08-01,60217.0
2025-09-01,80843.0
2025-10-01,74679.0
2025-11-01,69319.0
2025-12-01,67964.0
2026-01-01,61258.0
2026-02-01,60034.0
2026-03-01,70264.0
2026-04-01,65929.0
2026-05-01,66129.0
2026-06-01,67553.0
