date,ILM.W.U2.C.A050100.U2.EUR
2020-05-15,266.0
2020-05-22,178.0
2020-05-29,451.0
2020-06-05,389.0
2020-06-12,439.0
2020-06-19,471.0
2020-06-26,670.0
2020-07-03,1372.0
2020-07-10,1090.0
2020-07-17,1026.0
2020-07-24,1125.0
2020-07-31,1144.0
2020-08-07,954.0
2020-08-14,1005.0
2020-08-21,1331.0
2020-08-28,1633.0
2020-09-04,1568.0
2020-09-11,1666.0
2020-09-18,1679.0
2020-09-25,1860.0
2020-10-02,1221.0
2020-10-09,1168.0
2020-10-16,1010.0
2020-10-23,1007.0
2020-10-30,1036.0
2020-11-06,925.0
2020-11-13,583.0
2020-11-20,470.0
2020-11-27,593.0
2020-12-04,256.0
2020-12-11,242.0
2020-12-18,344.0
2020-12-25,262.0
2021-01-01,468.0
2021-01-08,180.0
2021-01-15,521.0
2021-01-22,234.0
2021-01-29,236.0
2021-02-05,157.0
2021-02-12,427.0
2021-02-19,459.0
2021-02-26,622.0
2021-03-05,502.0
2021-03-12,692.0
2021-03-19,609.0
2021-03-26,271.0
2021-04-02,461.0
2021-04-09,190.0
2021-04-16,137.0
2021-04-23,126.0
2021-04-30,252.0
2021-05-07,72.0
2021-05-14,111.0
2021-05-21,117.0
2021-05-28,376.0
2021-06-04,197.0
2021-06-11,185.0
2021-06-18,124.0
2021-06-25,91.0
2021-07-02,85.0
2021-07-09,72.0
2021-07-16,42.0
2021-07-23,55.0
2021-07-30,96.0
2021-08-06,145.0
2021-08-13,180.0
2021-08-20,197.0
2021-08-27,112.0
2021-09-03,16.0
2021-09-10,319.0
2021-09-17,344.0
2021-09-24,44.0
2021-10-01,147.0
2021-10-08,232.0
2021-10-15,193.0
2021-10-22,63.0
2021-10-29,103.0
2021-11-05,68.0
2021-11-12,254.0
2021-11-19,172.0
2021-11-26,157.0
2021-12-03,200.0
2021-12-10,195.0
2021-12-17,97.0
2021-12-24,225.0
2021-12-31,386.0
2022-01-07,430.0
2022-01-14,379.0
2022-01-21,437.0
2022-01-28,198.0
2022-02-04,192.0
2022-02-11,231.0
2022-02-18,296.0
2022-02-25,436.0
2022-03-04,163.0
2022-03-11,294.0
2022-03-18,226.0
2022-03-25,204.0
2022-04-01,373.0
2022-04-08,408.0
2022-04-15,540.0
2022-04-22,474.0
2022-04-29,721.0
2022-05-06,549.0
2022-05-13,495.0
2022-05-20,319.0
2022-05-27,661.0
2022-06-03,410.0
2022-06-10,447.0
2022-06-17,669.0
2022-06-24,688.0
2022-07-01,1483.0
2022-07-08,1041.0
2022-07-15,916.0
2022-07-22,976.0
2022-07-29,1077.0
2022-08-05,864.0
2022-08-12,907.0
2022-08-19,823.0
2022-08-26,744.0
2022-09-02,3869.0
2022-09-09,3680.0
2022-09-16,3926.0
2022-09-23,3728.0
2022-09-30,4486.0
2022-10-07,3665.0
2022-10-14,3622.0
2022-10-21,3640.0
2022-10-28,4588.0
2022-11-04,3105.0
2022-11-11,1545.0
2022-11-18,1629.0
2022-11-25,1835.0
2022-12-02,2627.0
2022-12-09,1381.0
2022-12-16,1458.0
2022-12-23,1278.0
2022-12-30,2406.0
2023-01-06,1122.0
2023-01-13,955.0
2023-01-20,849.0
2023-01-27,1241.0
2023-02-03,784.0
2023-02-10,978.0
2023-02-17,797.0
2023-02-24,1223.0
2023-03-03,821.0
2023-03-10,851.0
2023-03-17,977.0
2023-03-24,974.0
2023-03-31,1710.0
2023-04-07,1167.0
2023-04-14,1622.0
2023-04-21,1535.0
2023-04-28,1933.0
2023-05-05,1176.0
2023-05-12,1327.0
2023-05-19,1410.0
2023-05-26,2003.0
2023-06-02,2549.0
2023-06-09,1326.0
2023-06-16,1162.0
2023-06-23,1244.0
2023-06-30,18559.0
2023-07-07,12536.0
2023-07-14,11833.0
2023-07-21,10025.0
2023-07-28,11036.0
2023-08-04,7367.0
2023-08-11,5691.0
2023-08-18,5152.0
2023-08-25,5891.0
2023-09-01,7036.0
2023-09-08,3946.0
2023-09-15,3966.0
2023-09-22,4033.0
2023-09-29,11351.0
2023-10-06,7797.0
2023-10-13,7498.0
2023-10-20,7677.0
2023-10-27,10490.0
2023-11-03,8127.0
2023-11-10,6850.0
2023-11-17,7105.0
2023-11-24,7335.0
2023-12-01,8472.0
2023-12-08,6508.0
2023-12-15,6478.0
2023-12-22,8391.0
2023-12-29,14085.0
2024-01-05,7375.0
2024-01-12,5960.0
2024-01-19,5864.0
2024-01-26,5649.0
2024-02-02,6377.0
2024-02-09,4740.0
2024-02-16,4310.0
2024-02-23,4509.0
2024-03-01,5344.0
2024-03-08,3571.0
2024-03-15,2375.0
2024-03-22,2004.0
2024-03-29,5912.0
2024-04-05,2195.0
2024-04-12,1382.0
2024-04-19,1577.0
2024-04-26,4455.0
2024-05-03,1953.0
2024-05-10,1694.0
2024-05-17,1207.0
2024-05-24,1327.0
2024-05-31,4902.0
2024-06-07,2327.0
2024-06-14,2178.0
2024-06-21,4258.0
2024-06-28,11078.0
2024-07-05,6704.0
2024-07-12,5334.0
2024-07-19,4687.0
2024-07-26,4392.0
2024-08-02,5475.0
2024-08-09,1762.0
2024-08-16,1866.0
2024-08-23,2868.0
2024-08-30,4016.0
2024-09-06,1829.0
2024-09-13,2053.0
2024-09-20,1935.0
2024-09-27,12448.0
2024-10-04,8146.0
2024-10-11,6840.0
2024-10-18,9563.0
2024-10-25,9957.0
2024-11-01,11417.0
2024-11-08,9886.0
2024-11-15,9188.0
2024-11-22,10383.0
2024-11-29,10444.0
2024-12-06,6663.0
2024-12-13,4872.0
2024-12-20,7952.0
2024-12-27,8880.0
2025-01-03,16979.0
2025-01-10,9984.0
2025-01-17,8039.0
2025-01-24,9096.0
2025-01-31,11859.0
2025-02-07,6950.0
2025-02-14,6174.0
2025-02-21,8720.0
2025-02-28,12421.0
2025-03-07,7935.0
2025-03-14,6613.0
2025-03-21,8437.0
2025-03-28,14036.0
2025-04-04,9988.0
2025-04-11,8847.0
2025-04-18,11937.0
2025-04-25,14204.0
2025-05-02,15609.0
2025-05-09,10640.0
2025-05-16,9858.0
2025-05-23,10563.0
2025-05-30,10690.0
2025-06-06,7444.0
2025-06-13,6197.0
2025-06-20,8628.0
2025-06-27,13075.0
2025-07-04,7957.0
2025-07-11,6578.0
2025-07-18,7164.0
2025-07-25,6814.0
2025-08-01,10199.0
2025-08-08,6458.0
2025-08-15,6520.0
2025-08-22,7845.0
2025-08-29,10115.0
2025-09-05,7288.0
2025-09-12,7441.0
2025-09-19,8072.0
2025-09-26,12116.0
2025-10-03,8844.0
2025-10-10,8464.0
2025-10-17,8178.0
2025-10-24,11056.0
2025-10-31,13516.0
2025-11-07,10554.0
2025-11-14,9848.0
2025-11-21,11530.0
2025-11-28,12068.0
2025-12-05,8916.0
2025-12-12,7984.0
2025-12-19,14159.0
2025-12-26,24958.0
2026-01-02,24958.0
2026-01-09,10941.0
2026-01-16,10863.0
2026-01-23,10711.0
2026-01-30,12505.0
2026-02-06,9220.0
2026-02-13,8452.0
2026-02-20,12432.0
2026-02-27,12827.0
2026-03-06,9267.0
2026-03-13,10228.0
2026-03-20,10803.0
2026-03-27,17058.0
2026-04-03,10800.0
2026-04-10,11895.0
2026-04-17,12120.0
2026-04-24,14487.0
2026-05-01,19676.0
2026-05-08,12936.0
2026-05-15,13168.0
2026-05-22,13810.0
2026-05-29,14936.0
2026-06-05,11823.0
2026-06-12,12910.0
2026-06-19,15727.0
2026-06-26,18183.0
2026-07-03,11825.0
2026-07-10,12499.0
2026-07-17,12655.0
2026-07-24,17355.0
2026-07-31,21939.0
2026-08-07,15862.0
2026-08-14,16494.0
2026-08-21,16709.0
2026-08-28,18005.0
2026-09-04,13866.0
