year,month,day,bonos,oblig,index
2025,1,,21314.3722778,0.0,0.0
2025,4,,0.0,21548.66496618,0.0
2025,5,,19800.74295852,0.0,0.0
2025,7,,0.0,24004.57385381,0.0
2025,10,,0.0,26908.53671162,0.0
2026,1,,21299.791,0.0,0.0
2026,4,,0.0,22900.95718433,0.0
2026,5,,23454.8388213,0.0,0.0
2026,7,30,0.0,24608.5970507,0.0
