date,ILM.W.U2.C.A080000.U2.EUR
2018-06-08,24925.0
2018-06-15,24925.0
2018-06-22,24925.0
2018-06-29,24484.0
2018-07-06,24461.0
2018-07-13,24461.0
2018-07-20,24461.0
2018-07-27,24461.0
2018-08-03,24461.0
2018-08-10,24461.0
2018-08-17,24461.0
2018-08-24,24461.0
2018-08-31,24461.0
2018-09-07,24461.0
2018-09-14,24461.0
2018-09-21,24461.0
2018-09-28,24438.0
2018-10-05,24438.0
2018-10-12,24438.0
2018-10-19,24438.0
2018-10-26,24438.0
2018-11-02,24438.0
2018-11-09,24438.0
2018-11-16,24438.0
2018-11-23,24438.0
2018-11-30,24438.0
2018-12-07,23954.0
2018-12-14,23953.0
2018-12-21,23953.0
2018-12-28,23953.0
2019-01-04,23947.0
2019-01-11,23947.0
2019-01-18,23947.0
2019-01-25,23947.0
2019-02-01,23897.0
2019-02-08,23897.0
2019-02-15,23897.0
2019-02-22,23897.0
2019-03-01,23897.0
2019-03-08,23897.0
2019-03-15,23897.0
2019-03-22,23897.0
2019-03-29,23910.0
2019-04-05,23910.12972731
2019-04-12,23910.0
2019-04-19,23910.0
2019-04-26,23910.0
2019-05-03,23910.0
2019-05-10,23910.0
2019-05-17,23910.0
2019-05-24,23910.0
2019-05-31,23910.0
2019-06-07,23910.0
2019-06-14,23910.0
2019-06-21,23910.0
2019-06-28,23393.0
2019-07-05,23393.0
2019-07-12,23393.0
2019-07-19,23393.0
2019-07-26,23398.0
2019-08-02,23398.0
2019-08-09,23398.0
2019-08-16,23398.0
2019-08-23,23398.0
2019-08-30,23398.0
2019-09-06,23398.0
2019-09-13,23398.0
2019-09-20,23398.0
2019-09-27,23398.0
2019-10-04,23434.0
2019-10-11,23434.0
2019-10-18,23434.0
2019-10-25,23434.0
2019-11-01,23434.0
2019-11-08,23434.0
2019-11-15,23434.0
2019-11-22,23434.0
2019-11-29,23434.0
2019-12-06,23434.0
2019-12-13,23432.0
2019-12-20,23432.0
2019-12-27,23432.0
2020-01-03,23380.0
2020-01-10,23380.0
2020-01-17,23380.0
2020-01-24,23380.0
2020-01-31,23380.0
2020-02-07,23330.0
2020-02-14,23330.0
2020-02-21,23330.0
2020-02-28,23330.0
2020-03-06,23330.0
2020-03-13,23330.0
2020-03-20,23330.0
2020-03-27,23330.0
2020-04-03,23322.0
2020-04-10,23322.0
2020-04-17,23322.0
2020-04-24,23322.0
2020-05-01,23322.0
2020-05-08,23322.0
2020-05-15,23322.0
2020-05-22,23322.0
2020-05-29,23322.0
2020-06-05,23322.0
2020-06-12,23322.0
2020-06-19,23322.0
2020-06-26,23322.0
2020-07-03,22799.0
2020-07-10,22799.0
2020-07-17,22799.0
2020-07-24,22799.0
2020-07-31,22799.0
2020-08-07,22799.0
2020-08-14,22799.0
2020-08-21,22804.0
2020-08-28,22804.0
2020-09-04,22804.0
2020-09-11,22804.0
2020-09-18,22804.0
2020-09-25,22804.0
2020-10-02,22735.0
2020-10-09,22735.0
2020-10-16,22735.0
2020-10-23,22735.0
2020-10-30,22735.0
2020-11-06,22735.0
2020-11-13,22735.0
2020-11-20,22735.0
2020-11-27,22735.0
2020-12-04,22735.0
2020-12-11,22735.0
2020-12-18,22735.0
2020-12-25,22733.0
2021-01-01,22676.0
2021-01-08,22676.0
2021-01-15,22676.0
2021-01-22,22676.0
2021-01-29,22676.0
2021-02-05,22626.0
2021-02-12,22626.0
2021-02-19,22626.0
2021-02-26,22626.0
2021-03-05,22626.0
2021-03-12,22626.0
2021-03-19,22626.0
2021-03-26,22620.0
2021-04-02,22646.0
2021-04-09,22646.0
2021-04-16,22646.0
2021-04-23,22646.0
2021-04-30,22646.0
2021-05-07,22646.0
2021-05-14,22646.0
2021-05-21,22646.0
2021-05-28,22646.0
2021-06-04,22646.0
2021-06-11,22648.0
2021-06-18,22648.0
2021-06-25,22648.0
2021-07-02,22142.0
2021-07-09,22142.0
2021-07-16,22142.0
2021-07-23,22142.0
2021-07-30,22142.0
2021-08-06,22142.394
2021-08-13,22142.0
2021-08-20,22142.0
2021-08-27,22142.0
2021-09-03,22142.0
2021-09-10,22142.0
2021-09-17,22142.0
2021-09-24,22142.0
2021-10-01,22153.0
2021-10-08,22153.0
2021-10-15,22153.0
2021-10-22,22153.0
2021-10-29,22153.0
2021-11-05,22153.0
2021-11-12,22153.0
2021-11-19,22153.0
2021-11-26,22153.0
2021-12-03,22153.0
2021-12-10,22153.0
2021-12-17,22152.0
2021-12-24,22152.0
2021-12-31,22168.0
2022-01-07,22168.0
2022-01-14,22168.0
2022-01-21,22168.0
2022-01-28,22168.0
2022-02-04,22118.0
2022-02-11,22118.0
2022-02-18,22118.0
2022-02-25,22118.0
2022-03-04,22118.0
2022-03-11,22118.0
2022-03-18,22118.0
2022-03-25,22118.0
2022-04-01,22106.0
2022-04-08,22106.0
2022-04-15,22106.0
2022-04-22,22106.0
2022-04-29,22106.0
2022-05-06,22106.0
2022-05-13,22106.0
2022-05-20,22106.0
2022-05-27,22106.0
2022-06-03,22106.0
2022-06-10,22106.0
2022-06-17,22106.0
2022-06-24,22106.0
2022-07-01,21677.0
2022-07-08,21677.0
2022-07-15,21677.0
2022-07-22,21677.0
2022-07-29,21680.0
2022-08-05,21680.0
2022-08-12,21680.0
2022-08-19,21680.0
2022-08-26,21680.0
2022-09-02,21680.0
2022-09-09,21680.0
2022-09-16,21680.0
2022-09-23,21680.0
2022-09-30,21724.0
2022-10-07,21724.0
2022-10-14,21724.0
2022-10-21,21724.0
2022-10-28,21724.0
2022-11-04,21724.0
2022-11-11,21724.0
2022-11-18,21724.0
2022-11-25,21724.0
2022-12-02,21724.0
2022-12-09,21724.0
2022-12-16,21723.0
2022-12-23,21723.0
2022-12-30,21589.0
2023-01-06,21589.0
2023-01-13,21589.0
2023-01-20,21589.0
2023-01-27,21589.0
2023-02-03,21539.0
2023-02-10,21539.0
2023-02-17,21539.0
2023-02-24,21539.0
2023-03-03,21539.0
2023-03-10,21539.0
2023-03-17,21539.0
2023-03-24,21539.0
2023-03-31,21484.0
2023-04-07,21484.0
2023-04-14,21484.0
2023-04-21,21484.0
2023-04-28,21484.0
2023-05-05,21484.0
2023-05-12,21484.0
2023-05-19,21484.0
2023-05-26,21484.0
2023-06-02,21484.0
2023-06-09,21484.0
2023-06-16,21484.0
2023-06-23,21487.0
2023-06-30,20973.0
2023-07-07,20973.0
2023-07-14,20973.0
2023-07-21,20973.0
2023-07-28,20973.0
2023-08-04,20973.0
2023-08-11,20973.0
2023-08-18,20973.0
2023-08-25,20973.0
2023-09-01,20973.0
2023-09-08,20973.0
2023-09-15,20973.0
2023-09-22,20973.0
2023-09-29,20985.0
2023-10-06,20985.0
2023-10-13,20985.0
2023-10-20,20985.0
2023-10-27,20985.0
2023-11-03,20985.0
2023-11-10,20985.0
2023-11-17,20985.0
2023-11-24,20985.0
2023-12-01,20985.0
2023-12-08,20985.0
2023-12-15,20984.0
2023-12-22,20984.0
2023-12-29,20917.0
2024-01-05,20917.0
2024-01-12,20917.0
2024-01-19,20917.0
2024-01-26,20917.0
2024-02-02,20853.0
2024-02-09,20853.0
2024-02-16,20853.0
2024-02-23,20853.0
2024-03-01,20853.0
2024-03-08,20853.0
2024-03-15,20853.0
2024-03-22,20853.0
2024-03-29,20840.0
2024-04-05,20840.0
2024-04-12,20840.0
2024-04-19,20840.0
2024-04-26,20840.0
2024-05-03,20840.0
2024-05-10,20840.0
2024-05-17,20840.0
2024-05-24,20840.0
2024-05-31,20840.0
2024-06-07,20840.0
2024-06-14,20840.0
2024-06-21,20840.0
2024-06-28,20832.0
2024-07-05,20832.0
2024-07-12,20832.0
2024-07-19,20832.0
2024-07-26,20832.0
2024-08-02,20832.0
2024-08-09,20832.0
2024-08-16,20832.0
2024-08-23,20832.0
2024-08-30,20832.0
2024-09-06,20832.0
2024-09-13,20832.0
2024-09-20,20832.0
2024-09-27,20832.0
2024-10-04,20780.0
2024-10-11,20780.0
2024-10-18,20780.0
2024-10-25,20780.0
2024-11-01,20780.0
2024-11-08,20780.0
2024-11-15,20780.0
2024-11-22,20780.0
2024-11-29,20780.0
2024-12-06,20780.0
2024-12-13,20778.0
2024-12-20,20778.0
2024-12-27,20778.0
2025-01-03,20394.0
2025-01-10,20394.0
2025-01-17,20394.0
2025-01-24,20394.0
2025-01-31,20394.0
2025-02-07,20394.0
2025-02-14,20394.0
2025-02-21,20394.0
2025-02-28,20394.0
2025-03-07,20394.0
2025-03-14,20394.0
2025-03-21,20394.0
2025-03-28,20394.0
2025-04-04,20325.0
2025-04-11,20325.0
2025-04-18,20320.0
2025-04-25,20320.0
2025-05-02,20320.0
2025-05-09,20320.0
2025-05-16,20320.0
2025-05-23,20320.0
2025-05-30,20320.0
2025-06-06,20320.0
2025-06-13,20320.0
2025-06-20,20320.0
2025-06-27,20323.0
2025-07-04,20199.0
2025-07-11,20199.0
2025-07-18,20199.0
2025-07-25,20199.0
2025-08-01,20199.0
2025-08-08,20199.0
2025-08-15,20199.0
2025-08-22,20199.0
2025-08-29,20199.0
2025-09-05,20199.0
2025-09-12,20199.0
2025-09-19,20199.0
2025-09-26,20199.0
2025-10-03,20171.0
2025-10-10,20171.0
2025-10-17,20171.0
2025-10-24,20171.0
2025-10-31,20171.0
2025-11-07,20171.0
2025-11-14,20171.0
2025-11-21,20171.0
2025-11-28,20171.0
2025-12-05,20171.0
2025-12-12,20171.0
2025-12-19,20169.0
2025-12-26,20169.0
2026-01-02,19701.0
2026-01-09,19700.0
2026-01-16,19700.0
2026-01-23,19700.0
2026-01-30,19700.0
2026-02-06,19700.0
2026-02-13,19700.0
2026-02-20,19700.0
2026-02-27,19700.0
2026-03-06,19700.0
2026-03-13,19700.0
2026-03-20,19700.0
2026-03-27,19700.0
2026-04-03,19701.0
2026-04-10,19701.0
2026-04-17,19701.0
2026-04-24,19701.0
2026-05-01,19701.0
2026-05-08,19701.0
2026-05-15,19701.0
2026-05-22,19701.0
2026-05-29,19701.0
2026-06-05,19701.0
2026-06-12,19701.0
2026-06-19,19701.0
2026-06-26,19703.0
2026-07-03,19703.0
2026-07-10,19703.0
2026-07-17,19703.0
2026-07-24,19703.0
2026-07-31,19703.0
2026-08-07,19703.0
2026-08-14,19703.0
2026-08-21,19703.0
2026-08-28,19703.0
2026-09-04,19703.0
