date,ILM.W.U2.C.A050200.U2.EUR
2017-09-01,768553.0
2017-09-08,768382.0
2017-09-15,768382.0
2017-09-22,768382.0
2017-09-29,764076.0
2017-10-06,764076.0
2017-10-13,764076.0
2017-10-20,764076.0
2017-10-27,763714.0
2017-11-03,763714.0
2017-11-10,763714.0
2017-11-17,763714.0
2017-11-24,763714.0
2017-12-01,763698.0
2017-12-08,763698.0
2017-12-15,763698.0
2017-12-22,760639.0
2017-12-29,760639.0
2018-01-05,760639.0
2018-01-12,760639.0
2018-01-19,760639.0
2018-01-26,760639.0
2018-02-02,760659.0
2018-02-09,760659.0
2018-02-16,760659.0
2018-02-23,760659.0
2018-03-02,760274.0
2018-03-09,760269.0
2018-03-16,760269.0
2018-03-23,760269.0
2018-03-30,759314.0
2018-04-06,759314.0
2018-04-13,759314.0
2018-04-20,759314.0
2018-04-27,759077.0
2018-05-04,759077.0
2018-05-11,759077.0
2018-05-18,756597.0
2018-05-25,756597.0
2018-06-01,756630.0
2018-06-08,756582.0
2018-06-15,756582.0
2018-06-22,756582.0
2018-06-29,741965.0
2018-07-06,741965.0
2018-07-13,741965.0
2018-07-20,741965.0
2018-07-27,740481.0
2018-08-03,740481.0
2018-08-10,740481.0
2018-08-17,740481.0
2018-08-24,740481.0
2018-08-31,739048.0
2018-09-07,739048.0
2018-09-14,739048.0
2018-09-21,739048.0
2018-09-28,725490.0
2018-10-05,725490.0
2018-10-12,725490.0
2018-10-19,725490.0
2018-10-26,725490.0
2018-11-02,726183.0
2018-11-09,726183.0
2018-11-16,726183.0
2018-11-23,726183.0
2018-11-30,726676.0
2018-12-07,726676.0
2018-12-14,726676.0
2018-12-21,723837.0
2018-12-28,723837.0
2019-01-04,723837.0
2019-01-11,723837.0
2019-01-18,723837.0
2019-01-25,723837.0
2019-02-01,723299.0
2019-02-08,723299.0
2019-02-15,723299.0
2019-02-22,723249.0
2019-03-01,722621.0
2019-03-08,722621.0
2019-03-15,722621.0
2019-03-22,722621.0
2019-03-29,718694.0
2019-04-05,718694.16
2019-04-12,718694.16
2019-04-19,718694.0
2019-04-26,718602.0
2019-05-03,718602.0
2019-05-10,718602.0
2019-05-17,718602.0
2019-05-24,718602.0
2019-05-31,718682.0
2019-06-07,718682.0
2019-06-14,718682.0
2019-06-21,718682.0
2019-06-28,692637.0
2019-07-05,692637.0
2019-07-12,692637.0
2019-07-19,692637.0
2019-07-26,692637.0
2019-08-02,692567.0
2019-08-09,692567.0
2019-08-16,692567.0
2019-08-23,692567.0
2019-08-30,692306.0
2019-09-06,692306.0
2019-09-13,692306.0
2019-09-20,692306.0
2019-09-27,663757.0
2019-10-04,663757.0
2019-10-11,663757.0
2019-10-18,663757.0
2019-10-25,663757.0
2019-11-01,663559.0
2019-11-08,663559.0
2019-11-15,663559.0
2019-11-22,663559.0
2019-11-29,663845.0
2019-12-06,663845.0
2019-12-13,663845.0
2019-12-20,616188.0
2019-12-27,616188.0
2020-01-03,616188.0
2020-01-10,616176.0
2020-01-17,616176.0
2020-01-24,616176.0
2020-01-31,616131.0
2020-02-07,616131.0
2020-02-14,616131.0
2020-02-21,616131.0
2020-02-28,615515.0
2020-03-06,615515.0
2020-03-13,615515.0
2020-03-20,724646.0
2020-03-27,825017.0
2020-04-03,868730.0
2020-04-10,888237.0
2020-04-17,892875.0
2020-04-24,911781.0
2020-05-01,948585.0
2020-05-08,962836.0
2020-05-15,969653.0
2020-05-22,979229.0
2020-05-29,997529.0
2020-06-05,1012009.0
2020-06-12,1025781.0
2020-06-19,1025781.0
2020-06-26,1589439.0
2020-07-03,1589439.0
2020-07-10,1589439.0
2020-07-17,1589439.0
2020-07-24,1589439.0
2020-07-31,1588892.0
2020-08-07,1594577.0
2020-08-14,1594577.0
2020-08-21,1594577.0
2020-08-28,1594252.0
2020-09-04,1595045.0
2020-09-11,1595045.0
2020-09-18,1595045.0
2020-09-25,1595045.0
2020-10-02,1752115.0
2020-10-09,1753123.0
2020-10-16,1753123.0
2020-10-23,1753123.0
2020-10-30,1753068.0
2020-11-06,1753815.0
2020-11-13,1753815.0
2020-11-20,1753815.0
2020-11-27,1753865.0
2020-12-04,1755746.0
2020-12-11,1755746.0
2020-12-18,1792574.0
2020-12-25,1792574.0
2021-01-01,1792574.0
2021-01-08,1792574.0
2021-01-15,1792574.0
2021-01-22,1792574.0
2021-01-29,1792488.0
2021-02-05,1792488.0
2021-02-12,1792488.0
2021-02-19,1792488.0
2021-02-26,1792225.0
2021-03-05,1792225.0
2021-03-12,1792170.0
2021-03-19,1792170.0
2021-03-26,2107360.0
2021-04-02,2106975.0
2021-04-09,2106975.0
2021-04-16,2106975.0
2021-04-23,2106975.0
2021-04-30,2106994.0
2021-05-07,2106994.0
2021-05-14,2106994.0
2021-05-21,2106994.0
2021-05-28,2107004.0
2021-06-04,2107004.0
2021-06-11,2107004.0
2021-06-18,2107004.0
2021-06-25,2217245.0
2021-07-02,2217155.0
2021-07-09,2216748.0
2021-07-16,2216748.0
2021-07-23,2216748.0
2021-07-30,2214096.0
2021-08-06,2214064.37
2021-08-13,2214064.0
2021-08-20,2214064.0
2021-08-27,2212271.0
2021-09-03,2211440.0
2021-09-10,2211440.0
2021-09-17,2211440.0
2021-09-24,2211281.0
2021-10-01,2208699.0
2021-10-08,2208644.0
2021-10-15,2208644.0
2021-10-22,2208644.0
2021-10-29,2208659.0
2021-11-05,2208659.0
2021-11-12,2208659.0
2021-11-19,2208659.0
2021-11-26,2208621.0
2021-12-03,2208621.0
2021-12-10,2208621.0
2021-12-17,2209711.0
2021-12-24,2201496.0
2021-12-31,2201496.0
2022-01-07,2201496.0
2022-01-14,2201496.0
2022-01-21,2201496.0
2022-01-28,2201466.0
2022-02-04,2201466.0
2022-02-11,2201466.0
2022-02-18,2201466.0
2022-02-25,2201479.0
2022-03-04,2201149.0
2022-03-11,2201149.0
2022-03-18,2201046.0
2022-03-25,2201046.0
2022-04-01,2198894.0
2022-04-08,2198894.0
2022-04-15,2198894.0
2022-04-22,2198794.0
2022-04-29,2198841.0
2022-05-06,2198841.0
2022-05-13,2198841.0
2022-05-20,2198841.0
2022-05-27,2198862.0
2022-06-03,2198862.0
2022-06-10,2198849.0
2022-06-17,2198847.0
2022-06-24,2198847.0
2022-07-01,2124603.0
2022-07-08,2124603.0
2022-07-15,2124603.0
2022-07-22,2124603.0
2022-07-29,2124718.0
2022-08-05,2124718.0
2022-08-12,2124718.0
2022-08-19,2124718.0
2022-08-26,2124718.0
2022-09-02,2125400.0
2022-09-09,2125400.0
2022-09-16,2125400.0
2022-09-23,2125400.0
2022-09-30,2116034.0
2022-10-07,2116034.0
2022-10-14,2116034.0
2022-10-21,2116034.0
2022-10-28,2116269.0
2022-11-04,2116269.0
2022-11-11,2116269.0
2022-11-18,2116269.0
2022-11-25,1819976.0
2022-12-02,1820248.0
2022-12-09,1820248.0
2022-12-16,1820248.0
2022-12-23,1321422.0
2022-12-30,1321422.0
2023-01-06,1321422.0
2023-01-13,1321422.0
2023-01-20,1321422.0
2023-01-27,1257951.0
2023-02-03,1257951.0
2023-02-10,1257951.0
2023-02-17,1257951.0
2023-02-24,1220935.0
2023-03-03,1220935.0
2023-03-10,1220935.0
2023-03-17,1220935.0
2023-03-24,1220935.0
2023-03-31,1100507.0
2023-04-07,1100507.0
2023-04-14,1100507.0
2023-04-21,1100507.0
2023-04-28,1100448.0
2023-05-05,1100448.0
2023-05-12,1100448.0
2023-05-19,1100448.0
2023-05-26,1100448.0
2023-06-02,1100657.0
2023-06-09,1100657.0
2023-06-16,1100657.0
2023-06-23,1100657.0
2023-06-30,597985.0
2023-07-07,597985.0
2023-07-14,597985.0
2023-07-21,597985.0
2023-07-28,600434.0
2023-08-04,600434.0
2023-08-11,600434.0
2023-08-18,600434.0
2023-08-25,600434.0
2023-09-01,601850.0
2023-09-08,601850.0
2023-09-15,601850.0
2023-09-22,601850.0
2023-09-29,498456.0
2023-10-06,498456.0
2023-10-13,498456.0
2023-10-20,498456.0
2023-10-27,495831.0
2023-11-03,495831.0
2023-11-10,495831.0
2023-11-17,495831.0
2023-11-24,495831.0
2023-12-01,495959.0
2023-12-08,495959.0
2023-12-15,495959.0
2023-12-22,396196.0
2023-12-29,396196.0
2024-01-05,396196.0
2024-01-12,396196.0
2024-01-19,396196.0
2024-01-26,396196.0
2024-02-02,396914.0
2024-02-09,396914.0
2024-02-16,396914.0
2024-02-23,396914.0
2024-03-01,398044.0
2024-03-08,398044.0
2024-03-15,398044.0
2024-03-22,398044.0
2024-03-29,150328.0
2024-04-05,150328.0
2024-04-12,150328.0
2024-04-19,150328.0
2024-04-26,150328.0
2024-05-03,149425.0
2024-05-10,149425.0
2024-05-17,149425.0
2024-05-24,149425.0
2024-05-31,147132.0
2024-06-07,147132.0
2024-06-14,147132.0
2024-06-21,147132.0
2024-06-28,83845.0
2024-07-05,83845.0
2024-07-12,83845.0
2024-07-19,83845.0
2024-07-26,83845.0
2024-08-02,85371.0
2024-08-09,85371.0
2024-08-16,85371.0
2024-08-23,85371.0
2024-08-30,86231.0
2024-09-06,86231.0
2024-09-13,86231.0
2024-09-20,86231.0
2024-09-27,39894.0
2024-10-04,39894.0
2024-10-11,39894.0
2024-10-18,39894.0
2024-10-25,39894.0
2024-11-01,39875.0
2024-11-08,39875.0
2024-11-15,39875.0
2024-11-22,39875.0
2024-11-29,42150.0
2024-12-06,42150.0
2024-12-13,42150.0
2024-12-20,17194.0
2024-12-27,17194.0
2025-01-03,17194.0
2025-01-10,17194.0
2025-01-17,17194.0
2025-01-24,17194.0
2025-01-31,19098.0
2025-02-07,19098.0
2025-02-14,19098.0
2025-02-21,19098.0
2025-02-28,17043.0
2025-03-07,17043.0
2025-03-14,17043.0
2025-03-21,17043.0
2025-03-28,13249.0
2025-04-04,13249.0
2025-04-11,13249.0
2025-04-18,13249.0
2025-04-25,13249.0
2025-05-02,13881.0
2025-05-09,13881.0
2025-05-16,13881.0
2025-05-23,13881.0
2025-05-30,13586.0
2025-06-06,13586.0
2025-06-13,13586.0
2025-06-20,13586.0
2025-06-27,12747.0
2025-07-04,12747.0
2025-07-11,12747.0
2025-07-18,12747.0
2025-07-25,12747.0
2025-08-01,12039.0
2025-08-08,12039.0
2025-08-15,12039.0
2025-08-22,12039.0
2025-08-29,12311.0
2025-09-05,12311.0
2025-09-12,12311.0
2025-09-19,12311.0
2025-09-26,12311.0
2025-10-03,11041.0
2025-10-10,11041.0
2025-10-17,11041.0
2025-10-24,11041.0
2025-10-31,9813.0
2025-11-07,9813.0
2025-11-14,9813.0
2025-11-21,9813.0
2025-11-28,11162.0
2025-12-05,11162.0
2025-12-12,11162.0
2025-12-19,11162.0
2025-12-26,11749.0
2026-01-02,11749.0
2026-01-09,11749.0
2026-01-16,11749.0
2026-01-23,11749.0
2026-01-30,11789.0
2026-02-06,11789.0
2026-02-13,11789.0
2026-02-20,11789.0
2026-02-27,10861.0
2026-03-06,10861.0
2026-03-13,10861.0
2026-03-20,10861.0
2026-03-27,10861.0
2026-04-03,11774.0
2026-04-10,11774.0
2026-04-17,11774.0
2026-04-24,11774.0
2026-05-01,12696.0
2026-05-08,12696.0
2026-05-15,12696.0
2026-05-22,12696.0
2026-05-29,13249.0
2026-06-05,13249.0
2026-06-12,13249.0
2026-06-19,13249.0
2026-06-26,13249.0
2026-07-03,13636.0
2026-07-10,13636.0
2026-07-17,13636.0
2026-07-24,13636.0
2026-07-31,14230.0
2026-08-07,14230.0
2026-08-14,14230.0
2026-08-21,14230.0
2026-08-28,14305.0
2026-09-04,14305.0
