issuer,kind,isin,auction,settlement,maturity,nominal,cash,cover,yield,source
DE,bill,DE0001119220,2014-04-14,2014-04-16,2014-10-15,1875.0,1873.738,2.4,0.1332,finanzagentur
FR,bill,FR0122005681,2014-04-14,2014-04-17,2014-09-04,1884.0,1884.0,3.0,0.19,aft_hist_btf
FR,bill,FR0122005723,2014-04-14,2014-04-17,2015-04-02,2076.0,2076.0,3.28,0.188,aft_hist_btf
FR,bill,FR0122208145,2014-04-14,2014-04-17,2014-07-17,3975.0,3975.0,2.05,0.19,aft_hist_btf
DE,bond,DE0001102333,2014-04-16,2014-04-18,2024-02-15,3409.7,3489.487,1.3,1.49,finanzagentur
FR,bond,FR0010585901,2014-04-17,2014-04-23,2023-07-25,435.0,507.21,2.23,0.28,aft_hist_mlt
FR,bond,FR0011237643,2014-04-17,2014-04-23,2018-07-25,542.0,561.62,2.64,-0.59,aft_hist_mlt
FR,bond,FR0011427848,2014-04-17,2014-04-23,2024-07-25,505.0,497.122,2.08,0.41,aft_hist_mlt
FR,bond,FR0011708080,2014-04-17,2014-04-23,2019-05-25,3570.0,3594.633,2.13,0.86,aft_hist_mlt
FR,bond,FR0011857218,2014-04-17,2014-04-23,2016-11-25,4370.0,4361.697,1.87,0.32,aft_hist_mlt
ESM,bill,EU000A1U98A4,2014-04-22,2014-04-24,2014-10-23,1461.85,1461.85,2.1,,esm_bbk:EU000A1U98A4
FR,bill,FR0122005723,2014-04-22,2014-04-24,2015-04-02,1896.0,1896.0,2.81,0.192,aft_hist_btf
FR,bill,FR0122208145,2014-04-22,2014-04-24,2014-07-17,4040.0,4040.0,2.32,0.189,aft_hist_btf
FR,bill,FR0122208228,2014-04-22,2014-04-24,2014-10-02,1908.0,1908.0,3.68,0.19,aft_hist_btf
DE,bill,DE0001119238,2014-04-28,2014-04-30,2015-04-29,1735.0,1732.264,2.0,0.1562,finanzagentur
FR,bill,FR0122208160,2014-04-28,2014-04-30,2014-07-31,4356.0,4356.0,2.13,0.201,aft_hist_btf
FR,bill,FR0122208228,2014-04-28,2014-04-30,2014-10-02,2062.0,2062.0,3.71,0.205,aft_hist_btf
FR,bill,FR0122208251,2014-04-28,2014-04-30,2015-04-30,2196.0,2196.0,3.27,0.211,aft_hist_btf
FR,bond,FR0011619436,2014-04-30,2014-05-06,2024-05-25,4622.0,4726.919,2.18,2.0,aft_hist_mlt
FR,bond,FR0011883966,2014-04-30,2014-05-06,2030-05-25,4965.0,4874.637,2.21,2.64,aft_hist_mlt
FR,bill,FR0122208160,2014-05-05,2014-05-07,2014-07-31,4229.0,4229.0,2.51,0.189,aft_hist_btf
FR,bill,FR0122208228,2014-05-05,2014-05-07,2014-10-02,1991.0,1991.0,3.09,0.19,aft_hist_btf
FR,bill,FR0122208251,2014-05-05,2014-05-07,2015-04-30,2011.0,2011.0,4.16,0.189,aft_hist_btf
ESM,bill,EU000A1U98B2,2014-05-06,2014-05-08,2014-08-07,1456.15,1456.15,2.8,,esm_bbk:EU000A1U98B2
DE,bond,DE0001141695,2014-05-07,2014-05-09,2019-04-12,4003.0,3989.39,1.0,0.57,finanzagentur
DE,bill,DE0001119246,2014-05-12,2014-05-14,2014-11-12,1985.0,1983.908,1.9,0.1089,finanzagentur
DE,bond,DE0001030534,2014-05-13,2014-05-15,2018-04-15,845.0,890.292,1.9,-0.6,finanzagentur
FR,bill,FR0122208186,2014-05-12,2014-05-15,2014-08-14,4701.0,4701.0,2.11,0.18,aft_hist_btf
FR,bill,FR0122208228,2014-05-12,2014-05-15,2014-10-02,2248.0,2248.0,3.04,0.177,aft_hist_btf
FR,bill,FR0122208251,2014-05-12,2014-05-15,2015-04-30,2249.0,2249.0,3.43,0.177,aft_hist_btf
DE,bond,DE0001137461,2014-05-14,2014-05-16,2016-06-10,4158.2,4171.88,1.8,0.09,finanzagentur
FR,bond,FR0010415331,2014-05-15,2014-05-20,2017-04-25,1713.0,1887.897,3.37,0.25,aft_hist_mlt
FR,bond,FR0010850032,2014-05-15,2014-05-20,2019-07-25,436.0,476.461,3.8,-0.46,aft_hist_mlt
FR,bond,FR0011237643,2014-05-15,2014-05-20,2018-07-25,725.0,751.897,2.48,-0.62,aft_hist_mlt
FR,bond,FR0011427848,2014-05-15,2014-05-20,2024-07-25,462.0,459.459,3.93,0.3,aft_hist_mlt
FR,bond,FR0011708080,2014-05-15,2014-05-20,2019-05-25,4545.0,4615.902,1.96,0.68,aft_hist_mlt
FR,bond,FR0011857218,2014-05-15,2014-05-20,2016-11-25,1710.0,1711.368,3.54,0.22,aft_hist_mlt
ESM,bill,EU000A1U98C0,2014-05-20,2014-05-22,2014-11-20,1499.2,1499.2,2.3,,esm_bbk:EU000A1U98C0
FR,bill,FR0122208186,2014-05-19,2014-05-22,2014-08-14,4389.0,4389.0,2.96,0.12,aft_hist_btf
FR,bill,FR0122208236,2014-05-19,2014-05-22,2014-10-30,2275.0,2275.0,3.82,0.122,aft_hist_btf
FR,bill,FR0122208251,2014-05-19,2014-05-22,2015-04-30,2027.0,2027.0,3.93,0.125,aft_hist_btf
DE,bond,DE0001102358,2014-05-21,2014-05-23,2024-05-15,3772.0,3803.308,1.1,1.41,finanzagentur
DE,bill,DE0001119253,2014-05-26,2014-05-28,2015-05-20,1830.0,1828.857,2.2,0.063,finanzagentur
FR,bill,FR0122208194,2014-05-26,2014-05-28,2014-08-28,3997.0,3997.0,2.52,0.111,aft_hist_btf
FR,bill,FR0122208236,2014-05-26,2014-05-28,2014-10-30,1991.0,1991.0,3.53,0.105,aft_hist_btf
FR,bill,FR0122208269,2014-05-26,2014-05-28,2015-05-28,2014.0,2014.0,3.21,0.107,aft_hist_btf
DE,bond,DE0001102341,2014-05-28,2014-05-30,2046-08-15,1623.0,1713.563,1.1,2.25,finanzagentur
ESM,bill,EU000A1U98D8,2014-06-03,2014-06-05,2014-09-04,1496.9,1496.9,2.9,,esm_bbk:EU000A1U98D8
FR,bill,FR0122208194,2014-06-02,2014-06-05,2014-08-28,4035.0,4035.0,2.24,0.116,aft_hist_btf
FR,bill,FR0122208236,2014-06-02,2014-06-05,2014-10-30,1971.0,1971.0,3.23,0.107,aft_hist_btf
FR,bill,FR0122208269,2014-06-02,2014-06-05,2015-05-28,1944.0,1944.0,4.03,0.108,aft_hist_btf
DE,bond,DE0001141695,2014-06-04,2014-06-06,2019-04-12,3254.15,3261.309,1.5,0.45,finanzagentur
FR,bond,FR0011196856,2014-06-05,2014-06-10,2022-04-25,968.0,1083.966,4.29,1.38,aft_hist_mlt
FR,bond,FR0011883966,2014-06-05,2014-06-10,2030-05-25,2792.0,2779.157,3.19,2.54,aft_hist_mlt
FR,bond,FR0011962398,2014-06-05,2014-06-10,2024-11-25,6447.0,6318.705,1.73,1.96,aft_hist_mlt
DE,bond,DE0001030542,2014-06-10,2014-06-12,2023-04-15,975.0,996.548,1.8,-0.15,finanzagentur
FR,bill,FR0122208202,2014-06-10,2014-06-12,2014-09-11,4521.0,4521.0,2.43,0.081,aft_hist_btf
FR,bill,FR0122208236,2014-06-10,2014-06-12,2014-10-30,2080.0,2080.0,3.25,0.079,aft_hist_btf
FR,bill,FR0122208269,2014-06-10,2014-06-12,2015-05-28,1935.0,1935.0,3.4,0.081,aft_hist_btf
DE,bond,DE0001137461,2014-06-11,2014-06-13,2016-06-10,3422.0,3435.243,1.9,0.06,finanzagentur
DE,bill,DE0001119261,2014-06-16,2014-06-18,2014-12-10,1511.25,1511.261,2.7,-0.0015,finanzagentur
ESM,bill,EU000A1U98E6,2014-06-17,2014-06-19,2014-12-18,1492.3,1492.3,2.4,,esm_bbk:EU000A1U98E6
FR,bill,FR0122208202,2014-06-16,2014-06-19,2014-09-11,3994.0,3994.0,3.04,0.001,aft_hist_btf
FR,bill,FR0122208244,2014-06-16,2014-06-19,2014-11-27,1798.0,1798.0,4.89,0.003,aft_hist_btf
FR,bill,FR0122208269,2014-06-16,2014-06-19,2015-05-28,1520.0,1520.0,4.95,0.025,aft_hist_btf
DE,bond,DE0001102358,2014-06-18,2014-06-20,2024-05-15,4107.7,4147.955,1.2,1.39,finanzagentur
FR,bond,FR0011857218,2014-06-19,2014-06-24,2016-11-25,4094.0,4107.101,2.41,0.12,aft_hist_mlt
FR,bond,FR0011993179,2014-06-19,2014-06-24,2019-11-25,4396.0,4352.919,2.0,0.69,aft_hist_mlt
DE,bill,DE0001119279,2014-06-23,2014-06-25,2015-06-24,1460.0,1459.853,2.2,0.01,finanzagentur
FR,bill,FR0122208210,2014-06-23,2014-06-26,2014-09-25,4157.0,4157.0,2.28,0.02,aft_hist_btf
FR,bill,FR0122208244,2014-06-23,2014-06-26,2014-11-27,1706.0,1706.0,3.49,0.027,aft_hist_btf
FR,bill,FR0122208277,2014-06-23,2014-06-26,2015-06-25,1810.0,1810.0,3.15,0.04,aft_hist_btf
FR,bill,FR0122208210,2014-06-30,2014-07-03,2014-09-25,4397.0,4397.0,1.75,0.018,aft_hist_btf
FR,bill,FR0122208244,2014-06-30,2014-07-03,2014-11-27,1777.0,1777.0,2.84,0.02,aft_hist_btf
FR,bill,FR0122208277,2014-06-30,2014-07-03,2015-06-25,1949.0,1949.0,2.54,0.04,aft_hist_btf
DE,bond,DE0001141695,2014-07-02,2014-07-04,2019-04-12,3269.1,3294.926,2.0,0.33,finanzagentur
FR,bond,FR0011317783,2014-07-03,2014-07-08,2027-10-25,3378.0,3619.527,2.88,2.13,aft_hist_mlt
FR,bond,FR0011883966,2014-07-03,2014-07-08,2030-05-25,3258.0,3309.151,2.62,2.38,aft_hist_mlt
FR,bond,FR0011962398,2014-07-03,2014-07-08,2024-11-25,3567.0,3561.649,2.74,1.77,aft_hist_mlt
DE,bond,DE0001030534,2014-07-08,2014-07-10,2018-04-15,975.0,1024.628,1.5,-0.58,finanzagentur
ESM,bill,EU000A1U98F3,2014-07-08,2014-07-10,2014-10-09,1495.0,1495.0,3.1,,esm_bbk:EU000A1U98F3
FR,bill,FR0122208244,2014-07-07,2014-07-10,2014-11-27,2039.0,2039.0,3.02,0.021,aft_hist_btf
FR,bill,FR0122208277,2014-07-07,2014-07-10,2015-06-25,1938.0,1938.0,3.34,0.029,aft_hist_btf
FR,bill,FR0122410931,2014-07-07,2014-07-10,2014-10-09,4350.0,4350.0,2.74,0.016,aft_hist_btf
DE,bond,DE0001137461,2014-07-09,2014-07-11,2016-06-10,3255.8,3270.451,2.5,0.01,finanzagentur
DE,bill,DE0001119287,2014-07-14,2014-07-16,2015-01-14,1992.0,1992.029,2.0,-0.0029,finanzagentur
FR,bill,FR0122208277,2014-07-15,2014-07-17,2015-06-25,1882.0,1882.0,3.07,0.029,aft_hist_btf
FR,bill,FR0122410931,2014-07-15,2014-07-17,2014-10-09,4557.0,4557.0,3.08,0.013,aft_hist_btf
FR,bill,FR0122410949,2014-07-15,2014-07-17,2014-12-24,2202.0,2202.0,3.68,0.013,aft_hist_btf
DE,bond,DE0001102358,2014-07-16,2014-07-18,2024-05-15,3301.0,3392.438,1.6,1.2,finanzagentur
FR,bond,FR0010604983,2014-07-17,2014-07-22,2018-04-25,1330.0,1518.062,2.41,0.22,aft_hist_mlt
FR,bond,FR0011237643,2014-07-17,2014-07-22,2018-07-25,690.0,715.254,2.55,-0.65,aft_hist_mlt
FR,bond,FR0011347046,2014-07-17,2014-07-22,2021-07-25,350.0,362.005,3.51,-0.38,aft_hist_mlt
FR,bond,FR0011427848,2014-07-17,2014-07-22,2024-07-25,546.0,559.868,4.33,0.0,aft_hist_mlt
FR,bond,FR0011857218,2014-07-17,2014-07-22,2016-11-25,3192.0,3204.13,2.2,0.09,aft_hist_mlt
FR,bond,FR0011993179,2014-07-17,2014-07-22,2019-11-25,3940.0,3929.362,1.69,0.55,aft_hist_mlt
ESM,bill,EU000A1U98G1,2014-07-22,2014-07-24,2015-01-22,1490.0,1490.0,2.5,,esm_bbk:EU000A1U98G1
FR,bill,FR0122410949,2014-07-21,2014-07-24,2014-12-24,1911.0,1911.0,4.0,0.016,aft_hist_btf
FR,bill,FR0122410956,2014-07-21,2014-07-24,2014-10-23,4385.0,4385.0,3.41,0.013,aft_hist_btf
FR,bill,FR0122410964,2014-07-21,2014-07-24,2015-07-23,1835.0,1835.0,4.07,0.022,aft_hist_btf
DE,bill,DE0001119295,2014-07-28,2014-07-30,2015-07-29,1875.0,1874.872,1.5,0.0067,finanzagentur
FR,bill,FR0122410949,2014-07-28,2014-07-31,2014-12-24,1919.0,1919.0,2.79,0.017,aft_hist_btf
FR,bill,FR0122410956,2014-07-28,2014-07-31,2014-10-23,4420.0,4420.0,2.89,0.012,aft_hist_btf
FR,bill,FR0122410964,2014-07-28,2014-07-31,2015-07-23,1818.0,1818.0,2.97,0.022,aft_hist_btf
ESM,bill,EU000A1U98H9,2014-08-05,2014-08-07,2014-11-06,1473.55,1473.55,2.9,,esm_bbk:EU000A1U98H9
FR,bill,FR0122410949,2014-08-04,2014-08-07,2014-12-24,1890.0,1890.0,2.63,0.021,aft_hist_btf
FR,bill,FR0122410964,2014-08-04,2014-08-07,2015-07-23,1815.0,1815.0,3.12,0.024,aft_hist_btf
FR,bill,FR0122410972,2014-08-04,2014-08-07,2014-11-06,4589.0,4589.0,3.22,0.012,aft_hist_btf
DE,bond,DE0001141695,2014-08-06,2014-08-08,2019-04-12,2491.0,2516.906,1.6,0.28,finanzagentur
DE,bill,DE0001119303,2014-08-11,2014-08-13,2015-02-11,1431.0,1431.019,2.3,-0.0026,finanzagentur
FR,bill,FR0122410964,2014-08-11,2014-08-14,2015-07-23,1786.0,1786.0,4.78,0.018,aft_hist_btf
FR,bill,FR0122410972,2014-08-11,2014-08-14,2014-11-06,4348.0,4348.0,3.63,0.002,aft_hist_btf
FR,bill,FR0122410980,2014-08-11,2014-08-14,2015-01-22,2301.0,2301.0,5.15,0.014,aft_hist_btf
DE,bond,DE0001102358,2014-08-13,2014-08-15,2024-05-15,3295.5,3424.354,1.6,1.08,finanzagentur
ESM,bill,EU000A1U98J5,2014-08-19,2014-08-21,2015-02-19,1489.7,1489.7,2.3,,esm_bbk:EU000A1U98J5
FR,bill,FR0122410980,2014-08-18,2014-08-21,2015-01-22,1989.0,1989.0,3.16,0.002,aft_hist_btf
FR,bill,FR0122410998,2014-08-18,2014-08-21,2014-11-20,4188.0,4188.0,2.75,0.001,aft_hist_btf
FR,bill,FR0122411004,2014-08-18,2014-08-21,2015-08-20,2133.0,2133.0,3.51,0.019,aft_hist_btf
DE,bond,DE0001137479,2014-08-20,2014-08-22,2016-09-16,4042.0,4042.364,2.0,0.0,finanzagentur
DE,bill,DE0001119311,2014-08-25,2014-08-27,2015-08-26,1525.0,1525.471,2.2,-0.0306,finanzagentur
FR,bill,FR0122410980,2014-08-25,2014-08-28,2015-01-22,1989.0,1989.0,2.31,-0.004,aft_hist_btf
FR,bill,FR0122410998,2014-08-25,2014-08-28,2014-11-20,3993.0,3993.0,2.02,-0.004,aft_hist_btf
FR,bill,FR0122411004,2014-08-25,2014-08-28,2015-08-20,1996.0,1996.0,2.56,-0.004,aft_hist_btf
ESM,bill,EU000A1U98K3,2014-09-02,2014-09-04,2014-12-04,998.15,998.15,4.6,,esm_bbk:EU000A1U98K3
FR,bill,FR0122410980,2014-09-01,2014-09-04,2015-01-22,2093.0,2093.0,4.24,-0.003,aft_hist_btf
FR,bill,FR0122411004,2014-09-01,2014-09-04,2015-08-20,2195.0,2195.0,3.52,-0.002,aft_hist_btf
FR,bill,FR0122599329,2014-09-01,2014-09-04,2014-12-03,3991.0,3991.0,3.03,-0.004,aft_hist_btf
DE,bond,DE0001141703,2014-09-03,2014-09-05,2019-10-11,3999.95,3999.95,1.2,0.25,finanzagentur
FR,bond,FR0011461037,2014-09-04,2014-09-09,2045-05-25,1150.0,1368.385,2.52,2.37,aft_hist_mlt
FR,bond,FR0011883966,2014-09-04,2014-09-09,2030-05-25,4195.0,4521.791,2.29,1.92,aft_hist_mlt
FR,bond,FR0011962398,2014-09-04,2014-09-09,2024-11-25,5440.0,5661.952,2.84,1.32,aft_hist_mlt
DE,bill,DE0001119329,2014-09-08,2014-09-10,2015-03-11,1895.0,1895.895,2.9,-0.0934,finanzagentur
DE,bond,DE0001030559,2014-09-09,2014-09-11,2030-04-15,783.0,840.394,1.2,0.03,finanzagentur
FR,bill,FR0122411004,2014-09-08,2014-09-11,2015-08-20,1986.0,1986.0,3.91,-0.057,aft_hist_btf
FR,bill,FR0122599329,2014-09-08,2014-09-11,2014-12-03,4228.0,4228.0,2.65,-0.054,aft_hist_btf
FR,bill,FR0122599345,2014-09-08,2014-09-11,2015-02-18,1971.0,1971.0,4.38,-0.055,aft_hist_btf
DE,bond,DE0001102366,2014-09-10,2014-09-12,2024-08-15,4150.0,4131.325,1.4,1.05,finanzagentur
ESM,bill,EU000A1U98L1,2014-09-16,2014-09-18,2015-03-19,983.75,983.75,3.3,,esm_bbk:EU000A1U98L1
FR,bill,FR0122599337,2014-09-15,2014-09-18,2014-12-17,4196.0,4196.0,3.45,-0.051,aft_hist_btf
FR,bill,FR0122599345,2014-09-15,2014-09-18,2015-02-18,1794.0,1794.0,4.66,-0.048,aft_hist_btf
FR,bill,FR0122599352,2014-09-15,2014-09-18,2015-09-16,1996.0,1996.0,4.0,-0.047,aft_hist_btf
DE,bond,DE0001137479,2014-09-17,2014-09-19,2016-09-16,3341.2,3345.744,2.3,-0.07,finanzagentur
FR,bond,FR0011237643,2014-09-18,2014-09-23,2018-07-25,449.0,467.678,3.98,-0.81,aft_hist_mlt
FR,bond,FR0011347046,2014-09-18,2014-09-23,2021-07-25,785.0,815.301,2.61,-0.45,aft_hist_mlt
FR,bond,FR0011427848,2014-09-18,2014-09-23,2024-07-25,490.0,503.916,2.92,-0.04,aft_hist_mlt
FR,bond,FR0011708080,2014-09-18,2014-09-23,2019-05-25,1550.0,1600.375,3.09,0.3,aft_hist_mlt
FR,bond,FR0011857218,2014-09-18,2014-09-23,2016-11-25,2795.0,2809.814,3.11,0.01,aft_hist_mlt
FR,bond,FR0011993179,2014-09-18,2014-09-23,2019-11-25,5045.0,5072.748,1.59,0.39,aft_hist_mlt
FR,bill,FR0122599337,2014-09-22,2014-09-25,2014-12-17,4195.0,4195.0,3.4,-0.036,aft_hist_btf
FR,bill,FR0122599345,2014-09-22,2014-09-25,2015-02-18,1752.0,1752.0,4.12,-0.035,aft_hist_btf
FR,bill,FR0122599352,2014-09-22,2014-09-25,2015-09-16,1691.0,1691.0,4.15,-0.034,aft_hist_btf
DE,bill,DE0001119337,2014-09-29,2014-10-01,2015-09-30,1970.0,1971.555,1.8,-0.078,finanzagentur
FR,bill,FR0122411053,2014-09-29,2014-10-02,2014-12-31,4085.0,4085.0,2.25,-0.028,aft_hist_btf
FR,bill,FR0122599345,2014-09-29,2014-10-02,2015-02-18,1727.0,1727.0,3.85,-0.032,aft_hist_btf
FR,bill,FR0122599352,2014-09-29,2014-10-02,2015-09-16,1737.0,1737.0,3.54,-0.032,aft_hist_btf
DE,bond,DE0001102366,2014-10-01,2014-10-03,2024-08-15,4108.0,4133.47,1.1,0.93,finanzagentur
FR,bond,FR0011317783,2014-10-02,2014-10-07,2027-10-25,2964.0,3358.805,2.6,1.61,aft_hist_mlt
FR,bond,FR0011486067,2014-10-02,2014-10-07,2023-05-25,1611.0,1718.776,2.62,0.94,aft_hist_mlt
FR,bond,FR0011962398,2014-10-02,2014-10-07,2024-11-25,3548.0,3723.981,1.99,1.23,aft_hist_mlt
FR,bill,FR0122411053,2014-10-06,2014-10-08,2014-12-31,3998.0,3998.0,3.26,-0.028,aft_hist_btf
FR,bill,FR0122599352,2014-10-06,2014-10-08,2015-09-16,1794.0,1794.0,3.09,-0.034,aft_hist_btf
FR,bill,FR0122599428,2014-10-06,2014-10-08,2015-03-18,2020.0,2020.0,3.89,-0.033,aft_hist_btf
ESM,bill,EU000A1U98M9,2014-10-07,2014-10-09,2015-01-08,998.15,998.15,4.1,,esm_bbk:EU000A1U98M9
DE,bond,DE0001141703,2014-10-08,2014-10-10,2019-10-11,3239.0,3256.814,1.2,0.14,finanzagentur
DE,bill,DE0001119345,2014-10-13,2014-10-15,2015-04-15,1995.0,1995.858,2.4,-0.085,finanzagentur
FR,bill,FR0122599360,2014-10-13,2014-10-15,2015-01-14,4618.0,4618.0,3.21,-0.038,aft_hist_btf
FR,bill,FR0122599428,2014-10-13,2014-10-15,2015-03-18,2052.0,2052.0,3.44,-0.03,aft_hist_btf
FR,bill,FR0122599469,2014-10-13,2014-10-15,2015-10-14,1899.0,1899.0,2.88,-0.03,aft_hist_btf
DE,bond,DE0001030542,2014-10-14,2014-10-16,2023-04-15,694.0,722.94,1.7,-0.38,finanzagentur
DE,bond,DE0001137479,2014-10-15,2014-10-17,2016-09-16,3293.5,3297.452,1.7,-0.06,finanzagentur
FR,bond,FR0010517417,2014-10-16,2014-10-20,2017-10-25,3142.0,3539.149,1.58,0.05,aft_hist_mlt
FR,bond,FR0010585901,2014-10-16,2014-10-20,2023-07-25,510.0,606.696,2.09,-0.06,aft_hist_mlt
FR,bond,FR0011008705,2014-10-16,2014-10-20,2027-07-25,293.0,351.248,2.54,0.26,aft_hist_mlt
FR,bond,FR0011523257,2014-10-16,2014-10-20,2018-11-25,1470.0,1519.833,2.38,0.17,aft_hist_mlt
FR,bond,FR0011982776,2014-10-16,2014-10-20,2030-07-25,429.0,441.184,2.14,0.51,aft_hist_mlt
FR,bond,FR0011993179,2014-10-16,2014-10-20,2019-11-25,2885.0,2908.657,1.88,0.34,aft_hist_mlt
FR,bill,FR0122208244,2014-10-20,2014-10-22,2014-11-27,250.0,250.0,11.2,-0.069,aft_hist_btf
FR,bill,FR0122599360,2014-10-20,2014-10-22,2015-01-14,3991.0,3991.0,2.17,-0.049,aft_hist_btf
FR,bill,FR0122599428,2014-10-20,2014-10-22,2015-03-18,1770.0,1770.0,3.89,-0.031,aft_hist_btf
FR,bill,FR0122599469,2014-10-20,2014-10-22,2015-10-14,1506.0,1506.0,3.7,-0.026,aft_hist_btf
ESM,bill,EU000A1U98N7,2014-10-21,2014-10-23,2015-04-23,972.0,972.0,3.9,,esm_bbk:EU000A1U98N7
DE,bond,DE0001102341,2014-10-22,2014-10-24,2046-08-15,1428.0,1680.47,1.2,1.77,finanzagentur
DE,bill,DE0001119352,2014-10-27,2014-10-29,2015-10-28,1958.0,1959.472,1.7,-0.0743,finanzagentur
FR,bill,FR0122599378,2014-10-27,2014-10-29,2015-01-28,3992.0,3992.0,2.43,-0.022,aft_hist_btf
FR,bill,FR0122599428,2014-10-27,2014-10-29,2015-03-18,1595.0,1595.0,3.58,-0.024,aft_hist_btf
FR,bill,FR0122599469,2014-10-27,2014-10-29,2015-10-14,1594.0,1594.0,2.71,-0.013,aft_hist_btf
DE,bond,DE0001102366,2014-10-29,2014-10-31,2024-08-15,3264.25,3302.768,1.2,0.87,finanzagentur
FR,bill,FR0122599378,2014-11-03,2014-11-05,2015-01-28,3896.0,3896.0,2.48,-0.015,aft_hist_btf
FR,bill,FR0122599436,2014-11-03,2014-11-05,2015-04-15,1695.0,1695.0,3.03,-0.014,aft_hist_btf
FR,bill,FR0122599469,2014-11-03,2014-11-05,2015-10-14,1593.0,1593.0,3.79,-0.008,aft_hist_btf
ESM,bill,EU000A1U98P2,2014-11-04,2014-11-06,2015-02-05,972.25,972.25,4.0,,esm_bbk:EU000A1U98P2
DE,bond,DE0001141703,2014-11-05,2014-11-07,2019-10-11,3189.0,3209.091,1.3,0.12,finanzagentur
FR,bond,FR0010070060,2014-11-06,2014-11-10,2035-04-25,714.0,1041.94,2.49,1.99,aft_hist_mlt
FR,bond,FR0011883966,2014-11-06,2014-11-10,2030-05-25,2731.0,2983.618,1.89,1.81,aft_hist_mlt
FR,bond,FR0011962398,2014-11-06,2014-11-10,2024-11-25,5519.0,5814.818,1.39,1.18,aft_hist_mlt
DE,bond,DE0001030559,2014-11-11,2014-11-13,2030-04-15,905.0,991.88,1.5,-0.12,finanzagentur
FR,bill,FR0122599386,2014-11-10,2014-11-13,2015-02-11,4182.0,4182.0,2.58,-0.014,aft_hist_btf
FR,bill,FR0122599436,2014-11-10,2014-11-13,2015-04-15,1668.0,1668.0,3.97,-0.012,aft_hist_btf
FR,bill,FR0122599477,2014-11-10,2014-11-13,2015-11-11,1676.0,1676.0,4.26,-0.007,aft_hist_btf
DE,bond,DE0001137487,2014-11-12,2014-11-14,2016-12-16,4154.0,4158.486,1.5,-0.05,finanzagentur
FR,bill,FR0122599386,2014-11-17,2014-11-19,2015-02-11,4308.0,4308.0,3.17,-0.015,aft_hist_btf
FR,bill,FR0122599436,2014-11-17,2014-11-19,2015-04-15,1648.0,1648.0,3.98,-0.01,aft_hist_btf
FR,bill,FR0122599477,2014-11-17,2014-11-19,2015-11-11,1639.0,1639.0,4.15,-0.01,aft_hist_btf
ESM,bill,EU000A1U98Q0,2014-11-18,2014-11-20,2015-05-21,995.0,995.0,3.5,,esm_bbk:EU000A1U98Q0
FR,bond,FR0010447367,2014-11-20,2014-11-24,2040-07-25,268.0,351.375,2.52,0.5,aft_hist_mlt
FR,bond,FR0010585901,2014-11-20,2014-11-24,2023-07-25,764.0,921.078,2.21,-0.24,aft_hist_mlt
FR,bond,FR0011008705,2014-11-20,2014-11-24,2027-07-25,323.0,393.188,2.78,0.12,aft_hist_mlt
FR,bond,FR0011993179,2014-11-20,2014-11-24,2019-11-25,3286.0,3318.531,2.09,0.3,aft_hist_mlt
FR,bond,FR0120473253,2014-11-20,2014-11-24,2017-02-25,4318.0,4484.675,2.03,0.04,aft_hist_mlt
FR,bond,FR0120746609,2014-11-20,2014-11-24,2017-07-25,1763.0,1807.604,3.07,0.05,aft_hist_mlt
FR,bill,FR0122599394,2014-11-24,2014-11-26,2015-02-25,4391.0,4391.0,3.16,-0.017,aft_hist_btf
FR,bill,FR0122599436,2014-11-24,2014-11-26,2015-04-15,1955.0,1955.0,3.43,-0.011,aft_hist_btf
FR,bill,FR0122599477,2014-11-24,2014-11-26,2015-11-11,1761.0,1761.0,4.41,-0.009,aft_hist_btf
DE,bond,DE0001102366,2014-11-26,2014-11-28,2024-08-15,3249.5,3326.838,1.1,0.74,finanzagentur
FR,bill,FR0122599394,2014-12-01,2014-12-03,2015-02-25,3990.0,3990.0,2.96,-0.017,aft_hist_btf
FR,bill,FR0122599444,2014-12-01,2014-12-03,2015-05-13,1903.0,1903.0,3.4,-0.015,aft_hist_btf
FR,bill,FR0122599477,2014-12-01,2014-12-03,2015-11-11,1497.0,1497.0,4.41,-0.007,aft_hist_btf
ESM,bill,EU000A1U98R8,2014-12-02,2014-12-04,2015-03-05,994.8,994.8,4.5,,esm_bbk:EU000A1U98R8
DE,bond,DE0001141703,2014-12-03,2014-12-05,2019-10-11,2474.25,2487.116,1.6,0.14,finanzagentur
FR,bond,FR0000571150,2014-12-04,2014-12-08,2025-10-25,1376.0,2062.486,2.44,1.11,aft_hist_mlt
FR,bond,FR0011317783,2014-12-04,2014-12-08,2027-10-25,689.0,798.895,4.19,1.39,aft_hist_mlt
FR,bond,FR0011486067,2014-12-04,2014-12-08,2023-05-25,2075.0,2242.66,2.23,0.76,aft_hist_mlt
FR,bill,FR0122599402,2014-12-08,2014-12-10,2015-03-11,3993.0,3993.0,2.82,-0.013,aft_hist_btf
FR,bill,FR0122599444,2014-12-08,2014-12-10,2015-05-13,1540.0,1540.0,3.39,-0.009,aft_hist_btf
FR,bill,FR0122599485,2014-12-08,2014-12-10,2015-12-09,2002.0,2002.0,4.08,-0.006,aft_hist_btf
DE,bond,DE0001137487,2014-12-10,2014-12-12,2016-12-16,3233.0,3235.36,1.9,-0.04,finanzagentur
