issuer,kind,isin,auction,settlement,maturity,nominal,cash,cover,yield,source
IT,bond,IT0005482309,2022-05-26,2022-05-30,2023-11-29,450.0,444.87,,0.77,mef_pdf:BTP-Short-Term-Auction-Results-26-27.05.2022.pdf#supplementary
IT,bond,IT0005482994,2022-05-26,2022-05-30,2033-05-15,1250.0,1150.551,1.4,0.86,mef_pdf:BTPEi-10-Years-Auction-Results-26-27.05.2022.pdf
IT,bond,IT0005482994,2022-05-26,2022-05-30,2033-05-15,187.5,172.575,,0.86,mef_pdf:BTPEi-10-Years-Auction-Results-26-27.05.2022.pdf#supplementary
IT,bill,IT0005494510,2022-05-27,2022-05-31,2022-11-30,5000.0,5002.25,1.54,-0.088,mef_pdf:6-Month-BOTs-Auction-Results-27-30.05.2022.pdf
IT,bill,IT0005494510,2022-05-27,2022-05-31,2022-11-30,258.93,259.047,,-0.088,mef_pdf:6-Month-BOTs-Auction-Results-27-30.05.2022.pdf#supplementary
IT,bond,IT0005484552,2022-05-31,2022-06-02,2027-04-01,3000.0,2861.905,1.57,2.16,mef_pdf:BTP-5-Years-Auction-Results-31.05-01.06.2022.pdf
IT,bond,IT0005491250,2022-05-31,2022-06-02,2030-10-15,1250.0,1204.125,1.84,0.87,mef_pdf:CCTeu-7-Years-Auction-Results-31.05-01.06.2022.pdf
IT,bond,IT0005491250,2022-05-31,2022-06-02,2030-10-15,187.5,180.619,,0.87,mef_pdf:CCTeu-7-Years-Auction-Results-31.05-01.06.2022.pdf#supplementary
IT,bond,IT0005494239,2022-05-31,2022-06-02,2032-12-01,2500.0,2371.671,1.59,3.1,mef_pdf:BTP-10-Years-Auction-Results-31.05-01.06.2022.pdf
IT,bill,IT0005497323,2022-06-10,2022-06-14,2023-06-14,6500.0,6441.695,1.41,0.893,mef_pdf:12-Month-BOTs-Auction-Results-10-13.06.2022.pdf
IT,bond,IT0005363111,2022-06-14,2022-06-16,2049-09-01,747.975,719.617,2.2,4.2,mef_pdf:BTP-30-Years-27-years-residual_maturity-Auction-Results-14-15.06.2022.pdf
IT,bond,IT0005363111,2022-06-14,2022-06-16,2049-09-01,149.595,142.235,,4.2,mef_pdf:BTP-30-Years-27-years-residual_maturity-Auction-Results-14-15.06.2022.pdf#supplementary
IT,bond,IT0005480980,2022-06-14,2022-06-16,2052-09-01,752.025,495.737,2.25,4.23,mef_pdf:BTP-30-Years-Auction-Results-14-15.06.2022.pdf
IT,bond,IT0005480980,2022-06-14,2022-06-16,2052-09-01,150.405,98.199,,4.23,mef_pdf:BTP-30-Years-Auction-Results-14-15.06.2022.pdf#supplementary
IT,bond,IT0005493298,2022-06-14,2022-06-16,2025-08-15,2000.0,1891.0,1.63,3.04,mef_pdf:BTP-3-Years-Auction-Results-14-15.06.2022.pdf
IT,bond,IT0005493298,2022-06-14,2022-06-16,2025-08-15,400.0,378.2,,3.04,mef_pdf:BTP-3-Years-Auction-Results-14-15.06.2022.pdf#supplementary
IT,bond,IT0005495731,2022-06-14,2022-06-16,2029-06-15,2500.0,2359.692,1.48,3.75,mef_pdf:BTP-7-Years-Auction-Results-14-15.06.2022.pdf
IT,bond,IT0005495731,2022-06-14,2022-06-16,2029-06-15,500.0,471.9,,3.75,mef_pdf:BTP-7-Years-Auction-Results-14-15.06.2022.pdf#supplementary
IT,bond,IT0005499311,2022-06-24,2022-06-29,2024-05-30,4000.0,4009.6,1.58,1.63,mef_pdf:BTP-Short-Term-Auction-Results-24-27.06.2022.pdf
IT,bond,IT0005451361,2022-06-30,2022-07-04,2029-04-15,1000.0,982.9,1.86,0.58,mef_pdf:CCTeu-7-Years-7-years-residual_maturity-Auction-Results-30.06-01.07.2022.pdf
IT,bond,IT0005451361,2022-06-30,2022-07-04,2029-04-15,150.0,147.435,,0.58,mef_pdf:CCTeu-7-Years-7-years-residual_maturity-Auction-Results-30.06-01.07.2022.pdf#supplementary
IT,bond,IT0005494239,2022-06-30,2022-07-04,2032-12-01,2000.0,1840.521,1.62,3.47,mef_pdf:BTP-10-Years-Auction-Results-30.06-01.07.2022.pdf
IT,bond,IT0005494239,2022-06-30,2022-07-04,2032-12-01,400.0,367.2,,3.47,mef_pdf:BTP-10-Years-Auction-Results-30.06-01.07.2022.pdf#supplementary
IT,bond,IT0005500068,2022-06-30,2022-07-04,2027-12-01,4000.0,3984.8,1.4,2.74,mef_pdf:BTP-5-Years-Auction-Results-30.06-01.07.2022.pdf
IT,bond,IT0005500068,2022-06-30,2022-07-04,2027-12-01,1200.0,1195.44,,2.74,mef_pdf:BTP-5-Years-Auction-Results-30.06-01.07.2022.pdf#supplementary
IT,bill,IT0005500027,2022-07-12,2022-07-14,2023-07-14,7000.0,6949.11,1.41,0.722,mef_pdf:12-Month-BOTs-Auction-Results-12-13.07.2022.pdf
IT,bond,IT0005493298,2022-07-13,2022-07-15,2025-08-15,3250.0,3188.25,1.57,1.84,mef_pdf:BTP-3-Years-Auction-Results-13-14.07.2022.pdf
IT,bond,IT0005495731,2022-07-13,2022-07-15,2029-06-15,2500.0,2514.503,1.58,2.76,mef_pdf:BTP-7-Years-Auction-Results-13-14.07.2022.pdf
IT,bond,IT0005496770,2022-07-13,2022-07-15,2038-03-01,1250.0,1239.762,1.6,3.45,mef_pdf:BTP-15-Years-Auction-Results-13-14.07.2022.pdf
IT,bond,IT0004545890,2022-07-26,2022-07-28,2041-09-15,499.981,597.093,2.09,1.45,mef_pdf:BTPEi-30-Years-19-years-residual_maturity-Auction-Results-26-27.07.2022.pdf
IT,bond,IT0005482994,2022-07-26,2022-07-28,2033-05-15,750.019,655.069,1.84,1.37,mef_pdf:BTPEi-10-Years-Auction-Results-26-27.07.2022.pdf
IT,bond,IT0005499311,2022-07-26,2022-07-28,2024-05-30,2500.0,2502.25,1.77,1.71,mef_pdf:BTP-Short-Term-Auction-Results-26-27.07.2022.pdf
IT,bond,IT0005499311,2022-07-26,2022-07-28,2024-05-30,179.465,179.627,,1.71,mef_pdf:BTP-Short-Term-Auction-Results-26-27.07.2022.pdf#supplementary
IT,bill,IT0005500035,2022-07-27,2022-07-29,2023-01-31,6000.0,5980.62,1.47,0.628,mef_pdf:6-Month-BOTs-Auction-Results-27-28.07.2022.pdf
IT,bill,IT0005500035,2022-07-27,2022-07-29,2023-01-31,600.0,598.062,,0.628,mef_pdf:6-Month-BOTs-Auction-Results-27-28.07.2022.pdf#supplementary
IT,bond,IT0005466013,2022-07-28,2022-08-01,2032-06-01,1500.0,1204.332,1.72,3.36,mef_pdf:BTP-10-Years-10-years-residual_maturity-Auction-Results-28-29.07.2022.pdf
IT,bond,IT0005466013,2022-07-28,2022-08-01,2032-06-01,300.0,240.39,,3.36,mef_pdf:BTP-10-Years-10-years-residual_maturity-Auction-Results-28-29.07.2022.pdf#supplementary
IT,bond,IT0005491250,2022-07-28,2022-08-01,2030-10-15,1250.0,1167.5,1.76,1.26,mef_pdf:CCTeu-7-Years-Auction-Results-28-29.07.2022.pdf
IT,bond,IT0005491250,2022-07-28,2022-08-01,2030-10-15,187.5,175.125,,1.26,mef_pdf:CCTeu-7-Years-Auction-Results-28-29.07.2022.pdf#supplementary
IT,bond,IT0005494239,2022-07-28,2022-08-01,2032-12-01,2000.0,1847.556,1.57,3.46,mef_pdf:BTP-10-Years-Auction-Results-28-29.07.2022.pdf
IT,bond,IT0005494239,2022-07-28,2022-08-01,2032-12-01,400.0,367.84,,3.46,mef_pdf:BTP-10-Years-Auction-Results-28-29.07.2022.pdf#supplementary
IT,bond,IT0005500068,2022-07-28,2022-08-01,2027-12-01,2750.0,2730.2,1.51,2.82,mef_pdf:BTP-5-Years-Auction-Results-28-29.07.2022.pdf
IT,bond,IT0005500068,2022-07-28,2022-08-01,2027-12-01,550.0,546.04,,2.82,mef_pdf:BTP-5-Years-Auction-Results-28-29.07.2022.pdf#supplementary
IT,bill,IT0005505075,2022-08-10,2022-08-12,2023-08-14,7000.0,6929.79,1.37,0.994,mef_pdf:12-Month-BOTs-Auction-Results-10-11.08.2022.pdf
IT,bill,IT0005505075,2022-08-10,2022-08-12,2023-08-14,700.0,692.979,,0.994,mef_pdf:12-Month-BOTs-Auction-Results-10-11.08.2022.pdf#supplementary
IT,bond,IT0005499311,2022-08-25,2022-08-30,2024-05-30,2500.0,2495.5,1.78,1.86,mef_pdf:BTP-Short-Term-Auction-Results-25-26.08.2022.pdf
IT,bond,IT0005499311,2022-08-25,2022-08-30,2024-05-30,248.27,247.823,,1.86,mef_pdf:BTP-Short-Term-Auction-Results-25-26.08.2022.pdf#supplementary
IT,bill,IT0005505083,2022-08-26,2022-08-31,2023-02-28,6000.0,5975.64,1.46,0.81,mef_pdf:6-Month-BOTs-Auction-Results-26-29.08.2022.pdf
IT,bond,IT0005024234,2022-08-30,2022-09-01,2030-03-01,1250.0,1268.625,1.8,3.3,mef_pdf:BTP-15-Years-8-years-residual_maturity-Auction-Results-30-31.08.2022.pdf
IT,bond,IT0005491250,2022-08-30,2022-09-01,2030-10-15,1250.0,1189.125,1.71,1.04,mef_pdf:CCTeu-7-Years-Auction-Results-30-31.08.2022.pdf
IT,bond,IT0005494239,2022-08-30,2022-09-01,2032-12-01,2250.0,2031.753,1.54,3.76,mef_pdf:BTP-10-Years-Auction-Results-30-31.08.2022.pdf
IT,bond,IT0005500068,2022-08-30,2022-09-01,2027-12-01,3250.0,3184.675,1.45,3.09,mef_pdf:BTP-5-Years-Auction-Results-30-31.08.2022.pdf
IT,bill,IT0005508236,2022-09-09,2022-09-14,2023-09-14,7000.0,6854.68,1.31,2.091,mef_pdf:12-Month-BOTs-Auction-Results-9-12.09.2022.pdf
IT,bill,IT0005508236,2022-09-09,2022-09-14,2023-09-14,700.0,685.468,,2.091,mef_pdf:12-Month-BOTs-Auction-Results-9-12.09.2022.pdf#supplementary
IT,bond,IT0005083057,2022-09-13,2022-09-15,2046-09-01,1500.0,1330.12,1.45,4.04,mef_pdf:BTP-30-Years-24-years-residual_maturity-Auction-Results-13-14.09.2022.pdf
IT,bond,IT0005493298,2022-09-13,2022-09-15,2025-08-15,2750.0,2634.278,1.7,2.77,mef_pdf:BTP-3-Years-Auction-Results-13-14.09.2022.pdf
IT,bond,IT0005495731,2022-09-13,2022-09-15,2029-06-15,3250.0,3142.287,1.48,3.5,mef_pdf:BTP-7-Years-Auction-Results-13-14.09.2022.pdf
IT,bond,IT0005482994,2022-09-27,2022-09-29,2033-05-15,1250.0,978.594,1.31,2.45,mef_pdf:BTPEi-10-Years-Auction-Results-27-28.09.2022.pdf
IT,bond,IT0005482994,2022-09-27,2022-09-29,2033-05-15,3.0,2.348,,2.45,mef_pdf:BTPEi-10-Years-Auction-Results-27-28.09.2022.pdf#supplementary
IT,bond,IT0005499311,2022-09-27,2022-09-29,2024-05-30,2500.0,2439.75,1.7,3.27,mef_pdf:BTP-Short-Term-Auction-Results-27-28.09.2022.pdf
IT,bond,IT0005499311,2022-09-27,2022-09-29,2024-05-30,500.0,487.95,,3.27,mef_pdf:BTP-Short-Term-Auction-Results-27-28.09.2022.pdf#supplementary
IT,bill,IT0005508244,2022-09-28,2022-09-30,2023-03-31,5000.0,4950.5,1.42,1.978,mef_pdf:6-Month-BOTs-Auction-Results-28-29.09.2022.pdf
IT,bill,IT0005508244,2022-09-28,2022-09-30,2023-03-31,500.0,495.05,,1.978,mef_pdf:6-Month-BOTs-Auction-Results-28-29.09.2022.pdf#supplementary
IT,bond,IT0005451361,2022-09-29,2022-10-03,2029-04-15,1000.0,966.3,1.94,0.85,mef_pdf:CCTeu-7-Years-7-years-residual_maturity-Auction-Results-29-30.09.2022.pdf
IT,bond,IT0005451361,2022-09-29,2022-10-03,2029-04-15,150.0,144.945,,0.85,mef_pdf:CCTeu-7-Years-7-years-residual_maturity-Auction-Results-29-30.09.2022.pdf#supplementary
IT,bond,IT0005494239,2022-09-29,2022-10-03,2032-12-01,2500.0,2090.983,1.42,4.7,mef_pdf:BTP-10-Years-Auction-Results-29-30.09.2022.pdf
IT,bond,IT0005494239,2022-09-29,2022-10-03,2032-12-01,500.0,413.95,,4.7,mef_pdf:BTP-10-Years-Auction-Results-29-30.09.2022.pdf#supplementary
IT,bond,IT0005500068,2022-09-29,2022-10-03,2027-12-01,2750.0,2569.325,1.48,4.12,mef_pdf:BTP-5-Years-Auction-Results-29-30.09.2022.pdf
IT,bond,IT0005500068,2022-09-29,2022-10-03,2027-12-01,550.0,513.865,,4.12,mef_pdf:BTP-5-Years-Auction-Results-29-30.09.2022.pdf#supplementary
IT,bill,IT0005512030,2022-10-12,2022-10-14,2023-10-13,6000.0,5850.24,1.4,2.532,mef_pdf:12-Month-BOTs-Auction-Results-12-13.10.2022.pdf
IT,bond,IT0004286966,2022-10-13,2022-10-17,2039-08-01,1250.0,1303.31,1.52,4.78,mef_pdf:BTP-30-Years-17-years-residual_maturity-Auction-Results-13-14.10.2022.pdf
IT,bond,IT0004286966,2022-10-13,2022-10-17,2039-08-01,250.0,258.025,,4.78,mef_pdf:BTP-30-Years-17-years-residual_maturity-Auction-Results-13-14.10.2022.pdf#supplementary
IT,bond,IT0005495731,2022-10-13,2022-10-17,2029-06-15,2750.0,2554.234,1.45,4.25,mef_pdf:BTP-7-Years-Auction-Results-13-14.10.2022.pdf
IT,bond,IT0005495731,2022-10-13,2022-10-17,2029-06-15,550.0,505.615,,4.25,mef_pdf:BTP-7-Years-Auction-Results-13-14.10.2022.pdf#supplementary
IT,bond,IT0005496770,2022-10-13,2022-10-17,2038-03-01,1000.0,840.596,1.57,4.82,mef_pdf:BTP-15-Years-Auction-Results-13-14.10.2022.pdf
IT,bond,IT0005496770,2022-10-13,2022-10-17,2038-03-01,200.0,167.3,,4.82,mef_pdf:BTP-15-Years-Auction-Results-13-14.10.2022.pdf#supplementary
IT,bond,IT0005514473,2022-10-13,2022-10-17,2026-01-15,3750.0,3746.25,1.5,3.57,mef_pdf:BTP-3-Years-Auction-Results-13-14.10.2022.pdf
IT,bond,IT0005514473,2022-10-13,2022-10-17,2026-01-15,1125.0,1123.875,,3.57,mef_pdf:BTP-3-Years-Auction-Results-13-14.10.2022.pdf#supplementary
IT,bond,IT0005415416,2022-10-26,2022-10-28,2026-05-15,750.0,740.817,1.55,1.09,mef_pdf:BTPEi-5-Years-Auction-Results-26-27.10.2022.pdf
IT,bond,IT0005415416,2022-10-26,2022-10-28,2026-05-15,112.5,110.79,,1.09,mef_pdf:BTPEi-5-Years-Auction-Results-26-27.10.2022.pdf#supplementary
IT,bond,IT0005482994,2022-10-26,2022-10-28,2033-05-15,750.0,602.066,1.57,2.22,mef_pdf:BTPEi-10-Years-Auction-Results-26-27.10.2022.pdf
IT,bond,IT0005482994,2022-10-26,2022-10-28,2033-05-15,112.5,90.259,,2.22,mef_pdf:BTPEi-10-Years-Auction-Results-26-27.10.2022.pdf#supplementary
IT,bond,IT0005499311,2022-10-26,2022-10-28,2024-05-30,2500.0,2457.25,1.6,2.88,mef_pdf:BTP-Short-Term-Auction-Results-26-27.10.2022.pdf
IT,bond,IT0005499311,2022-10-26,2022-10-28,2024-05-30,500.0,491.45,,2.88,mef_pdf:BTP-Short-Term-Auction-Results-26-27.10.2022.pdf#supplementary
IT,bill,IT0005512857,2022-10-27,2022-10-31,2023-04-28,6000.0,5939.46,1.39,2.049,mef_pdf:6-Month-BOTs-Auction-Results-27-28.10.2022.pdf
IT,bill,IT0005512857,2022-10-27,2022-10-31,2023-04-28,37.95,37.567,,2.049,mef_pdf:6-Month-BOTs-Auction-Results-27-28.10.2022.pdf#supplementary
IT,bond,IT0005428617,2022-10-28,2022-11-01,2026-04-15,1000.0,998.8,2.16,2.54,mef_pdf:CCteu-5-Years-Auction-Results-28-31.10.2022.pdf
IT,bond,IT0005500068,2022-10-28,2022-11-01,2027-12-01,2750.0,2648.8,1.49,3.48,mef_pdf:BTP-5-Years-Auction-Results-28-31.10.2022.pdf
IT,bond,IT0005518128,2022-10-28,2022-11-01,2033-05-01,3750.0,3814.125,1.3,4.24,mef_pdf:BTP-10-Years-Auction-Results-28-31.10.2022.pdf
IT,bill,IT0005518516,2022-11-10,2022-11-14,2023-11-14,5500.0,5353.975,1.5,2.69,mef_pdf:12-Month-BOTs-Auction-Results-10-11.11.2022.pdf
IT,bill,IT0005518516,2022-11-10,2022-11-14,2023-11-14,550.0,535.398,,2.69,mef_pdf:12-Month-BOTs-Auction-Results-10-11.11.2022.pdf#supplementary
IT,bond,IT0005508590,2022-11-11,2022-11-15,2035-04-30,2000.0,1961.107,1.56,4.26,mef_pdf:BTP-Green-Auction-Results-11-14.11.2022.pdf
IT,bond,IT0005514473,2022-11-11,2022-11-15,2026-01-15,2750.0,2775.3,1.78,3.22,mef_pdf:BTP-3-Years-Auction-Results-11-14.11.2022.pdf
IT,bond,IT0005519787,2022-11-11,2022-11-15,2029-12-15,4000.0,4010.8,1.42,3.84,mef_pdf:BTP-7-Years-Auction-Results-11-14.11.2022.pdf
IT,bond,IT0005282527,2022-11-24,2022-11-29,2024-11-15,1500.0,1470.084,1.91,2.54,mef_pdf:BTP-7-Years-2-years-residual_maturity-Auction-Results-24-25.11.2022.pdf
IT,bond,IT0005499311,2022-11-24,2022-11-29,2024-05-30,1250.0,1232.125,2.07,2.75,mef_pdf:BTP-Short-Term-Auction-Results-24-25.11.2022.pdf
IT,bill,IT0005518524,2022-11-25,2022-11-30,2023-05-31,5000.0,4941.95,1.57,2.324,mef_pdf:6-Month-BOTs-Auction-Results-25-28.11.2022.pdf
IT,bill,IT0005518524,2022-11-25,2022-11-30,2023-05-31,423.0,418.089,,2.324,mef_pdf:6-Month-BOTs-Auction-Results-25-28.11.2022.pdf#supplementary
IT,bond,IT0005491250,2022-11-29,2022-12-01,2030-10-15,1250.0,1209.5,1.82,3.21,mef_pdf:CCTeu-7-Years-Auction-Results-29-30.11.2022.pdf
IT,bond,IT0005491250,2022-11-29,2022-12-01,2030-10-15,165.168,159.817,,3.21,mef_pdf:CCTeu-7-Years-Auction-Results-29-30.11.2022.pdf#supplementary
IT,bond,IT0005518128,2022-11-29,2022-12-01,2033-05-01,3000.0,3131.749,1.47,3.96,mef_pdf:BTP-10-Years-Auction-Results-29-30.11.2022.pdf
IT,bill,IT0005523854,2022-12-09,2022-12-14,2023-12-14,6000.0,5841.9,1.42,2.669,mef_pdf:12-Month-BOTs-Auction-Results-9-12.12.2022.pdf
IT,bill,IT0005523854,2022-12-09,2022-12-14,2023-12-14,418.85,407.813,,2.669,mef_pdf:12-Month-BOTs-Auction-Results-9-12.12.2022.pdf#supplementary
IT,bond,IT0005474330,2022-12-13,2022-12-15,2024-12-15,1500.0,1424.4,2.39,2.62,mef_pdf:BTP-3-Years-2-years-residual_maturity-Auction-Results-13-14.12.2022.pdf
IT,bond,IT0005514473,2022-12-13,2022-12-15,2026-01-15,2000.0,2026.4,1.85,3.07,mef_pdf:BTP-3-Years-Auction-Results-13-14.12.2022.pdf
IT,bond,IT0005519787,2022-12-13,2022-12-15,2029-12-15,3500.0,3557.75,1.38,3.61,mef_pdf:BTP-7-Years-Auction-Results-13-14.12.2022.pdf
IT,bill,IT0005529752,2023-01-11,2023-01-13,2024-01-12,7000.0,6788.18,1.39,3.086,mef_pdf:12-Month-BOTs-Auction-Results-11-12.01.2023.pdf
IT,bill,IT0005529752,2023-01-11,2023-01-13,2024-01-12,700.0,678.818,,3.086,mef_pdf:12-Month-BOTs-Auction-Results-11-12.01.2023.pdf#supplementary
IT,bond,IT0005514473,2023-01-12,2023-01-16,2026-01-15,3500.0,3526.586,1.52,3.26,mef_pdf:BTP-3-Years-Auction-Results-12-13.01.2023.pdf
IT,bond,IT0005514473,2023-01-12,2023-01-16,2026-01-15,700.0,705.25,,3.26,mef_pdf:BTP-3-Years-Auction-Results-12-13.01.2023.pdf#supplementary
IT,bond,IT0005519787,2023-01-12,2023-01-16,2029-12-15,3500.0,3535.264,1.41,3.77,mef_pdf:BTP-7-Years-Auction-Results-12-13.01.2023.pdf
IT,bond,IT0005519787,2023-01-12,2023-01-16,2029-12-15,700.0,704.69,,3.77,mef_pdf:BTP-7-Years-Auction-Results-12-13.01.2023.pdf#supplementary
IT,bond,IT0005090318,2023-01-26,2023-01-30,2025-06-01,1250.0,1210.832,2.39,3.03,mef_pdf:BTP-10-Years-2-years-residual_maturity-Auction-Results-26-27.01.2023.pdf
IT,bond,IT0005345183,2023-01-26,2023-01-30,2025-11-15,2000.0,1979.211,1.92,3.1,mef_pdf:BTP-7-Years-2-years-residual_maturity-Auction-Results-26-27.01.2023.pdf
IT,bond,IT0005482994,2023-01-26,2023-01-30,2033-05-15,1750.0,1439.389,1.42,2.03,mef_pdf:BTPEi-10-Years-Auction-Results-26-27.01.2023.pdf
IT,bill,IT0005531295,2023-01-27,2023-01-31,2023-07-31,5000.0,4930.05,1.5,2.822,mef_pdf:6-Month-BOTs-Auction-Results-27-30.01.2023.pdf
IT,bill,IT0005531295,2023-01-27,2023-01-31,2023-07-31,200.0,197.202,,2.822,mef_pdf:6-Month-BOTs-Auction-Results-27-30.01.2023.pdf#supplementary
IT,bond,IT0005428617,2023-01-31,2023-02-02,2026-04-15,1500.0,1496.55,1.76,2.58,mef_pdf:CCteu-5-Years-Auction-Results-31.01-01.02.2023.pdf
IT,bond,IT0005428617,2023-01-31,2023-02-02,2026-04-15,225.0,224.482,,2.58,mef_pdf:CCteu-5-Years-Auction-Results-31.01-01.02.2023.pdf#supplementary
IT,bond,IT0005518128,2023-01-31,2023-02-02,2033-05-01,3500.0,3587.538,1.35,4.28,mef_pdf:BTP-10-Years-Auction-Results-31.01-01.02.2023.pdf
IT,bond,IT0005518128,2023-01-31,2023-02-02,2033-05-01,700.0,709.66,,4.28,mef_pdf:BTP-10-Years-Auction-Results-31.01-01.02.2023.pdf#supplementary
IT,bond,IT0005521981,2023-01-31,2023-02-02,2028-04-01,4000.0,3949.6,1.38,3.7,mef_pdf:BTP-5-Years-Auction-Results-31.01-01.02.2023.pdf
IT,bond,IT0005521981,2023-01-31,2023-02-02,2028-04-01,800.0,789.92,,3.7,mef_pdf:BTP-5-Years-Auction-Results-31.01-01.02.2023.pdf#supplementary
IT,bill,IT0005532988,2023-02-10,2023-02-14,2024-02-14,7000.0,6781.39,1.38,3.179,mef_pdf:12-Month-BOTs-Auction-Results-10-13.02.2023.pdf
IT,bond,IT0005496770,2023-02-14,2023-02-16,2038-03-01,1500.0,1359.238,1.55,4.28,mef_pdf:BTP-15-Years-Auction-Results-14-15.02.2023.pdf
IT,bond,IT0005514473,2023-02-14,2023-02-16,2026-01-15,3500.0,3526.14,1.5,3.37,mef_pdf:BTP-3-Years-Auction-Results-14-15.02.2023.pdf
IT,bond,IT0005519787,2023-02-14,2023-02-16,2029-12-15,3500.0,3540.758,1.37,3.8,mef_pdf:BTP-7-Years-Auction-Results-14-15.02.2023.pdf
IT,bond,IT0005482994,2023-02-22,2023-02-24,2033-05-15,1500.0,1216.465,1.43,2.19,mef_pdf:BTPEi-10-Years-Auction-Results-22-23.02.2023.pdf
IT,bond,IT0005482994,2023-02-22,2023-02-24,2033-05-15,225.0,182.407,,2.19,mef_pdf:BTPEi-10-Years-Auction-Results-22-23.02.2023.pdf#supplementary
IT,bond,IT0005534281,2023-02-22,2023-02-24,2025-03-28,3750.0,3732.375,1.51,3.67,mef_pdf:BTP-Short-Term-Auction-Results-22-23.02.2023.pdf
IT,bond,IT0005534281,2023-02-22,2023-02-24,2025-03-28,1125.0,1119.713,,3.67,mef_pdf:BTP-Short-Term-Auction-Results-22-23.02.2023.pdf#supplementary
IT,bill,IT0005523854,2023-02-23,2023-02-28,2023-12-14,2000.0,1949.36,1.61,3.236,mef_pdf:12-Month-BOTs-Auction-Results-23-24.02.2023.pdf
IT,bill,IT0005531295,2023-02-23,2023-02-28,2023-07-31,3000.0,2961.6,1.57,3.05,mef_pdf:6-Month-BOTs-Auction-Results-23-24.02.2023.pdf
IT,bill,IT0005531295,2023-02-23,2023-02-28,2023-07-31,90.0,88.848,,3.05,mef_pdf:6-Month-BOTs-Auction-Results-23-24.02.2023.pdf#supplementary
IT,bond,IT0005518128,2023-02-24,2023-03-01,2033-05-01,3500.0,3581.43,1.34,4.34,mef_pdf:BTP-10-Years-Auction-Results-24-27.02.2023.pdf
IT,bond,IT0005521981,2023-02-24,2023-03-01,2028-04-01,2500.0,2453.25,1.55,3.84,mef_pdf:BTP-5-Years-Auction-Results-24-27.02.2023.pdf
IT,bond,IT0005534984,2023-02-24,2023-03-01,2028-10-15,3500.0,3469.2,1.36,2.97,mef_pdf:CCTeu-7-Years-Auction-Results-24-27.02.2023.pdf
IT,bond,IT0005534984,2023-02-24,2023-03-01,2028-10-15,1050.0,1040.76,,2.97,mef_pdf:CCTeu-7-Years-Auction-Results-24-27.02.2023.pdf#supplementary
IT,bill,IT0005537094,2023-03-10,2023-03-14,2024-03-14,6500.0,6269.705,1.41,3.613,mef_pdf:12-Month-BOTs-Auction-Results-10-13.03.2023.pdf
