date,cb_score_lw,cb_regime,fi_score_lw,fi_regime,general
2022-07-01,0.25,NEUTRAL,-0.5,DRAIN,NEUTRAL_PARTIAL
2022-07-08,0.25,NEUTRAL,-0.5,DRAIN,NEUTRAL_PARTIAL
2022-07-15,0.25,NEUTRAL,-0.5,DRAIN,NEUTRAL_PARTIAL
2022-07-22,-0.25,NEUTRAL,-0.5,DRAIN,NEUTRAL_PARTIAL
2022-07-29,-1.0,DRAIN,-0.5,DRAIN,LIQUIDITY_DRAIN
2022-08-05,-0.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-08-12,0.0,DRAIN,-0.5,NEUTRAL,NEUTRAL_PARTIAL
2022-08-19,0.0,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-08-26,-0.25,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-09-02,0.0,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2022-09-09,-1.0,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-09-16,0.0,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-09-23,0.25,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2022-09-30,-1.0,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2022-10-07,0.75,NEUTRAL,0.0,INJECTION,NEUTRAL_PARTIAL
2022-10-14,0.25,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-10-21,0.75,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2022-10-31,-0.25,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2022-11-07,0.75,NEUTRAL,-0.5,NEUTRAL,NEUTRAL_PARTIAL
2022-11-14,0.75,INJECTION,0.5,NEUTRAL,NEUTRAL_PARTIAL
2022-11-21,0.25,INJECTION,0.5,INJECTION,LIQUIDITY_INJECTION
2022-11-28,-1.0,DRAIN,-0.5,NEUTRAL,NEUTRAL_PARTIAL
2022-12-05,0.25,DRAIN,0.5,NEUTRAL,NEUTRAL_PARTIAL
2022-12-12,-0.5,NEUTRAL,0.0,INJECTION,NEUTRAL_PARTIAL
2022-12-19,0.25,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2022-12-28,-0.25,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-01-06,0.25,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-01-13,0.75,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-01-20,-1.0,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-01-27,-0.5,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-02-03,0.0,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2023-02-13,0.0,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-02-20,-0.5,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-02-27,0.25,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-03-06,0.0,NEUTRAL,-0.5,NEUTRAL,NEUTRAL_PARTIAL
2023-03-13,0.75,INJECTION,-0.5,DRAIN,NEUTRAL_CONFLICT
2023-03-20,-0.5,NEUTRAL,-0.5,DRAIN,NEUTRAL_PARTIAL
2023-03-27,-0.5,DRAIN,-0.5,DRAIN,LIQUIDITY_DRAIN
2023-04-03,0.75,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-04-12,-1.0,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-04-19,0.25,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-04-27,0.25,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-05-04,0.75,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-05-11,-0.25,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-05-18,0.0,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-05-25,-0.5,NEUTRAL,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-06-01,0.0,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-06-09,0.75,INJECTION,0.5,INJECTION,LIQUIDITY_INJECTION
2023-06-16,0.25,INJECTION,0.5,INJECTION,LIQUIDITY_INJECTION
2023-06-23,-1.0,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2023-06-30,-1.0,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2023-07-07,-0.5,DRAIN,-0.5,NEUTRAL,NEUTRAL_PARTIAL
2023-07-17,0.0,NEUTRAL,-0.5,DRAIN,NEUTRAL_PARTIAL
2023-07-24,0.25,NEUTRAL,-0.5,DRAIN,NEUTRAL_PARTIAL
2023-07-31,0.75,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-08-07,0.75,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-08-14,0.75,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-08-21,0.25,INJECTION,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-08-28,-1.0,DRAIN,0.0,NEUTRAL,NEUTRAL_PARTIAL
2023-09-04,0.0,DRAIN,0.5,INJECTION,NEUTRAL_CONFLICT
2023-09-11,0.0,NEUTRAL,0.5,INJECTION,NEUTRAL_PARTIAL
2023-09-18,0.75,INJECTION,0.5,INJECTION,LIQUIDITY_INJECTION
