date,cb_score_lw,cb_regime,fi_score_lw,fi_regime,general
2025-04-09,1.33,INJECTION,0.33,NEUTRAL,NEUTRAL_PARTIAL
2025-04-16,0.67,INJECTION,0.15,NEUTRAL,NEUTRAL_PARTIAL
2025-04-23,-0.5,DRAIN,2.0,INJECTION,NEUTRAL_CONFLICT
2025-04-30,0.67,DRAIN,-0.46,INJECTION,NEUTRAL_CONFLICT
2025-05-07,0.67,NEUTRAL,0.53,NEUTRAL,NEUTRAL_PARTIAL
2025-05-14,0.67,NEUTRAL,0.26,NEUTRAL,NEUTRAL_PARTIAL
2025-05-21,-0.5,DRAIN,-0.79,NEUTRAL,NEUTRAL_PARTIAL
2025-05-28,0.67,DRAIN,-0.43,DRAIN,LIQUIDITY_DRAIN
2025-06-04,0.67,NEUTRAL,-0.83,DRAIN,NEUTRAL_PARTIAL
2025-06-11,0.67,NEUTRAL,0.5,NEUTRAL,NEUTRAL_PARTIAL
2025-06-18,0.67,NEUTRAL,0.2,NEUTRAL,NEUTRAL_PARTIAL
2025-06-25,0.67,NEUTRAL,-1.27,NEUTRAL,NEUTRAL_PARTIAL
2025-07-02,1.33,INJECTION,1.48,NEUTRAL,NEUTRAL_PARTIAL
2025-07-09,1.33,INJECTION,0.81,INJECTION,LIQUIDITY_INJECTION
2025-07-16,0.67,INJECTION,0.27,INJECTION,LIQUIDITY_INJECTION
2025-07-23,0.0,NEUTRAL,-1.18,NEUTRAL,NEUTRAL_PARTIAL
2025-07-30,0.0,DRAIN,-1.07,DRAIN,LIQUIDITY_DRAIN
2025-08-06,0.67,DRAIN,0.02,DRAIN,LIQUIDITY_DRAIN
2025-08-13,1.33,INJECTION,1.08,INJECTION,LIQUIDITY_INJECTION
2025-08-20,0.67,INJECTION,-0.77,NEUTRAL,NEUTRAL_PARTIAL
2025-08-27,0.0,NEUTRAL,-1.16,DRAIN,NEUTRAL_PARTIAL
2025-09-03,0.67,NEUTRAL,-0.2,DRAIN,NEUTRAL_PARTIAL
2025-09-10,0.67,NEUTRAL,0.4,NEUTRAL,NEUTRAL_PARTIAL
2025-09-17,1.33,INJECTION,0.72,INJECTION,LIQUIDITY_INJECTION
2025-09-24,0.67,INJECTION,-0.39,NEUTRAL,NEUTRAL_PARTIAL
2025-10-01,0.67,NEUTRAL,0.07,NEUTRAL,NEUTRAL_PARTIAL
2025-10-08,1.33,INJECTION,1.2,INJECTION,LIQUIDITY_INJECTION
2025-10-15,0.67,INJECTION,0.47,INJECTION,LIQUIDITY_INJECTION
2025-10-22,0.0,NEUTRAL,-0.93,NEUTRAL,NEUTRAL_PARTIAL
